,cuecolor,framecolor,orientation,stimulus,cueFileName,stimFileName,display,cocoa,cue0FileName
64,red,black,vert,8,redblackvert.png,redblackvert8.png,trial,300,blackblackvert.png
65,red,black,hori,1,redblackhori.png,redblackhori1.png,trial,300,blackblackhori.png
66,blue,black,vert,8,blueblackvert.png,blueblackvert8.png,trial,300,blackblackvert.png
67,blue,black,vert,7,blueblackvert.png,blueblackvert7.png,trial,300,blackblackvert.png
68,red,black,hori,6,redblackhori.png,redblackhori6.png,trial,300,blackblackhori.png
69,blue,black,vert,8,blueblackvert.png,blueblackvert8.png,trial,300,blackblackvert.png
70,red,black,vert,4,redblackvert.png,redblackvert4.png,trial,300,blackblackvert.png
71,blue,black,hori,8,blueblackhori.png,blueblackhori8.png,trial,300,blackblackhori.png
72,red,black,hori,9,redblackhori.png,redblackhori9.png,trial,300,blackblackhori.png
73,blue,black,vert,1,blueblackvert.png,blueblackvert1.png,trial,300,blackblackvert.png
74,blue,black,hori,6,blueblackhori.png,blueblackhori6.png,trial,300,blackblackhori.png
75,blue,black,hori,2,blueblackhori.png,blueblackhori2.png,trial,300,blackblackhori.png
76,red,black,hori,7,redblackhori.png,redblackhori7.png,trial,300,blackblackhori.png
77,blue,black,hori,6,blueblackhori.png,blueblackhori6.png,trial,300,blackblackhori.png
78,blue,black,vert,2,blueblackvert.png,blueblackvert2.png,trial,300,blackblackvert.png
79,red,black,hori,7,redblackhori.png,redblackhori7.png,trial,300,blackblackhori.png
80,red,black,vert,2,redblackvert.png,redblackvert2.png,trial,300,blackblackvert.png
81,red,black,vert,1,redblackvert.png,redblackvert1.png,trial,300,blackblackvert.png
82,red,black,vert,7,redblackvert.png,redblackvert7.png,trial,300,blackblackvert.png
83,red,black,vert,1,redblackvert.png,redblackvert1.png,trial,300,blackblackvert.png
84,blue,black,hori,9,blueblackhori.png,blueblackhori9.png,trial,300,blackblackhori.png
85,red,black,vert,8,redblackvert.png,redblackvert8.png,trial,300,blackblackvert.png
86,blue,black,hori,7,blueblackhori.png,blueblackhori7.png,trial,300,blackblackhori.png
87,blue,black,hori,4,blueblackhori.png,blueblackhori4.png,trial,300,blackblackhori.png
88,red,black,hori,6,redblackhori.png,redblackhori6.png,trial,300,blackblackhori.png
89,red,black,hori,1,redblackhori.png,redblackhori1.png,trial,300,blackblackhori.png
90,blue,black,hori,4,blueblackhori.png,blueblackhori4.png,trial,300,blackblackhori.png
91,blue,black,vert,9,blueblackvert.png,blueblackvert9.png,trial,300,blackblackvert.png
92,red,black,hori,4,redblackhori.png,redblackhori4.png,trial,300,blackblackhori.png
93,red,black,vert,2,redblackvert.png,redblackvert2.png,trial,300,blackblackvert.png
94,red,black,hori,3,redblackhori.png,redblackhori3.png,trial,300,blackblackhori.png
95,red,black,vert,9,redblackvert.png,redblackvert9.png,trial,300,blackblackvert.png
96,,,,,,,break,,
0,red,black,vert,1,redblackvert.png,redblackvert1.png,trial,0,redblackvert.png
1,blue,black,hori,8,blueblackhori.png,blueblackhori8.png,trial,0,blueblackhori.png
2,blue,black,vert,3,blueblackvert.png,blueblackvert3.png,trial,0,blueblackvert.png
3,red,black,hori,9,redblackhori.png,redblackhori9.png,trial,0,redblackhori.png
4,red,black,vert,2,redblackvert.png,redblackvert2.png,trial,0,redblackvert.png
5,blue,black,hori,8,blueblackhori.png,blueblackhori8.png,trial,0,blueblackhori.png
6,red,black,vert,7,redblackvert.png,redblackvert7.png,trial,0,redblackvert.png
7,blue,black,vert,2,blueblackvert.png,blueblackvert2.png,trial,0,blueblackvert.png
8,blue,black,hori,7,blueblackhori.png,blueblackhori7.png,trial,0,blueblackhori.png
9,blue,black,vert,8,blueblackvert.png,blueblackvert8.png,trial,0,blueblackvert.png
10,red,black,hori,4,redblackhori.png,redblackhori4.png,trial,0,redblackhori.png
11,blue,black,vert,8,blueblackvert.png,blueblackvert8.png,trial,0,blueblackvert.png
12,blue,black,vert,6,blueblackvert.png,blueblackvert6.png,trial,0,blueblackvert.png
13,red,black,vert,3,redblackvert.png,redblackvert3.png,trial,0,redblackvert.png
14,red,black,vert,6,redblackvert.png,redblackvert6.png,trial,0,redblackvert.png
15,red,black,vert,3,redblackvert.png,redblackvert3.png,trial,0,redblackvert.png
16,blue,black,hori,4,blueblackhori.png,blueblackhori4.png,trial,0,blueblackhori.png
17,red,black,hori,8,redblackhori.png,redblackhori8.png,trial,0,redblackhori.png
18,blue,black,hori,4,blueblackhori.png,blueblackhori4.png,trial,0,blueblackhori.png
19,blue,black,hori,9,blueblackhori.png,blueblackhori9.png,trial,0,blueblackhori.png
20,blue,black,vert,4,blueblackvert.png,blueblackvert4.png,trial,0,blueblackvert.png
21,red,black,vert,1,redblackvert.png,redblackvert1.png,trial,0,redblackvert.png
22,blue,black,vert,6,blueblackvert.png,blueblackvert6.png,trial,0,blueblackvert.png
23,red,black,vert,9,redblackvert.png,redblackvert9.png,trial,0,redblackvert.png
24,blue,black,hori,3,blueblackhori.png,blueblackhori3.png,trial,0,blueblackhori.png
25,blue,black,vert,1,blueblackvert.png,blueblackvert1.png,trial,0,blueblackvert.png
26,red,black,vert,6,redblackvert.png,redblackvert6.png,trial,0,redblackvert.png
27,red,black,hori,4,redblackhori.png,redblackhori4.png,trial,0,redblackhori.png
28,blue,black,hori,2,blueblackhori.png,blueblackhori2.png,trial,0,blueblackhori.png
29,blue,black,vert,6,blueblackvert.png,blueblackvert6.png,trial,0,blueblackvert.png
30,red,black,vert,3,redblackvert.png,redblackvert3.png,trial,0,redblackvert.png
31,red,black,vert,6,redblackvert.png,redblackvert6.png,trial,0,redblackvert.png
32,blue,black,vert,2,blueblackvert.png,blueblackvert2.png,trial,0,blueblackvert.png
33,blue,black,hori,7,blueblackhori.png,blueblackhori7.png,trial,0,blueblackhori.png
34,red,black,hori,6,redblackhori.png,redblackhori6.png,trial,0,redblackhori.png
35,blue,black,hori,9,blueblackhori.png,blueblackhori9.png,trial,0,blueblackhori.png
36,red,black,hori,8,redblackhori.png,redblackhori8.png,trial,0,redblackhori.png
37,red,black,hori,1,redblackhori.png,redblackhori1.png,trial,0,redblackhori.png
38,red,black,hori,3,redblackhori.png,redblackhori3.png,trial,0,redblackhori.png
39,red,black,vert,2,redblackvert.png,redblackvert2.png,trial,0,redblackvert.png
40,blue,black,vert,7,blueblackvert.png,blueblackvert7.png,trial,0,blueblackvert.png
41,red,black,vert,9,redblackvert.png,redblackvert9.png,trial,0,redblackvert.png
42,red,black,hori,3,redblackhori.png,redblackhori3.png,trial,0,redblackhori.png
43,blue,black,vert,9,blueblackvert.png,blueblackvert9.png,trial,0,blueblackvert.png
44,blue,black,hori,6,blueblackhori.png,blueblackhori6.png,trial,0,blueblackhori.png
45,blue,black,vert,3,blueblackvert.png,blueblackvert3.png,trial,0,blueblackvert.png
46,red,black,hori,2,redblackhori.png,redblackhori2.png,trial,0,redblackhori.png
47,red,black,vert,9,redblackvert.png,redblackvert9.png,trial,0,redblackvert.png
48,red,black,vert,7,redblackvert.png,redblackvert7.png,trial,0,redblackvert.png
49,blue,black,hori,1,blueblackhori.png,blueblackhori1.png,trial,0,blueblackhori.png
50,red,black,vert,8,redblackvert.png,redblackvert8.png,trial,0,redblackvert.png
51,blue,black,vert,7,blueblackvert.png,blueblackvert7.png,trial,0,blueblackvert.png
52,blue,black,vert,1,blueblackvert.png,blueblackvert1.png,trial,0,blueblackvert.png
53,red,black,hori,3,redblackhori.png,redblackhori3.png,trial,0,redblackhori.png
54,red,black,hori,9,redblackhori.png,redblackhori9.png,trial,0,redblackhori.png
55,red,black,hori,7,redblackhori.png,redblackhori7.png,trial,0,redblackhori.png
56,blue,black,hori,1,blueblackhori.png,blueblackhori1.png,trial,0,blueblackhori.png
57,red,black,vert,2,redblackvert.png,redblackvert2.png,trial,0,redblackvert.png
58,red,black,hori,1,redblackhori.png,redblackhori1.png,trial,0,redblackhori.png
59,red,black,hori,7,redblackhori.png,redblackhori7.png,trial,0,redblackhori.png
60,blue,black,hori,1,blueblackhori.png,blueblackhori1.png,trial,0,blueblackhori.png
61,blue,black,vert,4,blueblackvert.png,blueblackvert4.png,trial,0,blueblackvert.png
62,blue,black,hori,9,blueblackhori.png,blueblackhori9.png,trial,0,blueblackhori.png
63,red,black,hori,2,redblackhori.png,redblackhori2.png,trial,0,redblackhori.png
64,red,black,vert,4,redblackvert.png,redblackvert4.png,trial,0,redblackvert.png
65,blue,black,hori,7,blueblackhori.png,blueblackhori7.png,trial,0,blueblackhori.png
66,red,black,hori,6,redblackhori.png,redblackhori6.png,trial,0,redblackhori.png
67,blue,black,vert,9,blueblackvert.png,blueblackvert9.png,trial,0,blueblackvert.png
68,red,black,vert,4,redblackvert.png,redblackvert4.png,trial,0,redblackvert.png
69,blue,black,vert,7,blueblackvert.png,blueblackvert7.png,trial,0,blueblackvert.png
70,red,black,hori,4,redblackhori.png,redblackhori4.png,trial,0,redblackhori.png
71,red,black,hori,8,redblackhori.png,redblackhori8.png,trial,0,redblackhori.png
72,red,black,hori,1,redblackhori.png,redblackhori1.png,trial,0,redblackhori.png
73,red,black,vert,4,redblackvert.png,redblackvert4.png,trial,0,redblackvert.png
74,red,black,vert,1,redblackvert.png,redblackvert1.png,trial,0,redblackvert.png
75,red,black,vert,8,redblackvert.png,redblackvert8.png,trial,0,redblackvert.png
76,blue,black,hori,2,blueblackhori.png,blueblackhori2.png,trial,0,blueblackhori.png
77,red,black,vert,7,redblackvert.png,redblackvert7.png,trial,0,redblackvert.png
78,blue,black,vert,4,blueblackvert.png,blueblackvert4.png,trial,0,blueblackvert.png
79,blue,black,hori,8,blueblackhori.png,blueblackhori8.png,trial,0,blueblackhori.png
80,blue,black,vert,9,blueblackvert.png,blueblackvert9.png,trial,0,blueblackvert.png
81,blue,black,hori,3,blueblackhori.png,blueblackhori3.png,trial,0,blueblackhori.png
82,red,black,hori,7,redblackhori.png,redblackhori7.png,trial,0,redblackhori.png
83,blue,black,hori,6,blueblackhori.png,blueblackhori6.png,trial,0,blueblackhori.png
84,blue,black,vert,8,blueblackvert.png,blueblackvert8.png,trial,0,blueblackvert.png
85,blue,black,hori,3,blueblackhori.png,blueblackhori3.png,trial,0,blueblackhori.png
86,blue,black,hori,6,blueblackhori.png,blueblackhori6.png,trial,0,blueblackhori.png
87,red,black,hori,9,redblackhori.png,redblackhori9.png,trial,0,redblackhori.png
88,blue,black,vert,1,blueblackvert.png,blueblackvert1.png,trial,0,blueblackvert.png
89,red,black,hori,2,redblackhori.png,redblackhori2.png,trial,0,redblackhori.png
90,blue,black,vert,3,blueblackvert.png,blueblackvert3.png,trial,0,blueblackvert.png
91,blue,black,hori,2,blueblackhori.png,blueblackhori2.png,trial,0,blueblackhori.png
92,blue,black,hori,4,blueblackhori.png,blueblackhori4.png,trial,0,blueblackhori.png
93,red,black,hori,6,redblackhori.png,redblackhori6.png,trial,0,redblackhori.png
94,blue,black,vert,2,blueblackvert.png,blueblackvert2.png,trial,0,blueblackvert.png
95,red,black,vert,8,redblackvert.png,redblackvert8.png,trial,0,redblackvert.png
96,,,,,,,break,,
