;display;magnMap;parMap;greatMap;lessMap;oddMap;evenMap;firstFig;secondFig;cuecolor;framecolor;orientation;stimulus;cueFileName;stimFileName;task;ANSWER;cocoa;cue0FileName;blockN;trialN;breakMessage;mappingsGuide
0;Instructions;## When the rectangle is horizontal, your task is to tell whether the number is greater or less than 5.;## When the rectangle is vertical, your task is to tell whether the number is odd or even.;## Press A to indicate greater than 5.;## Press L to indicate less than 5.;## Press L to indicate odd.;## Press A to indicate even.;blackblackhori.png;blackblackvert.png;;;;;;;;;;;;;;horiAL.png
1;training;;;;;;;;;black;black;hori;1;blackblackhori.png;blackblackhori1.png;magnit;L;;;;;;horiAL.png
2;training;;;;;;;;;black;black;hori;9;blackblackhori.png;blackblackhori9.png;magnit;A;;;;;;horiAL.png
3;training;;;;;;;;;black;black;hori;7;blackblackhori.png;blackblackhori7.png;magnit;A;;;;;;horiAL.png
4;training;;;;;;;;;black;black;vert;3;blackblackvert.png;blackblackvert3.png;parity;L;;;;;;horiAL.png
5;training;;;;;;;;;black;black;vert;4;blackblackvert.png;blackblackvert4.png;parity;A;;;;;;horiAL.png
6;training;;;;;;;;;black;black;hori;3;blackblackhori.png;blackblackhori3.png;magnit;L;;;;;;horiAL.png
7;training;;;;;;;;;black;black;vert;2;blackblackvert.png;blackblackvert2.png;parity;A;;;;;;horiAL.png
8;training;;;;;;;;;black;black;vert;7;blackblackvert.png;blackblackvert7.png;parity;L;;;;;;horiAL.png
9;training;;;;;;;;;black;black;vert;8;blackblackvert.png;blackblackvert8.png;parity;A;;;;;;horiAL.png
10;training;;;;;;;;;black;black;hori;6;blackblackhori.png;blackblackhori6.png;magnit;A;;;;;;horiAL.png
11;training;;;;;;;;;black;black;vert;9;blackblackvert.png;blackblackvert9.png;parity;L;;;;;;horiAL.png
12;training;;;;;;;;;black;black;hori;2;blackblackhori.png;blackblackhori2.png;magnit;L;;;;;;horiAL.png
13;training;;;;;;;;;black;black;vert;1;blackblackvert.png;blackblackvert1.png;parity;L;;;;;;horiAL.png
14;training;;;;;;;;;black;black;vert;6;blackblackvert.png;blackblackvert6.png;parity;A;;;;;;horiAL.png
15;training;;;;;;;;;black;black;hori;4;blackblackhori.png;blackblackhori4.png;magnit;L;;;;;;horiAL.png
16;training;;;;;;;;;black;black;hori;8;blackblackhori.png;blackblackhori8.png;magnit;A;;;;;;horiAL.png
17;start;;;;;;;;;;;;;;;;;;;;;;horiAL.png
18;trial;;;;;;;;;black;blue;vert;6;blackbluevert.png;blackbluevert6.png;parity;A;0;blackbluevert.png;0.0;0.0;;horiAL.png
19;trial;;;;;;;;;black;blue;hori;9;blackbluehori.png;blackbluehori9.png;magnit;A;0;blackbluehori.png;0.0;1.0;;horiAL.png
20;trial;;;;;;;;;black;red;hori;2;blackredhori.png;blackredhori2.png;magnit;L;0;blackredhori.png;0.0;2.0;;horiAL.png
21;trial;;;;;;;;;black;blue;hori;6;blackbluehori.png;blackbluehori6.png;magnit;A;0;blackbluehori.png;0.0;3.0;;horiAL.png
22;trial;;;;;;;;;black;red;vert;3;blackredvert.png;blackredvert3.png;parity;L;0;blackredvert.png;0.0;4.0;;horiAL.png
