Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;counterbalance-9qvq;checkpoint-4d69;checkpoint-7y1f;checkpoint-fqea;Question Key;Response
12;1591104283833;02/06/2020 13:24:43;1591104272861;2;02/06/2020 15:24:32;18755;2;questionnaire-89vf;;5273694;5ec829e78fd0f02dab19a6b8;1485102;;complete;;5ed64cc665948605cdb0ab19;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x969;after demographic;demographic;4;BRAC1_vertLL_1st0;after consent;after demographic;Task done;psyKnowledge;Not at all
13;1591104283833;02/06/2020 13:24:43;1591104272862;2;02/06/2020 15:24:32;18755;2;questionnaire-89vf;;5273694;5ec829e78fd0f02dab19a6b8;1485102;;complete;;5ed64cc665948605cdb0ab19;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x969;after demographic;demographic;4;BRAC1_vertLL_1st0;after consent;after demographic;Task done;psyKnowledge-quantised;1
14;1591104283833;02/06/2020 13:24:43;1591104272862;2;02/06/2020 15:24:32;18755;2;questionnaire-89vf;;5273694;5ec829e78fd0f02dab19a6b8;1485102;;complete;;5ed64cc665948605cdb0ab19;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x969;after demographic;demographic;4;BRAC1_vertLL_1st0;after consent;after demographic;Task done;comment;
15;1591104283833;02/06/2020 13:24:43;1591104272862;2;02/06/2020 15:24:32;18755;2;questionnaire-89vf;;5273694;5ec829e78fd0f02dab19a6b8;1485102;;complete;;5ed64cc665948605cdb0ab19;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x969;after demographic;demographic;4;BRAC1_vertLL_1st0;after consent;after demographic;Task done;END QUESTIONNAIRE;30872
1;1591110324737;02/06/2020 15:05:24;1591110325035;-4;02/06/2020 11:05:25;18755;2;questionnaire-89vf;;5275518;5e815773285d3883ba2fbbcf;1485738;;complete;;5ed66570d31f61076a37987c;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1536x754;after demographic;demographic;4;BRAC1_horiAL_1st300;after consent;after demographic;Task done;BEGIN QUESTIONNAIRE;
2;1591110411194;02/06/2020 15:06:51;1591110411531;-4;02/06/2020 11:06:51;18755;2;questionnaire-89vf;;5275518;5e815773285d3883ba2fbbcf;1485738;;complete;;5ed66570d31f61076a37987c;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x754;after demographic;demographic;4;BRAC1_horiAL_1st300;after consent;after demographic;Task done;sex;male
3;1591110411370;02/06/2020 15:06:51;1591110411532;-4;02/06/2020 11:06:51;18755;2;questionnaire-89vf;;5275518;5e815773285d3883ba2fbbcf;1485738;;complete;;5ed66570d31f61076a37987c;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x754;after demographic;demographic;4;BRAC1_horiAL_1st300;after consent;after demographic;Task done;sex-quantised;1
4;1591110411370;02/06/2020 15:06:51;1591110411532;-4;02/06/2020 11:06:51;18755;2;questionnaire-89vf;;5275518;5e815773285d3883ba2fbbcf;1485738;;complete;;5ed66570d31f61076a37987c;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x754;after demographic;demographic;4;BRAC1_horiAL_1st300;after consent;after demographic;Task done;age;24
5;1591110411370;02/06/2020 15:06:51;1591110411532;-4;02/06/2020 11:06:51;18755;2;questionnaire-89vf;;5275518;5e815773285d3883ba2fbbcf;1485738;;complete;;5ed66570d31f61076a37987c;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x754;after demographic;demographic;4;BRAC1_horiAL_1st300;after consent;after demographic;Task done;response-2;right-handed
6;1591110411370;02/06/2020 15:06:51;1591110411533;-4;02/06/2020 11:06:51;18755;2;questionnaire-89vf;;5275518;5e815773285d3883ba2fbbcf;1485738;;complete;;5ed66570d31f61076a37987c;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x754;after demographic;demographic;4;BRAC1_horiAL_1st300;after consent;after demographic;Task done;response-2-quantised;1
7;1591110411370;02/06/2020 15:06:51;1591110411533;-4;02/06/2020 11:06:51;18755;2;questionnaire-89vf;;5275518;5e815773285d3883ba2fbbcf;1485738;;complete;;5ed66570d31f61076a37987c;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x754;after demographic;demographic;4;BRAC1_horiAL_1st300;after consent;after demographic;Task done;response-2-text;
8;1591110411370;02/06/2020 15:06:51;1591110411533;-4;02/06/2020 11:06:51;18755;2;questionnaire-89vf;;5275518;5e815773285d3883ba2fbbcf;1485738;;complete;;5ed66570d31f61076a37987c;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x754;after demographic;demographic;4;BRAC1_horiAL_1st300;after consent;after demographic;Task done;END QUESTIONNAIRE;86498
9;1591110411370;02/06/2020 15:06:51;1591110411533;-4;02/06/2020 11:06:51;18755;2;questionnaire-89vf;;5275518;5e815773285d3883ba2fbbcf;1485738;;complete;;5ed66570d31f61076a37987c;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x754;after demographic;demographic;4;BRAC1_horiAL_1st300;after consent;after demographic;Task done;country;United States
10;1591110411370;02/06/2020 15:06:51;1591110411533;-4;02/06/2020 11:06:51;18755;2;questionnaire-89vf;;5275518;5e815773285d3883ba2fbbcf;1485738;;complete;;5ed66570d31f61076a37987c;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x754;after demographic;demographic;4;BRAC1_horiAL_1st300;after consent;after demographic;Task done;education;Master degree
11;1591110411370;02/06/2020 15:06:51;1591110411533;-4;02/06/2020 11:06:51;18755;2;questionnaire-89vf;;5275518;5e815773285d3883ba2fbbcf;1485738;;complete;;5ed66570d31f61076a37987c;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x754;after demographic;demographic;4;BRAC1_horiAL_1st300;after consent;after demographic;Task done;education-quantised;6
12;1591110411370;02/06/2020 15:06:51;1591110411533;-4;02/06/2020 11:06:51;18755;2;questionnaire-89vf;;5275518;5e815773285d3883ba2fbbcf;1485738;;complete;;5ed66570d31f61076a37987c;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x754;after demographic;demographic;4;BRAC1_horiAL_1st300;after consent;after demographic;Task done;psyKnowledge;I've studied at least one of these disciplines (school or university)
13;1591110411370;02/06/2020 15:06:51;1591110411533;-4;02/06/2020 11:06:51;18755;2;questionnaire-89vf;;5275518;5e815773285d3883ba2fbbcf;1485738;;complete;;5ed66570d31f61076a37987c;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x754;after demographic;demographic;4;BRAC1_horiAL_1st300;after consent;after demographic;Task done;psyKnowledge-quantised;3
14;1591110411370;02/06/2020 15:06:51;1591110411533;-4;02/06/2020 11:06:51;18755;2;questionnaire-89vf;;5275518;5e815773285d3883ba2fbbcf;1485738;;complete;;5ed66570d31f61076a37987c;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x754;after demographic;demographic;4;BRAC1_horiAL_1st300;after consent;after demographic;Task done;comment;I received a minor in psychology in undergrad, not sure if you want to count that as a degree or just studied the discipline
15;1591110411370;02/06/2020 15:06:51;1591110411533;-4;02/06/2020 11:06:51;18755;2;questionnaire-89vf;;5275518;5e815773285d3883ba2fbbcf;1485738;;complete;;5ed66570d31f61076a37987c;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1536x864;1519x754;after demographic;demographic;4;BRAC1_horiAL_1st300;after consent;after demographic;Task done;response-3;English
1;1591110779242;02/06/2020 15:12:59;1591110779023;2;02/06/2020 17:12:59;18755;2;questionnaire-89vf;;5275697;5e94f775cb8df5376b30b363;1485766;;complete;;5ed66570885bd606c71f261e;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1920x979;after demographic;demographic;4;BRAC1_horiLL_1st0;after consent;after demographic;Task done;BEGIN QUESTIONNAIRE;
2;1591110834129;02/06/2020 15:13:54;1591110833754;2;02/06/2020 17:13:53;18755;2;questionnaire-89vf;;5275697;5e94f775cb8df5376b30b363;1485766;;complete;;5ed66570885bd606c71f261e;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x979;after demographic;demographic;4;BRAC1_horiLL_1st0;after consent;after demographic;Task done;sex;male
3;1591110834207;02/06/2020 15:13:54;1591110833756;2;02/06/2020 17:13:53;18755;2;questionnaire-89vf;;5275697;5e94f775cb8df5376b30b363;1485766;;complete;;5ed66570885bd606c71f261e;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x979;after demographic;demographic;4;BRAC1_horiLL_1st0;after consent;after demographic;Task done;sex-quantised;1
4;1591110834207;02/06/2020 15:13:54;1591110833756;2;02/06/2020 17:13:53;18755;2;questionnaire-89vf;;5275697;5e94f775cb8df5376b30b363;1485766;;complete;;5ed66570885bd606c71f261e;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x979;after demographic;demographic;4;BRAC1_horiLL_1st0;after consent;after demographic;Task done;age;20
5;1591110834207;02/06/2020 15:13:54;1591110833756;2;02/06/2020 17:13:53;18755;2;questionnaire-89vf;;5275697;5e94f775cb8df5376b30b363;1485766;;complete;;5ed66570885bd606c71f261e;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x979;after demographic;demographic;4;BRAC1_horiLL_1st0;after consent;after demographic;Task done;response-2;right-handed
6;1591110834207;02/06/2020 15:13:54;1591110833756;2;02/06/2020 17:13:53;18755;2;questionnaire-89vf;;5275697;5e94f775cb8df5376b30b363;1485766;;complete;;5ed66570885bd606c71f261e;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x979;after demographic;demographic;4;BRAC1_horiLL_1st0;after consent;after demographic;Task done;response-2-quantised;1
7;1591110834207;02/06/2020 15:13:54;1591110833757;2;02/06/2020 17:13:53;18755;2;questionnaire-89vf;;5275697;5e94f775cb8df5376b30b363;1485766;;complete;;5ed66570885bd606c71f261e;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x979;after demographic;demographic;4;BRAC1_horiLL_1st0;after consent;after demographic;Task done;response-2-text;
8;1591110834207;02/06/2020 15:13:54;1591110833757;2;02/06/2020 17:13:53;18755;2;questionnaire-89vf;;5275697;5e94f775cb8df5376b30b363;1485766;;complete;;5ed66570885bd606c71f261e;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x979;after demographic;demographic;4;BRAC1_horiLL_1st0;after consent;after demographic;Task done;response-3;Polish
9;1591110834207;02/06/2020 15:13:54;1591110833757;2;02/06/2020 17:13:53;18755;2;questionnaire-89vf;;5275697;5e94f775cb8df5376b30b363;1485766;;complete;;5ed66570885bd606c71f261e;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x979;after demographic;demographic;4;BRAC1_horiLL_1st0;after consent;after demographic;Task done;country;Poland
10;1591110834207;02/06/2020 15:13:54;1591110833757;2;02/06/2020 17:13:53;18755;2;questionnaire-89vf;;5275697;5e94f775cb8df5376b30b363;1485766;;complete;;5ed66570885bd606c71f261e;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x979;after demographic;demographic;4;BRAC1_horiLL_1st0;after consent;after demographic;Task done;education;Some high school but no diploma
11;1591110834207;02/06/2020 15:13:54;1591110833757;2;02/06/2020 17:13:53;18755;2;questionnaire-89vf;;5275697;5e94f775cb8df5376b30b363;1485766;;complete;;5ed66570885bd606c71f261e;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x979;after demographic;demographic;4;BRAC1_horiLL_1st0;after consent;after demographic;Task done;education-quantised;2
12;1591110834207;02/06/2020 15:13:54;1591110833757;2;02/06/2020 17:13:53;18755;2;questionnaire-89vf;;5275697;5e94f775cb8df5376b30b363;1485766;;complete;;5ed66570885bd606c71f261e;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x979;after demographic;demographic;4;BRAC1_horiLL_1st0;after consent;after demographic;Task done;comment;
13;1591110834207;02/06/2020 15:13:54;1591110833758;2;02/06/2020 17:13:53;18755;2;questionnaire-89vf;;5275697;5e94f775cb8df5376b30b363;1485766;;complete;;5ed66570885bd606c71f261e;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x979;after demographic;demographic;4;BRAC1_horiLL_1st0;after consent;after demographic;Task done;END QUESTIONNAIRE;54735
1;1591104588687;02/06/2020 13:29:48;1591104589326;1;02/06/2020 14:29:49;18755;2;questionnaire-89vf;;5273793;5d0a1cd4561a350001d62ab3;1485100;;complete;;5ed64cc6460b760589a6a096;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;2560x1440;2560x1440;after demographic;demographic;4;BRAC1_horiLA_1st300;after consent;after demographic;Task done;BEGIN QUESTIONNAIRE;
2;1591104669950;02/06/2020 13:31:09;1591104670626;1;02/06/2020 14:31:10;18755;2;questionnaire-89vf;;5273793;5d0a1cd4561a350001d62ab3;1485100;;complete;;5ed64cc6460b760589a6a096;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;2560x1440;2560x1440;after demographic;demographic;4;BRAC1_horiLA_1st300;after consent;after demographic;Task done;sex;male
3;1591104670028;02/06/2020 13:31:10;1591104670627;1;02/06/2020 14:31:10;18755;2;questionnaire-89vf;;5273793;5d0a1cd4561a350001d62ab3;1485100;;complete;;5ed64cc6460b760589a6a096;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;2560x1440;2560x1440;after demographic;demographic;4;BRAC1_horiLA_1st300;after consent;after demographic;Task done;sex-quantised;1
4;1591104670028;02/06/2020 13:31:10;1591104670627;1;02/06/2020 14:31:10;18755;2;questionnaire-89vf;;5273793;5d0a1cd4561a350001d62ab3;1485100;;complete;;5ed64cc6460b760589a6a096;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;2560x1440;2560x1440;after demographic;demographic;4;BRAC1_horiLA_1st300;after consent;after demographic;Task done;age;23
5;1591104670028;02/06/2020 13:31:10;1591104670627;1;02/06/2020 14:31:10;18755;2;questionnaire-89vf;;5273793;5d0a1cd4561a350001d62ab3;1485100;;complete;;5ed64cc6460b760589a6a096;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;2560x1440;2560x1440;after demographic;demographic;4;BRAC1_horiLA_1st300;after consent;after demographic;Task done;response-2;right-handed
6;1591104670028;02/06/2020 13:31:10;1591104670627;1;02/06/2020 14:31:10;18755;2;questionnaire-89vf;;5273793;5d0a1cd4561a350001d62ab3;1485100;;complete;;5ed64cc6460b760589a6a096;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;2560x1440;2560x1440;after demographic;demographic;4;BRAC1_horiLA_1st300;after consent;after demographic;Task done;response-2-quantised;1
7;1591104670028;02/06/2020 13:31:10;1591104670627;1;02/06/2020 14:31:10;18755;2;questionnaire-89vf;;5273793;5d0a1cd4561a350001d62ab3;1485100;;complete;;5ed64cc6460b760589a6a096;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;2560x1440;2560x1440;after demographic;demographic;4;BRAC1_horiLA_1st300;after consent;after demographic;Task done;response-2-text;
8;1591104670028;02/06/2020 13:31:10;1591104670628;1;02/06/2020 14:31:10;18755;2;questionnaire-89vf;;5273793;5d0a1cd4561a350001d62ab3;1485100;;complete;;5ed64cc6460b760589a6a096;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;2560x1440;2560x1440;after demographic;demographic;4;BRAC1_horiLA_1st300;after consent;after demographic;Task done;END QUESTIONNAIRE;81302
9;1591104670028;02/06/2020 13:31:10;1591104670628;1;02/06/2020 14:31:10;18755;2;questionnaire-89vf;;5273793;5d0a1cd4561a350001d62ab3;1485100;;complete;;5ed64cc6460b760589a6a096;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;2560x1440;2560x1440;after demographic;demographic;4;BRAC1_horiLA_1st300;after consent;after demographic;Task done;country;English
10;1591104670028;02/06/2020 13:31:10;1591104670628;1;02/06/2020 14:31:10;18755;2;questionnaire-89vf;;5273793;5d0a1cd4561a350001d62ab3;1485100;;complete;;5ed64cc6460b760589a6a096;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;2560x1440;2560x1440;after demographic;demographic;4;BRAC1_horiLA_1st300;after consent;after demographic;Task done;education;Some university/higher education but no degree
11;1591104670028;02/06/2020 13:31:10;1591104670628;1;02/06/2020 14:31:10;18755;2;questionnaire-89vf;;5273793;5d0a1cd4561a350001d62ab3;1485100;;complete;;5ed64cc6460b760589a6a096;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;2560x1440;2560x1440;after demographic;demographic;4;BRAC1_horiLA_1st300;after consent;after demographic;Task done;education-quantised;4
12;1591104670028;02/06/2020 13:31:10;1591104670628;1;02/06/2020 14:31:10;18755;2;questionnaire-89vf;;5273793;5d0a1cd4561a350001d62ab3;1485100;;complete;;5ed64cc6460b760589a6a096;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;2560x1440;2560x1440;after demographic;demographic;4;BRAC1_horiLA_1st300;after consent;after demographic;Task done;psyKnowledge;Not at all
13;1591104670028;02/06/2020 13:31:10;1591104670628;1;02/06/2020 14:31:10;18755;2;questionnaire-89vf;;5273793;5d0a1cd4561a350001d62ab3;1485100;;complete;;5ed64cc6460b760589a6a096;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;2560x1440;2560x1440;after demographic;demographic;4;BRAC1_horiLA_1st300;after consent;after demographic;Task done;psyKnowledge-quantised;1
14;1591104670028;02/06/2020 13:31:10;1591104670628;1;02/06/2020 14:31:10;18755;2;questionnaire-89vf;;5273793;5d0a1cd4561a350001d62ab3;1485100;;complete;;5ed64cc6460b760589a6a096;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;2560x1440;2560x1440;after demographic;demographic;4;BRAC1_horiLA_1st300;after consent;after demographic;Task done;comment;
15;1591104670028;02/06/2020 13:31:10;1591104670628;1;02/06/2020 14:31:10;18755;2;questionnaire-89vf;;5273793;5d0a1cd4561a350001d62ab3;1485100;;complete;;5ed64cc6460b760589a6a096;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;2560x1440;2560x1440;after demographic;demographic;4;BRAC1_horiLA_1st300;after consent;after demographic;Task done;response-3;English
1;1591103821890;02/06/2020 13:17:01;1591103821581;2;02/06/2020 15:17:01;18755;2;questionnaire-89vf;;5273587;5c02a0089649f9000153798b;1485099;;complete;;5ed64cc8a7c31c05d759b013;computer;Desktop or Laptop;Mac OS 10.15.4;Chrome 83.0.4103.61;1280x800;1280x689;after demographic;demographic;4;BRAC1_vertAA_1st0;after consent;after demographic;Task done;BEGIN QUESTIONNAIRE;
2;1591103844944;02/06/2020 13:17:24;1591103844877;2;02/06/2020 15:17:24;18755;2;questionnaire-89vf;;5273587;5c02a0089649f9000153798b;1485099;;complete;;5ed64cc8a7c31c05d759b013;computer;Desktop or Laptop;Mac OS 10.15.4;Chrome 83.0.4103.61;1280x800;1280x689;after demographic;demographic;4;BRAC1_vertAA_1st0;after consent;after demographic;Task done;sex;male
3;1591103845069;02/06/2020 13:17:25;1591103844879;2;02/06/2020 15:17:24;18755;2;questionnaire-89vf;;5273587;5c02a0089649f9000153798b;1485099;;complete;;5ed64cc8a7c31c05d759b013;computer;Desktop or Laptop;Mac OS 10.15.4;Chrome 83.0.4103.61;1280x800;1280x689;after demographic;demographic;4;BRAC1_vertAA_1st0;after consent;after demographic;Task done;sex-quantised;1
4;1591103845069;02/06/2020 13:17:25;1591103844879;2;02/06/2020 15:17:24;18755;2;questionnaire-89vf;;5273587;5c02a0089649f9000153798b;1485099;;complete;;5ed64cc8a7c31c05d759b013;computer;Desktop or Laptop;Mac OS 10.15.4;Chrome 83.0.4103.61;1280x800;1280x689;after demographic;demographic;4;BRAC1_vertAA_1st0;after consent;after demographic;Task done;age;23
5;1591103845069;02/06/2020 13:17:25;1591103844879;2;02/06/2020 15:17:24;18755;2;questionnaire-89vf;;5273587;5c02a0089649f9000153798b;1485099;;complete;;5ed64cc8a7c31c05d759b013;computer;Desktop or Laptop;Mac OS 10.15.4;Chrome 83.0.4103.61;1280x800;1280x689;after demographic;demographic;4;BRAC1_vertAA_1st0;after consent;after demographic;Task done;response-2;right-handed
6;1591103845069;02/06/2020 13:17:25;1591103844879;2;02/06/2020 15:17:24;18755;2;questionnaire-89vf;;5273587;5c02a0089649f9000153798b;1485099;;complete;;5ed64cc8a7c31c05d759b013;computer;Desktop or Laptop;Mac OS 10.15.4;Chrome 83.0.4103.61;1280x800;1280x689;after demographic;demographic;4;BRAC1_vertAA_1st0;after consent;after demographic;Task done;response-2-quantised;1
7;1591103845069;02/06/2020 13:17:25;1591103844879;2;02/06/2020 15:17:24;18755;2;questionnaire-89vf;;5273587;5c02a0089649f9000153798b;1485099;;complete;;5ed64cc8a7c31c05d759b013;computer;Desktop or Laptop;Mac OS 10.15.4;Chrome 83.0.4103.61;1280x800;1280x689;after demographic;demographic;4;BRAC1_vertAA_1st0;after consent;after demographic;Task done;response-2-text;
8;1591103845069;02/06/2020 13:17:25;1591103844879;2;02/06/2020 15:17:24;18755;2;questionnaire-89vf;;5273587;5c02a0089649f9000153798b;1485099;;complete;;5ed64cc8a7c31c05d759b013;computer;Desktop or Laptop;Mac OS 10.15.4;Chrome 83.0.4103.61;1280x800;1280x689;after demographic;demographic;4;BRAC1_vertAA_1st0;after consent;after demographic;Task done;response-3;Hungary
9;1591103845069;02/06/2020 13:17:25;1591103844879;2;02/06/2020 15:17:24;18755;2;questionnaire-89vf;;5273587;5c02a0089649f9000153798b;1485099;;complete;;5ed64cc8a7c31c05d759b013;computer;Desktop or Laptop;Mac OS 10.15.4;Chrome 83.0.4103.61;1280x800;1280x689;after demographic;demographic;4;BRAC1_vertAA_1st0;after consent;after demographic;Task done;country;Hungary
10;1591103845069;02/06/2020 13:17:25;1591103844879;2;02/06/2020 15:17:24;18755;2;questionnaire-89vf;;5273587;5c02a0089649f9000153798b;1485099;;complete;;5ed64cc8a7c31c05d759b013;computer;Desktop or Laptop;Mac OS 10.15.4;Chrome 83.0.4103.61;1280x800;1280x689;after demographic;demographic;4;BRAC1_vertAA_1st0;after consent;after demographic;Task done;education;Bachelor degree
11;1591103845069;02/06/2020 13:17:25;1591103844879;2;02/06/2020 15:17:24;18755;2;questionnaire-89vf;;5273587;5c02a0089649f9000153798b;1485099;;complete;;5ed64cc8a7c31c05d759b013;computer;Desktop or Laptop;Mac OS 10.15.4;Chrome 83.0.4103.61;1280x800;1280x689;after demographic;demographic;4;BRAC1_vertAA_1st0;after consent;after demographic;Task done;education-quantised;5
12;1591103845069;02/06/2020 13:17:25;1591103844879;2;02/06/2020 15:17:24;18755;2;questionnaire-89vf;;5273587;5c02a0089649f9000153798b;1485099;;complete;;5ed64cc8a7c31c05d759b013;computer;Desktop or Laptop;Mac OS 10.15.4;Chrome 83.0.4103.61;1280x800;1280x689;after demographic;demographic;4;BRAC1_vertAA_1st0;after consent;after demographic;Task done;psyKnowledge;Not at all
13;1591103845069;02/06/2020 13:17:25;1591103844880;2;02/06/2020 15:17:24;18755;2;questionnaire-89vf;;5273587;5c02a0089649f9000153798b;1485099;;complete;;5ed64cc8a7c31c05d759b013;computer;Desktop or Laptop;Mac OS 10.15.4;Chrome 83.0.4103.61;1280x800;1280x689;after demographic;demographic;4;BRAC1_vertAA_1st0;after consent;after demographic;Task done;psyKnowledge-quantised;1
14;1591103845069;02/06/2020 13:17:25;1591103844880;2;02/06/2020 15:17:24;18755;2;questionnaire-89vf;;5273587;5c02a0089649f9000153798b;1485099;;complete;;5ed64cc8a7c31c05d759b013;computer;Desktop or Laptop;Mac OS 10.15.4;Chrome 83.0.4103.61;1280x800;1280x689;after demographic;demographic;4;BRAC1_vertAA_1st0;after consent;after demographic;Task done;comment;
15;1591103845069;02/06/2020 13:17:25;1591103844880;2;02/06/2020 15:17:24;18755;2;questionnaire-89vf;;5273587;5c02a0089649f9000153798b;1485099;;complete;;5ed64cc8a7c31c05d759b013;computer;Desktop or Laptop;Mac OS 10.15.4;Chrome 83.0.4103.61;1280x800;1280x689;after demographic;demographic;4;BRAC1_vertAA_1st0;after consent;after demographic;Task done;END QUESTIONNAIRE;23299
1;1591085774069;02/06/2020 08:16:14;1591085769681;2;02/06/2020 10:16:09;18755;2;questionnaire-89vf;;5268595;5ec65c58dba65c0177c434fe;1483759;;complete;;5ed60177b8c163000a4285f8;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1920x969;after demographic;demographic;4;BRAC1_vertAA_1st300;after consent;after demographic;Task done;BEGIN QUESTIONNAIRE;
2;1591085852182;02/06/2020 08:17:32;1591085848185;2;02/06/2020 10:17:28;18755;2;questionnaire-89vf;;5268595;5ec65c58dba65c0177c434fe;1483759;;complete;;5ed60177b8c163000a4285f8;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x969;after demographic;demographic;4;BRAC1_vertAA_1st300;after consent;after demographic;Task done;sex;male
3;1591085852276;02/06/2020 08:17:32;1591085848188;2;02/06/2020 10:17:28;18755;2;questionnaire-89vf;;5268595;5ec65c58dba65c0177c434fe;1483759;;complete;;5ed60177b8c163000a4285f8;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x969;after demographic;demographic;4;BRAC1_vertAA_1st300;after consent;after demographic;Task done;sex-quantised;1
4;1591085852276;02/06/2020 08:17:32;1591085848189;2;02/06/2020 10:17:28;18755;2;questionnaire-89vf;;5268595;5ec65c58dba65c0177c434fe;1483759;;complete;;5ed60177b8c163000a4285f8;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x969;after demographic;demographic;4;BRAC1_vertAA_1st300;after consent;after demographic;Task done;age;18
5;1591085852276;02/06/2020 08:17:32;1591085848189;2;02/06/2020 10:17:28;18755;2;questionnaire-89vf;;5268595;5ec65c58dba65c0177c434fe;1483759;;complete;;5ed60177b8c163000a4285f8;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x969;after demographic;demographic;4;BRAC1_vertAA_1st300;after consent;after demographic;Task done;response-2;right-handed
6;1591085852276;02/06/2020 08:17:32;1591085848189;2;02/06/2020 10:17:28;18755;2;questionnaire-89vf;;5268595;5ec65c58dba65c0177c434fe;1483759;;complete;;5ed60177b8c163000a4285f8;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x969;after demographic;demographic;4;BRAC1_vertAA_1st300;after consent;after demographic;Task done;response-2-quantised;1
7;1591085852276;02/06/2020 08:17:32;1591085848189;2;02/06/2020 10:17:28;18755;2;questionnaire-89vf;;5268595;5ec65c58dba65c0177c434fe;1483759;;complete;;5ed60177b8c163000a4285f8;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x969;after demographic;demographic;4;BRAC1_vertAA_1st300;after consent;after demographic;Task done;response-2-text;
