"";"pp";"counterbalance";"blockNum";"trialNum";"rt";"Response";"Attempt";"error";"Timed.Out";"ANSWER";"cuecolor";"framecolor";"task";"stimulus";"cocoa";"task_R";"ANSWER_R";"cuecolor_R";"error_R"
"37719";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;61;921,920000000682;"A";1;0;NA;"A";"red";"black";"parity";6;0;1;1;1;0
"37723";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;62;918,390000000712;"A";1;0;NA;"A";"blue";"black";"magnit";1;0;1;0;1;0
"37727";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;63;850,824999999546;"L";1;0;NA;"L";"red";"black";"parity";7;0;1;1;1;0
"37731";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;64;1461,37999999884;"A";1;0;NA;"A";"red";"black";"parity";2;0;0;1;0;0
"37735";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;65;1283,22999999905;"A";1;0;NA;"A";"red";"black";"magnit";4;0;1;0;0;0
"37739";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;66;860,800000000396;"A";1;0;NA;"A";"red";"black";"parity";6;0;1;0;0;0
"37743";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;67;1751,57000000036;"L";1;0;NA;"L";"blue";"black";"parity";3;0;0;1;1;0
"37747";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;68;1332,02999999962;"A";1;0;NA;"A";"red";"black";"parity";4;0;0;1;1;0
"37751";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;69;910,314999999187;"A";1;0;NA;"A";"red";"black";"parity";2;0;0;0;0;0
"37755";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;70;889,065000001225;"A";1;0;NA;"A";"blue";"black";"parity";4;0;0;0;1;0
"37759";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;71;626,534999999392;"L";1;0;NA;"L";"blue";"black";"magnit";6;0;1;1;0;0
"37763";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;72;685,805000000983;"A";1;0;NA;"A";"red";"black";"magnit";4;0;0;1;1;0
"37767";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;73;635,959999999614;"A";1;0;NA;"A";"blue";"black";"magnit";3;0;0;0;1;0
"37771";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;74;961,924999999639;"A";1;0;NA;"A";"blue";"black";"magnit";4;0;0;0;0;0
"37775";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;75;995,864999998943;"A";1;0;NA;"A";"red";"black";"magnit";3;0;0;0;1;0
"37779";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;76;499,619999998657;"A";1;0;NA;"A";"blue";"black";"magnit";2;0;0;0;1;0
"37783";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;77;693,774999999732;"A";1;0;NA;"A";"red";"black";"magnit";3;0;0;0;1;0
"37787";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;78;1312,96999999904;"A";1;0;NA;"A";"blue";"black";"parity";4;0;1;0;1;0
"37791";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;79;645,239999999816;"A";1;0;NA;"A";"blue";"black";"magnit";3;0;1;0;0;0
"37795";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;80;508,230000001262;"A";1;0;NA;"A";"blue";"black";"magnit";2;0;0;0;0;0
"37799";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;81;509,894999999204;"L";1;0;NA;"L";"red";"black";"magnit";7;0;0;1;1;0
"37803";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;82;724,869999999995;"L";1;0;NA;"L";"blue";"black";"magnit";6;0;0;0;1;0
"37807";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;83;529,969999999623;"A";1;0;NA;"A";"red";"black";"magnit";2;0;0;1;1;0
"37811";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;84;2499,90000000002;NA;NA;1;1;"A";"red";"black";"parity";6;0;1;0;0;0
"37815";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;85;572,090000001481;"A";1;0;NA;"A";"red";"black";"magnit";2;0;1;0;0;1
"37819";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;86;629,060000001162;"L";1;0;NA;"L";"red";"black";"magnit";6;0;0;1;0;0
"37823";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;87;1386,44000000024;"A";1;0;NA;"A";"blue";"black";"magnit";4;0;0;1;1;0
"37827";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;88;835,414999999572;"L";1;0;NA;"L";"red";"black";"parity";9;0;1;1;1;0
"37831";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;89;663,955000000016;"L";1;0;NA;"L";"red";"black";"magnit";8;0;1;0;0;0
"37835";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;90;2149,81000000081;"L";1;0;NA;"L";"blue";"black";"parity";9;0;1;0;1;0
"37839";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;91;657,000000001048;"A";1;0;NA;"A";"blue";"black";"parity";8;0;0;1;0;0
"37843";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;92;612,585000000778;"L";1;0;NA;"L";"red";"black";"magnit";9;0;1;1;1;0
"37847";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;93;881,53500000044;"A";1;0;NA;"A";"blue";"black";"parity";8;0;1;1;1;0
"37851";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;94;1363,14999999921;"L";1;0;NA;"L";"blue";"black";"magnit";6;0;1;1;0;0
"37855";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";0;95;791,224999999045;"A";1;1;NA;"L";"red";"black";"parity";3;0;1;0;1;0
"37860";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;0;2499,90000000002;NA;NA;1;1;"L";"red";"black";"parity";3;300;99;99;99;99
"37864";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;1;1158,96999999858;"L";1;1;NA;"A";"blue";"black";"parity";4;300;0;1;1;1
"37868";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;2;1418,93999999959;"L";1;1;NA;"A";"blue";"black";"parity";6;300;0;0;0;1
"37872";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;3;1007,19500000018;"L";1;0;NA;"L";"red";"black";"parity";9;300;0;1;1;1
"37876";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;4;867,729999999981;"A";1;0;NA;"A";"blue";"black";"parity";4;300;0;1;1;0
"37880";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;5;521,205000000889;"L";1;0;NA;"L";"blue";"black";"magnit";8;300;1;1;0;0
"37884";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;6;1281,31999999995;"A";1;0;NA;"A";"blue";"black";"parity";4;300;1;1;0;0
"37888";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;7;939,775000000722;"L";1;0;NA;"L";"red";"black";"magnit";7;300;1;1;1;0
"37892";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;8;1102,81000000029;"A";1;0;NA;"A";"red";"black";"parity";2;300;1;1;0;0
"37896";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;9;617,280000000377;"A";1;0;NA;"A";"red";"black";"magnit";4;300;1;0;0;0
"37900";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;10;677,849999999977;"L";1;0;NA;"L";"red";"black";"magnit";6;300;0;1;0;0
"37904";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;11;736,60999999987;"A";1;0;NA;"A";"blue";"black";"magnit";4;300;0;1;1;0
"37908";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;12;698,899999999441;"L";1;0;NA;"L";"blue";"black";"magnit";6;300;0;1;0;0
"37912";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;13;985,655000000377;"L";1;0;NA;"L";"red";"black";"magnit";9;300;0;0;1;0
"37916";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;14;809,489999999641;"A";1;0;NA;"A";"blue";"black";"magnit";3;300;0;1;1;0
"37920";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;15;512,169999999925;"L";1;0;NA;"L";"red";"black";"magnit";9;300;0;1;1;0
"37924";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;16;922,570000000647;"A";1;0;NA;"A";"red";"black";"parity";6;300;1;1;0;0
"37928";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;17;659,349999999977;"A";1;1;NA;"L";"blue";"black";"parity";9;300;0;1;1;0
"37932";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;18;873,905000000377;"L";1;0;NA;"L";"red";"black";"parity";7;300;0;0;1;1
"37936";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;19;965,815000001458;"L";1;0;NA;"L";"red";"black";"magnit";6;300;1;0;0;0
"37940";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;20;2499,89999999991;NA;NA;1;1;"L";"blue";"black";"parity";3;300;1;0;1;0
"37944";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;21;747,450000000768;"L";1;0;NA;"L";"blue";"black";"magnit";9;300;1;0;0;1
"37948";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;22;614,019999999087;"L";1;0;NA;"L";"red";"black";"parity";7;300;1;0;1;0
"37952";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;23;508,620000000461;"A";1;0;NA;"A";"red";"black";"magnit";4;300;1;1;0;0
"37956";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;24;1248,72499999939;"L";1;0;NA;"L";"blue";"black";"parity";1;300;1;1;1;0
"37960";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;25;995,159999998636;"A";1;0;NA;"A";"red";"black";"parity";6;300;0;1;1;0
"37964";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;26;647,925000001094;"L";1;0;NA;"L";"blue";"black";"parity";9;300;0;1;1;0
"37968";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;27;1064,16999999958;"A";1;0;NA;"A";"blue";"black";"parity";2;300;0;1;0;0
"37972";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;28;758,214999999851;"A";1;0;NA;"A";"red";"black";"parity";4;300;0;0;1;0
"37976";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;29;584,790000000736;"A";1;0;NA;"A";"blue";"black";"magnit";2;300;1;0;1;0
"37980";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;30;1272,85000000114;"A";1;1;NA;"L";"red";"black";"parity";3;300;1;1;1;0
"37984";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;31;526,150000001537;"L";1;0;NA;"L";"blue";"black";"magnit";7;300;1;0;1;1
"37988";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;32;1164,40499999956;"L";1;0;NA;"L";"red";"black";"magnit";6;300;0;0;1;0
"37992";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;33;881,825000000303;"A";1;0;NA;"A";"blue";"black";"magnit";4;300;0;1;1;0
"37996";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;34;1326,54499999993;"L";1;0;NA;"L";"red";"black";"magnit";9;300;0;1;1;0
"38000";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;35;815,220000000321;"L";1;0;NA;"L";"blue";"black";"magnit";8;300;0;0;1;0
"38004";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;36;814,629999998841;"A";1;0;NA;"A";"blue";"black";"magnit";3;300;0;1;0;0
"38008";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;37;630,630000001402;"A";1;0;NA;"A";"red";"black";"magnit";4;300;0;0;1;0
"38012";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;38;752,41499999899;"A";1;0;NA;"A";"blue";"black";"magnit";2;300;0;0;1;0
"38016";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;39;1638,20500000112;"L";1;0;NA;"L";"blue";"black";"parity";1;300;1;1;0;0
"38020";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;40;1168,11500000034;"A";1;0;NA;"A";"red";"black";"magnit";2;300;1;1;1;0
"38024";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;41;686,674999998999;"A";1;0;NA;"A";"blue";"black";"parity";8;300;1;0;1;0
"38028";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;42;453,814999998896;"A";1;0;NA;"A";"red";"black";"magnit";3;300;1;0;1;0
"38032";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;43;838,980000000447;"A";1;0;NA;"A";"red";"black";"parity";6;300;1;0;0;0
"38036";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;44;662,674999999581;"L";1;0;NA;"L";"red";"black";"parity";9;300;0;1;0;0
"38040";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;45;878,084999998449;"A";1;1;NA;"L";"blue";"black";"parity";3;300;0;0;1;0
"38044";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;46;1139,68000000017;"L";1;0;NA;"L";"red";"black";"magnit";8;300;1;0;1;1
"38048";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;47;868,290000000386;"A";1;0;NA;"A";"red";"black";"parity";4;300;1;1;0;0
"38052";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;48;895,370000000112;"A";1;0;NA;"A";"blue";"black";"parity";8;300;0;0;1;0
"38056";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;49;1122,15999999898;"L";1;0;NA;"L";"red";"black";"parity";3;300;0;1;1;0
"38060";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;50;498,610000000568;"L";1;0;NA;"L";"red";"black";"magnit";8;300;1;0;0;0
"38064";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;51;600,059999998892;"A";1;0;NA;"A";"blue";"black";"magnit";2;300;0;1;1;0
"38068";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;52;526,795000001555;"A";1;0;NA;"A";"blue";"black";"magnit";1;300;0;0;0;0
"38072";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;53;635,645000000251;"A";1;0;NA;"A";"red";"black";"magnit";2;300;0;0;1;0
"38076";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;54;892,710000000079;"A";1;0;NA;"A";"red";"black";"magnit";1;300;0;0;0;0
"38080";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;55;1401,14999999967;"L";1;0;NA;"L";"blue";"black";"parity";7;300;1;1;1;0
"38084";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;56;868,339999999036;"L";1;0;NA;"L";"blue";"black";"parity";9;300;0;0;0;0
"38088";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;57;587,874999999302;"A";1;0;NA;"A";"red";"black";"magnit";1;300;1;1;1;0
"38092";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;58;633,540000000736;"L";1;0;NA;"L";"blue";"black";"magnit";8;300;0;1;1;0
"38096";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;59;1111,59000000043;"A";1;0;NA;"A";"blue";"black";"magnit";1;300;0;1;0;0
"38100";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;60;529,330000001239;"A";1;0;NA;"A";"red";"black";"magnit";3;300;0;0;1;0
"38104";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;61;1247,49999999953;"L";1;1;NA;"A";"red";"black";"parity";8;300;1;0;0;0
"38108";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;62;844,644999999204;"A";1;0;NA;"A";"blue";"black";"magnit";1;300;1;0;1;1
"38112";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;63;491,31999999925;"A";1;0;NA;"A";"red";"black";"magnit";3;300;0;0;1;0
"38116";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;64;1162,59999999963;"L";1;0;NA;"L";"red";"black";"parity";7;300;1;1;0;0
"38120";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;65;1015,19999999984;"L";1;0;NA;"L";"blue";"black";"parity";3;300;0;0;1;0
"38124";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;66;490,569999999949;"L";1;0;NA;"L";"blue";"black";"magnit";6;300;1;0;0;0
"38128";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;67;588,079999999492;"L";1;0;NA;"L";"blue";"black";"magnit";7;300;0;0;0;0
"38132";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;68;1699,18499999947;"A";1;0;NA;"A";"red";"black";"parity";2;300;1;1;1;0
"38136";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;69;630,139999999315;"L";1;0;NA;"L";"red";"black";"magnit";8;300;1;1;0;0
"38140";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;70;1258,16499999934;"L";1;0;NA;"L";"red";"black";"parity";9;300;1;0;0;0
"38144";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;71;811,560000000056;"L";1;0;NA;"L";"red";"black";"magnit";7;300;1;0;0;0
"38148";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;72;518,734999999637;"A";1;0;NA;"A";"blue";"black";"parity";2;300;1;1;1;0
"38152";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;73;776,715000000084;"A";1;0;NA;"A";"blue";"black";"magnit";4;300;1;0;0;0
"38156";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;74;1506,75000000047;"L";1;0;NA;"L";"blue";"black";"parity";7;300;1;1;0;0
"38160";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;75;502,239999999758;"A";1;0;NA;"A";"red";"black";"magnit";1;300;1;1;1;0
"38164";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;76;1051,05999999982;"A";1;0;NA;"A";"blue";"black";"parity";8;300;1;0;1;0
"38168";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;77;1140,87500000093;"L";1;0;NA;"L";"blue";"black";"parity";1;300;0;1;0;0
"38172";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;78;547,899999999558;"A";1;0;NA;"A";"blue";"black";"parity";6;300;0;1;0;0
"38176";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;79;750,03999999899;"L";1;0;NA;"L";"red";"black";"magnit";7;300;1;1;1;0
"38180";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;80;623,535000000615;"A";1;0;NA;"A";"red";"black";"parity";4;300;1;1;0;0
"38184";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;81;534,214999999735;"A";1;0;NA;"A";"red";"black";"magnit";2;300;1;0;0;0
"38188";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;82;643,830000000889;"A";1;0;NA;"A";"red";"black";"parity";8;300;1;0;0;0
"38192";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;83;935,190000000177;"L";1;0;NA;"L";"red";"black";"parity";1;300;0;1;0;0
"38196";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;84;510,894999999437;"A";1;0;NA;"A";"red";"black";"parity";8;300;0;1;0;0
"38200";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;85;496,504999999073;"L";1;0;NA;"L";"blue";"black";"magnit";7;300;1;1;1;0
"38204";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;86;1707,1099999994;"L";1;0;NA;"L";"red";"black";"parity";1;300;1;0;1;0
"38208";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;87;656,230000000563;"A";1;0;NA;"A";"blue";"black";"parity";2;300;0;1;1;0
"38212";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;88;742,014999999781;"L";1;0;NA;"L";"red";"black";"parity";1;300;0;1;1;0
"38216";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;89;558,784999999218;"A";1;0;NA;"A";"blue";"black";"magnit";3;300;1;1;1;0
"38220";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;90;819,805000000983;"L";1;0;NA;"L";"blue";"black";"magnit";9;300;0;1;0;0
"38224";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;91;608,640000000363;"A";1;0;NA;"A";"red";"black";"parity";2;300;1;1;1;0
"38228";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;92;804,095000001369;"A";1;0;NA;"A";"blue";"black";"parity";6;300;0;0;1;0
"38232";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;93;535,825000000885;"L";1;0;NA;"L";"blue";"black";"parity";7;300;0;1;0;0
"38236";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;94;811,845000000088;"L";1;0;NA;"L";"blue";"black";"magnit";6;300;1;0;0;0
"38240";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";1;95;458,19499999925;"L";1;0;NA;"L";"blue";"black";"magnit";9;300;0;0;0;0
"38245";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";2;0;900,094999999041;"A";1;0;NA;"A";"red";"black";"parity";2;0;99;99;99;99
"38249";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";2;1;567,350000001141;"A";1;0;NA;"A";"blue";"black";"parity";6;0;0;0;1;0
"38253";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";2;2;465,949999999837;"L";1;0;NA;"L";"red";"black";"magnit";9;0;1;1;1;0
"38257";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";2;3;628,984999999404;"A";1;0;NA;"A";"red";"black";"parity";6;0;1;1;0;0
"38261";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";2;4;430,190000000992;"L";1;0;NA;"L";"blue";"black";"magnit";9;0;1;1;1;0
"38265";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";2;5;855,064999999711;"A";1;0;NA;"A";"blue";"black";"parity";6;0;1;1;0;0
"38269";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";2;6;437,579999999842;"A";1;0;NA;"A";"blue";"black";"magnit";2;0;1;0;0;0
"38273";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";2;7;718,655000000494;"A";1;0;NA;"A";"red";"black";"parity";8;0;1;0;1;0
"38277";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";2;8;551,76500000013;"L";1;0;NA;"L";"blue";"black";"parity";1;0;0;1;1;0
"38281";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";2;9;566,179999999818;"A";1;0;NA;"A";"red";"black";"parity";6;0;0;1;1;0
"38285";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";2;10;487,535000000149;"L";1;0;NA;"L";"blue";"black";"magnit";9;0;1;1;1;0
"38289";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";2;11;585,559999999474;"A";1;0;NA;"A";"red";"black";"magnit";1;0;0;1;1;0
"38293";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";2;12;1662,83500000101;"A";1;0;NA;"A";"blue";"black";"parity";2;0;1;0;1;0
"38297";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";2;13;594,155000000726;"L";1;0;NA;"L";"blue";"black";"magnit";7;0;1;1;0;0
"38301";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";2;14;497,470000000205;"L";1;0;NA;"L";"blue";"black";"magnit";8;0;0;0;0;0
"38305";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";2;15;863,424999999581;"L";1;0;NA;"L";"red";"black";"parity";7;0;1;0;1;0
"38309";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";2;16;588,770000000251;"A";1;1;NA;"L";"red";"black";"parity";3;0;0;0;0;0
"38313";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";2;17;631,875000000931;"L";1;0;NA;"L";"blue";"black";"parity";9;0;0;0;1;1
"38317";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";2;18;665,890000000247;"A";1;0;NA;"A";"blue";"black";"magnit";4;0;1;1;0;0
"38321";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";2;19;1013,95000000054;"A";1;0;NA;"A";"blue";"black";"magnit";2;0;0;0;0;0
"38325";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";2;20;631,789999999455;"A";1;0;NA;"A";"red";"black";"magnit";3;0;0;0;1;0
"38329";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";2;21;1207,2200000002;"L";1;0;NA;"L";"blue";"black";"magnit";6;0;0;1;1;0
"38333";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";2;22;843,43000000075;"L";1;0;NA;"L";"blue";"black";"magnit";7;0;0;0;0;0
"38337";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";2;23;1641,19000000029;"L";1;1;NA;"A";"red";"black";"parity";4;0;1;1;1;0
"38341";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";2;24;1048,19999999925;"L";1;0;NA;"L";"red";"black";"parity";9;0;0;1;0;1
"38345";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";2;25;591,935000000405;"A";1;0;NA;"A";"red";"black";"magnit";2;0;1;1;0;0
"38349";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";2;26;1792,58999999915;"L";1;0;NA;"L";"red";"black";"parity";9;0;1;1;0;0
"38353";"5ece67ec48f99322ae6d5ca3";"BRAC1_vertLL_1st0";2;27;844,844999999739;"A";1;0;NA;"A";"red";"black";"magnit";2;0;1;1;0;0
