"";"pp";"counterbalance";"blockNum";"trialNum";"rt";"Response";"Attempt";"error";"Timed.Out";"ANSWER";"cuecolor";"framecolor";"task";"stimulus";"cocoa";"task_R";"ANSWER_R";"cuecolor_R";"error_R"
"15427";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;59;1574,00499999989;"A";1;0;NA;"A";"red";"black";"magnit";1;300;1;0;1;0
"15431";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;60;852,004999999888;"L";1;0;NA;"L";"red";"black";"magnit";8;300;0;1;0;0
"15435";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;61;712;"A";1;0;NA;"A";"blue";"black";"magnit";1;300;0;1;1;0
"15439";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;62;2075,00000000012;"A";1;0;NA;"A";"red";"black";"parity";8;300;1;0;1;0
"15443";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;63;873,004999999888;"A";1;0;NA;"A";"red";"black";"magnit";3;300;1;0;0;0
"15447";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;64;460,994999999879;"L";1;0;NA;"L";"red";"black";"magnit";9;300;0;1;0;0
"15451";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;65;854;"L";1;0;NA;"L";"blue";"black";"parity";1;300;1;0;1;0
"15455";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;66;883,004999999888;"L";1;0;NA;"L";"red";"black";"magnit";8;300;1;0;1;0
"15459";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;67;563,004999999888;"L";1;0;NA;"L";"red";"black";"magnit";9;300;0;0;0;0
"15463";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;68;555,000000000116;"L";1;0;NA;"L";"red";"black";"magnit";7;300;0;0;0;0
"15467";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;69;757,995000000112;"A";1;0;NA;"A";"red";"black";"parity";4;300;1;1;0;0
"15471";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;70;651;"A";1;0;NA;"A";"red";"black";"parity";2;300;0;0;0;0
"15475";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;71;472;"L";1;0;NA;"L";"blue";"black";"magnit";7;300;1;1;1;0
"15479";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;72;1400,00000000012;"L";1;0;NA;"L";"red";"black";"parity";9;300;1;0;1;0
"15483";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;73;726,994999999995;"L";1;0;NA;"L";"red";"black";"parity";3;300;0;0;0;0
"15487";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;74;1091,995;"L";1;0;NA;"L";"blue";"black";"magnit";6;300;1;0;1;0
"15491";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;75;885;"L";1;0;NA;"L";"blue";"black";"parity";9;300;1;0;0;0
"15495";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;76;797;"L";1;0;NA;"L";"blue";"black";"magnit";6;300;1;0;0;0
"15499";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;77;1149;"L";1;0;NA;"L";"red";"black";"parity";7;300;1;0;1;0
"15503";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;78;675,994999999995;"A";1;0;NA;"A";"red";"black";"parity";6;300;0;1;0;0
"15507";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;79;713,999999999884;"L";1;0;NA;"L";"blue";"black";"magnit";8;300;1;1;1;0
"15511";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;80;668,994999999995;"A";1;0;NA;"A";"blue";"black";"magnit";1;300;0;1;0;0
"15515";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;81;925;"A";1;0;NA;"A";"blue";"black";"parity";4;300;1;0;0;0
"15519";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;82;473,995000000112;"L";1;0;NA;"L";"blue";"black";"parity";3;300;0;1;0;0
"15523";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;83;750;"L";1;0;NA;"L";"blue";"black";"magnit";9;300;1;0;0;0
"15527";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;84;639,994999999995;"L";1;0;NA;"L";"blue";"black";"magnit";8;300;0;0;0;0
"15531";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;85;466,005000000005;"A";1;0;NA;"A";"red";"black";"magnit";2;300;0;1;1;0
"15535";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;86;536;"L";1;0;NA;"L";"red";"black";"magnit";8;300;0;1;0;0
"15539";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;87;552,994999999995;"A";1;0;NA;"A";"blue";"black";"magnit";3;300;0;1;1;0
"15543";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;88;430,999999999884;"L";1;0;NA;"L";"red";"black";"magnit";7;300;0;1;1;0
"15547";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;89;875,995000000112;"L";1;0;NA;"L";"red";"black";"parity";1;300;1;0;0;0
"15551";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;90;533,005000000005;"L";1;0;NA;"L";"red";"black";"magnit";9;300;1;0;0;0
"15555";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;91;694,995000000112;"L";1;0;NA;"L";"blue";"black";"parity";3;300;1;0;1;0
"15559";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;92;783;"L";1;0;NA;"L";"red";"black";"parity";7;300;0;0;1;0
"15563";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;93;786,004999999888;"L";1;0;NA;"L";"blue";"black";"magnit";6;300;1;0;1;0
"15567";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;94;412;"A";1;0;NA;"A";"red";"black";"magnit";3;300;0;1;1;0
"15571";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";1;95;616;"A";1;0;NA;"A";"red";"black";"parity";2;300;1;0;0;0
"15576";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;0;521,999999999884;"A";1;0;NA;"A";"blue";"black";"magnit";2;0;99;99;99;99
"15580";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;1;648,005000000005;"A";1;0;NA;"A";"red";"black";"parity";8;0;1;0;1;0
"15584";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;2;441,005000000005;"L";1;0;NA;"L";"blue";"black";"magnit";7;0;1;1;1;0
"15588";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;3;531;"A";1;0;NA;"A";"red";"black";"magnit";2;0;0;1;1;0
"15592";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;4;648;"L";1;0;NA;"L";"red";"black";"parity";7;0;1;1;0;0
"15596";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;5;695,994999999995;"A";1;0;NA;"A";"blue";"black";"parity";6;0;0;1;1;0
"15600";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;6;457,004999999888;"A";1;0;NA;"A";"blue";"black";"parity";2;0;0;0;0;0
"15604";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;7;497;"A";1;0;NA;"A";"red";"black";"parity";4;0;0;0;1;0
"15608";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;8;488;"L";1;0;NA;"L";"red";"black";"magnit";6;0;1;1;0;0
"15612";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;9;455,005000000005;"A";1;0;NA;"A";"blue";"black";"magnit";2;0;0;1;1;0
"15616";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;10;426,994999999995;"L";1;0;NA;"L";"blue";"black";"magnit";6;0;0;1;0;0
"15620";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;11;479,994999999879;"A";1;0;NA;"A";"blue";"black";"parity";2;0;1;1;0;0
"15624";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;12;448,004999999888;"L";1;0;NA;"L";"blue";"black";"magnit";9;0;1;1;0;0
"15628";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;13;565,999999999884;"A";1;0;NA;"A";"blue";"black";"parity";4;0;1;1;0;0
"15632";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;14;458,994999999995;"L";1;0;NA;"L";"red";"black";"parity";7;0;0;1;1;0
"15636";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;15;550,995000000112;"A";1;0;NA;"A";"red";"black";"magnit";2;0;1;1;0;0
"15640";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;16;698;"A";1;0;NA;"A";"red";"black";"magnit";1;0;0;0;0;0
"15644";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;17;1012,99999999988;"A";1;0;NA;"A";"blue";"black";"parity";8;0;1;0;1;0
"15648";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;18;1688,995;"A";1;0;NA;"A";"blue";"black";"magnit";1;0;1;0;0;0
"15652";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;19;928,005000000005;"L";1;0;NA;"L";"blue";"black";"magnit";8;0;0;1;0;0
"15656";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;20;471;"L";1;0;NA;"L";"red";"black";"magnit";9;0;0;0;1;0
"15660";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;21;463;"A";1;0;NA;"A";"red";"black";"magnit";4;0;0;1;0;0
"15664";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;22;479,000000000116;"A";1;0;NA;"A";"red";"black";"magnit";3;0;0;0;0;0
"15668";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;23;501,000000000116;"A";1;0;NA;"A";"red";"black";"parity";6;0;1;0;0;0
"15672";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;24;450;"A";1;0;NA;"A";"blue";"black";"parity";2;0;0;0;1;0
"15676";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;25;560;"A";1;0;NA;"A";"red";"black";"magnit";3;0;1;0;1;0
"15680";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;26;578;"L";1;0;NA;"L";"blue";"black";"magnit";9;0;0;1;1;0
"15684";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;27;511;"A";1;0;NA;"A";"blue";"black";"magnit";3;0;0;1;0;0
"15688";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;28;587,995000000112;"L";1;0;NA;"L";"red";"black";"magnit";8;0;0;1;1;0
"15692";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;29;1139,995;"L";1;0;NA;"L";"blue";"black";"parity";9;0;1;0;1;0
"15696";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;30;501;"L";1;0;NA;"L";"blue";"black";"magnit";8;0;1;0;0;0
"15700";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;31;2118,99999999988;"A";1;1;NA;"L";"blue";"black";"parity";3;0;1;0;0;0
"15704";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;32;1056,00000000012;"A";1;0;NA;"A";"blue";"black";"parity";8;0;0;1;0;1
"15708";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;33;1086;"L";1;0;NA;"L";"red";"black";"parity";3;0;0;1;1;0
"15712";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;34;640,004999999888;"A";1;0;NA;"A";"red";"black";"parity";4;0;0;1;0;0
"15716";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;35;563,004999999888;"L";1;0;NA;"L";"blue";"black";"magnit";8;0;1;1;1;0
"15720";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;36;812,004999999888;"L";1;0;NA;"L";"red";"black";"magnit";7;0;0;0;1;0
"15724";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;37;536;"A";1;0;NA;"A";"red";"black";"parity";4;0;1;1;0;0
"15728";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;38;549;"L";1;0;NA;"L";"blue";"black";"magnit";6;0;1;1;1;0
"15732";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;39;974;"A";1;0;NA;"A";"red";"black";"parity";8;0;1;1;1;0
"15736";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;40;1005,00499999989;"L";1;0;NA;"L";"blue";"black";"parity";1;0;0;1;1;0
"15740";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;41;1167,99500000011;"A";1;0;NA;"A";"red";"black";"magnit";4;0;1;1;1;0
"15744";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;42;887,004999999888;"L";1;0;NA;"L";"red";"black";"magnit";6;0;0;1;0;0
"15748";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;43;484,995000000112;"A";1;0;NA;"A";"blue";"black";"parity";4;0;1;1;1;0
"15752";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;44;987,004999999888;"L";1;0;NA;"L";"red";"black";"parity";9;0;0;1;1;0
"15756";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;45;1147,99500000011;"A";1;0;NA;"A";"blue";"black";"magnit";4;0;1;1;1;0
"15760";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;46;400,995000000112;"L";1;0;NA;"L";"red";"black";"magnit";7;0;0;1;1;0
"15764";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;47;1151,00499999989;"L";1;0;NA;"L";"red";"black";"parity";1;0;1;0;0;0
"15768";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;48;521,004999999888;"A";1;0;NA;"A";"red";"black";"parity";2;0;0;1;0;0
"15772";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;49;655;"L";1;0;NA;"L";"red";"black";"parity";3;0;0;1;0;0
"15776";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;50;696;"A";1;0;NA;"A";"red";"black";"parity";6;0;0;1;0;0
"15780";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;51;888,004999999888;"L";1;0;NA;"L";"red";"black";"magnit";8;0;1;1;0;0
"15784";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;52;822,004999999888;"A";1;0;NA;"A";"blue";"black";"parity";4;0;1;1;1;0
"15788";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;53;1241;"L";1;0;NA;"L";"red";"black";"magnit";7;0;1;1;1;0
"15792";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;54;439,004999999888;"A";1;0;NA;"A";"red";"black";"magnit";1;0;0;1;0;0
"15796";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;55;1096;"L";1;0;NA;"L";"blue";"black";"parity";7;0;1;1;1;0
"15800";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;56;807;"L";1;0;NA;"L";"red";"black";"parity";1;0;0;0;1;0
"15804";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;57;619,995000000112;"A";1;0;NA;"A";"blue";"black";"parity";8;0;0;1;1;0
"15808";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;58;996,004999999888;"A";1;0;NA;"A";"blue";"black";"magnit";4;0;1;0;0;0
"15812";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;59;1014,00499999989;"A";1;0;NA;"A";"blue";"black";"parity";6;0;1;0;0;0
"15816";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;60;1068;"L";1;0;NA;"L";"blue";"black";"magnit";9;0;1;1;0;0
"15820";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;61;1308;"L";1;0;NA;"L";"blue";"black";"magnit";6;0;0;0;0;0
"15824";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;62;436,995000000112;"A";1;0;NA;"A";"red";"black";"magnit";3;0;0;1;1;0
"15828";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;63;521;"L";1;0;NA;"L";"blue";"black";"parity";7;0;1;1;1;0
"15832";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;64;514,004999999888;"A";1;0;NA;"A";"blue";"black";"magnit";3;0;1;1;0;0
"15836";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;65;503;"L";1;0;NA;"L";"blue";"black";"magnit";7;0;0;1;0;0
"15840";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;66;598;"A";1;1;NA;"L";"blue";"black";"parity";3;0;1;0;0;0
"15844";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;67;729,004999999888;"L";1;0;NA;"L";"blue";"black";"parity";1;0;0;0;0;1
"15848";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;68;495,004999999888;"L";1;0;NA;"L";"blue";"black";"magnit";7;0;1;0;0;0
"15852";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;69;540;"A";1;0;NA;"A";"blue";"black";"magnit";1;0;0;1;0;0
"15856";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;70;722;"A";1;0;NA;"A";"blue";"black";"magnit";3;0;0;0;0;0
"15860";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;71;674;"L";1;0;NA;"L";"red";"black";"parity";1;0;1;1;1;0
"15864";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;72;713;"L";1;0;NA;"L";"red";"black";"parity";9;0;0;0;0;0
"15868";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;73;1034,00499999989;"A";1;0;NA;"A";"blue";"black";"magnit";1;0;1;1;1;0
"15872";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;74;648,995000000112;"A";1;0;NA;"A";"blue";"black";"magnit";4;0;0;0;0;0
"15876";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;75;512;"L";1;0;NA;"L";"blue";"black";"parity";9;0;1;1;0;0
"15880";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;76;1132;"A";1;0;NA;"A";"red";"black";"parity";2;0;0;1;1;0
"15884";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;77;859,995000000112;"L";1;0;NA;"L";"blue";"black";"parity";9;0;0;1;1;0
"15888";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;78;1793,99500000011;"L";1;0;NA;"L";"red";"black";"parity";3;0;0;0;1;0
"15892";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;79;474,995000000112;"A";1;0;NA;"A";"blue";"black";"magnit";2;0;1;1;1;0
"15896";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;80;789;"A";1;0;NA;"A";"blue";"black";"parity";6;0;1;0;0;0
"15900";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;81;677,995000000112;"A";1;0;NA;"A";"red";"black";"magnit";1;0;1;0;1;0
"15904";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;82;916,004999999888;"L";1;0;NA;"L";"red";"black";"parity";9;0;1;1;0;0
"15908";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;83;1123,00499999989;"A";1;0;NA;"A";"red";"black";"parity";6;0;0;1;0;0
"15912";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;84;1149,99500000011;"A";1;0;NA;"A";"red";"black";"magnit";2;0;1;0;0;0
"15916";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;85;877,004999999888;"L";1;0;NA;"L";"red";"black";"magnit";9;0;0;1;0;0
"15920";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;86;501;"L";1;0;NA;"L";"red";"black";"magnit";8;0;0;0;0;0
"15924";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;87;737,004999999888;"L";1;0;NA;"L";"blue";"black";"parity";3;0;1;0;1;0
"15928";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;88;522,004999999888;"A";1;0;NA;"A";"red";"black";"parity";2;0;0;1;1;0
"15932";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;89;432,995000000112;"L";1;0;NA;"L";"red";"black";"magnit";9;0;1;1;0;0
"15936";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;90;720;"A";1;0;NA;"A";"red";"black";"magnit";4;0;0;1;0;0
"15940";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;91;1138,99500000011;"A";1;0;NA;"A";"red";"black";"parity";8;0;1;0;0;0
"15944";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;92;420,995000000112;"L";1;0;NA;"L";"red";"black";"parity";7;0;0;1;0;0
"15948";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;93;539;"A";1;1;NA;"L";"blue";"black";"parity";1;0;0;0;1;0
"15952";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;94;1389,00499999989;"L";1;0;NA;"L";"red";"black";"magnit";6;0;1;0;1;1
"15956";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";2;95;683,995000000112;"L";1;0;NA;"L";"blue";"black";"parity";7;0;1;0;1;0
"15961";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;0;1322,00499999989;"L";1;0;NA;"L";"blue";"black";"parity";1;300;99;99;99;99
"15965";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;1;614;"L";1;0;NA;"L";"blue";"black";"magnit";6;300;1;0;0;0
"15969";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;2;571,004999999888;"A";1;0;NA;"A";"blue";"black";"magnit";4;300;0;1;0;0
"15973";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;3;833;"L";1;0;NA;"L";"blue";"black";"magnit";6;300;0;1;0;0
"15977";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;4;926,995000000112;"L";1;0;NA;"L";"blue";"black";"parity";1;300;1;0;0;0
"15981";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;5;2499,89999999967;NA;NA;1;1;"L";"blue";"black";"magnit";7;300;1;0;0;0
"15985";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;6;1010;"L";1;0;NA;"L";"blue";"black";"parity";9;300;1;0;0;1
"15989";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;7;861,005000000121;"A";1;0;NA;"A";"blue";"black";"parity";8;300;0;1;0;0
"15993";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;8;653;"A";1;0;NA;"A";"red";"black";"magnit";2;300;1;0;1;0
"15997";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;9;414,995000000112;"L";1;0;NA;"L";"red";"black";"magnit";7;300;0;1;0;0
"16001";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;10;730;"L";1;0;NA;"L";"blue";"black";"parity";3;300;1;0;1;0
"16005";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;11;990;"A";1;0;NA;"A";"blue";"black";"parity";8;300;0;1;0;0
"16009";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;12;767;"L";1;0;NA;"L";"blue";"black";"magnit";6;300;1;1;0;0
"16013";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;13;885;"L";1;0;NA;"L";"red";"black";"magnit";7;300;0;0;1;0
"16017";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;14;594,994999999879;"L";1;0;NA;"L";"red";"black";"magnit";8;300;0;0;0;0
"16021";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;15;607,005000000121;"L";1;0;NA;"L";"blue";"black";"magnit";7;300;0;0;1;0
"16025";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;16;471,995000000112;"A";1;0;NA;"A";"blue";"black";"magnit";2;300;0;1;0;0
"16029";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;17;517,004999999888;"L";1;0;NA;"L";"red";"black";"parity";9;300;1;1;1;0
"16033";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;18;534,005000000121;"A";1;0;NA;"A";"blue";"black";"parity";2;300;0;1;1;0
"16037";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;19;540;"A";1;0;NA;"A";"blue";"black";"magnit";3;300;1;0;0;0
"16041";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;20;788;"L";1;0;NA;"L";"red";"black";"magnit";8;300;0;1;1;0
"16045";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;21;1013,99500000011;"L";1;0;NA;"L";"red";"black";"parity";7;300;1;0;0;0
"16049";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;22;740;"A";1;0;NA;"A";"blue";"black";"parity";8;300;0;1;1;0
"16053";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;23;694;"A";1;0;NA;"A";"blue";"black";"parity";6;300;0;0;0;0
"16057";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;24;591,995000000112;"A";1;0;NA;"A";"red";"black";"parity";8;300;0;0;1;0
"16061";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;25;513,995000000112;"A";1;0;NA;"A";"blue";"black";"parity";2;300;0;0;1;0
"16065";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;26;533,004999999888;"A";1;0;NA;"A";"red";"black";"parity";8;300;0;0;1;0
"16069";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;27;510;"L";1;0;NA;"L";"blue";"black";"parity";7;300;0;1;1;0
"16073";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;28;701;"L";1;0;NA;"L";"red";"black";"parity";1;300;0;0;1;0
"16077";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;29;668,995000000112;"A";1;0;NA;"A";"blue";"black";"parity";4;300;0;1;1;0
"16081";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;30;484;"L";1;0;NA;"L";"blue";"black";"magnit";8;300;1;1;0;0
"16085";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;31;607;"A";1;0;NA;"A";"blue";"black";"parity";4;300;1;1;0;0
"16089";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;32;541,004999999888;"L";1;0;NA;"L";"blue";"black";"parity";3;300;0;1;0;0
"16093";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;33;582,004999999888;"A";1;0;NA;"A";"red";"black";"magnit";4;300;1;1;1;0
"16097";"5e8dcc81e6686e035680594e";"BRAC1_horiLL_1st0";3;34;707,995000000112;"A";1;0;NA;"A";"red";"black";"parity";6;300;1;0;0;0
