"pp";"task_R";"correctResp_R";"context_R";"cocoa";"age";"sex";"version";"meanerror";"n";"se"
"5c28cac3867f660001ae9c4a";"1";"0";"0";"0";28;"male";"online";0,260869565217391;23;0,0936183342476444
"5c28cac3867f660001ae9c4a";"1";"0";"0";"300";28;"male";"online";0,115384615384615;26;0,0638971066378314
"5c28cac3867f660001ae9c4a";"1";"0";"1";"0";28;"male";"online";0,130434782608696;23;0,071801984682154
"5c28cac3867f660001ae9c4a";"1";"0";"1";"300";28;"male";"online";0,166666666666667;18;0,0903876907577734
"5c28cac3867f660001ae9c4a";"1";"1";"0";"0";28;"male";"online";0,0833333333333333;24;0,0576303395673437
"5c28cac3867f660001ae9c4a";"1";"1";"0";"300";28;"male";"online";0,0869565217391304;23;0,0600738504093702
"5c28cac3867f660001ae9c4a";"1";"1";"1";"0";28;"male";"online";0,0416666666666667;24;0,0416666666666667
"5c28cac3867f660001ae9c4a";"1";"1";"1";"300";28;"male";"online";0;27;0
"5c2e818561f049000169d2d5";"0";"0";"0";"0";20;"male";"online";0;26;0
"5c2e818561f049000169d2d5";"0";"0";"0";"300";20;"male";"online";0;21;0
"5c2e818561f049000169d2d5";"0";"0";"1";"0";20;"male";"online";0,1;20;0,0688247201611685
"5c2e818561f049000169d2d5";"0";"0";"1";"300";20;"male";"online";0;22;0
"5c2e818561f049000169d2d5";"0";"1";"0";"0";20;"male";"online";0;22;0
"5c2e818561f049000169d2d5";"0";"1";"0";"300";20;"male";"online";0,0344827586206897;29;0,0344827586206897
"5c2e818561f049000169d2d5";"0";"1";"1";"0";20;"male";"online";0,0357142857142857;28;0,0357142857142857
"5c2e818561f049000169d2d5";"0";"1";"1";"300";20;"male";"online";0,0434782608695652;23;0,0434782608695652
"5c2e818561f049000169d2d5";"1";"0";"0";"0";20;"male";"online";0,125;24;0,0689596605459213
"5c2e818561f049000169d2d5";"1";"0";"0";"300";20;"male";"online";0;29;0
"5c2e818561f049000169d2d5";"1";"0";"1";"0";20;"male";"online";0,04;25;0,04
"5c2e818561f049000169d2d5";"1";"0";"1";"300";20;"male";"online";0,0416666666666667;24;0,0416666666666667
"5c2e818561f049000169d2d5";"1";"1";"0";"0";20;"male";"online";0;25;0
"5c2e818561f049000169d2d5";"1";"1";"0";"300";20;"male";"online";0;19;0
"5c2e818561f049000169d2d5";"1";"1";"1";"0";20;"male";"online";0,05;20;0,05
"5c2e818561f049000169d2d5";"1";"1";"1";"300";20;"male";"online";0,0434782608695652;23;0,0434782608695652
"5c421b99b00b3300018f1048";"0";"0";"0";"0";24;"male";"online";0;23;0
"5c421b99b00b3300018f1048";"0";"0";"0";"300";24;"male";"online";0,111111111111111;18;0,0762215933966706
"5c421b99b00b3300018f1048";"0";"0";"1";"0";24;"male";"online";0,277777777777778;18;0,108632484565978
"5c421b99b00b3300018f1048";"0";"0";"1";"300";24;"male";"online";0,0689655172413793;29;0,0478872465399596
"5c421b99b00b3300018f1048";"0";"1";"0";"0";24;"male";"online";0;26;0
"5c421b99b00b3300018f1048";"0";"1";"0";"300";24;"male";"online";0,0833333333333333;24;0,0576303395673437
"5c421b99b00b3300018f1048";"0";"1";"1";"0";24;"male";"online";0,0714285714285714;28;0,0495634761777651
"5c421b99b00b3300018f1048";"0";"1";"1";"300";24;"male";"online";0,166666666666667;24;0,0777087340200262
"5c421b99b00b3300018f1048";"1";"0";"0";"0";24;"male";"online";0,115384615384615;26;0,0638971066378314
"5c421b99b00b3300018f1048";"1";"0";"0";"300";24;"male";"online";0,148148148148148;27;0,0696696254167378
"5c421b99b00b3300018f1048";"1";"0";"1";"0";24;"male";"online";0,0909090909090909;22;0,0627332326674867
"5c421b99b00b3300018f1048";"1";"0";"1";"300";24;"male";"online";0,0454545454545455;22;0,0454545454545455
"5c421b99b00b3300018f1048";"1";"1";"0";"0";24;"male";"online";0,08;25;0,0553774924194538
"5c421b99b00b3300018f1048";"1";"1";"0";"300";24;"male";"online";0,0526315789473684;19;0,0526315789473684
"5c421b99b00b3300018f1048";"1";"1";"1";"0";24;"male";"online";0,0909090909090909;22;0,0627332326674867
"5c421b99b00b3300018f1048";"1";"1";"1";"300";24;"male";"online";0,037037037037037;27;0,037037037037037
"5c555762dab99000015b8f12";"0";"0";"0";"0";26;"female";"online";0,107142857142857;28;0,0595238095238095
"5c555762dab99000015b8f12";"0";"0";"0";"300";26;"female";"online";0,1;20;0,0688247201611685
"5c555762dab99000015b8f12";"0";"0";"1";"0";26;"female";"online";0,192307692307692;26;0,0788226981996892
"5c555762dab99000015b8f12";"0";"0";"1";"300";26;"female";"online";0,142857142857143;21;0,0782460796435952
"5c555762dab99000015b8f12";"0";"1";"0";"0";26;"female";"online";0,0909090909090909;22;0,0627332326674867
"5c555762dab99000015b8f12";"0";"1";"0";"300";26;"female";"online";0,0689655172413793;29;0,0478872465399596
"5c555762dab99000015b8f12";"0";"1";"1";"0";26;"female";"online";0,25;20;0,0993399267798783
"5c555762dab99000015b8f12";"0";"1";"1";"300";26;"female";"online";0,08;25;0,0553774924194538
"5c555762dab99000015b8f12";"1";"0";"0";"0";26;"female";"online";0,391304347826087;23;0,104050961115322
"5c555762dab99000015b8f12";"1";"0";"0";"300";26;"female";"online";0,181818181818182;22;0,0841654636156865
"5c555762dab99000015b8f12";"1";"0";"1";"0";26;"female";"online";0,1;20;0,0688247201611685
"5c555762dab99000015b8f12";"1";"0";"1";"300";26;"female";"online";0,142857142857143;21;0,0782460796435952
"5c555762dab99000015b8f12";"1";"1";"0";"0";26;"female";"online";0,0476190476190476;21;0,0476190476190476
"5c555762dab99000015b8f12";"1";"1";"0";"300";26;"female";"online";0,2;30;0,0742781352708207
"5c555762dab99000015b8f12";"1";"1";"1";"0";26;"female";"online";0,166666666666667;30;0,0692045665447833
"5c555762dab99000015b8f12";"1";"1";"1";"300";26;"female";"online";0,136363636363636;22;0,0748867700952649
"5c5895f5af5bed0001f9ee92";"0";"0";"0";"0";25;"male";"online";0;23;0
"5c5895f5af5bed0001f9ee92";"0";"0";"0";"300";25;"male";"online";0;16;0
"5c5895f5af5bed0001f9ee92";"0";"0";"1";"0";25;"male";"online";0,125;16;0,0853912563829966
"5c5895f5af5bed0001f9ee92";"0";"0";"1";"300";25;"male";"online";0;23;0
"5c5895f5af5bed0001f9ee92";"0";"1";"0";"0";25;"male";"online";0,111111111111111;27;0,0616333551361366
"5c5895f5af5bed0001f9ee92";"0";"1";"0";"300";25;"male";"online";0,04;25;0,04
"5c5895f5af5bed0001f9ee92";"0";"1";"1";"0";25;"male";"online";0;30;0
"5c5895f5af5bed0001f9ee92";"0";"1";"1";"300";25;"male";"online";0,0625;32;0,0434755214775158
"5c5895f5af5bed0001f9ee92";"1";"0";"0";"0";25;"male";"online";0,260869565217391;23;0,0936183342476444
"5c5895f5af5bed0001f9ee92";"1";"0";"0";"300";25;"male";"online";0,192307692307692;26;0,0788226981996892
"5c5895f5af5bed0001f9ee92";"1";"0";"1";"0";25;"male";"online";0,0869565217391304;23;0,0600738504093702
"5c5895f5af5bed0001f9ee92";"1";"0";"1";"300";25;"male";"online";0,277777777777778;18;0,108632484565978
"5c5895f5af5bed0001f9ee92";"1";"1";"0";"0";25;"male";"online";0,0833333333333333;24;0,0576303395673437
"5c5895f5af5bed0001f9ee92";"1";"1";"0";"300";25;"male";"online";0,0869565217391304;23;0,0600738504093702
"5c5895f5af5bed0001f9ee92";"1";"1";"1";"0";25;"male";"online";0,208333333333333;24;0,0846811296559438
"5c5895f5af5bed0001f9ee92";"1";"1";"1";"300";25;"male";"online";0,0740740740740741;27;0,0513611292801138
"5c628f8613bb5a000196cfc0";"0";"0";"0";"0";23;"female";"online";0,142857142857143;14;0,0970523172123939
"5c628f8613bb5a000196cfc0";"0";"0";"0";"300";23;"female";"online";0,25;12;0,130558241966773
"5c628f8613bb5a000196cfc0";"0";"0";"1";"0";23;"female";"online";0,125;24;0,0689596605459213
"5c628f8613bb5a000196cfc0";"0";"0";"1";"300";23;"female";"online";0,05;20;0,05
"5c628f8613bb5a000196cfc0";"0";"1";"0";"0";23;"female";"online";0,0666666666666667;30;0,0463205555853101
"5c628f8613bb5a000196cfc0";"0";"1";"0";"300";23;"female";"online";0,12;25;0,066332495807108
"5c628f8613bb5a000196cfc0";"0";"1";"1";"0";23;"female";"online";0,115384615384615;26;0,0638971066378314
"5c628f8613bb5a000196cfc0";"0";"1";"1";"300";23;"female";"online";0,0810810810810811;37;0,0454932654881175
"5c628f8613bb5a000196cfc0";"1";"0";"0";"0";23;"female";"online";0,28;25;0,0916515138991168
"5c628f8613bb5a000196cfc0";"1";"0";"0";"300";23;"female";"online";0,142857142857143;28;0,0673435029701474
"5c628f8613bb5a000196cfc0";"1";"0";"1";"0";23;"female";"online";0,185185185185185;27;0,076180865852541
"5c628f8613bb5a000196cfc0";"1";"0";"1";"300";23;"female";"online";0,2;30;0,0742781352708207
"5c628f8613bb5a000196cfc0";"1";"1";"0";"0";23;"female";"online";0,0476190476190476;21;0,0476190476190476
"5c628f8613bb5a000196cfc0";"1";"1";"0";"300";23;"female";"online";0,222222222222222;18;0,100831690330337
"5c628f8613bb5a000196cfc0";"1";"1";"1";"0";23;"female";"online";0,217391304347826;23;0,0879391124952055
"5c628f8613bb5a000196cfc0";"1";"1";"1";"300";23;"female";"online";0,2;20;0,0917662935482247
"5c636850bad3560001c2749e";"0";"0";"0";"0";NA;"male";"online";0,0588235294117647;17;0,0588235294117647
"5c636850bad3560001c2749e";"0";"0";"0";"300";NA;"male";"online";0,214285714285714;28;0,0789672569132238
"5c636850bad3560001c2749e";"0";"0";"1";"0";NA;"male";"online";0,2;15;0,10690449676497
"5c636850bad3560001c2749e";"0";"0";"1";"300";NA;"male";"online";0,157894736842105;19;0,085947008518708
"5c636850bad3560001c2749e";"0";"1";"0";"0";NA;"male";"online";0,133333333333333;30;0,0631242768631999
"5c636850bad3560001c2749e";"0";"1";"0";"300";NA;"male";"online";0,0689655172413793;29;0,0478872465399596
"5c636850bad3560001c2749e";"0";"1";"1";"0";NA;"male";"online";0,03125;32;0,03125
"5c636850bad3560001c2749e";"0";"1";"1";"300";NA;"male";"online";0;20;0
"5c636850bad3560001c2749e";"1";"0";"0";"0";NA;"male";"online";0,130434782608696;23;0,071801984682154
"5c636850bad3560001c2749e";"1";"0";"0";"300";NA;"male";"online";0,0689655172413793;29;0,0478872465399596
"5c636850bad3560001c2749e";"1";"0";"1";"0";NA;"male";"online";0,130434782608696;23;0,071801984682154
"5c636850bad3560001c2749e";"1";"0";"1";"300";NA;"male";"online";0;24;0
"5c636850bad3560001c2749e";"1";"1";"0";"0";NA;"male";"online";0,148148148148148;27;0,0696696254167378
"5c636850bad3560001c2749e";"1";"1";"0";"300";NA;"male";"online";0,142857142857143;21;0,0782460796435952
"5c636850bad3560001c2749e";"1";"1";"1";"0";NA;"male";"online";0,0434782608695652;23;0,0434782608695652
"5c636850bad3560001c2749e";"1";"1";"1";"300";NA;"male";"online";0,1;20;0,0688247201611685
"5c665e1948985d0001f09675";"0";"0";"0";"0";33;"male";"online";0,0384615384615385;26;0,0384615384615385
"5c665e1948985d0001f09675";"0";"0";"0";"300";33;"male";"online";0;21;0
"5c665e1948985d0001f09675";"0";"0";"1";"0";33;"male";"online";0;20;0
"5c665e1948985d0001f09675";"0";"0";"1";"300";33;"male";"online";0,0454545454545455;22;0,0454545454545455
"5c665e1948985d0001f09675";"0";"1";"0";"0";33;"male";"online";0,0909090909090909;22;0,0627332326674867
"5c665e1948985d0001f09675";"0";"1";"0";"300";33;"male";"online";0,0344827586206897;29;0,0344827586206897
"5c665e1948985d0001f09675";"0";"1";"1";"0";33;"male";"online";0,178571428571429;28;0,073707046115106
"5c665e1948985d0001f09675";"0";"1";"1";"300";33;"male";"online";0,0434782608695652;23;0,0434782608695652
"5c665e1948985d0001f09675";"1";"0";"0";"0";33;"male";"online";0,0833333333333333;24;0,0576303395673437
"5c665e1948985d0001f09675";"1";"0";"0";"300";33;"male";"online";0,0689655172413793;29;0,0478872465399596
"5c665e1948985d0001f09675";"1";"0";"1";"0";33;"male";"online";0,12;25;0,066332495807108
"5c665e1948985d0001f09675";"1";"0";"1";"300";33;"male";"online";0,0833333333333333;24;0,0576303395673437
"5c665e1948985d0001f09675";"1";"1";"0";"0";33;"male";"online";0,08;25;0,0553774924194538
"5c665e1948985d0001f09675";"1";"1";"0";"300";33;"male";"online";0,210526315789474;19;0,0960916767552923
"5c665e1948985d0001f09675";"1";"1";"1";"0";33;"male";"online";0,15;20;0,0819178021909125
"5c665e1948985d0001f09675";"1";"1";"1";"300";33;"male";"online";0,130434782608696;23;0,071801984682154
"5c90f5eae2d9fb0011385c58";"0";"0";"0";"0";23;"female";"online";0,142857142857143;21;0,0782460796435952
"5c90f5eae2d9fb0011385c58";"0";"0";"0";"300";23;"female";"online";0,0526315789473684;19;0,0526315789473684
"5c90f5eae2d9fb0011385c58";"0";"0";"1";"0";23;"female";"online";0,125;16;0,0853912563829966
"5c90f5eae2d9fb0011385c58";"0";"0";"1";"300";23;"female";"online";0;16;0
"5c90f5eae2d9fb0011385c58";"0";"1";"0";"0";23;"female";"online";0,0285714285714286;35;0,0285714285714286
"5c90f5eae2d9fb0011385c58";"0";"1";"0";"300";23;"female";"online";0,0588235294117647;34;0,0409594484601642
"5c90f5eae2d9fb0011385c58";"0";"1";"1";"0";23;"female";"online";0;23;0
"5c90f5eae2d9fb0011385c58";"0";"1";"1";"300";23;"female";"online";0;26;0
"5c90f5eae2d9fb0011385c58";"1";"0";"0";"0";23;"female";"online";0,206896551724138;29;0,0765530555069953
"5c90f5eae2d9fb0011385c58";"1";"0";"0";"300";23;"female";"online";0,037037037037037;27;0,037037037037037
"5c90f5eae2d9fb0011385c58";"1";"0";"1";"0";23;"female";"online";0,15;20;0,0819178021909125
"5c90f5eae2d9fb0011385c58";"1";"0";"1";"300";23;"female";"online";0,0714285714285714;28;0,0495634761777651
"5c90f5eae2d9fb0011385c58";"1";"1";"0";"0";23;"female";"online";0,0384615384615385;26;0,0384615384615385
"5c90f5eae2d9fb0011385c58";"1";"1";"0";"300";23;"female";"online";0,105263157894737;19;0,0723351864143449
"5c90f5eae2d9fb0011385c58";"1";"1";"1";"0";23;"female";"online";0,1;20;0,0688247201611685
"5c90f5eae2d9fb0011385c58";"1";"1";"1";"300";23;"female";"online";0;21;0
"5c97b5f7cff9b20017cae6ee";"0";"0";"0";"0";27;"male";"online";0;26;0
"5c97b5f7cff9b20017cae6ee";"0";"0";"0";"300";27;"male";"online";0;21;0
"5c97b5f7cff9b20017cae6ee";"0";"0";"1";"0";27;"male";"online";0,1;20;0,0688247201611685
"5c97b5f7cff9b20017cae6ee";"0";"0";"1";"300";27;"male";"online";0,0454545454545455;22;0,0454545454545455
"5c97b5f7cff9b20017cae6ee";"0";"1";"0";"0";27;"male";"online";0,0454545454545455;22;0,0454545454545455
"5c97b5f7cff9b20017cae6ee";"0";"1";"0";"300";27;"male";"online";0,0344827586206897;29;0,0344827586206897
"5c97b5f7cff9b20017cae6ee";"0";"1";"1";"0";27;"male";"online";0,0714285714285714;28;0,0495634761777651
"5c97b5f7cff9b20017cae6ee";"0";"1";"1";"300";27;"male";"online";0,0434782608695652;23;0,0434782608695652
"5c97b5f7cff9b20017cae6ee";"1";"0";"0";"0";27;"male";"online";0,0416666666666667;24;0,0416666666666667
"5c97b5f7cff9b20017cae6ee";"1";"0";"0";"300";27;"male";"online";0,0689655172413793;29;0,0478872465399596
"5c97b5f7cff9b20017cae6ee";"1";"0";"1";"0";27;"male";"online";0,08;25;0,0553774924194538
"5c97b5f7cff9b20017cae6ee";"1";"0";"1";"300";27;"male";"online";0;24;0
"5c97b5f7cff9b20017cae6ee";"1";"1";"0";"0";27;"male";"online";0;25;0
"5c97b5f7cff9b20017cae6ee";"1";"1";"0";"300";27;"male";"online";0,0526315789473684;19;0,0526315789473684
"5c97b5f7cff9b20017cae6ee";"1";"1";"1";"0";27;"male";"online";0;20;0
"5c97b5f7cff9b20017cae6ee";"1";"1";"1";"300";27;"male";"online";0;23;0
"5d0a1cd4561a350001d62ab3";"0";"0";"0";"0";23;"male";"online";0,333333333333333;12;0,14213381090374
"5d0a1cd4561a350001d62ab3";"0";"0";"0";"300";23;"male";"online";0,08;25;0,0553774924194538
"5d0a1cd4561a350001d62ab3";"0";"0";"1";"0";23;"male";"online";0;21;0
"5d0a1cd4561a350001d62ab3";"0";"0";"1";"300";23;"male";"online";0;22;0
"5d0a1cd4561a350001d62ab3";"0";"1";"0";"0";23;"male";"online";0,194444444444444;36;0,0668977476599572
"5d0a1cd4561a350001d62ab3";"0";"1";"0";"300";23;"male";"online";0,2;15;0,10690449676497
"5d0a1cd4561a350001d62ab3";"0";"1";"1";"0";23;"male";"online";0,115384615384615;26;0,0638971066378314
"5d0a1cd4561a350001d62ab3";"0";"1";"1";"300";23;"male";"online";0,0882352941176471;34;0,0493748270390893
"5d0a1cd4561a350001d62ab3";"1";"0";"0";"0";23;"male";"online";0,0714285714285714;14;0,0714285714285714
"5d0a1cd4561a350001d62ab3";"1";"0";"0";"300";23;"male";"online";0,173913043478261;23;0,0808104675899639
"5d0a1cd4561a350001d62ab3";"1";"0";"1";"0";23;"male";"online";0,24;25;0,0871779788708135
"5d0a1cd4561a350001d62ab3";"1";"0";"1";"300";23;"male";"online";0,35;20;0,109424330980483
"5d0a1cd4561a350001d62ab3";"1";"1";"0";"0";23;"male";"online";0,0714285714285714;28;0,0495634761777651
"5d0a1cd4561a350001d62ab3";"1";"1";"0";"300";23;"male";"online";0,0740740740740741;27;0,0513611292801138
"5d0a1cd4561a350001d62ab3";"1";"1";"1";"0";23;"male";"online";0,0357142857142857;28;0,0357142857142857
"5d0a1cd4561a350001d62ab3";"1";"1";"1";"300";23;"male";"online";0,166666666666667;24;0,0777087340200262
"5d12020e90265e00199ba8a9";"0";"0";"0";"0";25;"female";"online";0,111111111111111;18;0,0762215933966706
"5d12020e90265e00199ba8a9";"0";"0";"0";"300";25;"female";"online";0,0769230769230769;26;0,0532938710021193
"5d12020e90265e00199ba8a9";"0";"0";"1";"0";25;"female";"online";0,176470588235294;17;0,0953050102707038
"5d12020e90265e00199ba8a9";"0";"0";"1";"300";25;"female";"online";0,0555555555555556;18;0,0555555555555556
"5d12020e90265e00199ba8a9";"0";"1";"0";"0";25;"female";"online";0;34;0
"5d12020e90265e00199ba8a9";"0";"1";"0";"300";25;"female";"online";0,0769230769230769;26;0,0532938710021193
"5d12020e90265e00199ba8a9";"0";"1";"1";"0";25;"female";"online";0,0384615384615385;26;0,0384615384615385
"5d12020e90265e00199ba8a9";"0";"1";"1";"300";25;"female";"online";0;26;0
"5d12020e90265e00199ba8a9";"1";"0";"0";"0";25;"female";"online";0;18;0
"5d12020e90265e00199ba8a9";"1";"0";"0";"300";25;"female";"online";0,0869565217391304;23;0,0600738504093702
"5d12020e90265e00199ba8a9";"1";"0";"1";"0";25;"female";"online";0,0882352941176471;34;0,0493748270390893
"5d12020e90265e00199ba8a9";"1";"0";"1";"300";25;"female";"online";0,0344827586206897;29;0,0344827586206897
"5d12020e90265e00199ba8a9";"1";"1";"0";"0";25;"female";"online";0,115384615384615;26;0,0638971066378314
"5d12020e90265e00199ba8a9";"1";"1";"0";"300";25;"female";"online";0,0714285714285714;28;0,0495634761777651
"5d12020e90265e00199ba8a9";"1";"1";"1";"0";25;"female";"online";0;17;0
"5d12020e90265e00199ba8a9";"1";"1";"1";"300";25;"female";"online";0,0714285714285714;14;0,0714285714285714
"5d3848f6b7bcbd000114235f";"0";"0";"0";"0";21;"female";"online";0,0769230769230769;26;0,0532938710021193
"5d3848f6b7bcbd000114235f";"0";"0";"0";"300";21;"female";"online";0;21;0
"5d3848f6b7bcbd000114235f";"0";"0";"1";"0";21;"female";"online";0,1;20;0,0688247201611685
"5d3848f6b7bcbd000114235f";"0";"0";"1";"300";21;"female";"online";0,0909090909090909;22;0,0627332326674867
"5d3848f6b7bcbd000114235f";"0";"1";"0";"0";21;"female";"online";0,0909090909090909;22;0,0627332326674867
"5d3848f6b7bcbd000114235f";"0";"1";"0";"300";21;"female";"online";0,137931034482759;29;0,0651662884498668
"5d3848f6b7bcbd000114235f";"0";"1";"1";"0";21;"female";"online";0;28;0
"5d3848f6b7bcbd000114235f";"0";"1";"1";"300";21;"female";"online";0,0434782608695652;23;0,0434782608695652
"5d3848f6b7bcbd000114235f";"1";"0";"0";"0";21;"female";"online";0,208333333333333;24;0,0846811296559438
"5d3848f6b7bcbd000114235f";"1";"0";"0";"300";21;"female";"online";0,103448275862069;29;0,0575533076135366
"5d3848f6b7bcbd000114235f";"1";"0";"1";"0";21;"female";"online";0,08;25;0,0553774924194538
"5d3848f6b7bcbd000114235f";"1";"0";"1";"300";21;"female";"online";0,0833333333333333;24;0,0576303395673437
"5d3848f6b7bcbd000114235f";"1";"1";"0";"0";21;"female";"online";0,04;25;0,04
"5d3848f6b7bcbd000114235f";"1";"1";"0";"300";21;"female";"online";0,105263157894737;19;0,0723351864143449
"5d3848f6b7bcbd000114235f";"1";"1";"1";"0";21;"female";"online";0;20;0
"5d3848f6b7bcbd000114235f";"1";"1";"1";"300";21;"female";"online";0;23;0
"5d4a41890e604c00011ade8b";"0";"0";"0";"0";24;"male";"online";0;22;0
"5d4a41890e604c00011ade8b";"0";"0";"0";"300";24;"male";"online";0,117647058823529;17;0,0805474349272303
"5d4a41890e604c00011ade8b";"0";"0";"1";"0";24;"male";"online";0;21;0
"5d4a41890e604c00011ade8b";"0";"0";"1";"300";24;"male";"online";0,0416666666666667;24;0,0416666666666667
"5d4a41890e604c00011ade8b";"0";"1";"0";"0";24;"male";"online";0;27;0
"5d4a41890e604c00011ade8b";"0";"1";"0";"300";24;"male";"online";0,0909090909090909;22;0,0627332326674867
"5d4a41890e604c00011ade8b";"0";"1";"1";"0";24;"male";"online";0,0833333333333333;24;0,0576303395673437
"5d4a41890e604c00011ade8b";"0";"1";"1";"300";24;"male";"online";0,03125;32;0,03125
"5d4a41890e604c00011ade8b";"1";"0";"0";"0";24;"male";"online";0,0952380952380952;21;0,0656383273909058
"5d4a41890e604c00011ade8b";"1";"0";"0";"300";24;"male";"online";0,185185185185185;27;0,076180865852541
"5d4a41890e604c00011ade8b";"1";"0";"1";"0";24;"male";"online";0,142857142857143;28;0,0673435029701474
"5d4a41890e604c00011ade8b";"1";"0";"1";"300";24;"male";"online";0,0416666666666667;24;0,0416666666666667
"5d4a41890e604c00011ade8b";"1";"1";"0";"0";24;"male";"online";0,0769230769230769;26;0,0532938710021193
"5d4a41890e604c00011ade8b";"1";"1";"0";"300";24;"male";"online";0,105263157894737;19;0,0723351864143449
"5d4a41890e604c00011ade8b";"1";"1";"1";"0";24;"male";"online";0,0476190476190476;21;0,0476190476190476
"5d4a41890e604c00011ade8b";"1";"1";"1";"300";24;"male";"online";0;25;0
"5d5bcd6c0802ee001608c5a8";"0";"0";"0";"0";24;"male";"online";0;23;0
"5d5bcd6c0802ee001608c5a8";"0";"0";"0";"300";24;"male";"online";0,0555555555555556;18;0,0555555555555556
"5d5bcd6c0802ee001608c5a8";"0";"0";"1";"0";24;"male";"online";0,0555555555555556;18;0,0555555555555556
"5d5bcd6c0802ee001608c5a8";"0";"0";"1";"300";24;"male";"online";0;29;0
"5d5bcd6c0802ee001608c5a8";"0";"1";"0";"0";24;"male";"online";0,0769230769230769;26;0,0532938710021193
"5d5bcd6c0802ee001608c5a8";"0";"1";"0";"300";24;"male";"online";0,0833333333333333;24;0,0576303395673437
"5d5bcd6c0802ee001608c5a8";"0";"1";"1";"0";24;"male";"online";0,0357142857142857;28;0,0357142857142857
"5d5bcd6c0802ee001608c5a8";"0";"1";"1";"300";24;"male";"online";0;24;0
"5d5bcd6c0802ee001608c5a8";"1";"0";"0";"0";24;"male";"online";0,0384615384615385;26;0,0384615384615385
"5d5bcd6c0802ee001608c5a8";"1";"0";"0";"300";24;"male";"online";0,148148148148148;27;0,0696696254167378
"5d5bcd6c0802ee001608c5a8";"1";"0";"1";"0";24;"male";"online";0;22;0
"5d5bcd6c0802ee001608c5a8";"1";"0";"1";"300";24;"male";"online";0,0454545454545455;22;0,0454545454545455
"5d5bcd6c0802ee001608c5a8";"1";"1";"0";"0";24;"male";"online";0,08;25;0,0553774924194538
"5d5bcd6c0802ee001608c5a8";"1";"1";"0";"300";24;"male";"online";0;19;0
"5d5bcd6c0802ee001608c5a8";"1";"1";"1";"0";24;"male";"online";0,0454545454545455;22;0,0454545454545455
"5d5bcd6c0802ee001608c5a8";"1";"1";"1";"300";24;"male";"online";0,037037037037037;27;0,037037037037037
"5d68c8aa40524c00189e8ac2";"0";"0";"0";"0";29;"male";"online";0;23;0
"5d68c8aa40524c00189e8ac2";"0";"0";"0";"300";29;"male";"online";0;18;0
"5d68c8aa40524c00189e8ac2";"0";"0";"1";"0";29;"male";"online";0;18;0
"5d68c8aa40524c00189e8ac2";"0";"0";"1";"300";29;"male";"online";0,0689655172413793;29;0,0478872465399596
"5d68c8aa40524c00189e8ac2";"0";"1";"0";"0";29;"male";"online";0,0769230769230769;26;0,0532938710021193
"5d68c8aa40524c00189e8ac2";"0";"1";"0";"300";29;"male";"online";0,0416666666666667;24;0,0416666666666667
"5d68c8aa40524c00189e8ac2";"0";"1";"1";"0";29;"male";"online";0;28;0
"5d68c8aa40524c00189e8ac2";"0";"1";"1";"300";29;"male";"online";0;24;0
"5d68c8aa40524c00189e8ac2";"1";"0";"0";"0";29;"male";"online";0;26;0
"5d68c8aa40524c00189e8ac2";"1";"0";"0";"300";29;"male";"online";0,0740740740740741;27;0,0513611292801138
"5d68c8aa40524c00189e8ac2";"1";"0";"1";"0";29;"male";"online";0;22;0
"5d68c8aa40524c00189e8ac2";"1";"0";"1";"300";29;"male";"online";0,0454545454545455;22;0,0454545454545455
"5d68c8aa40524c00189e8ac2";"1";"1";"0";"0";29;"male";"online";0,04;25;0,04
"5d68c8aa40524c00189e8ac2";"1";"1";"0";"300";29;"male";"online";0;19;0
"5d68c8aa40524c00189e8ac2";"1";"1";"1";"0";29;"male";"online";0,0454545454545455;22;0,0454545454545455
"5d68c8aa40524c00189e8ac2";"1";"1";"1";"300";29;"male";"online";0,0740740740740741;27;0,0513611292801138
"5d6f859fda16690017c9ba94";"0";"0";"0";"0";26;"female";"online";0,0526315789473684;19;0,0526315789473684
"5d6f859fda16690017c9ba94";"0";"0";"0";"300";26;"female";"online";0,15;20;0,0819178021909125
"5d6f859fda16690017c9ba94";"0";"0";"1";"0";26;"female";"online";0,0588235294117647;17;0,0588235294117647
"5d6f859fda16690017c9ba94";"0";"0";"1";"300";26;"female";"online";0,0769230769230769;26;0,0532938710021193
"5d6f859fda16690017c9ba94";"0";"1";"0";"0";26;"female";"online";0;29;0
"5d6f859fda16690017c9ba94";"0";"1";"0";"300";26;"female";"online";0,0909090909090909;22;0,0627332326674867
"5d6f859fda16690017c9ba94";"0";"1";"1";"0";26;"female";"online";0;31;0
"5d6f859fda16690017c9ba94";"0";"1";"1";"300";26;"female";"online";0;27;0
"5d6f859fda16690017c9ba94";"1";"0";"0";"0";26;"female";"online";0,0555555555555556;18;0,0555555555555556
"5d6f859fda16690017c9ba94";"1";"0";"0";"300";26;"female";"online";0,0869565217391304;23;0,0600738504093702
"5d6f859fda16690017c9ba94";"1";"0";"1";"0";26;"female";"online";0,0384615384615385;26;0,0384615384615385
"5d6f859fda16690017c9ba94";"1";"0";"1";"300";26;"female";"online";0;26;0
"5d6f859fda16690017c9ba94";"1";"1";"0";"0";26;"female";"online";0,0344827586206897;29;0,0344827586206897
"5d6f859fda16690017c9ba94";"1";"1";"0";"300";26;"female";"online";0,05;20;0,05
