"pp";"task_R";"correctResp_R";"context_R";"cocoa";"age";"sex";"version";"meanerror";"n";"se"
"29";"0";"1";"0";"300";20;"f";"lab";0,0535714285714286;56;0,0303619171188469
"29";"0";"1";"1";"0";20;"f";"lab";0,046875;64;0,0266302532264483
"29";"0";"1";"1";"300";20;"f";"lab";0,04;50;0,0279941684889506
"29";"1";"0";"0";"0";20;"f";"lab";0,173913043478261;46;0,0565031556220809
"29";"1";"0";"0";"300";20;"f";"lab";0,208333333333333;48;0,0592381697598869
"29";"1";"0";"1";"0";20;"f";"lab";0,127659574468085;47;0,0492029089619693
"29";"1";"0";"1";"300";20;"f";"lab";0,0833333333333333;48;0,0403149539039081
"29";"1";"1";"0";"0";20;"f";"lab";0,0666666666666667;60;0,0324748200298303
"29";"1";"1";"0";"300";20;"f";"lab";0,142857142857143;35;0,0600120036012004
"29";"1";"1";"1";"0";20;"f";"lab";0,0512820512820513;39;0,0357815751243262
"29";"1";"1";"1";"300";20;"f";"lab";0,12;50;0,0464230765979198
"3";"0";"0";"0";"0";19;"f";"lab";0,121212121212121;33;0,0576952508019993
"3";"0";"0";"0";"300";19;"f";"lab";0,0256410256410256;39;0,0256410256410256
"3";"0";"0";"1";"0";19;"f";"lab";0;55;0
"3";"0";"0";"1";"300";19;"f";"lab";0,0208333333333333;48;0,0208333333333333
"3";"0";"1";"0";"0";19;"f";"lab";0,0727272727272727;55;0,0353391023930018
"3";"0";"1";"0";"300";19;"f";"lab";0,0192307692307692;52;0,0192307692307692
"3";"0";"1";"1";"0";19;"f";"lab";0;51;0
"3";"0";"1";"1";"300";19;"f";"lab";0,0140845070422535;71;0,0140845070422535
"3";"1";"0";"0";"0";19;"f";"lab";0,0208333333333333;48;0,0208333333333333
"3";"1";"0";"0";"300";19;"f";"lab";0,0476190476190476;42;0,0332585855128371
"3";"1";"0";"1";"0";19;"f";"lab";0;49;0
"3";"1";"0";"1";"300";19;"f";"lab";0,0454545454545455;44;0,031765283723714
"3";"1";"1";"0";"0";19;"f";"lab";0;49;0
"3";"1";"1";"0";"300";19;"f";"lab";0,105263157894737;38;0,0504527677125696
"3";"1";"1";"1";"0";19;"f";"lab";0;40;0
"3";"1";"1";"1";"300";19;"f";"lab";0;46;0
"30";"0";"0";"0";"0";30;"m";"lab";0,0204081632653061;49;0,0204081632653061
"30";"0";"0";"0";"300";30;"m";"lab";0,025;40;0,025
"30";"0";"0";"1";"0";30;"m";"lab";0,0256410256410256;39;0,0256410256410256
"30";"0";"0";"1";"300";30;"m";"lab";0,024390243902439;41;0,024390243902439
"30";"0";"1";"0";"0";30;"m";"lab";0,0566037735849057;53;0,0320455764380546
"30";"0";"1";"0";"300";30;"m";"lab";0,107142857142857;56;0,0417053005800816
"30";"0";"1";"1";"0";30;"m";"lab";0,0425531914893617;47;0,0297607917523504
"30";"0";"1";"1";"300";30;"m";"lab";0,0377358490566038;53;0,0264254592975807
"30";"1";"0";"0";"0";30;"m";"lab";0,075;40;0,0421763696143487
"30";"1";"0";"0";"300";30;"m";"lab";0,0961538461538462;52;0,0412805523275076
"30";"1";"0";"1";"0";30;"m";"lab";0,0476190476190476;42;0,0332585855128371
"30";"1";"0";"1";"300";30;"m";"lab";0,0425531914893617;47;0,0297607917523504
"30";"1";"1";"0";"0";30;"m";"lab";0,0597014925373134;67;0,029164430475176
"30";"1";"1";"0";"300";30;"m";"lab";0,0652173913043478;46;0,0368070292730443
"30";"1";"1";"1";"0";30;"m";"lab";0,0232558139534884;43;0,0232558139534884
"30";"1";"1";"1";"300";30;"m";"lab";0,0222222222222222;45;0,0222222222222222
"31";"0";"0";"0";"0";25;"m";"lab";0,0416666666666667;48;0,029147663515556
"31";"0";"0";"0";"300";25;"m";"lab";0,0208333333333333;48;0,0208333333333333
"31";"0";"0";"1";"0";25;"m";"lab";0,119047619047619;42;0,0505760194420511
"31";"0";"0";"1";"300";25;"m";"lab";0,0303030303030303;33;0,0303030303030303
"31";"0";"1";"0";"0";25;"m";"lab";0,0980392156862745;51;0,0420541384108377
"31";"0";"1";"0";"300";25;"m";"lab";0,0357142857142857;56;0,025023180348049
"31";"0";"1";"1";"0";25;"m";"lab";0,153846153846154;52;0,0505222751868604
"31";"0";"1";"1";"300";25;"m";"lab";0,0740740740740741;54;0,0359735504576765
"31";"1";"0";"0";"0";25;"m";"lab";0,183673469387755;49;0,0558900568882823
"31";"1";"0";"0";"300";25;"m";"lab";0,191489361702128;47;0,0580144633497693
"31";"1";"0";"1";"0";25;"m";"lab";0,127659574468085;47;0,0492029089619693
"31";"1";"0";"1";"300";25;"m";"lab";0,230769230769231;52;0,0589973068344131
"31";"1";"1";"0";"0";25;"m";"lab";0,0909090909090909;44;0,0438402565609466
"31";"1";"1";"0";"300";25;"m";"lab";0,210526315789474;38;0,0670225831544225
"31";"1";"1";"1";"0";25;"m";"lab";0,148936170212766;47;0,052493102531401
"31";"1";"1";"1";"300";25;"m";"lab";0,192307692307692;52;0,0551869272291876
"32";"0";"0";"0";"0";23;"m";"lab";0,0294117647058824;34;0,0294117647058824
"32";"0";"0";"0";"300";23;"m";"lab";0,0975609756097561;41;0,0469155708821252
"32";"0";"0";"1";"0";23;"m";"lab";0,147058823529412;34;0,0616521340660295
"32";"0";"0";"1";"300";23;"m";"lab";0,0930232558139535;43;0,0448197261236945
"32";"0";"1";"0";"0";23;"m";"lab";0,0363636363636364;55;0,0254737782079161
"32";"0";"1";"0";"300";23;"m";"lab";0,0161290322580645;62;0,0161290322580645
"32";"0";"1";"1";"0";23;"m";"lab";0;50;0
"32";"0";"1";"1";"300";23;"m";"lab";0,0588235294117647;51;0,0332756132323081
"32";"1";"0";"0";"0";23;"m";"lab";0,101694915254237;59;0,0396869342404792
"32";"1";"0";"0";"300";23;"m";"lab";0,117647058823529;34;0,0560860346615054
"32";"1";"0";"1";"0";23;"m";"lab";0,0363636363636364;55;0,0254737782079161
"32";"1";"0";"1";"300";23;"m";"lab";0,05;60;0,0283740153267512
"32";"1";"1";"0";"0";23;"m";"lab";0,0204081632653061;49;0,0204081632653061
"32";"1";"1";"0";"300";23;"m";"lab";0,0434782608695652;46;0,0304002564687
"32";"1";"1";"1";"0";23;"m";"lab";0,0681818181818182;44;0,0384384309420226
"32";"1";"1";"1";"300";23;"m";"lab";0,0232558139534884;43;0,0232558139534884
"33";"0";"0";"0";"0";23;"m";"lab";0,0208333333333333;48;0,0208333333333333
"33";"0";"0";"0";"300";23;"m";"lab";0;40;0
"33";"0";"0";"1";"0";23;"m";"lab";0,0192307692307692;52;0,0192307692307692
"33";"0";"0";"1";"300";23;"m";"lab";0,0740740740740741;54;0,0359735504576765
"33";"0";"1";"0";"0";23;"m";"lab";0;48;0
"33";"0";"1";"0";"300";23;"m";"lab";0,0377358490566038;53;0,0264254592975807
"33";"0";"1";"1";"0";23;"m";"lab";0;50;0
"33";"0";"1";"1";"300";23;"m";"lab";0,0754716981132075;53;0,0366311450337415
"33";"1";"0";"0";"0";23;"m";"lab";0,125;56;0,0445941292507922
"33";"1";"0";"0";"300";23;"m";"lab";0,0256410256410256;39;0,0256410256410256
"33";"1";"0";"1";"0";23;"m";"lab";0,027027027027027;37;0,027027027027027
"33";"1";"0";"1";"300";23;"m";"lab";0,0256410256410256;39;0,0256410256410256
"33";"1";"1";"0";"0";23;"m";"lab";0,0227272727272727;44;0,0227272727272727
"33";"1";"1";"0";"300";23;"m";"lab";0,0227272727272727;44;0,0227272727272727
"33";"1";"1";"1";"0";23;"m";"lab";0,0888888888888889;45;0,0429025466294855
"33";"1";"1";"1";"300";23;"m";"lab";0,0689655172413793;58;0,033563052647744
"4";"0";"0";"0";"0";22;"f";"lab";0,129032258064516;31;0,0612053740677751
"4";"0";"0";"0";"300";22;"f";"lab";0,157894736842105;38;0,0599468207843684
"4";"0";"0";"1";"0";22;"f";"lab";0,12;50;0,0464230765979198
"4";"0";"0";"1";"300";22;"f";"lab";0,025;40;0,025
"4";"0";"1";"0";"0";22;"f";"lab";0,0416666666666667;48;0,029147663515556
"4";"0";"1";"0";"300";22;"f";"lab";0,0769230769230769;65;0,0333086693763246
"4";"0";"1";"1";"0";22;"f";"lab";0,037037037037037;54;0,0259408961471287
"4";"0";"1";"1";"300";22;"f";"lab";0,0588235294117647;51;0,0332756132323081
"4";"1";"0";"0";"0";22;"f";"lab";0,0833333333333333;48;0,0403149539039081
"4";"1";"0";"0";"300";22;"f";"lab";0,0784313725490196;51;0,0380210184895398
"4";"1";"0";"1";"0";22;"f";"lab";0,125;48;0,0482403115617475
"4";"1";"0";"1";"300";22;"f";"lab";0,136363636363636;44;0,0523335889830299
"4";"1";"1";"0";"0";22;"f";"lab";0,0555555555555556;54;0,0314640063308252
"4";"1";"1";"0";"300";22;"f";"lab";0,130434782608696;46;0,0502043712338805
"4";"1";"1";"1";"0";22;"f";"lab";0,0930232558139535;43;0,0448197261236945
"4";"1";"1";"1";"300";22;"f";"lab";0,136363636363636;44;0,0523335889830299
"5";"0";"0";"0";"0";20;"f";"lab";0,0476190476190476;42;0,0332585855128371
"5";"0";"0";"0";"300";20;"f";"lab";0,0285714285714286;35;0,0285714285714286
"5";"0";"0";"1";"0";20;"f";"lab";0,0638297872340425;47;0,0360421086748902
"5";"0";"0";"1";"300";20;"f";"lab";0,0512820512820513;39;0,0357815751243262
"5";"0";"1";"0";"0";20;"f";"lab";0,0576923076923077;52;0,0326490264471987
"5";"0";"1";"0";"300";20;"f";"lab";0,0566037735849057;53;0,0320455764380546
"5";"0";"1";"1";"0";20;"f";"lab";0;55;0
"5";"0";"1";"1";"300";20;"f";"lab";0,0158730158730159;63;0,0158730158730159
"5";"1";"0";"0";"0";20;"f";"lab";0,15;40;0,0571771874896866
"5";"1";"0";"0";"300";20;"f";"lab";0,181818181818182;44;0,0588178762927846
"5";"1";"0";"1";"0";20;"f";"lab";0,0888888888888889;45;0,0429025466294855
"5";"1";"0";"1";"300";20;"f";"lab";0,0930232558139535;43;0,0448197261236945
"5";"1";"1";"0";"0";20;"f";"lab";0,0892857142857143;56;0,0384503872802825
"5";"1";"1";"0";"300";20;"f";"lab";0,0384615384615385;52;0,0269284631543848
"5";"1";"1";"1";"0";20;"f";"lab";0,0930232558139535;43;0,0448197261236945
"5";"1";"1";"1";"300";20;"f";"lab";0,0196078431372549;51;0,0196078431372549
"5896f9951a06b50001a7ff12";"0";"0";"0";"0";22;"male";"online";0,0434782608695652;23;0,0434782608695652
"5896f9951a06b50001a7ff12";"0";"0";"0";"300";22;"male";"online";0,222222222222222;18;0,100831690330337
"5896f9951a06b50001a7ff12";"0";"0";"1";"0";22;"male";"online";0,0555555555555556;18;0,0555555555555556
"5896f9951a06b50001a7ff12";"0";"0";"1";"300";22;"male";"online";0,103448275862069;29;0,0575533076135366
"5896f9951a06b50001a7ff12";"0";"1";"0";"0";22;"male";"online";0,0384615384615385;26;0,0384615384615385
"5896f9951a06b50001a7ff12";"0";"1";"0";"300";22;"male";"online";0,0833333333333333;24;0,0576303395673437
"5896f9951a06b50001a7ff12";"0";"1";"1";"0";22;"male";"online";0,0714285714285714;28;0,0495634761777651
"5896f9951a06b50001a7ff12";"0";"1";"1";"300";22;"male";"online";0,0833333333333333;24;0,0576303395673437
"5896f9951a06b50001a7ff12";"1";"0";"0";"0";22;"male";"online";0,153846153846154;26;0,072160242458822
"5896f9951a06b50001a7ff12";"1";"0";"0";"300";22;"male";"online";0,296296296296296;27;0,0895511888632576
"5896f9951a06b50001a7ff12";"1";"0";"1";"0";22;"male";"online";0,0454545454545455;22;0,0454545454545455
"5896f9951a06b50001a7ff12";"1";"0";"1";"300";22;"male";"online";0,0909090909090909;22;0,0627332326674867
"5896f9951a06b50001a7ff12";"1";"1";"0";"0";22;"male";"online";0,12;25;0,066332495807108
"5896f9951a06b50001a7ff12";"1";"1";"0";"300";22;"male";"online";0,105263157894737;19;0,0723351864143449
"5896f9951a06b50001a7ff12";"1";"1";"1";"0";22;"male";"online";0,227272727272727;22;0,0914486154730632
"5896f9951a06b50001a7ff12";"1";"1";"1";"300";22;"male";"online";0,185185185185185;27;0,076180865852541
"58b06921aaa44f000143a0aa";"0";"0";"0";"0";22;"male";"online";0,0454545454545455;22;0,0454545454545455
"58b06921aaa44f000143a0aa";"0";"0";"0";"300";22;"male";"online";0;13;0
"58b06921aaa44f000143a0aa";"0";"0";"1";"0";22;"male";"online";0,263157894736842;19;0,103790873387713
"58b06921aaa44f000143a0aa";"0";"0";"1";"300";22;"male";"online";0,0588235294117647;17;0,0588235294117647
"58b06921aaa44f000143a0aa";"0";"1";"0";"0";22;"male";"online";0,0714285714285714;28;0,0495634761777651
"58b06921aaa44f000143a0aa";"0";"1";"0";"300";22;"male";"online";0,1875;32;0,0701021719786843
"58b06921aaa44f000143a0aa";"0";"1";"1";"0";22;"male";"online";0,12;25;0,066332495807108
"58b06921aaa44f000143a0aa";"0";"1";"1";"300";22;"male";"online";0,0294117647058824;34;0,0294117647058824
"58b06921aaa44f000143a0aa";"1";"0";"0";"0";22;"male";"online";0,225806451612903;31;0,0763365133303176
"58b06921aaa44f000143a0aa";"1";"0";"0";"300";22;"male";"online";0,307692307692308;26;0,0923076923076923
"58b06921aaa44f000143a0aa";"1";"0";"1";"0";22;"male";"online";0,192307692307692;26;0,0788226981996892
"58b06921aaa44f000143a0aa";"1";"0";"1";"300";22;"male";"online";0,380952380952381;21;0,108588135723727
"58b06921aaa44f000143a0aa";"1";"1";"0";"0";22;"male";"online";0,181818181818182;22;0,0841654636156865
"58b06921aaa44f000143a0aa";"1";"1";"0";"300";22;"male";"online";0,117647058823529;17;0,0805474349272303
"58b06921aaa44f000143a0aa";"1";"1";"1";"0";22;"male";"online";0,117647058823529;17;0,0805474349272303
"58b06921aaa44f000143a0aa";"1";"1";"1";"300";22;"male";"online";0,1;30;0,0557086014531156
"59f8656dda08940001d4eb12";"0";"0";"0";"0";27;"male";"online";0;17;0
"59f8656dda08940001d4eb12";"0";"0";"0";"300";27;"male";"online";0,107142857142857;28;0,0595238095238095
"59f8656dda08940001d4eb12";"0";"0";"1";"0";27;"male";"online";0,133333333333333;15;0,0908513525158996
"59f8656dda08940001d4eb12";"0";"0";"1";"300";27;"male";"online";0,105263157894737;19;0,0723351864143449
"59f8656dda08940001d4eb12";"0";"1";"0";"0";27;"male";"online";0,0333333333333333;30;0,0333333333333333
"59f8656dda08940001d4eb12";"0";"1";"0";"300";27;"male";"online";0,0344827586206897;29;0,0344827586206897
"59f8656dda08940001d4eb12";"0";"1";"1";"0";27;"male";"online";0,03125;32;0,03125
"59f8656dda08940001d4eb12";"0";"1";"1";"300";27;"male";"online";0,05;20;0,05
"59f8656dda08940001d4eb12";"1";"0";"0";"0";27;"male";"online";0,0869565217391304;23;0,0600738504093702
"59f8656dda08940001d4eb12";"1";"0";"0";"300";27;"male";"online";0,103448275862069;29;0,0575533076135366
"59f8656dda08940001d4eb12";"1";"0";"1";"0";27;"male";"online";0,0434782608695652;23;0,0434782608695652
"59f8656dda08940001d4eb12";"1";"0";"1";"300";27;"male";"online";0,0416666666666667;24;0,0416666666666667
"59f8656dda08940001d4eb12";"1";"1";"0";"0";27;"male";"online";0,037037037037037;27;0,037037037037037
"59f8656dda08940001d4eb12";"1";"1";"0";"300";27;"male";"online";0;21;0
"59f8656dda08940001d4eb12";"1";"1";"1";"0";27;"male";"online";0;23;0
"59f8656dda08940001d4eb12";"1";"1";"1";"300";27;"male";"online";0;20;0
"5a622b2d13898300014b20d6";"0";"0";"0";"0";27;"female";"online";0,235294117647059;17;0,106045625748941
"5a622b2d13898300014b20d6";"0";"0";"0";"300";27;"female";"online";0,0714285714285714;28;0,0495634761777651
"5a622b2d13898300014b20d6";"0";"0";"1";"0";27;"female";"online";0,2;15;0,10690449676497
"5a622b2d13898300014b20d6";"0";"0";"1";"300";27;"female";"online";0,315789473684211;19;0,109561368392954
"5a622b2d13898300014b20d6";"0";"1";"0";"0";27;"female";"online";0,0666666666666667;30;0,0463205555853101
"5a622b2d13898300014b20d6";"0";"1";"0";"300";27;"female";"online";0,137931034482759;29;0,0651662884498668
"5a622b2d13898300014b20d6";"0";"1";"1";"0";27;"female";"online";0;32;0
"5a622b2d13898300014b20d6";"0";"1";"1";"300";27;"female";"online";0;20;0
"5a622b2d13898300014b20d6";"1";"0";"0";"0";27;"female";"online";0,0869565217391304;23;0,0600738504093702
"5a622b2d13898300014b20d6";"1";"0";"0";"300";27;"female";"online";0,241379310344828;29;0,080869237238335
"5a622b2d13898300014b20d6";"1";"0";"1";"0";27;"female";"online";0,260869565217391;23;0,0936183342476444
"5a622b2d13898300014b20d6";"1";"0";"1";"300";27;"female";"online";0,125;24;0,0689596605459213
"5a622b2d13898300014b20d6";"1";"1";"0";"0";27;"female";"online";0,0740740740740741;27;0,0513611292801138
"5a622b2d13898300014b20d6";"1";"1";"0";"300";27;"female";"online";0,19047619047619;21;0,0878051853075513
"5a622b2d13898300014b20d6";"1";"1";"1";"0";27;"female";"online";0,130434782608696;23;0,071801984682154
"5a622b2d13898300014b20d6";"1";"1";"1";"300";27;"female";"online";0,3;20;0,105131496607569
"5a9bb11435237b0001129a35";"0";"0";"0";"0";21;"male";"online";0,0357142857142857;28;0,0357142857142857
"5a9bb11435237b0001129a35";"0";"0";"0";"300";21;"male";"online";0;20;0
"5a9bb11435237b0001129a35";"0";"0";"1";"0";21;"male";"online";0;26;0
"5a9bb11435237b0001129a35";"0";"0";"1";"300";21;"male";"online";0,0476190476190476;21;0,0476190476190476
"5a9bb11435237b0001129a35";"0";"1";"0";"0";21;"male";"online";0;22;0
"5a9bb11435237b0001129a35";"0";"1";"0";"300";21;"male";"online";0;29;0
"5a9bb11435237b0001129a35";"0";"1";"1";"0";21;"male";"online";0;20;0
"5a9bb11435237b0001129a35";"0";"1";"1";"300";21;"male";"online";0;25;0
"5a9bb11435237b0001129a35";"1";"0";"0";"0";21;"male";"online";0,0434782608695652;23;0,0434782608695652
"5a9bb11435237b0001129a35";"1";"0";"0";"300";21;"male";"online";0,0909090909090909;22;0,0627332326674867
"5a9bb11435237b0001129a35";"1";"0";"1";"0";21;"male";"online";0,1;20;0,0688247201611685
"5a9bb11435237b0001129a35";"1";"0";"1";"300";21;"male";"online";0,142857142857143;21;0,0782460796435952
"5a9bb11435237b0001129a35";"1";"1";"0";"0";21;"male";"online";0,0952380952380952;21;0,0656383273909058
"5a9bb11435237b0001129a35";"1";"1";"0";"300";21;"male";"online";0,0666666666666667;30;0,0463205555853101
"5a9bb11435237b0001129a35";"1";"1";"1";"0";21;"male";"online";0;30;0
"5a9bb11435237b0001129a35";"1";"1";"1";"300";21;"male";"online";0,0454545454545455;22;0,0454545454545455
"5b1fc3ae325d600001c03dcb";"0";"0";"0";"0";27;"male";"online";0,130434782608696;23;0,071801984682154
"5b1fc3ae325d600001c03dcb";"0";"0";"0";"300";27;"male";"online";0,0555555555555556;18;0,0555555555555556
"5b1fc3ae325d600001c03dcb";"0";"0";"1";"0";27;"male";"online";0,222222222222222;18;0,100831690330337
"5b1fc3ae325d600001c03dcb";"0";"0";"1";"300";27;"male";"online";0,0689655172413793;29;0,0478872465399596
"5b1fc3ae325d600001c03dcb";"0";"1";"0";"0";27;"male";"online";0;26;0
"5b1fc3ae325d600001c03dcb";"0";"1";"0";"300";27;"male";"online";0,125;24;0,0689596605459213
"5b1fc3ae325d600001c03dcb";"0";"1";"1";"0";27;"male";"online";0,0714285714285714;28;0,0495634761777651
"5b1fc3ae325d600001c03dcb";"0";"1";"1";"300";27;"male";"online";0,208333333333333;24;0,0846811296559438
"5b1fc3ae325d600001c03dcb";"1";"0";"0";"0";27;"male";"online";0,230769230769231;26;0,0842650088469486
"5b1fc3ae325d600001c03dcb";"1";"0";"0";"300";27;"male";"online";0,148148148148148;27;0,0696696254167378
"5b1fc3ae325d600001c03dcb";"1";"0";"1";"0";27;"male";"online";0,0909090909090909;22;0,0627332326674867
"5b1fc3ae325d600001c03dcb";"1";"0";"1";"300";27;"male";"online";0,136363636363636;22;0,0748867700952649
"5b1fc3ae325d600001c03dcb";"1";"1";"0";"0";27;"male";"online";0,08;25;0,0553774924194538
"5b1fc3ae325d600001c03dcb";"1";"1";"0";"300";27;"male";"online";0;19;0
"5b1fc3ae325d600001c03dcb";"1";"1";"1";"0";27;"male";"online";0,0909090909090909;22;0,0627332326674867
"5b1fc3ae325d600001c03dcb";"1";"1";"1";"300";27;"male";"online";0,111111111111111;27;0,0616333551361366
"5b28c29b2bc7780001c23000";"0";"0";"0";"0";31;"male";"online";0;18;0
"5b28c29b2bc7780001c23000";"0";"0";"0";"300";31;"male";"online";0;26;0
"5b28c29b2bc7780001c23000";"0";"0";"1";"0";31;"male";"online";0;17;0
"5b28c29b2bc7780001c23000";"0";"0";"1";"300";31;"male";"online";0,0555555555555556;18;0,0555555555555556
"5b28c29b2bc7780001c23000";"0";"1";"0";"0";31;"male";"online";0,0294117647058824;34;0,0294117647058824
"5b28c29b2bc7780001c23000";"0";"1";"0";"300";31;"male";"online";0;26;0
"5b28c29b2bc7780001c23000";"0";"1";"1";"0";31;"male";"online";0;26;0
"5b28c29b2bc7780001c23000";"0";"1";"1";"300";31;"male";"online";0;26;0
"5b28c29b2bc7780001c23000";"1";"0";"0";"0";31;"male";"online";0;18;0
"5b28c29b2bc7780001c23000";"1";"0";"0";"300";31;"male";"online";0,0434782608695652;23;0,0434782608695652
"5b28c29b2bc7780001c23000";"1";"0";"1";"0";31;"male";"online";0,117647058823529;34;0,0560860346615054
"5b28c29b2bc7780001c23000";"1";"0";"1";"300";31;"male";"online";0,0689655172413793;29;0,0478872465399596
"5b28c29b2bc7780001c23000";"1";"1";"0";"0";31;"male";"online";0;26;0
"5b28c29b2bc7780001c23000";"1";"1";"0";"300";31;"male";"online";0;28;0
"5b28c29b2bc7780001c23000";"1";"1";"1";"0";31;"male";"online";0,0588235294117647;17;0,0588235294117647
"5b28c29b2bc7780001c23000";"1";"1";"1";"300";31;"male";"online";0;14;0
"5babd4285f26f10001b17c60";"0";"0";"0";"0";32;"female";"online";0,0434782608695652;23;0,0434782608695652
"5babd4285f26f10001b17c60";"0";"0";"0";"300";32;"female";"online";0;16;0
"5babd4285f26f10001b17c60";"0";"0";"1";"0";32;"female";"online";0,0625;16;0,0625
"5babd4285f26f10001b17c60";"0";"0";"1";"300";32;"female";"online";0;23;0
"5babd4285f26f10001b17c60";"0";"1";"0";"0";32;"female";"online";0,0740740740740741;27;0,0513611292801138
"5babd4285f26f10001b17c60";"0";"1";"0";"300";32;"female";"online";0;25;0
"5babd4285f26f10001b17c60";"0";"1";"1";"0";32;"female";"online";0,1;30;0,0557086014531156
"5babd4285f26f10001b17c60";"0";"1";"1";"300";32;"female";"online";0;32;0
"5babd4285f26f10001b17c60";"1";"0";"0";"0";32;"female";"online";0,173913043478261;23;0,0808104675899639
"5babd4285f26f10001b17c60";"1";"0";"0";"300";32;"female";"online";0,0384615384615385;26;0,0384615384615385
"5babd4285f26f10001b17c60";"1";"0";"1";"0";32;"female";"online";0,0434782608695652;23;0,0434782608695652
"5babd4285f26f10001b17c60";"1";"0";"1";"300";32;"female";"online";0;18;0
"5babd4285f26f10001b17c60";"1";"1";"0";"0";32;"female";"online";0;24;0
"5babd4285f26f10001b17c60";"1";"1";"0";"300";32;"female";"online";0,0869565217391304;23;0,0600738504093702
"5babd4285f26f10001b17c60";"1";"1";"1";"0";32;"female";"online";0;24;0
"5babd4285f26f10001b17c60";"1";"1";"1";"300";32;"female";"online";0,037037037037037;27;0,037037037037037
"5bec2847ac6b780001fec122";"0";"0";"0";"0";NA;"male";"online";0,0454545454545455;22;0,0454545454545455
"5bec2847ac6b780001fec122";"0";"0";"0";"300";NA;"male";"online";0,0769230769230769;26;0,0532938710021193
"5bec2847ac6b780001fec122";"0";"0";"1";"0";NA;"male";"online";0;20;0
"5bec2847ac6b780001fec122";"0";"0";"1";"300";NA;"male";"online";0,0454545454545455;22;0,0454545454545455
"5bec2847ac6b780001fec122";"0";"1";"0";"0";NA;"male";"online";0;29;0
"5bec2847ac6b780001fec122";"0";"1";"0";"300";NA;"male";"online";0,0434782608695652;23;0,0434782608695652
"5bec2847ac6b780001fec122";"0";"1";"1";"0";NA;"male";"online";0,0416666666666667;24;0,0416666666666667
"5bec2847ac6b780001fec122";"0";"1";"1";"300";NA;"male";"online";0,0416666666666667;24;0,0416666666666667
"5bec2847ac6b780001fec122";"1";"0";"0";"0";NA;"male";"online";0,0588235294117647;17;0,0588235294117647
"5bec2847ac6b780001fec122";"1";"0";"0";"300";NA;"male";"online";0;19;0
"5bec2847ac6b780001fec122";"1";"0";"1";"0";NA;"male";"online";0,0869565217391304;23;0,0600738504093702
"5bec2847ac6b780001fec122";"1";"0";"1";"300";NA;"male";"online";0,103448275862069;29;0,0575533076135366
"5bec2847ac6b780001fec122";"1";"1";"0";"0";NA;"male";"online";0;19;0
"5bec2847ac6b780001fec122";"1";"1";"0";"300";NA;"male";"online";0,0454545454545455;22;0,0454545454545455
"5bec2847ac6b780001fec122";"1";"1";"1";"0";NA;"male";"online";0,0277777777777778;36;0,0277777777777778
"5bec2847ac6b780001fec122";"1";"1";"1";"300";NA;"male";"online";0;25;0
"5c02a0089649f9000153798b";"0";"0";"0";"0";23;"male";"online";0;14;0
"5c02a0089649f9000153798b";"0";"0";"0";"300";23;"male";"online";0,3;10;0,152752523165195
"5c02a0089649f9000153798b";"0";"0";"1";"0";23;"male";"online";0,130434782608696;23;0,071801984682154
"5c02a0089649f9000153798b";"0";"0";"1";"300";23;"male";"online";0,111111111111111;18;0,0762215933966706
"5c02a0089649f9000153798b";"0";"1";"0";"0";23;"male";"online";0,142857142857143;28;0,0673435029701474
"5c02a0089649f9000153798b";"0";"1";"0";"300";23;"male";"online";0,16;25;0,0748331477354788
"5c02a0089649f9000153798b";"0";"1";"1";"0";23;"male";"online";0,217391304347826;23;0,0879391124952055
"5c02a0089649f9000153798b";"0";"1";"1";"300";23;"male";"online";0,0810810810810811;37;0,0454932654881175
"5c02a0089649f9000153798b";"1";"0";"0";"0";23;"male";"online";0,166666666666667;24;0,0777087340200262
"5c02a0089649f9000153798b";"1";"0";"0";"300";23;"male";"online";0,148148148148148;27;0,0696696254167378
"5c02a0089649f9000153798b";"1";"0";"1";"0";23;"male";"online";0,217391304347826;23;0,0879391124952055
"5c02a0089649f9000153798b";"1";"0";"1";"300";23;"male";"online";0,103448275862069;29;0,0575533076135366
"5c02a0089649f9000153798b";"1";"1";"0";"0";23;"male";"online";0,125;16;0,0853912563829966
"5c02a0089649f9000153798b";"1";"1";"0";"300";23;"male";"online";0,0588235294117647;17;0,0588235294117647
"5c02a0089649f9000153798b";"1";"1";"1";"0";23;"male";"online";0,130434782608696;23;0,071801984682154
"5c02a0089649f9000153798b";"1";"1";"1";"300";23;"male";"online";0,0588235294117647;17;0,0588235294117647
"5c28cac3867f660001ae9c4a";"0";"0";"0";"0";28;"male";"online";0,0434782608695652;23;0,0434782608695652
"5c28cac3867f660001ae9c4a";"0";"0";"0";"300";28;"male";"online";0,0625;16;0,0625
"5c28cac3867f660001ae9c4a";"0";"0";"1";"0";28;"male";"online";0;16;0
"5c28cac3867f660001ae9c4a";"0";"0";"1";"300";28;"male";"online";0;23;0
"5c28cac3867f660001ae9c4a";"0";"1";"0";"0";28;"male";"online";0,111111111111111;27;0,0616333551361366
"5c28cac3867f660001ae9c4a";"0";"1";"0";"300";28;"male";"online";0;25;0
"5c28cac3867f660001ae9c4a";"0";"1";"1";"0";28;"male";"online";0,2;30;0,0742781352708207
"5c28cac3867f660001ae9c4a";"0";"1";"1";"300";28;"male";"online";0;32;0
