"pp";"counterbalance";"blockNum";"trialNum";"rt";"Response";"Attempt";"error";"Timed.Out";"ANSWER";"cuecolor";"framecolor";"task";"stimulus";"cocoa";"task_R";"ANSWER_R";"framecolor_R";"error_R";"prolific";"age";"sex";"psyKnowledge";"education";"handedness";"motherTongue";"country"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;0;1768,24999999371;"A";"1";1;NA;"L";"black";"red";"parity";1;"0";"99";"99";"99";99;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;1;765,330000023823;"L";"1";0;NA;"L";"black";"blue";"magnit";8;"0";"1";"0";"1";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;2;1151,3949999935;"A";"1";0;NA;"A";"black";"red";"magnit";3;"0";"0";"1";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;3;169,079999992391;"L";"1";0;NA;"L";"black";"blue";"magnit";6;"0";"0";"1";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;4;520,770000002813;"A";"1";0;NA;"A";"black";"red";"magnit";1;"0";"0";"1";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;5;290,29500001343;"L";"1";0;NA;"L";"black";"red";"parity";7;"0";"1";"1";"0";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;6;529,464999999618;"A";"1";0;NA;"A";"black";"blue";"magnit";4;"0";"1";"1";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;7;676,365000021178;"A";"1";0;NA;"A";"black";"red";"magnit";1;"0";"0";"0";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;8;484,230000001844;"A";"1";0;NA;"A";"black";"red";"parity";4;"0";"1";"0";"0";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;9;432,06999998074;"L";"1";0;NA;"L";"black";"red";"magnit";6;"0";"1";"1";"0";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;10;881,705000007059;"A";"1";0;NA;"A";"black";"blue";"magnit";1;"0";"0";"1";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;11;556,264999991981;"L";"1";0;NA;"L";"black";"blue";"magnit";7;"0";"0";"1";"0";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;12;397,67999999458;"A";"1";0;NA;"A";"black";"blue";"parity";8;"0";"1";"1";"0";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;13;771,314999990864;"L";"1";0;NA;"L";"black";"red";"magnit";6;"0";"1";"1";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;14;737,649999995483;"A";"1";0;NA;"A";"black";"red";"parity";8;"0";"1";"1";"0";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;15;804,284999991069;"A";"1";0;NA;"A";"black";"blue";"magnit";4;"0";"1";"0";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;16;477,125000004889;"L";"1";1;NA;"A";"black";"blue";"parity";6;"0";"1";"0";"0";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;17;883,104999986244;"L";"1";1;NA;"A";"black";"red";"parity";4;"0";"0";"0";"1";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;18;565,180000005057;"L";"1";1;NA;"A";"black";"red";"parity";8;"0";"0";"0";"0";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;19;620,855000015581;"A";"1";0;NA;"A";"black";"blue";"parity";4;"0";"0";"0";"1";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;20;475,050000008196;"A";"1";1;NA;"L";"black";"blue";"parity";3;"0";"0";"1";"0";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;21;348,754999984521;"L";"1";1;NA;"A";"black";"red";"parity";2;"0";"0";"1";"1";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;22;538,510000013048;"A";"1";1;NA;"L";"black";"blue";"parity";7;"0";"0";"1";"1";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;23;411,619999998948;"A";"1";1;NA;"L";"black";"red";"parity";3;"0";"0";"0";"1";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;24;455,314999999246;"A";"1";0;NA;"A";"black";"blue";"magnit";2;"0";"1";"1";"1";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;25;432,86500000977;"L";"1";1;NA;"A";"black";"blue";"parity";8;"0";"1";"0";"0";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;26;538,695000024745;"A";"1";0;NA;"A";"black";"blue";"parity";2;"0";"0";"0";"0";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;27;490,049999993062;"L";"1";0;NA;"L";"black";"red";"magnit";7;"0";"1";"1";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;28;524,479999992764;"A";"1";0;NA;"A";"black";"blue";"magnit";2;"0";"0";"1";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;29;493,965000001481;"L";"1";0;NA;"L";"black";"red";"magnit";7;"0";"0";"1";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;30;469,645000004675;"A";"1";0;NA;"A";"black";"red";"magnit";2;"0";"0";"1";"0";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;31;322,924999985844;"L";"1";0;NA;"L";"black";"red";"parity";7;"0";"1";"1";"0";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;32;437,914999987697;"A";"1";0;NA;"A";"black";"blue";"parity";2;"0";"0";"1";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;33;374,544999998761;"L";"1";1;NA;"A";"black";"blue";"magnit";3;"0";"1";"0";"0";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;34;977,480000001378;"A";"1";1;NA;"L";"black";"red";"magnit";8;"0";"0";"1";"1";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;35;495,135000004666;"L";"1";0;NA;"L";"black";"blue";"parity";9;"0";"1";"0";"1";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;36;388,40500000515;"A";"1";1;NA;"L";"black";"blue";"parity";3;"0";"0";"0";"0";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;37;491,269999998622;"L";"1";1;NA;"A";"black";"blue";"parity";6;"0";"0";"1";"0";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;38;593,785000004573;"A";"1";0;NA;"A";"black";"blue";"magnit";1;"0";"1";"0";"0";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;39;1041,4049999963;"A";"1";1;NA;"L";"black";"red";"parity";7;"0";"1";"1";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;40;1715,80500001437;"A";"1";0;NA;"A";"black";"red";"magnit";4;"0";"1";"1";"0";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;41;1196,6249999823;"A";"1";0;NA;"A";"black";"blue";"parity";2;"0";"1";"0";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;42;542,474999994738;"A";"1";1;NA;"L";"black";"red";"parity";1;"0";"0";"1";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;43;802,635000000009;"L";"1";0;NA;"L";"black";"red";"magnit";6;"0";"1";"0";"0";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;44;480,999999999767;"A";"1";0;NA;"A";"black";"blue";"parity";4;"0";"1";"1";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;45;427,460000006249;"A";"1";1;NA;"L";"black";"blue";"parity";1;"0";"0";"1";"0";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;46;902,035000006435;"L";"1";1;NA;"A";"black";"red";"magnit";4;"0";"1";"1";"1";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;47;1419,71000001649;"A";"1";1;NA;"L";"black";"blue";"magnit";8;"0";"0";"1";"1";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;48;812,024999991991;"A";"1";1;NA;"L";"black";"blue";"magnit";6;"0";"0";"0";"0";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;49;378,884999983711;"A";"1";0;NA;"A";"black";"red";"magnit";4;"0";"0";"1";"1";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;50;548,74500000733;"A";"1";1;NA;"L";"black";"blue";"parity";1;"0";"1";"1";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;51;531,365000002552;"A";"1";1;NA;"L";"black";"red";"parity";9;"0";"0";"0";"1";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;52;743,784999998752;"L";"1";0;NA;"L";"black";"blue";"parity";1;"0";"0";"0";"1";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;53;1119,47499998496;"L";"1";1;NA;"A";"black";"blue";"parity";6;"0";"0";"1";"0";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;54;602,410000021337;"A";"1";1;NA;"L";"black";"red";"magnit";9;"0";"1";"1";"1";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;55;675,099999993108;"A";"1";0;NA;"A";"black";"blue";"magnit";4;"0";"0";"1";"1";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;56;545,484999980545;"L";"1";0;NA;"L";"black";"blue";"magnit";9;"0";"0";"1";"0";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;57;768,605000019306;"A";"1";0;NA;"A";"black";"red";"parity";6;"0";"1";"1";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;58;645,170000003418;"A";"1";0;NA;"A";"black";"blue";"magnit";3;"0";"1";"0";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;59;1452,43499998469;"A";"1";1;NA;"L";"black";"blue";"parity";9;"0";"1";"1";"0";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;60;676,689999992959;"L";"1";0;NA;"L";"black";"blue";"magnit";7;"0";"1";"0";"0";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;61;2433,35000000661;"L";"1";0;NA;"L";"black";"red";"magnit";8;"0";"0";"0";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;62;1044,53499999363;"A";"1";1;NA;"L";"black";"red";"parity";9;"0";"1";"0";"0";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;63;623,480000009295;"A";"1";0;NA;"A";"black";"red";"magnit";2;"0";"1";"1";"0";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;64;839,260000007926;"L";"1";0;NA;"L";"black";"blue";"parity";7;"0";"1";"1";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;65;697,899999999208;"L";"1";1;NA;"A";"black";"blue";"parity";4;"0";"0";"1";"0";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;66;522,25000000908;"A";"1";0;NA;"A";"black";"red";"magnit";1;"0";"1";"0";"1";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;67;1081,47499998449;"A";"1";0;NA;"A";"black";"red";"parity";6;"0";"1";"0";"0";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;68;585,359999997308;"L";"1";0;NA;"L";"black";"blue";"magnit";9;"0";"1";"1";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;69;1775,90999999666;"L";"1";1;NA;"A";"black";"red";"parity";4;"0";"1";"1";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;70;447,415000002366;"L";"1";0;NA;"L";"black";"red";"parity";3;"0";"0";"1";"0";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;71;962,975000002189;"A";"1";1;NA;"L";"black";"red";"parity";9;"0";"0";"0";"0";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;72;1329,67999999528;"L";"1";0;NA;"L";"black";"blue";"magnit";6;"0";"1";"0";"1";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;73;654,104999994161;"A";"1";0;NA;"A";"black";"red";"parity";8;"0";"1";"1";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;74;1721,03999997489;"L";"1";0;NA;"L";"black";"red";"parity";3;"0";"0";"1";"0";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;75;806,710000004387;"L";"1";0;NA;"L";"black";"blue";"magnit";7;"0";"1";"0";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;76;1587,27499999804;"L";"1";0;NA;"L";"black";"red";"magnit";9;"0";"0";"0";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;77;521,994999988237;"A";"1";0;NA;"A";"black";"blue";"magnit";2;"0";"0";"1";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;78;1057,69999997574;"L";"1";1;NA;"A";"black";"red";"parity";6;"0";"1";"0";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;79;670,530000003055;"L";"1";0;NA;"L";"black";"blue";"magnit";8;"0";"1";"1";"1";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;80;823,269999993499;"L";"1";1;NA;"A";"black";"red";"parity";2;"0";"1";"1";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;81;1474,77500000969;"L";"1";0;NA;"L";"black";"blue";"magnit";9;"0";"1";"1";"1";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;82;1197,34499999322;"L";"1";0;NA;"L";"black";"blue";"parity";7;"0";"1";"0";"0";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;83;904,30500000366;"A";"1";0;NA;"A";"black";"blue";"magnit";3;"0";"1";"1";"0";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;84;493,895000021439;"A";"1";0;NA;"A";"black";"blue";"magnit";1;"0";"0";"0";"0";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;85;486,284999991767;"L";"1";0;NA;"L";"black";"red";"magnit";9;"0";"0";"1";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;86;941,544999979669;"A";"1";0;NA;"A";"black";"red";"magnit";3;"0";"0";"1";"0";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;87;552,954999991925;"L";"1";0;NA;"L";"black";"red";"magnit";8;"0";"0";"1";"0";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;88;738,604999991367;"L";"1";0;NA;"L";"black";"red";"magnit";7;"0";"0";"0";"0";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;89;792,994999996154;"A";"1";1;NA;"L";"black";"blue";"parity";3;"0";"1";"0";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;90;601,764999999432;"L";"1";1;NA;"A";"black";"red";"parity";2;"0";"0";"1";"1";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;91;788,845000002766;"L";"1";0;NA;"L";"black";"blue";"parity";9;"0";"0";"1";"1";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;92;618,975000019418;"L";"1";0;NA;"L";"black";"red";"parity";1;"0";"0";"0";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;93;757,935000001453;"A";"1";0;NA;"A";"black";"blue";"parity";8;"0";"0";"1";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;94;759,094999986701;"A";"1";0;NA;"A";"black";"red";"magnit";2;"0";"1";"0";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";0;95;805,54500001017;"A";"1";0;NA;"A";"black";"red";"magnit";3;"0";"0";"0";"0";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";1;0;1151,58499998506;"L";"1";0;NA;"L";"black";"blue";"magnit";7;"300";"99";"99";"99";99;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";1;1;499,569999985397;"L";"1";0;NA;"L";"black";"blue";"magnit";8;"300";"0";"0";"0";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";1;2;631,529999984195;"L";"1";0;NA;"L";"black";"red";"parity";1;"300";"1";"0";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";1;3;1238,52499999339;"L";"1";0;NA;"L";"black";"blue";"magnit";6;"300";"1";"0";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";1;4;748,619999998482;"A";"1";0;NA;"A";"black";"red";"magnit";1;"300";"0";"1";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";1;5;2498,42499999999;NA;NA;1;1;"L";"black";"blue";"magnit";7;"300";"0";"1";"1";0;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
"5d1cfc4ee950480015366f7b";"BRAC2_horiLL_1st0";1;6;2498,79099999997;NA;NA;1;1;"A";"black";"blue";"parity";2;"300";"1";"1";"0";1;"1";21;"female";"Some knowledge as amateur";"Some university/higher education but no degree";"right-handed";"polish";"poland"
