Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;checkpoint-ngg1;checkpoint-nubw;checkpoint-t5ey;counterbalance-7ip1;counterbalance-a7a6;Question Key;Response
4;1593767772279;03/07/2020 09:16:12;1593767769707;3;03/07/2020 12:16:09;18619;3;questionnaire-b579;;5882166;5b9d25ec7b196f0001957d21;1655977;;complete;;5efeede342adfe01c488abdd;computer;Desktop or Laptop;Mac OS 10.14.6;Chrome 83.0.4103.116;1920x1080;1920x896;demographics done;demographic;4;Consents given;exp done;demographics done;BRAC2_horiAL_1st0;;age;32
5;1593767772279;03/07/2020 09:16:12;1593767769707;3;03/07/2020 12:16:09;18619;3;questionnaire-b579;;5882166;5b9d25ec7b196f0001957d21;1655977;;complete;;5efeede342adfe01c488abdd;computer;Desktop or Laptop;Mac OS 10.14.6;Chrome 83.0.4103.116;1920x1080;1920x896;demographics done;demographic;4;Consents given;exp done;demographics done;BRAC2_horiAL_1st0;;response-2;right-handed
6;1593767772279;03/07/2020 09:16:12;1593767769707;3;03/07/2020 12:16:09;18619;3;questionnaire-b579;;5882166;5b9d25ec7b196f0001957d21;1655977;;complete;;5efeede342adfe01c488abdd;computer;Desktop or Laptop;Mac OS 10.14.6;Chrome 83.0.4103.116;1920x1080;1920x896;demographics done;demographic;4;Consents given;exp done;demographics done;BRAC2_horiAL_1st0;;response-2-quantised;1
7;1593767772279;03/07/2020 09:16:12;1593767769708;3;03/07/2020 12:16:09;18619;3;questionnaire-b579;;5882166;5b9d25ec7b196f0001957d21;1655977;;complete;;5efeede342adfe01c488abdd;computer;Desktop or Laptop;Mac OS 10.14.6;Chrome 83.0.4103.116;1920x1080;1920x896;demographics done;demographic;4;Consents given;exp done;demographics done;BRAC2_horiAL_1st0;;response-2-text;
8;1593767772279;03/07/2020 09:16:12;1593767769708;3;03/07/2020 12:16:09;18619;3;questionnaire-b579;;5882166;5b9d25ec7b196f0001957d21;1655977;;complete;;5efeede342adfe01c488abdd;computer;Desktop or Laptop;Mac OS 10.14.6;Chrome 83.0.4103.116;1920x1080;1920x896;demographics done;demographic;4;Consents given;exp done;demographics done;BRAC2_horiAL_1st0;;END QUESTIONNAIRE;20971
9;1593767772279;03/07/2020 09:16:12;1593767769708;3;03/07/2020 12:16:09;18619;3;questionnaire-b579;;5882166;5b9d25ec7b196f0001957d21;1655977;;complete;;5efeede342adfe01c488abdd;computer;Desktop or Laptop;Mac OS 10.14.6;Chrome 83.0.4103.116;1920x1080;1920x896;demographics done;demographic;4;Consents given;exp done;demographics done;BRAC2_horiAL_1st0;;country;Greece
10;1593767772279;03/07/2020 09:16:12;1593767769708;3;03/07/2020 12:16:09;18619;3;questionnaire-b579;;5882166;5b9d25ec7b196f0001957d21;1655977;;complete;;5efeede342adfe01c488abdd;computer;Desktop or Laptop;Mac OS 10.14.6;Chrome 83.0.4103.116;1920x1080;1920x896;demographics done;demographic;4;Consents given;exp done;demographics done;BRAC2_horiAL_1st0;;education;Master degree
11;1593767772279;03/07/2020 09:16:12;1593767769708;3;03/07/2020 12:16:09;18619;3;questionnaire-b579;;5882166;5b9d25ec7b196f0001957d21;1655977;;complete;;5efeede342adfe01c488abdd;computer;Desktop or Laptop;Mac OS 10.14.6;Chrome 83.0.4103.116;1920x1080;1920x896;demographics done;demographic;4;Consents given;exp done;demographics done;BRAC2_horiAL_1st0;;education-quantised;6
12;1593767772279;03/07/2020 09:16:12;1593767769708;3;03/07/2020 12:16:09;18619;3;questionnaire-b579;;5882166;5b9d25ec7b196f0001957d21;1655977;;complete;;5efeede342adfe01c488abdd;computer;Desktop or Laptop;Mac OS 10.14.6;Chrome 83.0.4103.116;1920x1080;1920x896;demographics done;demographic;4;Consents given;exp done;demographics done;BRAC2_horiAL_1st0;;psyKnowledge;Not at all
13;1593767772279;03/07/2020 09:16:12;1593767769708;3;03/07/2020 12:16:09;18619;3;questionnaire-b579;;5882166;5b9d25ec7b196f0001957d21;1655977;;complete;;5efeede342adfe01c488abdd;computer;Desktop or Laptop;Mac OS 10.14.6;Chrome 83.0.4103.116;1920x1080;1920x896;demographics done;demographic;4;Consents given;exp done;demographics done;BRAC2_horiAL_1st0;;psyKnowledge-quantised;1
14;1593767772279;03/07/2020 09:16:12;1593767769708;3;03/07/2020 12:16:09;18619;3;questionnaire-b579;;5882166;5b9d25ec7b196f0001957d21;1655977;;complete;;5efeede342adfe01c488abdd;computer;Desktop or Laptop;Mac OS 10.14.6;Chrome 83.0.4103.116;1920x1080;1920x896;demographics done;demographic;4;Consents given;exp done;demographics done;BRAC2_horiAL_1st0;;comment;
15;1593767772279;03/07/2020 09:16:12;1593767769708;3;03/07/2020 12:16:09;18619;3;questionnaire-b579;;5882166;5b9d25ec7b196f0001957d21;1655977;;complete;;5efeede342adfe01c488abdd;computer;Desktop or Laptop;Mac OS 10.14.6;Chrome 83.0.4103.116;1920x1080;1920x896;demographics done;demographic;4;Consents given;exp done;demographics done;BRAC2_horiAL_1st0;;response-3;Greek
1;1593778705003;03/07/2020 12:18:25;1593778704595;1;03/07/2020 13:18:24;18619;3;questionnaire-b579;;5885055;5b87ef6c07616d000191b049;1657009;;complete;;5eff18d8b97bb505f07abfc6;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.116;1920x1080;1920x1007;demographics done;demographic;4;Consents given;exp done;demographics done;BRAC2_horiAA_1st0;;BEGIN QUESTIONNAIRE;
2;1593778749653;03/07/2020 12:19:09;1593778749317;1;03/07/2020 13:19:09;18619;3;questionnaire-b579;;5885055;5b87ef6c07616d000191b049;1657009;;complete;;5eff18d8b97bb505f07abfc6;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.116;1920x1080;1903x1007;demographics done;demographic;4;Consents given;exp done;demographics done;BRAC2_horiAA_1st0;;sex;male
3;1593778749734;03/07/2020 12:19:09;1593778749319;1;03/07/2020 13:19:09;18619;3;questionnaire-b579;;5885055;5b87ef6c07616d000191b049;1657009;;complete;;5eff18d8b97bb505f07abfc6;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.116;1920x1080;1903x1007;demographics done;demographic;4;Consents given;exp done;demographics done;BRAC2_horiAA_1st0;;sex-quantised;1
4;1593778749734;03/07/2020 12:19:09;1593778749319;1;03/07/2020 13:19:09;18619;3;questionnaire-b579;;5885055;5b87ef6c07616d000191b049;1657009;;complete;;5eff18d8b97bb505f07abfc6;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.116;1920x1080;1903x1007;demographics done;demographic;4;Consents given;exp done;demographics done;BRAC2_horiAA_1st0;;age;24
5;1593778749734;03/07/2020 12:19:09;1593778749319;1;03/07/2020 13:19:09;18619;3;questionnaire-b579;;5885055;5b87ef6c07616d000191b049;1657009;;complete;;5eff18d8b97bb505f07abfc6;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.116;1920x1080;1903x1007;demographics done;demographic;4;Consents given;exp done;demographics done;BRAC2_horiAA_1st0;;response-2;right-handed
6;1593778749734;03/07/2020 12:19:09;1593778749319;1;03/07/2020 13:19:09;18619;3;questionnaire-b579;;5885055;5b87ef6c07616d000191b049;1657009;;complete;;5eff18d8b97bb505f07abfc6;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.116;1920x1080;1903x1007;demographics done;demographic;4;Consents given;exp done;demographics done;BRAC2_horiAA_1st0;;response-2-quantised;1
7;1593778749734;03/07/2020 12:19:09;1593778749319;1;03/07/2020 13:19:09;18619;3;questionnaire-b579;;5885055;5b87ef6c07616d000191b049;1657009;;complete;;5eff18d8b97bb505f07abfc6;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.116;1920x1080;1903x1007;demographics done;demographic;4;Consents given;exp done;demographics done;BRAC2_horiAA_1st0;;response-2-text;
8;1593778749734;03/07/2020 12:19:09;1593778749319;1;03/07/2020 13:19:09;18619;3;questionnaire-b579;;5885055;5b87ef6c07616d000191b049;1657009;;complete;;5eff18d8b97bb505f07abfc6;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.116;1920x1080;1903x1007;demographics done;demographic;4;Consents given;exp done;demographics done;BRAC2_horiAA_1st0;;response-3;english
9;1593778749734;03/07/2020 12:19:09;1593778749320;1;03/07/2020 13:19:09;18619;3;questionnaire-b579;;5885055;5b87ef6c07616d000191b049;1657009;;complete;;5eff18d8b97bb505f07abfc6;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.116;1920x1080;1903x1007;demographics done;demographic;4;Consents given;exp done;demographics done;BRAC2_horiAA_1st0;;country;United Kingdom
10;1593778749734;03/07/2020 12:19:09;1593778749320;1;03/07/2020 13:19:09;18619;3;questionnaire-b579;;5885055;5b87ef6c07616d000191b049;1657009;;complete;;5eff18d8b97bb505f07abfc6;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.116;1920x1080;1903x1007;demographics done;demographic;4;Consents given;exp done;demographics done;BRAC2_horiAA_1st0;;education;Bachelor degree
11;1593778749734;03/07/2020 12:19:09;1593778749320;1;03/07/2020 13:19:09;18619;3;questionnaire-b579;;5885055;5b87ef6c07616d000191b049;1657009;;complete;;5eff18d8b97bb505f07abfc6;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.116;1920x1080;1903x1007;demographics done;demographic;4;Consents given;exp done;demographics done;BRAC2_horiAA_1st0;;education-quantised;5
12;1593778749734;03/07/2020 12:19:09;1593778749320;1;03/07/2020 13:19:09;18619;3;questionnaire-b579;;5885055;5b87ef6c07616d000191b049;1657009;;complete;;5eff18d8b97bb505f07abfc6;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.116;1920x1080;1903x1007;demographics done;demographic;4;Consents given;exp done;demographics done;BRAC2_horiAA_1st0;;psyKnowledge;Not at all
13;1593778749734;03/07/2020 12:19:09;1593778749320;1;03/07/2020 13:19:09;18619;3;questionnaire-b579;;5885055;5b87ef6c07616d000191b049;1657009;;complete;;5eff18d8b97bb505f07abfc6;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.116;1920x1080;1903x1007;demographics done;demographic;4;Consents given;exp done;demographics done;BRAC2_horiAA_1st0;;psyKnowledge-quantised;1
14;1593778749734;03/07/2020 12:19:09;1593778749320;1;03/07/2020 13:19:09;18619;3;questionnaire-b579;;5885055;5b87ef6c07616d000191b049;1657009;;complete;;5eff18d8b97bb505f07abfc6;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.116;1920x1080;1903x1007;demographics done;demographic;4;Consents given;exp done;demographics done;BRAC2_horiAA_1st0;;comment;
15;1593778749734;03/07/2020 12:19:09;1593778749320;1;03/07/2020 13:19:09;18619;3;questionnaire-b579;;5885055;5b87ef6c07616d000191b049;1657009;;complete;;5eff18d8b97bb505f07abfc6;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.116;1920x1080;1903x1007;demographics done;demographic;4;Consents given;exp done;demographics done;BRAC2_horiAA_1st0;;END QUESTIONNAIRE;44726
END OF FILE
