"pp";"task_R";"correctResp_R";"context_R";"cocoa";"age";"sex";"version";"meanrt";"n";"se"
"5e3e25c6f2160b0a292a1b3d";"1";"0";"0";"0";21;"male";"online";790,136458334018;24;86,3662840023279
"5e3e25c6f2160b0a292a1b3d";"1";"0";"0";"300";21;"male";"online";928,554523805534;21;118,656758216796
"5e3e25c6f2160b0a292a1b3d";"1";"0";"1";"0";21;"male";"online";936,21105262642;19;121,705613119472
"5e3e25c6f2160b0a292a1b3d";"1";"0";"1";"300";21;"male";"online";864,983529405435;17;87,3296798194473
"5e3e25c6f2160b0a292a1b3d";"1";"1";"0";"0";21;"male";"online";648,715499999526;20;52,3734134873271
"5e3e25c6f2160b0a292a1b3d";"1";"1";"0";"300";21;"male";"online";722,600666664462;15;101,48310510115
"5e3e25c6f2160b0a292a1b3d";"1";"1";"1";"0";21;"male";"online";644,912272735382;22;36,0011286565276
"5e3e25c6f2160b0a292a1b3d";"1";"1";"1";"300";21;"male";"online";952,101190476069;21;78,0589786360529
"5e43c6cf19962223d3d92d5c";"0";"0";"0";"0";24;"female";"online";936,930249992293;20;132,362449406537
"5e43c6cf19962223d3d92d5c";"0";"0";"0";"300";24;"female";"online";727,419615364992;26;50,0608865591036
"5e43c6cf19962223d3d92d5c";"0";"0";"1";"0";24;"female";"online";788,378249946981;20;60,9244175183068
"5e43c6cf19962223d3d92d5c";"0";"0";"1";"300";24;"female";"online";771,340227273124;22;67,0020141264485
"5e43c6cf19962223d3d92d5c";"0";"1";"0";"0";24;"female";"online";782,585961520314;26;46,5109445647385
"5e43c6cf19962223d3d92d5c";"0";"1";"0";"300";24;"female";"online";861,635217422863;23;68,0389889606746
"5e43c6cf19962223d3d92d5c";"0";"1";"1";"0";24;"female";"online";759,705227302303;22;48,2713232823447
"5e43c6cf19962223d3d92d5c";"0";"1";"1";"300";24;"female";"online";727,276739097484;23;48,5770855552094
"5e43c6cf19962223d3d92d5c";"1";"0";"0";"0";24;"female";"online";924,752187507693;16;82,286361235011
"5e43c6cf19962223d3d92d5c";"1";"0";"0";"300";24;"female";"online";803,447500000604;18;82,9336116894073
"5e43c6cf19962223d3d92d5c";"1";"0";"1";"0";24;"female";"online";803,4566666687;21;74,5989540247884
"5e43c6cf19962223d3d92d5c";"1";"0";"1";"300";24;"female";"online";769,429629651347;27;50,480672771699
"5e43c6cf19962223d3d92d5c";"1";"1";"0";"0";24;"female";"online";756,715526314158;19;60,1066813472068
"5e43c6cf19962223d3d92d5c";"1";"1";"0";"300";24;"female";"online";808,339318207634;22;70,7774974229022
"5e43c6cf19962223d3d92d5c";"1";"1";"1";"0";24;"female";"online";815,842187505041;32;54,7541085631569
"5e43c6cf19962223d3d92d5c";"1";"1";"1";"300";24;"female";"online";736,390625010244;24;56,426932145606
"5e4a932344498f4e361fee0d";"0";"0";"0";"0";21;"male";"online";585,218749999982;20;29,6140771133504
"5e4a932344498f4e361fee0d";"0";"0";"0";"300";21;"male";"online";665,299705882175;17;68,9173291119266
"5e4a932344498f4e361fee0d";"0";"0";"1";"0";21;"male";"online";603,757499999894;16;50,8648095854912
"5e4a932344498f4e361fee0d";"0";"0";"1";"300";21;"male";"online";608,398461538636;26;57,0318724497947
"5e4a932344498f4e361fee0d";"0";"1";"0";"0";21;"male";"online";488,332916666887;24;14,9974047480643
"5e4a932344498f4e361fee0d";"0";"1";"0";"300";21;"male";"online";599,03976190479;21;40,6661762189376
"5e4a932344498f4e361fee0d";"0";"1";"1";"0";21;"male";"online";628,299259259249;27;54,6080591975923
"5e4a932344498f4e361fee0d";"0";"1";"1";"300";21;"male";"online";627,567499999867;24;57,7847717601443
"5e4a932344498f4e361fee0d";"1";"0";"0";"0";21;"male";"online";602,771458333443;24;58,888317626294
"5e4a932344498f4e361fee0d";"1";"0";"0";"300";21;"male";"online";646,698199999954;25;41,4319915020391
"5e4a932344498f4e361fee0d";"1";"0";"1";"0";21;"male";"online";658,538000000213;20;46,826225087777
"5e4a932344498f4e361fee0d";"1";"0";"1";"300";21;"male";"online";670,288529411597;17;63,455149322331
"5e4a932344498f4e361fee0d";"1";"1";"0";"0";21;"male";"online";609,41521739141;23;36,0384857079189
"5e4a932344498f4e361fee0d";"1";"1";"0";"300";21;"male";"online";673,131111110806;18;61,1295216187045
"5e4a932344498f4e361fee0d";"1";"1";"1";"0";21;"male";"online";662,927105262882;19;91,1594610709457
"5e4a932344498f4e361fee0d";"1";"1";"1";"300";21;"male";"online";735,516730769018;26;66,7664920714313
"5e68bd3b003be1000c6c4d25";"0";"0";"0";"0";19;"male";"online";1198,46805555668;18;119,045433085414
"5e68bd3b003be1000c6c4d25";"0";"0";"0";"300";19;"male";"online";1120,7000000062;13;115,950429775294
"5e68bd3b003be1000c6c4d25";"0";"0";"1";"0";19;"male";"online";943,2889285672;14;80,8465936427428
"5e68bd3b003be1000c6c4d25";"0";"0";"1";"300";19;"male";"online";1313,21384616268;13;123,244754758695
"5e68bd3b003be1000c6c4d25";"0";"1";"0";"0";19;"male";"online";1091,50684210104;19;113,914399763513
"5e68bd3b003be1000c6c4d25";"0";"1";"0";"300";19;"male";"online";1111,59769231633;13;126,974532574617
"5e68bd3b003be1000c6c4d25";"0";"1";"1";"0";19;"male";"online";1129,48210526098;19;74,3851220012542
"5e68bd3b003be1000c6c4d25";"0";"1";"1";"300";19;"male";"online";1371,16863636766;11;125,787120720519
"5e68bd3b003be1000c6c4d25";"1";"0";"0";"0";19;"male";"online";1400,97050000913;10;98,7270209763301
"5e68bd3b003be1000c6c4d25";"1";"0";"0";"300";19;"male";"online";1321,40727272913;11;130,249527829229
"5e68bd3b003be1000c6c4d25";"1";"0";"1";"0";19;"male";"online";1424,40361110817;18;103,741298150793
"5e68bd3b003be1000c6c4d25";"1";"0";"1";"300";19;"male";"online";1341,18205881746;17;110,011392180797
"5e68bd3b003be1000c6c4d25";"1";"1";"0";"0";19;"male";"online";1145,71678570688;14;120,733369900862
"5e68bd3b003be1000c6c4d25";"1";"1";"0";"300";19;"male";"online";1150,08423076226;13;112,862780964127
"5e68bd3b003be1000c6c4d25";"1";"1";"1";"0";19;"male";"online";1340,98740740834;27;93,7943987599796
"5e68bd3b003be1000c6c4d25";"1";"1";"1";"300";19;"male";"online";1203,50678571101;14;95,0571592078779
"5e6babd0d0031115b8a7bbbf";"0";"0";"0";"0";24;"female";"online";831,076000005123;10;73,856664524445
"5e6babd0d0031115b8a7bbbf";"0";"0";"0";"300";24;"female";"online";894,247200001264;25;70,8120909946561
"5e6babd0d0031115b8a7bbbf";"0";"0";"1";"0";24;"female";"online";761,83578947032;19;52,1894462669761
"5e6babd0d0031115b8a7bbbf";"0";"0";"1";"300";24;"female";"online";903,941111110423;18;79,0649663125533
"5e6babd0d0031115b8a7bbbf";"0";"1";"0";"0";24;"female";"online";756,670714286156;35;37,0207045425052
"5e6babd0d0031115b8a7bbbf";"0";"1";"0";"300";24;"female";"online";696,148571427329;14;44,3520320966443
"5e6babd0d0031115b8a7bbbf";"0";"1";"1";"0";24;"female";"online";751,90192307659;26;49,2307799228565
"5e6babd0d0031115b8a7bbbf";"0";"1";"1";"300";24;"female";"online";841,105499999442;30;43,1790784478099
"5e6babd0d0031115b8a7bbbf";"1";"0";"0";"0";24;"female";"online";1032,03153846418;13;89,7298101590969
"5e6babd0d0031115b8a7bbbf";"1";"0";"0";"300";24;"female";"online";974,170789471827;19;81,6380111541871
"5e6babd0d0031115b8a7bbbf";"1";"0";"1";"0";24;"female";"online";842,811399998609;25;70,38889433062
"5e6babd0d0031115b8a7bbbf";"1";"0";"1";"300";24;"female";"online";1187,40394736769;19;84,109359863553
"5e6babd0d0031115b8a7bbbf";"1";"1";"0";"0";24;"female";"online";911,937592593151;27;53,9596404061861
"5e6babd0d0031115b8a7bbbf";"1";"1";"0";"300";24;"female";"online";1017,88847826411;23;76,3015261329699
"5e6babd0d0031115b8a7bbbf";"1";"1";"1";"0";24;"female";"online";867,365357143821;28;51,0292663333246
"5e6babd0d0031115b8a7bbbf";"1";"1";"1";"300";24;"female";"online";1035,65318182121;22;83,6793863848458
"5e72575be8e23118f1a6359b";"0";"0";"0";"0";NA;NA;"online";588,141666657369;12;29,1675671314842
"5e72575be8e23118f1a6359b";"0";"0";"0";"300";NA;NA;"online";606,642272725532;11;30,3225185745847
"5e72575be8e23118f1a6359b";"0";"0";"1";"0";NA;NA;"online";761,651176486767;17;47,442959597779
"5e72575be8e23118f1a6359b";"0";"0";"1";"300";NA;NA;"online";829,504722224859;18;59,6807729819625
"5e72575be8e23118f1a6359b";"0";"1";"0";"0";NA;NA;"online";781,262115396273;26;62,3127312294045
"5e72575be8e23118f1a6359b";"0";"1";"0";"300";NA;NA;"online";713,137727262537;22;49,8616672232856
"5e72575be8e23118f1a6359b";"0";"1";"1";"0";NA;NA;"online";802,610625008432;24;80,4828107262879
"5e72575be8e23118f1a6359b";"0";"1";"1";"300";NA;NA;"online";735,202187490359;32;48,6537637712497
"5e72575be8e23118f1a6359b";"1";"0";"0";"0";NA;NA;"online";881,843863637187;22;76,8238944630754
"5e72575be8e23118f1a6359b";"1";"0";"0";"300";NA;NA;"online";742,112200008705;25;51,2323482708943
"5e72575be8e23118f1a6359b";"1";"0";"1";"0";NA;NA;"online";858,469090895432;22;64,3642970759275
"5e72575be8e23118f1a6359b";"1";"0";"1";"300";NA;NA;"online";885,601730762014;26;57,7355252014312
"5e72575be8e23118f1a6359b";"1";"1";"0";"0";NA;NA;"online";807,297368435875;19;79,2600394674148
"5e72575be8e23118f1a6359b";"1";"1";"0";"300";NA;NA;"online";739,795357121953;14;72,4149235882391
"5e72575be8e23118f1a6359b";"1";"1";"1";"0";NA;NA;"online";741,326052628114;19;55,5872098177875
"5e72575be8e23118f1a6359b";"1";"1";"1";"300";NA;NA;"online";670,128749986179;20;46,1146098344479
"5e815773285d3883ba2fbbcf";"0";"0";"0";"0";24;"male";"online";677,548437495716;16;76,1274542156352
"5e815773285d3883ba2fbbcf";"0";"0";"0";"300";24;"male";"online";635,701388890286;18;62,8786352986509
"5e815773285d3883ba2fbbcf";"0";"0";"1";"0";24;"male";"online";757,353214289261;14;122,752674709163
"5e815773285d3883ba2fbbcf";"0";"0";"1";"300";24;"male";"online";641,446999995969;25;60,3468885916408
"5e815773285d3883ba2fbbcf";"0";"1";"0";"0";24;"male";"online";644,168214280009;28;45,7966358805699
"5e815773285d3883ba2fbbcf";"0";"1";"0";"300";24;"male";"online";740,123863633595;22;60,8471001245243
"5e815773285d3883ba2fbbcf";"0";"1";"1";"0";24;"male";"online";754,501607136003;28;74,8517995040714
"5e815773285d3883ba2fbbcf";"0";"1";"1";"300";24;"male";"online";714,883999996819;25;53,4790893184102
"5e815773285d3883ba2fbbcf";"1";"0";"0";"0";24;"male";"online";888,516764711205;17;101,044134472203
"5e815773285d3883ba2fbbcf";"1";"0";"0";"300";24;"male";"online";801,684500003466;20;69,8204489858623
"5e815773285d3883ba2fbbcf";"1";"0";"1";"0";24;"male";"online";724,325652165925;23;57,7347393675052
"5e815773285d3883ba2fbbcf";"1";"0";"1";"300";24;"male";"online";734,509800001979;25;41,2553739576687
"5e815773285d3883ba2fbbcf";"1";"1";"0";"0";24;"male";"online";807,29115385195;26;93,6494878599574
"5e815773285d3883ba2fbbcf";"1";"1";"0";"300";24;"male";"online";706,397647058646;17;48,7838227286043
"5e815773285d3883ba2fbbcf";"1";"1";"1";"0";24;"male";"online";745,972499993513;16;64,961668304526
"5e815773285d3883ba2fbbcf";"1";"1";"1";"300";24;"male";"online";871,951538462711;26;85,489146731652
"5e83a45efb06b00e7bacdcd4";"0";"0";"0";"0";25;"male";"online";654,023749999941;20;39,9875558568839
"5e83a45efb06b00e7bacdcd4";"0";"0";"0";"300";25;"male";"online";650,781000000013;15;53,1421438247245
"5e83a45efb06b00e7bacdcd4";"0";"0";"1";"0";25;"male";"online";603,329749999958;20;14,0462437218767
"5e83a45efb06b00e7bacdcd4";"0";"0";"1";"300";25;"male";"online";741,255416666721;24;63,0939964794483
"5e83a45efb06b00e7bacdcd4";"0";"1";"0";"0";25;"male";"online";777,442708333338;24;81,0420322315724
"5e83a45efb06b00e7bacdcd4";"0";"1";"0";"300";25;"male";"online";679,229285714194;21;43,4114715147961
"5e83a45efb06b00e7bacdcd4";"0";"1";"1";"0";25;"male";"online";742,32475000002;20;49,2894104252003
"5e83a45efb06b00e7bacdcd4";"0";"1";"1";"300";25;"male";"online";722,536250000048;32;50,8465909306913
"5e83a45efb06b00e7bacdcd4";"1";"0";"0";"0";25;"male";"online";805,246500000023;20;72,6337891511855
"5e83a45efb06b00e7bacdcd4";"1";"0";"0";"300";25;"male";"online";689,588076923052;26;53,1285803985204
"5e83a45efb06b00e7bacdcd4";"1";"0";"1";"0";25;"male";"online";750,96854166663;24;32,210974482731
"5e83a45efb06b00e7bacdcd4";"1";"0";"1";"300";25;"male";"online";801,220625000119;24;69,3992553363152
"5e83a45efb06b00e7bacdcd4";"1";"1";"0";"0";25;"male";"online";679,948199999947;25;36,0484118176099
"5e83a45efb06b00e7bacdcd4";"1";"1";"0";"300";25;"male";"online";715,867631578952;19;56,6371209150776
"5e83a45efb06b00e7bacdcd4";"1";"1";"1";"0";25;"male";"online";746,727105263082;19;70,0884574365135
"5e83a45efb06b00e7bacdcd4";"1";"1";"1";"300";25;"male";"online";735,369000000088;25;75,537394248918
"5e84b9cd3c01b3072fac9470";"0";"0";"0";"0";25;"female";"online";666,848157894736;19;63,0439145808126
"5e84b9cd3c01b3072fac9470";"0";"0";"0";"300";25;"female";"online";801,567894736859;19;71,2259706338597
"5e84b9cd3c01b3072fac9470";"0";"0";"1";"0";25;"female";"online";870,148999999899;15;109,056956421208
"5e84b9cd3c01b3072fac9470";"0";"0";"1";"300";25;"female";"online";796,892199999991;25;66,2720980403756
"5e84b9cd3c01b3072fac9470";"0";"1";"0";"0";25;"female";"online";647,088928571391;28;43,419276241029
"5e84b9cd3c01b3072fac9470";"0";"1";"0";"300";25;"female";"online";929,404090909083;22;70,5921204601692
"5e84b9cd3c01b3072fac9470";"0";"1";"1";"0";25;"female";"online";822,564999999986;31;71,423828111466
"5e84b9cd3c01b3072fac9470";"0";"1";"1";"300";25;"female";"online";841,705925925901;27;63,7376488532571
"5e84b9cd3c01b3072fac9470";"1";"0";"0";"0";25;"female";"online";852,00555555558;18;85,8323739827278
"5e84b9cd3c01b3072fac9470";"1";"0";"0";"300";25;"female";"online";986,706304347836;23;81,6937268034316
"5e84b9cd3c01b3072fac9470";"1";"0";"1";"0";25;"female";"online";955,414000000024;25;76,109942950966
"5e84b9cd3c01b3072fac9470";"1";"0";"1";"300";25;"female";"online";909,055399999976;25;77,4476011641191
"5e84b9cd3c01b3072fac9470";"1";"1";"0";"0";25;"female";"online";914,594482758585;29;71,5618988435367
"5e84b9cd3c01b3072fac9470";"1";"1";"0";"300";25;"female";"online";1038,76949999995;20;96,2506603032061
"5e84b9cd3c01b3072fac9470";"1";"1";"1";"0";25;"female";"online";758,535952380886;21;57,0608834258384
"5e84b9cd3c01b3072fac9470";"1";"1";"1";"300";25;"female";"online";949,754000000037;25;73,0532619001441
"5e8dcc81e6686e035680594e";"0";"0";"0";"0";28;"female";"online";673,052105263179;19;48,4157047226288
"5e8dcc81e6686e035680594e";"0";"0";"0";"300";28;"female";"online";723,890277777785;18;66,6130238503196
"5e8dcc81e6686e035680594e";"0";"0";"1";"0";28;"female";"online";727,733666666667;15;84,8187253633016
"5e8dcc81e6686e035680594e";"0";"0";"1";"300";28;"female";"online";657,312500000015;16;29,9354247854207
"5e8dcc81e6686e035680594e";"0";"1";"0";"0";28;"female";"online";663,272727272711;33;33,159422165029
"5e8dcc81e6686e035680594e";"0";"1";"0";"300";28;"female";"online";702,264558823522;34;62,5683130460743
"5e8dcc81e6686e035680594e";"0";"1";"1";"0";28;"female";"online";728,086521739133;23;49,0986632370277
"5e8dcc81e6686e035680594e";"0";"1";"1";"300";28;"female";"online";671,076346153837;26;48,2532834869632
"5e8dcc81e6686e035680594e";"1";"0";"0";"0";28;"female";"online";1019,46173076924;26;69,0681642938246
"5e8dcc81e6686e035680594e";"1";"0";"0";"300";28;"female";"online";832,8406;25;50,1642657528892
"5e8dcc81e6686e035680594e";"1";"0";"1";"0";28;"female";"online";872,777222222238;18;54,538101956971
"5e8dcc81e6686e035680594e";"1";"0";"1";"300";28;"female";"online";999,599800000023;25;78,5596011135723
"5e8dcc81e6686e035680594e";"1";"1";"0";"0";28;"female";"online";701,719999999979;25;43,5443901916946
"5e8dcc81e6686e035680594e";"1";"1";"0";"300";28;"female";"online";730,295294117675;17;60,3663289313955
"5e8dcc81e6686e035680594e";"1";"1";"1";"0";28;"female";"online";808,948421052635;19;63,5414608797945
"5e8dcc81e6686e035680594e";"1";"1";"1";"300";28;"female";"online";775,142619047575;21;87,844152894835
"5e90cc485905f23f088be0b5";"0";"0";"0";"0";23;"female";"online";700,145217367326;23;83,9358596847095
"5e90cc485905f23f088be0b5";"0";"0";"0";"300";23;"female";"online";822,99727271311;11;173,827754296785
"5e90cc485905f23f088be0b5";"0";"0";"1";"0";23;"female";"online";760,148199992255;25;83,9359474617229
"5e90cc485905f23f088be0b5";"0";"0";"1";"300";23;"female";"online";560,733666651262;15;44,4382201398792
"5e90cc485905f23f088be0b5";"0";"1";"0";"0";23;"female";"online";651,865499996348;20;60,6159600273852
"5e90cc485905f23f088be0b5";"0";"1";"0";"300";23;"female";"online";690,28727271573;22;86,7020248675601
"5e90cc485905f23f088be0b5";"0";"1";"1";"0";23;"female";"online";732,447222217969;18;64,9900644494773
"5e90cc485905f23f088be0b5";"0";"1";"1";"300";23;"female";"online";761,696190467947;21;107,012479686627
"5e90cc485905f23f088be0b5";"1";"0";"0";"0";23;"female";"online";759,977857149871;21;59,7110469771348
"5e90cc485905f23f088be0b5";"1";"0";"0";"300";23;"female";"online";743,078571428279;14;100,264235241698
"5e90cc485905f23f088be0b5";"1";"0";"1";"0";23;"female";"online";830,630833341274;18;89,5191213589007
"5e90cc485905f23f088be0b5";"1";"0";"1";"300";23;"female";"online";720,622692328805;13;90,3430218088207
"5e90cc485905f23f088be0b5";"1";"1";"0";"0";23;"female";"online";648,073571429233;21;51,7768044298608
"5e90cc485905f23f088be0b5";"1";"1";"0";"300";23;"female";"online";725,01522725956;22;85,8928298836392
"5e90cc485905f23f088be0b5";"1";"1";"1";"0";23;"female";"online";783,445172421313;29;68,6199714193281
"5e90cc485905f23f088be0b5";"1";"1";"1";"300";23;"female";"online";701,405833326539;18;55,2802365977546
"5e94320f050e34000816c2f8";"0";"0";"0";"0";20;"female";"online";685,488750004879;16;54,6485476755369
"5e94320f050e34000816c2f8";"0";"0";"0";"300";20;"female";"online";750,671999997576;20;37,8523843190685
"5e94320f050e34000816c2f8";"0";"0";"1";"0";20;"female";"online";774,924999991737;13;46,0194198796865
"5e94320f050e34000816c2f8";"0";"0";"1";"300";20;"female";"online";727,433529413675;17;51,7567144960646
"5e94320f050e34000816c2f8";"0";"1";"0";"0";20;"female";"online";780,791666663329;30;28,6684579891703
"5e94320f050e34000816c2f8";"0";"1";"0";"300";20;"female";"online";902,57200000051;20;82,9608848498626
"5e94320f050e34000816c2f8";"0";"1";"1";"0";20;"female";"online";839,717096774914;31;44,3974724330188
"5e94320f050e34000816c2f8";"0";"1";"1";"300";20;"female";"online";693,295937498988;16;50,9253784684103
"5e94320f050e34000816c2f8";"1";"0";"0";"0";20;"female";"online";826,689250003255;20;44,0819012726657
"5e94320f050e34000816c2f8";"1";"0";"0";"300";20;"female";"online";728,838214286952;14;62,0573822105804
"5e94320f050e34000816c2f8";"1";"0";"1";"0";20;"female";"online";811,726136364583;22;34,2554334661697
"5e94320f050e34000816c2f8";"1";"0";"1";"300";20;"female";"online";877,634117645143;17;79,5786699496935
"5e94320f050e34000816c2f8";"1";"1";"0";"0";20;"female";"online";892,110200001626;25;62,0510521624064
"5e94320f050e34000816c2f8";"1";"1";"0";"300";20;"female";"online";929,186666665676;9;151,774825356957
"5e94320f050e34000816c2f8";"1";"1";"1";"0";20;"female";"online";848,170999999275;20;68,7125449695796
"5e94320f050e34000816c2f8";"1";"1";"1";"300";20;"female";"online";865,530000003322;13;90,6155605891855
"5e94f775cb8df5376b30b363";"0";"0";"0";"0";20;"male";"online";767,357499995601;14;62,0399661381014
"5e94f775cb8df5376b30b363";"0";"0";"0";"300";20;"male";"online";822,968571430205;14;81,773467142771
"5e94f775cb8df5376b30b363";"0";"0";"1";"0";20;"male";"online";885,40642857801;14;67,5086723030538
"5e94f775cb8df5376b30b363";"0";"0";"1";"300";20;"male";"online";788,62535713623;14;62,0339182139076
"5e94f775cb8df5376b30b363";"0";"1";"0";"0";20;"male";"online";942,029999999379;28;76,1565838398179
"5e94f775cb8df5376b30b363";"0";"1";"0";"300";20;"male";"online";761,695208335974;24;44,7087610107194
"5e94f775cb8df5376b30b363";"0";"1";"1";"0";20;"male";"online";778,583823532031;17;47,6018599660951
"5e94f775cb8df5376b30b363";"0";"1";"1";"300";20;"male";"online";714,249523805588;21;48,1351913563105
"5e94f775cb8df5376b30b363";"1";"0";"0";"0";20;"male";"online";1347,19933333884;15;127,899261816398
"5e94f775cb8df5376b30b363";"1";"0";"0";"300";20;"male";"online";970,129062498018;16;72,0018919036765
"5e94f775cb8df5376b30b363";"1";"0";"1";"0";20;"male";"online";878,771250005228;8;87,7169711978891
"5e94f775cb8df5376b30b363";"1";"0";"1";"300";20;"male";"online";982,335357145141;14;85,5965365654928
"5e94f775cb8df5376b30b363";"1";"1";"0";"0";20;"male";"online";1183,38476190998;21;94,931336450809
"5e94f775cb8df5376b30b363";"1";"1";"0";"300";20;"male";"online";945,910000009463;12;104,329063002686
"5e94f775cb8df5376b30b363";"1";"1";"1";"0";20;"male";"online";1125,52281249373;16;110,080764893709
"5e94f775cb8df5376b30b363";"1";"1";"1";"300";20;"male";"online";1059,81464286119;14;91,9534883695586
"5e9822781c48fa016d3ea705";"0";"0";"0";"0";21;"male";"online";824,133888889466;9;109,610893355993
"5e9822781c48fa016d3ea705";"0";"0";"0";"300";21;"male";"online";618,564999994955;7;51,728671655674
"5e9822781c48fa016d3ea705";"0";"0";"1";"0";21;"male";"online";787,995937496817;16;58,263658088587
"5e9822781c48fa016d3ea705";"0";"0";"1";"300";21;"male";"online";607,744500003173;10;56,1311383793073
"5e9822781c48fa016d3ea705";"0";"1";"0";"0";21;"male";"online";940,275666666761;15;96,4123351208161
"5e9822781c48fa016d3ea705";"0";"1";"0";"300";21;"male";"online";550,605555556508;9;28,5449311563846
"5e9822781c48fa016d3ea705";"0";"1";"1";"0";21;"male";"online";648,931071428316;14;52,2699717304691
"5e9822781c48fa016d3ea705";"0";"1";"1";"300";21;"male";"online";610,274705883485;17;30,0488822660624
"5e9822781c48fa016d3ea705";"1";"0";"0";"0";21;"male";"online";846,074615388017;13;95,0824172534971
"5e9822781c48fa016d3ea705";"1";"0";"0";"300";21;"male";"online";575,232333330981;15;31,7396096689798
"5e9822781c48fa016d3ea705";"1";"0";"1";"0";21;"male";"online";766,626000000785;15;89,3538268576118
"5e9822781c48fa016d3ea705";"1";"0";"1";"300";21;"male";"online";653,82153846216;13;65,7594643635013
"5e9822781c48fa016d3ea705";"1";"1";"0";"0";21;"male";"online";726,377499999217;16;48,2748389471339
"5e9822781c48fa016d3ea705";"1";"1";"0";"300";21;"male";"online";567,675833333245;6;39,5084414716372
"5e9822781c48fa016d3ea705";"1";"1";"1";"0";21;"male";"online";821,50909090838;11;108,587893454407
"5e9822781c48fa016d3ea705";"1";"1";"1";"300";21;"male";"online";622,219705885715;17;31,4203996419826
"5e9b8a878b4b8301c514b91f";"0";"0";"0";"0";20;"male";"online";690,126562500154;16;70,2025052749826
"5e9b8a878b4b8301c514b91f";"0";"0";"0";"300";20;"male";"online";724,760416667172;12;68,1698565520976
"5e9b8a878b4b8301c514b91f";"0";"0";"1";"0";20;"male";"online";682,160555556442;18;78,9293755810731
"5e9b8a878b4b8301c514b91f";"0";"0";"1";"300";20;"male";"online";894,659285719085;21;67,3528199434377
"5e9b8a878b4b8301c514b91f";"0";"1";"0";"0";20;"male";"online";698,285208333497;24;56,3923877658687
"5e9b8a878b4b8301c514b91f";"0";"1";"0";"300";20;"male";"online";944,053999999596;20;92,1009384681547
"5e9b8a878b4b8301c514b91f";"0";"1";"1";"0";20;"male";"online";750,934761903149;21;43,1296672262881
"5e9b8a878b4b8301c514b91f";"0";"1";"1";"300";20;"male";"online";865,228148150318;27;68,5719720657976
"5e9b8a878b4b8301c514b91f";"1";"0";"0";"0";20;"male";"online";709,309705880621;17;58,0118026822942
"5e9b8a878b4b8301c514b91f";"1";"0";"0";"300";20;"male";"online";912,154999999877;17;81,7883116064206
"5e9b8a878b4b8301c514b91f";"1";"0";"1";"0";20;"male";"online";875,097608692316;23;65,3055211889185
"5e9b8a878b4b8301c514b91f";"1";"0";"1";"300";20;"male";"online";909,608437501447;16;97,8570749770693
"5e9b8a878b4b8301c514b91f";"1";"1";"0";"0";20;"male";"online";858,02895833452;24;53,0145268891403
"5e9b8a878b4b8301c514b91f";"1";"1";"0";"300";20;"male";"online";1176,17500000565;17;103,507652921666
"5e9b8a878b4b8301c514b91f";"1";"1";"1";"0";20;"male";"online";812,589750002371;20;70,274920305987
"5e9b8a878b4b8301c514b91f";"1";"1";"1";"300";20;"male";"online";1018,33608695913;23;87,0174139981891
"5e9c4639eb6b3815f96053d7";"0";"0";"0";"0";18;"male";"online";871,609333374848;15;55,8323593220777
"5e9c4639eb6b3815f96053d7";"0";"0";"0";"300";18;"male";"online";1141,8561111463;18;97,7275160443094
"5e9c4639eb6b3815f96053d7";"0";"0";"1";"0";18;"male";"online";1049,64088234941;17;81,1273979226375
"5e9c4639eb6b3815f96053d7";"0";"0";"1";"300";18;"male";"online";889,47583331416;12;60,0972224865982
"5e9c4639eb6b3815f96053d7";"0";"1";"0";"0";18;"male";"online";866,708749998361;20;57,3873945767309
"5e9c4639eb6b3815f96053d7";"0";"1";"0";"300";18;"male";"online";1151,6425925031;27;65,1792597848102
"5e9c4639eb6b3815f96053d7";"0";"1";"1";"0";18;"male";"online";952,092692309704;26;50,8816559427246
"5e9c4639eb6b3815f96053d7";"0";"1";"1";"300";18;"male";"online";1110,17533331178;30;86,0338243312876
"5e9c4639eb6b3815f96053d7";"1";"0";"0";"0";18;"male";"online";1212,46578938965;19;111,935461024241
"5e9c4639eb6b3815f96053d7";"1";"0";"0";"300";18;"male";"online";1200,97475000657;20;93,1579217578744
"5e9c4639eb6b3815f96053d7";"1";"0";"1";"0";18;"male";"online";1226,38645839955;24;100,610840086981
"5e9c4639eb6b3815f96053d7";"1";"0";"1";"300";18;"male";"online";1275,79775865286;29;78,687606410728
"5e9c4639eb6b3815f96053d7";"1";"1";"0";"0";18;"male";"online";1041,37431817468;22;65,4736495955267
"5e9c4639eb6b3815f96053d7";"1";"1";"0";"300";18;"male";"online";1211,03333333685;21;71,3487157074669
"5e9c4639eb6b3815f96053d7";"1";"1";"1";"0";18;"male";"online";1044,92291676191;12;96,3729030214104
"5e9c4639eb6b3815f96053d7";"1";"1";"1";"300";18;"male";"online";1052,54805556291;18;80,3393305215102
"5ea6f14cf0ff0709b0331957";"0";"0";"0";"0";24;"female";"online";668,534500017995;20;38,0955334745498
"5ea6f14cf0ff0709b0331957";"0";"0";"0";"300";24;"female";"online";633,658913050211;23;21,5716497849851
"5ea6f14cf0ff0709b0331957";"0";"0";"1";"0";24;"female";"online";681,030749995261;20;34,180944805252
"5ea6f14cf0ff0709b0331957";"0";"0";"1";"300";24;"female";"online";607,872857135676;21;30,3129739570603
