"pp";"task_R";"correctResp_R";"context_R";"cocoa";"age";"sex";"version";"meanrt";"n";"se"
"5bec2847ac6b780001fec122";"1";"1";"1";"0";NA;"male";"online";888,828124996508;32;68,8033583151247
"5bec2847ac6b780001fec122";"1";"1";"1";"300";NA;"male";"online";769,920000010946;24;82,0492430676953
"5c02a0089649f9000153798b";"0";"0";"0";"0";23;"male";"online";564,885833331583;12;36,962880432441
"5c02a0089649f9000153798b";"0";"0";"0";"300";23;"male";"online";567,022142858028;7;50,4468869065251
"5c02a0089649f9000153798b";"0";"0";"1";"0";23;"male";"online";659,162812500195;16;47,449450093064
"5c02a0089649f9000153798b";"0";"0";"1";"300";23;"male";"online";754,856666665263;12;106,753240072585
"5c02a0089649f9000153798b";"0";"1";"0";"0";23;"male";"online";694,277105264007;19;94,1596405600735
"5c02a0089649f9000153798b";"0";"1";"0";"300";23;"male";"online";602,673000001235;20;56,8469967558969
"5c02a0089649f9000153798b";"0";"1";"1";"0";23;"male";"online";631,198928570354;14;106,153516750789
"5c02a0089649f9000153798b";"0";"1";"1";"300";23;"male";"online";578,786451612442;31;47,8641853572877
"5c02a0089649f9000153798b";"1";"0";"0";"0";23;"male";"online";645,449705882025;17;74,6724265893878
"5c02a0089649f9000153798b";"1";"0";"0";"300";23;"male";"online";717,99916666633;18;85,8319831144691
"5c02a0089649f9000153798b";"1";"0";"1";"0";23;"male";"online";614,740666666573;15;75,1630545657085
"5c02a0089649f9000153798b";"1";"0";"1";"300";23;"male";"online";579,486521739449;23;44,6907567929023
"5c02a0089649f9000153798b";"1";"1";"0";"0";23;"male";"online";618,730384613557;13;73,9833631002229
"5c02a0089649f9000153798b";"1";"1";"0";"300";23;"male";"online";689,883571427889;14;98,8091328328341
"5c02a0089649f9000153798b";"1";"1";"1";"0";23;"male";"online";604,783666665988;15;71,4276067101899
"5c02a0089649f9000153798b";"1";"1";"1";"300";23;"male";"online";708,230357143163;14;76,7217516535948
"5c28cac3867f660001ae9c4a";"0";"0";"0";"0";28;"male";"online";1185,97894735745;19;100,994676710734
"5c28cac3867f660001ae9c4a";"0";"0";"0";"300";28;"male";"online";1257,99892857321;14;85,5664867883733
"5c28cac3867f660001ae9c4a";"0";"0";"1";"0";28;"male";"online";1290,49964284474;14;131,485249705957
"5c28cac3867f660001ae9c4a";"0";"0";"1";"300";28;"male";"online";1155,16840909417;22;68,964217036787
"5c28cac3867f660001ae9c4a";"0";"1";"0";"0";28;"male";"online";1144,65124999454;24;81,2799453599164
"5c28cac3867f660001ae9c4a";"0";"1";"0";"300";28;"male";"online";1118,01521738728;23;79,9605188734184
"5c28cac3867f660001ae9c4a";"0";"1";"1";"0";28;"male";"online";1110,55974999617;20;83,7229862983231
"5c28cac3867f660001ae9c4a";"0";"1";"1";"300";28;"male";"online";1209,08612903628;31;53,9173062891314
"5c28cac3867f660001ae9c4a";"1";"0";"0";"0";28;"male";"online";1487,56321427728;14;98,9158356512482
"5c28cac3867f660001ae9c4a";"1";"0";"0";"300";28;"male";"online";1150,53904761693;21;72,294049762093
"5c28cac3867f660001ae9c4a";"1";"0";"1";"0";28;"male";"online";1374,99911765061;17;89,6684958072467
"5c28cac3867f660001ae9c4a";"1";"0";"1";"300";28;"male";"online";1229,78192308577;13;112,224887585179
"5c28cac3867f660001ae9c4a";"1";"1";"0";"0";28;"male";"online";1322,08318181802;22;85,2531053099582
"5c28cac3867f660001ae9c4a";"1";"1";"0";"300";28;"male";"online";1074,8026190503;21;61,5794457101588
"5c28cac3867f660001ae9c4a";"1";"1";"1";"0";28;"male";"online";1326,53571428576;21;89,8519384742556
"5c28cac3867f660001ae9c4a";"1";"1";"1";"300";28;"male";"online";1080,94129628605;27;53,1243045036743
"5c2e818561f049000169d2d5";"0";"0";"0";"0";20;"male";"online";575,685384615171;26;29,0783928094144
"5c2e818561f049000169d2d5";"0";"0";"0";"300";20;"male";"online";582,583249999903;20;50,7504936523447
"5c2e818561f049000169d2d5";"0";"0";"1";"0";20;"male";"online";623,518124999919;16;40,2991890423172
"5c2e818561f049000169d2d5";"0";"0";"1";"300";20;"male";"online";547,691818181354;22;29,8989348461461
"5c2e818561f049000169d2d5";"0";"1";"0";"0";20;"male";"online";615,125227273554;22;48,9046623262267
"5c2e818561f049000169d2d5";"0";"1";"0";"300";20;"male";"online";698,896851851702;27;48,6725686907584
"5c2e818561f049000169d2d5";"0";"1";"1";"0";20;"male";"online";623,107962963119;27;45,1572926589619
"5c2e818561f049000169d2d5";"0";"1";"1";"300";20;"male";"online";581,027727272986;22;38,3471222169482
"5c2e818561f049000169d2d5";"1";"0";"0";"0";20;"male";"online";680,40475;20;51,5510264734653
"5c2e818561f049000169d2d5";"1";"0";"0";"300";20;"male";"online";665,610517241308;29;45,2099258271823
"5c2e818561f049000169d2d5";"1";"0";"1";"0";20;"male";"online";652,861428571118;21;50,7049401782068
"5c2e818561f049000169d2d5";"1";"0";"1";"300";20;"male";"online";557,27204545442;22;33,6961962662591
"5c2e818561f049000169d2d5";"1";"1";"0";"0";20;"male";"online";640,095625000562;24;41,2145042462184
"5c2e818561f049000169d2d5";"1";"1";"0";"300";20;"male";"online";514,986111110904;18;38,7485632341586
"5c2e818561f049000169d2d5";"1";"1";"1";"0";20;"male";"online";676,0217647063;17;63,3051462948714
"5c2e818561f049000169d2d5";"1";"1";"1";"300";20;"male";"online";563,939772726711;22;32,4674948178165
"5c421b99b00b3300018f1048";"0";"0";"0";"0";24;"male";"online";683,094565240343;23;50,9109264393934
"5c421b99b00b3300018f1048";"0";"0";"0";"300";24;"male";"online";715,342499985127;16;97,2262656412524
"5c421b99b00b3300018f1048";"0";"0";"1";"0";24;"male";"online";683,547727297991;11;70,8628972682245
"5c421b99b00b3300018f1048";"0";"0";"1";"300";24;"male";"online";640,041875002983;24;55,504308305542
"5c421b99b00b3300018f1048";"0";"1";"0";"0";24;"male";"online";713,169600013644;25;45,0407150361835
"5c421b99b00b3300018f1048";"0";"1";"0";"300";24;"male";"online";716,482894740215;19;69,3449309794922
"5c421b99b00b3300018f1048";"0";"1";"1";"0";24;"male";"online";710,853999992833;25;49,6499982149426
"5c421b99b00b3300018f1048";"0";"1";"1";"300";24;"male";"online";665,348529418492;17;58,6852324903422
"5c421b99b00b3300018f1048";"1";"0";"0";"0";24;"male";"online";777,423571418261;21;66,5737431056815
"5c421b99b00b3300018f1048";"1";"0";"0";"300";24;"male";"online";779,397249978502;20;75,1148398473819
"5c421b99b00b3300018f1048";"1";"0";"1";"0";24;"male";"online";827,345789483699;19;67,2187271156695
"5c421b99b00b3300018f1048";"1";"0";"1";"300";24;"male";"online";841,311190487994;21;76,7670771581654
"5c421b99b00b3300018f1048";"1";"1";"0";"0";24;"male";"online";714,608684206675;19;55,7234820709926
"5c421b99b00b3300018f1048";"1";"1";"0";"300";24;"male";"online";645,121944447359;18;52,0489618205205
"5c421b99b00b3300018f1048";"1";"1";"1";"0";24;"male";"online";689,225588254083;17;46,3898977266688
"5c421b99b00b3300018f1048";"1";"1";"1";"300";24;"male";"online";744,843863617544;22;45,013861460153
"5c555762dab99000015b8f12";"0";"0";"0";"0";26;"female";"online";907,805869538013;23;73,5336432512472
"5c555762dab99000015b8f12";"0";"0";"0";"300";26;"female";"online";677,602058824371;17;48,6602185519393
"5c555762dab99000015b8f12";"0";"0";"1";"0";26;"female";"online";927,657777818644;18;88,9660810386418
"5c555762dab99000015b8f12";"0";"0";"1";"300";26;"female";"online";745,474062510766;16;56,1861984942742
"5c555762dab99000015b8f12";"0";"1";"0";"0";26;"female";"online";1140,69437501894;16;112,843497686297
"5c555762dab99000015b8f12";"0";"1";"0";"300";26;"female";"online";972,464782611022;23;61,9642043344037
"5c555762dab99000015b8f12";"0";"1";"1";"0";26;"female";"online";1095,77818183144;11;123,815779803086
"5c555762dab99000015b8f12";"0";"1";"1";"300";26;"female";"online";892,631590906107;22;48,3353778469499
"5c555762dab99000015b8f12";"1";"0";"0";"0";26;"female";"online";1079,26181820221;11;119,828954705324
"5c555762dab99000015b8f12";"1";"0";"0";"300";26;"female";"online";998,573928589134;14;60,2171404306036
"5c555762dab99000015b8f12";"1";"0";"1";"0";26;"female";"online";1007,67899993807;15;50,6080544987684
"5c555762dab99000015b8f12";"1";"0";"1";"300";26;"female";"online";1145,89264705394;17;80,6187141103288
"5c555762dab99000015b8f12";"1";"1";"0";"0";26;"female";"online";980,754333330939;15;97,4827051390529
"5c555762dab99000015b8f12";"1";"1";"0";"300";26;"female";"online";1097,39624999929;20;91,9493842949933
"5c555762dab99000015b8f12";"1";"1";"1";"0";26;"female";"online";963,039047572584;21;53,422817091157
"5c555762dab99000015b8f12";"1";"1";"1";"300";26;"female";"online";918,362812502891;16;58,0397326338711
"5c5895f5af5bed0001f9ee92";"0";"0";"0";"0";25;"male";"online";995,527857143986;21;112,1583519159
"5c5895f5af5bed0001f9ee92";"0";"0";"0";"300";25;"male";"online";1017,04968749711;16;122,627422457406
"5c5895f5af5bed0001f9ee92";"0";"0";"1";"0";25;"male";"online";1000,11874999835;12;158,485064561099
"5c5895f5af5bed0001f9ee92";"0";"0";"1";"300";25;"male";"online";916,237380954321;21;93,2460930300767
"5c5895f5af5bed0001f9ee92";"0";"1";"0";"0";25;"male";"online";779,564761905892;21;103,709776032339
"5c5895f5af5bed0001f9ee92";"0";"1";"0";"300";25;"male";"online";1022,41086956544;23;126,824872557873
"5c5895f5af5bed0001f9ee92";"0";"1";"1";"0";25;"male";"online";936,055000000312;29;80,0627315135559
"5c5895f5af5bed0001f9ee92";"0";"1";"1";"300";25;"male";"online";838,286428571483;28;66,0016184701789
"5c5895f5af5bed0001f9ee92";"1";"0";"0";"0";25;"male";"online";1358,19678571404;14;82,7941897027757
"5c5895f5af5bed0001f9ee92";"1";"0";"0";"300";25;"male";"online";1168,56710526231;19;95,6095264386268
"5c5895f5af5bed0001f9ee92";"1";"0";"1";"0";25;"male";"online";1512,12833333396;18;121,684015088508
"5c5895f5af5bed0001f9ee92";"1";"0";"1";"300";25;"male";"online";1151,37600000164;10;159,166100440459
"5c5895f5af5bed0001f9ee92";"1";"1";"0";"0";25;"male";"online";1364,97052631489;19;116,595629694059
"5c5895f5af5bed0001f9ee92";"1";"1";"0";"300";25;"male";"online";980,077105262598;19;110,315212230124
"5c5895f5af5bed0001f9ee92";"1";"1";"1";"0";25;"male";"online";1305,65294117906;17;144,947905359967
"5c5895f5af5bed0001f9ee92";"1";"1";"1";"300";25;"male";"online";1241,02909090751;22;113,885158486002
"5c628f8613bb5a000196cfc0";"0";"0";"0";"0";23;"female";"online";1492,72949999431;10;163,49007004063
"5c628f8613bb5a000196cfc0";"0";"0";"0";"300";23;"female";"online";1194,05125000046;8;151,210708316528
"5c628f8613bb5a000196cfc0";"0";"0";"1";"0";23;"female";"online";1501,79833333176;18;100,91220369412
"5c628f8613bb5a000196cfc0";"0";"0";"1";"300";23;"female";"online";1528,2229999954;15;105,789955338828
"5c628f8613bb5a000196cfc0";"0";"1";"0";"0";23;"female";"online";1351,29062500103;24;93,6064809414975
"5c628f8613bb5a000196cfc0";"0";"1";"0";"300";23;"female";"online";1431,77105263215;19;86,2309586502038
"5c628f8613bb5a000196cfc0";"0";"1";"1";"0";23;"female";"online";1498,65976190666;21;66,7600780821729
"5c628f8613bb5a000196cfc0";"0";"1";"1";"300";23;"female";"online";1383,53903225773;31;88,6882463252615
"5c628f8613bb5a000196cfc0";"1";"0";"0";"0";23;"female";"online";1707,41937499952;16;111,183374732157
"5c628f8613bb5a000196cfc0";"1";"0";"0";"300";23;"female";"online";1512,16199999469;20;100,946755979486
"5c628f8613bb5a000196cfc0";"1";"0";"1";"0";23;"female";"online";1702,42289473811;19;100,226484469298
"5c628f8613bb5a000196cfc0";"1";"0";"1";"300";23;"female";"online";1538,19476190809;21;68,1479321705995
"5c628f8613bb5a000196cfc0";"1";"1";"0";"0";23;"female";"online";1587,83718750056;16;146,253525696833
"5c628f8613bb5a000196cfc0";"1";"1";"0";"300";23;"female";"online";1585,42583332994;12;98,1932437636774
"5c628f8613bb5a000196cfc0";"1";"1";"1";"0";23;"female";"online";1526,39735294061;17;105,215537739109
"5c628f8613bb5a000196cfc0";"1";"1";"1";"300";23;"female";"online";1672,54384615136;13;84,5714338000173
"5c636850bad3560001c2749e";"0";"0";"0";"0";NA;"male";"online";759,375357142932;14;111,781046517549
"5c636850bad3560001c2749e";"0";"0";"0";"300";NA;"male";"online";780,314090909082;22;96,2421142705839
"5c636850bad3560001c2749e";"0";"0";"1";"0";NA;"male";"online";681,305833333123;12;86,867517200849
"5c636850bad3560001c2749e";"0";"0";"1";"300";NA;"male";"online";760,672000000032;15;117,843557306995
"5c636850bad3560001c2749e";"0";"1";"0";"0";NA;"male";"online";605,591666666602;21;38,1960054323916
"5c636850bad3560001c2749e";"0";"1";"0";"300";NA;"male";"online";734,136818181803;22;62,8603690416855
"5c636850bad3560001c2749e";"0";"1";"1";"0";NA;"male";"online";606,710384615437;26;51,9280077503378
"5c636850bad3560001c2749e";"0";"1";"1";"300";NA;"male";"online";545,589500000054;20;24,4569150588709
"5c636850bad3560001c2749e";"1";"0";"0";"0";NA;"male";"online";689,911052631594;19;92,2843181277753
"5c636850bad3560001c2749e";"1";"0";"0";"300";NA;"male";"online";934,552708333254;24;83,7435077842575
"5c636850bad3560001c2749e";"1";"0";"1";"0";NA;"male";"online";727,011999999999;20;93,8710524093915
"5c636850bad3560001c2749e";"1";"0";"1";"300";NA;"male";"online";792,839166666716;24;80,2335708992459
"5c636850bad3560001c2749e";"1";"1";"0";"0";NA;"male";"online";722,083571428566;21;55,9563781346082
"5c636850bad3560001c2749e";"1";"1";"0";"300";NA;"male";"online";789,072666666517;15;83,9435977462609
"5c636850bad3560001c2749e";"1";"1";"1";"0";NA;"male";"online";693,380714285764;21;82,6399512560798
"5c636850bad3560001c2749e";"1";"1";"1";"300";NA;"male";"online";878,657058823648;17;129,082362592831
"5c665e1948985d0001f09675";"0";"0";"0";"0";33;"male";"online";556,900416666559;24;23,6230199210937
"5c665e1948985d0001f09675";"0";"0";"0";"300";33;"male";"online";596,374736841768;19;35,1069090089424
"5c665e1948985d0001f09675";"0";"0";"1";"0";33;"male";"online";611,427222222319;18;38,8989867431517
"5c665e1948985d0001f09675";"0";"0";"1";"300";33;"male";"online";670,027500000107;20;54,3416095221928
"5c665e1948985d0001f09675";"0";"1";"0";"0";33;"male";"online";700,253947368662;19;40,7265592889892
"5c665e1948985d0001f09675";"0";"1";"0";"300";33;"male";"online";682,353076923455;26;47,8823629133242
"5c665e1948985d0001f09675";"0";"1";"1";"0";33;"male";"online";640,224545454575;22;22,7685694227766
"5c665e1948985d0001f09675";"0";"1";"1";"300";33;"male";"online";667,541500000242;20;40,0700441711435
"5c665e1948985d0001f09675";"1";"0";"0";"0";33;"male";"online";839,619999999828;18;119,750616634356
"5c665e1948985d0001f09675";"1";"0";"0";"300";33;"male";"online";742,955625000017;24;60,7502356710271
"5c665e1948985d0001f09675";"1";"0";"1";"0";33;"male";"online";775,385000000153;19;62,7582676921822
"5c665e1948985d0001f09675";"1";"0";"1";"300";33;"male";"online";725,758636363507;22;64,3917782650963
"5c665e1948985d0001f09675";"1";"1";"0";"0";33;"male";"online";745,399999999977;20;59,0572514632319
"5c665e1948985d0001f09675";"1";"1";"0";"300";33;"male";"online";755,845333333741;15;57,0772399148531
"5c665e1948985d0001f09675";"1";"1";"1";"0";33;"male";"online";749,643999999777;15;75,1186632288005
"5c665e1948985d0001f09675";"1";"1";"1";"300";33;"male";"online";848,279117647353;17;71,3387934761562
"5c90f5eae2d9fb0011385c58";"0";"0";"0";"0";23;"female";"online";537,993333380049;15;64,3367712885373
"5c90f5eae2d9fb0011385c58";"0";"0";"0";"300";23;"female";"online";518,788235303124;17;36,3531057767189
"5c90f5eae2d9fb0011385c58";"0";"0";"1";"0";23;"female";"online";472,615384586299;13;13,3157504791719
"5c90f5eae2d9fb0011385c58";"0";"0";"1";"300";23;"female";"online";573,82666671959;15;56,6918583814783
"5c90f5eae2d9fb0011385c58";"0";"1";"0";"0";23;"female";"online";484,503333317116;30;19,4212021125229
"5c90f5eae2d9fb0011385c58";"0";"1";"0";"300";23;"female";"online";517,570000002161;30;34,235543524181
"5c90f5eae2d9fb0011385c58";"0";"1";"1";"0";23;"female";"online";549,859999981709;20;65,6178030236118
"5c90f5eae2d9fb0011385c58";"0";"1";"1";"300";23;"female";"online";636,011999985203;25;70,3818987972807
"5c90f5eae2d9fb0011385c58";"1";"0";"0";"0";23;"female";"online";564,113636352968;22;41,9931963614509
"5c90f5eae2d9fb0011385c58";"1";"0";"0";"300";23;"female";"online";551,387499988778;24;43,2793585167973
"5c90f5eae2d9fb0011385c58";"1";"0";"1";"0";23;"female";"online";467,285714311791;14;20,279071816321
"5c90f5eae2d9fb0011385c58";"1";"0";"1";"300";23;"female";"online";597,492307693196;26;64,1721578518783
"5c90f5eae2d9fb0011385c58";"1";"1";"0";"0";23;"female";"online";535,208333351572;24;41,0678348877311
"5c90f5eae2d9fb0011385c58";"1";"1";"0";"300";23;"female";"online";597,064705853186;17;56,05370779758
"5c90f5eae2d9fb0011385c58";"1";"1";"1";"0";23;"female";"online";625,316666672006;18;51,1719006394608
"5c90f5eae2d9fb0011385c58";"1";"1";"1";"300";23;"female";"online";565,771428602082;21;62,7979413219795
"5c97b5f7cff9b20017cae6ee";"0";"0";"0";"0";27;"male";"online";702,936249998554;24;60,5775807437201
"5c97b5f7cff9b20017cae6ee";"0";"0";"0";"300";27;"male";"online";619,383571428314;21;63,6892687877449
"5c97b5f7cff9b20017cae6ee";"0";"0";"1";"0";27;"male";"online";749,794722225892;18;69,593490627915
"5c97b5f7cff9b20017cae6ee";"0";"0";"1";"300";27;"male";"online";670,250749999831;20;57,1561212550419
"5c97b5f7cff9b20017cae6ee";"0";"1";"0";"0";27;"male";"online";731,758947369311;19;67,7873379533082
"5c97b5f7cff9b20017cae6ee";"0";"1";"0";"300";27;"male";"online";801,015399998287;25;85,0087543807275
"5c97b5f7cff9b20017cae6ee";"0";"1";"1";"0";27;"male";"online";818,793461540526;26;59,5135830147628
"5c97b5f7cff9b20017cae6ee";"0";"1";"1";"300";27;"male";"online";721,675000002671;22;55,7343818732965
"5c97b5f7cff9b20017cae6ee";"1";"0";"0";"0";27;"male";"online";790,319545452472;22;65,1693066808235
"5c97b5f7cff9b20017cae6ee";"1";"0";"0";"300";27;"male";"online";771,020185186192;27;65,652652733584
"5c97b5f7cff9b20017cae6ee";"1";"0";"1";"0";27;"male";"online";684,112857141632;21;71,0368641720687
"5c97b5f7cff9b20017cae6ee";"1";"0";"1";"300";27;"male";"online";899,580217393004;23;81,2816848329905
"5c97b5f7cff9b20017cae6ee";"1";"1";"0";"0";27;"male";"online";668,731041667343;24;47,71316669043
"5c97b5f7cff9b20017cae6ee";"1";"1";"0";"300";27;"male";"online";643,871111112983;18;65,6708843322818
"5c97b5f7cff9b20017cae6ee";"1";"1";"1";"0";27;"male";"online";738,830999999482;20;73,5721985659541
"5c97b5f7cff9b20017cae6ee";"1";"1";"1";"300";27;"male";"online";776,358181819722;22;87,0853868730432
"5d0a1cd4561a350001d62ab3";"0";"0";"0";"0";23;"male";"online";840,699374995893;8;108,418051453008
"5d0a1cd4561a350001d62ab3";"0";"0";"0";"300";23;"male";"online";791,910789441317;19;106,509048391526
"5d0a1cd4561a350001d62ab3";"0";"0";"1";"0";23;"male";"online";608,365000018643;18;66,9134936427099
"5d0a1cd4561a350001d62ab3";"0";"0";"1";"300";23;"male";"online";897,796190443582;21;85,1768935364772
"5d0a1cd4561a350001d62ab3";"0";"1";"0";"0";23;"male";"online";680,673076905525;26;57,5273473937699
"5d0a1cd4561a350001d62ab3";"0";"1";"0";"300";23;"male";"online";862,778999982402;10;164,960302158585
"5d0a1cd4561a350001d62ab3";"0";"1";"1";"0";23;"male";"online";861,587894798599;19;102,566302909047
"5d0a1cd4561a350001d62ab3";"0";"1";"1";"300";23;"male";"online";870,321666695721;24;122,792093932509
"5d0a1cd4561a350001d62ab3";"1";"0";"0";"0";23;"male";"online";1155,95599997323;10;145,845473575908
"5d0a1cd4561a350001d62ab3";"1";"0";"0";"300";23;"male";"online";1042,09973681473;19;132,693807601126
"5d0a1cd4561a350001d62ab3";"1";"0";"1";"0";23;"male";"online";882,173529387835;17;108,665944211116
"5d0a1cd4561a350001d62ab3";"1";"0";"1";"300";23;"male";"online";842,121249996125;12;138,778704210646
"5d0a1cd4561a350001d62ab3";"1";"1";"0";"0";23;"male";"online";926,053863611411;22;96,8073486165246
"5d0a1cd4561a350001d62ab3";"1";"1";"0";"300";23;"male";"online";872,758249973412;20;69,6199791052808
"5d0a1cd4561a350001d62ab3";"1";"1";"1";"0";23;"male";"online";780,723333307024;27;83,3312001540398
"5d0a1cd4561a350001d62ab3";"1";"1";"1";"300";23;"male";"online";1096,60833336723;18;142,166311339362
"5d12020e90265e00199ba8a9";"0";"0";"0";"0";25;"female";"online";662,579999941712;15;51,2465678902891
"5d12020e90265e00199ba8a9";"0";"0";"0";"300";25;"female";"online";649,400624989842;24;54,2341619929757
"5d12020e90265e00199ba8a9";"0";"0";"1";"0";25;"female";"online";902,057916643874;12;122,772849913849
"5d12020e90265e00199ba8a9";"0";"0";"1";"300";25;"female";"online";582,069375013816;16;53,898812816153
"5d12020e90265e00199ba8a9";"0";"1";"0";"0";25;"female";"online";798,535468748014;32;64,0538257592144
"5d12020e90265e00199ba8a9";"0";"1";"0";"300";25;"female";"online";626,447826067148;23;36,1657423796908
"5d12020e90265e00199ba8a9";"0";"1";"1";"0";25;"female";"online";931,191458347409;24;78,7372909563883
"5d12020e90265e00199ba8a9";"0";"1";"1";"300";25;"female";"online";659,50687500299;24;51,2746971044165
"5d12020e90265e00199ba8a9";"1";"0";"0";"0";25;"female";"online";803,774705882568;17;64,4997293310654
"5d12020e90265e00199ba8a9";"1";"0";"0";"300";25;"female";"online";593,777894765433;19;51,0557935899425
"5d12020e90265e00199ba8a9";"1";"0";"1";"0";25;"female";"online";753,078750018696;28;47,3724506657998
"5d12020e90265e00199ba8a9";"1";"0";"1";"300";25;"female";"online";563,749629659233;27;35,1158051177198
"5d12020e90265e00199ba8a9";"1";"1";"0";"0";25;"female";"online";856,037142875027;21;98,6819458030798
"5d12020e90265e00199ba8a9";"1";"1";"0";"300";25;"female";"online";600,120833347319;24;46,2957992330964
"5d12020e90265e00199ba8a9";"1";"1";"1";"0";25;"female";"online";765,844062480028;16;79,3860419568634
"5d12020e90265e00199ba8a9";"1";"1";"1";"300";25;"female";"online";509,670909134333;11;53,6115230588578
"5d3848f6b7bcbd000114235f";"0";"0";"0";"0";21;"female";"online";605,991363641806;22;34,2529488957811
"5d3848f6b7bcbd000114235f";"0";"0";"0";"300";21;"female";"online";642,785750009352;20;44,1060041097126
"5d3848f6b7bcbd000114235f";"0";"0";"1";"0";21;"female";"online";702,121785700521;14;39,8815503757402
"5d3848f6b7bcbd000114235f";"0";"0";"1";"300";21;"female";"online";693,71631579155;19;74,8075237132759
"5d3848f6b7bcbd000114235f";"0";"1";"0";"0";21;"female";"online";639,586499985307;20;40,5385561205987
"5d3848f6b7bcbd000114235f";"0";"1";"0";"300";21;"female";"online";645,165434770246;23;47,0957956477892
"5d3848f6b7bcbd000114235f";"0";"1";"1";"0";21;"female";"online";676,519999993034;25;32,9370715825931
"5d3848f6b7bcbd000114235f";"0";"1";"1";"300";21;"female";"online";634,599772710565;22;26,2562860777039
"5d3848f6b7bcbd000114235f";"1";"0";"0";"0";21;"female";"online";821,627777768299;18;113,463226992254
"5d3848f6b7bcbd000114235f";"1";"0";"0";"300";21;"female";"online";703,046041671769;24;47,3362339697102
"5d3848f6b7bcbd000114235f";"1";"0";"1";"0";21;"female";"online";679,760263160508;19;41,6425253646622
"5d3848f6b7bcbd000114235f";"1";"0";"1";"300";21;"female";"online";661,278684213022;19;37,082326763587
"5d3848f6b7bcbd000114235f";"1";"1";"0";"0";21;"female";"online";687,575833343241;24;47,2224636021494
"5d3848f6b7bcbd000114235f";"1";"1";"0";"300";21;"female";"online";546,732666661653;15;27,0233028649619
"5d3848f6b7bcbd000114235f";"1";"1";"1";"0";21;"female";"online";780,244499997934;20;72,2679826196361
"5d3848f6b7bcbd000114235f";"1";"1";"1";"300";21;"female";"online";573,539523812499;21;24,5390083361229
"5d4a41890e604c00011ade8b";"0";"0";"0";"0";24;"male";"online";709,510714287586;21;86,3971294578203
"5d4a41890e604c00011ade8b";"0";"0";"0";"300";24;"male";"online";776,178214285356;14;120,418083138985
"5d4a41890e604c00011ade8b";"0";"0";"1";"0";24;"male";"online";660,4940000012;20;54,1369551986882
"5d4a41890e604c00011ade8b";"0";"0";"1";"300";24;"male";"online";730,901250003808;20;61,8111518061823
"5d4a41890e604c00011ade8b";"0";"1";"0";"0";24;"male";"online";702,833695650359;23;59,2942179989017
"5d4a41890e604c00011ade8b";"0";"1";"0";"300";24;"male";"online";793,579722221934;18;65,952148808386
"5d4a41890e604c00011ade8b";"0";"1";"1";"0";24;"male";"online";832,859523811272;21;86,797222950668
"5d4a41890e604c00011ade8b";"0";"1";"1";"300";24;"male";"online";745,63321428652;28;50,5708340000467
"5d4a41890e604c00011ade8b";"1";"0";"0";"0";24;"male";"online";845,547368419111;19;76,5084569487039
"5d4a41890e604c00011ade8b";"1";"0";"0";"300";24;"male";"online";875,687631580059;19;68,6449318980775
"5d4a41890e604c00011ade8b";"1";"0";"1";"0";24;"male";"online";762,128913042429;23;46,1178266199792
"5d4a41890e604c00011ade8b";"1";"0";"1";"300";24;"male";"online";1011,60977272562;22;80,088887899523
"5d4a41890e604c00011ade8b";"1";"1";"0";"0";24;"male";"online";837,363125001502;24;55,0639456653846
"5d4a41890e604c00011ade8b";"1";"1";"0";"300";24;"male";"online";858,096764705418;17;90,9233032358211
"5d4a41890e604c00011ade8b";"1";"1";"1";"0";24;"male";"online";756,903947367008;19;72,3165065450154
"5d4a41890e604c00011ade8b";"1";"1";"1";"300";24;"male";"online";850,931399998376;25;79,5729093049442
"5d5bcd6c0802ee001608c5a8";"0";"0";"0";"0";24;"male";"online";586,862619047663;21;56,8877952248825
"5d5bcd6c0802ee001608c5a8";"0";"0";"0";"300";24;"male";"online";628,545588235183;17;43,9589737874636
"5d5bcd6c0802ee001608c5a8";"0";"0";"1";"0";24;"male";"online";666,437666666764;15;94,1689814513623
"5d5bcd6c0802ee001608c5a8";"0";"0";"1";"300";24;"male";"online";607,388214285754;28;35,5105650193192
"5d5bcd6c0802ee001608c5a8";"0";"1";"0";"0";24;"male";"online";575,413863636336;22;41,3017217534276
"5d5bcd6c0802ee001608c5a8";"0";"1";"0";"300";24;"male";"online";632,429500000199;20;53,005626818925
"5d5bcd6c0802ee001608c5a8";"0";"1";"1";"0";24;"male";"online";569,374074073892;27;38,5726716768347
"5d5bcd6c0802ee001608c5a8";"0";"1";"1";"300";24;"male";"online";606,240000000229;24;53,1013729335652
"5d5bcd6c0802ee001608c5a8";"1";"0";"0";"0";24;"male";"online";704,291041666826;24;63,7383962080468
"5d5bcd6c0802ee001608c5a8";"1";"0";"0";"300";24;"male";"online";703,198181818168;22;54,7502744478495
"5d5bcd6c0802ee001608c5a8";"1";"0";"1";"0";24;"male";"online";607,485714285807;21;47,1879301876094
"5d5bcd6c0802ee001608c5a8";"1";"0";"1";"300";24;"male";"online";682,601904762025;21;70,3609946602299
"5d5bcd6c0802ee001608c5a8";"1";"1";"0";"0";24;"male";"online";535,680217391285;23;23,991420354791
"5d5bcd6c0802ee001608c5a8";"1";"1";"0";"300";24;"male";"online";621,952647058769;17;58,9739250380318
