"pp";"counterbalance";"blockNum";"trialNum";"rt";"Response";"Attempt";"error";"Timed.Out";"ANSWER";"cuecolor";"framecolor";"task";"stimulus";"cocoa";"Participant.OS";"Participant.Browser";"ppViewportSize";"task_R";"ANSWER_R";"cuecolor_R";"error_R";"age";"sex";"psyKnowledge";"education";"handedness";"motherTongue";"country"
"JT5";"BRAC1_vertAA_1st300";3;27;536,990000022342;"L";1;0;NA;"L";"blue";"black";"parity";4;0;"Windows";"Chrome";"1920x937";1;0;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;28;950,524999992922;"L";1;0;NA;"L";"red";"black";"magnit";2;0;"Windows";"Chrome";"1920x937";1;0;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;29;696,805000014137;"A";1;0;NA;"A";"red";"black";"parity";3;0;"Windows";"Chrome";"1920x937";1;1;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;30;626,084999996237;"L";1;0;NA;"L";"blue";"black";"magnit";4;0;"Windows";"Chrome";"1920x937";1;1;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;31;1164,6999999939;"A";1;0;NA;"A";"blue";"black";"parity";1;0;"Windows";"Chrome";"1920x937";1;1;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;32;495,5600000103;"L";1;0;NA;"L";"blue";"black";"magnit";4;0;"Windows";"Chrome";"1920x937";1;1;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;33;547,419999988051;"A";1;0;NA;"A";"blue";"black";"parity";1;0;"Windows";"Chrome";"1920x937";1;1;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;34;530,815000005532;"A";1;0;NA;"A";"red";"black";"magnit";7;0;"Windows";"Chrome";"1920x937";1;0;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;35;1080,09500001208;"L";1;0;NA;"L";"blue";"black";"parity";4;0;"Windows";"Chrome";"1920x937";1;1;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;36;635,080000007292;"A";1;0;NA;"A";"red";"black";"magnit";6;0;"Windows";"Chrome";"1920x937";1;1;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;37;607,419999985723;"A";1;0;NA;"A";"blue";"black";"parity";7;0;"Windows";"Chrome";"1920x937";1;0;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;38;602,69500000868;"L";1;0;NA;"L";"red";"black";"magnit";4;0;"Windows";"Chrome";"1920x937";1;1;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;39;866,975000011735;"L";1;0;NA;"L";"red";"black";"parity";6;0;"Windows";"Chrome";"1920x937";1;0;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;40;920,390000013867;"A";1;1;NA;"L";"red";"black";"magnit";1;0;"Windows";"Chrome";"1920x937";1;0;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;41;1244,00999999489;"A";1;0;NA;"A";"blue";"black";"parity";9;0;"Windows";"Chrome";"1920x937";1;1;1;1;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;42;982,199999998556;"L";1;0;NA;"L";"red";"black";"parity";8;0;"Windows";"Chrome";"1920x937";0;1;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;43;591,294999991078;"L";1;0;NA;"L";"red";"black";"magnit";3;0;"Windows";"Chrome";"1920x937";1;0;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;44;606,965000013588;"A";1;1;NA;"L";"red";"black";"parity";6;0;"Windows";"Chrome";"1920x937";1;0;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;45;984,779999998864;"L";1;0;NA;"L";"red";"black";"magnit";2;0;"Windows";"Chrome";"1920x937";1;0;0;1;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;46;602,504999988014;"A";1;0;NA;"A";"blue";"black";"magnit";6;0;"Windows";"Chrome";"1920x937";0;1;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;47;896,765000012238;"L";1;0;NA;"L";"blue";"black";"parity";2;0;"Windows";"Chrome";"1920x937";1;1;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;48;628,144999995129;"A";1;0;NA;"A";"red";"black";"parity";1;0;"Windows";"Chrome";"1920x937";0;1;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;49;586,634999985108;"A";1;0;NA;"A";"red";"black";"magnit";8;0;"Windows";"Chrome";"1920x937";1;0;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;50;510,899999993853;"L";1;0;NA;"L";"red";"black";"magnit";3;0;"Windows";"Chrome";"1920x937";0;1;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;51;1148,11999999802;"L";1;0;NA;"L";"red";"black";"magnit";4;0;"Windows";"Chrome";"1920x937";0;0;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;52;695,670000015525;"L";1;0;NA;"L";"red";"black";"parity";2;0;"Windows";"Chrome";"1920x937";1;0;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;53;973,070000007283;"A";1;0;NA;"A";"blue";"black";"magnit";9;0;"Windows";"Chrome";"1920x937";1;1;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;54;877,749999985099;"L";1;0;NA;"L";"red";"black";"parity";4;0;"Windows";"Chrome";"1920x937";1;1;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;55;569,455000018934;"A";1;0;NA;"A";"red";"black";"parity";7;0;"Windows";"Chrome";"1920x937";0;1;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;56;768,015000008745;"A";1;0;NA;"A";"red";"black";"parity";1;0;"Windows";"Chrome";"1920x937";0;0;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;57;650,834999978542;"L";1;0;NA;"L";"red";"black";"parity";2;0;"Windows";"Chrome";"1920x937";0;1;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;58;633,700000005774;"A";1;0;NA;"A";"blue";"black";"parity";3;0;"Windows";"Chrome";"1920x937";0;1;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;59;527,304999995977;"A";1;0;NA;"A";"red";"black";"magnit";6;0;"Windows";"Chrome";"1920x937";1;0;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;60;737,5400000019;"L";1;0;NA;"L";"blue";"black";"parity";8;0;"Windows";"Chrome";"1920x937";1;1;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;61;578,699999983655;"A";1;0;NA;"A";"red";"black";"parity";1;0;"Windows";"Chrome";"1920x937";0;1;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;62;661,149999999907;"L";1;0;NA;"L";"blue";"black";"parity";6;0;"Windows";"Chrome";"1920x937";0;1;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;63;576,184999983525;"L";1;0;NA;"L";"blue";"black";"magnit";3;0;"Windows";"Chrome";"1920x937";1;0;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;64;466,260000015609;"A";1;0;NA;"A";"red";"black";"magnit";7;0;"Windows";"Chrome";"1920x937";0;1;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;65;534,004999994067;"A";1;0;NA;"A";"red";"black";"magnit";8;0;"Windows";"Chrome";"1920x937";0;0;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;66;444,57500000135;"L";1;0;NA;"L";"blue";"black";"magnit";2;0;"Windows";"Chrome";"1920x937";0;1;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;67;645,18500000122;"A";1;0;NA;"A";"blue";"black";"magnit";6;0;"Windows";"Chrome";"1920x937";0;1;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;68;591,159999981755;"A";1;0;NA;"A";"blue";"black";"magnit";7;0;"Windows";"Chrome";"1920x937";0;0;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;69;528,344999998808;"L";1;0;NA;"L";"red";"black";"magnit";2;0;"Windows";"Chrome";"1920x937";0;1;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;70;905,560000013793;"L";1;0;NA;"L";"red";"black";"magnit";4;0;"Windows";"Chrome";"1920x937";0;0;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;71;1052,39500000607;"L";1;0;NA;"L";"blue";"black";"parity";6;0;"Windows";"Chrome";"1920x937";1;0;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;72;558,279999997467;"A";1;0;NA;"A";"blue";"black";"parity";1;0;"Windows";"Chrome";"1920x937";0;1;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;73;1309,31499999133;"L";1;0;NA;"L";"blue";"black";"parity";2;0;"Windows";"Chrome";"1920x937";0;1;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;74;917,400000005728;"A";1;0;NA;"A";"red";"black";"parity";3;0;"Windows";"Chrome";"1920x937";0;1;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;75;658,995000005234;"A";1;0;NA;"A";"blue";"black";"parity";9;0;"Windows";"Chrome";"1920x937";0;0;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;76;538,274999998976;"A";1;0;NA;"A";"blue";"black";"parity";7;0;"Windows";"Chrome";"1920x937";0;0;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;77;637,384999979986;"L";1;0;NA;"L";"blue";"black";"parity";8;0;"Windows";"Chrome";"1920x937";0;1;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;78;806,639999995241;"A";1;0;NA;"A";"blue";"black";"magnit";7;0;"Windows";"Chrome";"1920x937";1;1;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;79;499,970000004396;"A";1;0;NA;"A";"red";"black";"magnit";6;0;"Windows";"Chrome";"1920x937";0;0;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;80;540,684999985388;"L";1;1;NA;"A";"red";"black";"parity";9;0;"Windows";"Chrome";"1920x937";1;0;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;81;2013,76000000164;"L";1;0;NA;"L";"red";"black";"magnit";1;0;"Windows";"Chrome";"1920x937";1;1;0;1;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;82;583,550000010291;"A";1;0;NA;"A";"red";"black";"magnit";9;0;"Windows";"Chrome";"1920x937";0;1;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;83;488,329999992857;"A";1;0;NA;"A";"blue";"black";"magnit";7;0;"Windows";"Chrome";"1920x937";0;0;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;84;508,67000001017;"A";1;0;NA;"A";"red";"black";"magnit";8;0;"Windows";"Chrome";"1920x937";0;0;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;85;656,94500002428;"A";1;0;NA;"A";"blue";"black";"parity";9;0;"Windows";"Chrome";"1920x937";1;0;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;86;807,345000008354;"L";1;0;NA;"L";"blue";"black";"parity";8;0;"Windows";"Chrome";"1920x937";0;1;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;87;1368,39000001783;"A";1;0;NA;"A";"blue";"black";"magnit";9;0;"Windows";"Chrome";"1920x937";1;1;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;88;500,069999980042;"L";1;0;NA;"L";"blue";"black";"magnit";3;0;"Windows";"Chrome";"1920x937";0;1;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;89;537,294999987353;"A";1;0;NA;"A";"red";"black";"magnit";9;0;"Windows";"Chrome";"1920x937";0;1;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;90;791,93999999552;"L";1;0;NA;"L";"blue";"black";"parity";4;0;"Windows";"Chrome";"1920x937";1;1;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;91;763,979999988806;"L";1;0;NA;"L";"red";"black";"parity";8;0;"Windows";"Chrome";"1920x937";0;0;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;92;546,620000008261;"A";1;0;NA;"A";"red";"black";"parity";7;0;"Windows";"Chrome";"1920x937";0;1;0;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;93;773,415000003297;"L";1;0;NA;"L";"blue";"black";"parity";2;0;"Windows";"Chrome";"1920x937";0;1;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;94;634,780000022147;"A";1;0;NA;"A";"red";"black";"parity";7;0;"Windows";"Chrome";"1920x937";0;1;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"JT5";"BRAC1_vertAA_1st300";3;95;1085,21499999915;"A";1;0;NA;"A";"blue";"black";"parity";3;0;"Windows";"Chrome";"1920x937";0;0;1;0;"27";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;0;1713,51500006858;"L";1;0;NA;"L";"red";"black";"magnit";1;300;"Windows";"Chrome";"1536x706";99;99;99;99;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;1;1511,79000001866;"A";1;0;NA;"A";"red";"black";"magnit";7;300;"Windows";"Chrome";"1536x706";0;1;0;0;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;2;1195,8099999465;"L";1;0;NA;"L";"red";"black";"magnit";1;300;"Windows";"Chrome";"1536x706";0;1;0;0;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;3;1654,60999996867;"A";1;0;NA;"A";"blue";"black";"magnit";7;300;"Windows";"Chrome";"1536x706";0;1;1;0;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;4;1333,44499999657;"L";1;0;NA;"L";"red";"black";"parity";8;300;"Windows";"Chrome";"1536x706";1;1;1;0;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;5;1398,21000001393;"L";1;0;NA;"L";"blue";"black";"magnit";2;300;"Windows";"Chrome";"1536x706";1;0;1;0;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;6;1276,40500001144;"A";1;0;NA;"A";"red";"black";"parity";7;300;"Windows";"Chrome";"1536x706";1;1;1;0;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;7;1125,57999999262;"A";1;0;NA;"A";"red";"black";"parity";9;300;"Windows";"Chrome";"1536x706";0;0;0;0;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;8;1892,42499996908;"A";1;1;NA;"L";"blue";"black";"magnit";4;300;"Windows";"Chrome";"1536x706";1;1;1;0;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;9;1495,86000002455;"A";1;0;NA;"A";"blue";"black";"magnit";7;300;"Windows";"Chrome";"1536x706";0;1;0;1;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;10;1522,3850000184;"L";1;0;NA;"L";"blue";"black";"parity";4;300;"Windows";"Chrome";"1536x706";1;1;0;0;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;11;1667,15500003193;"A";1;0;NA;"A";"blue";"black";"parity";1;300;"Windows";"Chrome";"1536x706";0;1;0;0;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;12;1096,22000006493;"A";1;0;NA;"A";"blue";"black";"magnit";8;300;"Windows";"Chrome";"1536x706";1;0;0;0;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;13;2041,45500005689;"A";1;0;NA;"A";"red";"black";"parity";9;300;"Windows";"Chrome";"1536x706";1;0;1;0;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;14;1130,42499998119;"A";1;0;NA;"A";"blue";"black";"parity";3;300;"Windows";"Chrome";"1536x706";0;0;1;0;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;15;953,59000004828;"L";1;0;NA;"L";"blue";"black";"magnit";1;300;"Windows";"Chrome";"1536x706";1;1;0;0;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;16;1565,21000002977;"A";1;0;NA;"A";"red";"black";"magnit";9;300;"Windows";"Chrome";"1536x706";0;1;1;0;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;17;1268,92499998212;"L";1;0;NA;"L";"blue";"black";"parity";2;300;"Windows";"Chrome";"1536x706";1;1;1;0;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;18;1938,44499997795;"A";1;0;NA;"A";"blue";"black";"parity";1;300;"Windows";"Chrome";"1536x706";0;1;0;0;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;19;960,259999963455;"A";1;0;NA;"A";"blue";"black";"magnit";8;300;"Windows";"Chrome";"1536x706";1;0;0;0;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;20;1822,89499999024;"A";1;0;NA;"A";"blue";"black";"parity";1;300;"Windows";"Chrome";"1536x706";1;0;0;0;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;21;969,475000048988;"L";1;0;NA;"L";"blue";"black";"magnit";3;300;"Windows";"Chrome";"1536x706";1;1;0;0;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;22;1678,27499995474;"L";1;0;NA;"L";"blue";"black";"parity";6;300;"Windows";"Chrome";"1536x706";1;0;0;0;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;23;2084,37499997672;"A";1;0;NA;"A";"red";"black";"magnit";9;300;"Windows";"Chrome";"1536x706";1;1;1;0;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;24;892,88000005763;"L";1;1;NA;"A";"red";"black";"parity";1;300;"Windows";"Chrome";"1536x706";1;0;0;0;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;25;1121,84000003617;"L";1;0;NA;"L";"red";"black";"parity";4;300;"Windows";"Chrome";"1536x706";0;1;0;1;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;26;1092,73000003304;"A";1;0;NA;"A";"red";"black";"magnit";6;300;"Windows";"Chrome";"1536x706";1;1;0;0;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;27;1263,50000000093;"A";1;0;NA;"A";"red";"black";"parity";9;300;"Windows";"Chrome";"1536x706";1;0;0;0;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;28;987,554999999702;"L";1;0;NA;"L";"blue";"black";"magnit";1;300;"Windows";"Chrome";"1536x706";1;1;1;0;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;29;1462,45499991346;"L";1;0;NA;"L";"red";"black";"parity";2;300;"Windows";"Chrome";"1536x706";1;0;1;0;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;30;1290,01500003505;"L";1;0;NA;"L";"blue";"black";"magnit";3;300;"Windows";"Chrome";"1536x706";1;0;1;0;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;31;1512,95000000391;"L";1;0;NA;"L";"blue";"black";"parity";2;300;"Windows";"Chrome";"1536x706";1;0;0;0;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
"NW8";"BRAC1_vertAA_1st300";0;32;2131,89999992028;"A";1;0;NA;"A";"blue";"black";"parity";7;300;"Windows";"Chrome";"1536x706";0;1;0;0;"21";"female";"Some knowledge as amateur";"High school diploma";"right-handed";"German";"Germany"
