"pp";"counterbalance";"blockNum";"trialNum";"rt";"Response";"Attempt";"error";"Timed.Out";"ANSWER";"cuecolor";"framecolor";"task";"stimulus";"cocoa";"Participant.OS";"Participant.Browser";"ppViewportSize";"task_R";"ANSWER_R";"cuecolor_R";"error_R";"age";"sex";"psyKnowledge";"education";"handedness";"motherTongue";"country"
"OY2";"BRAC1_horiAA_1st0";0;0;788,029999999941;"L";1;0;NA;"L";"red";"black";"magnit";3;0;"Windows";"Chrome";"1280x610";99;99;99;99;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;1;544,689999999944;"L";1;0;NA;"L";"blue";"black";"magnit";1;0;"Windows";"Chrome";"1280x610";0;0;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;2;925,204999999987;"L";1;0;NA;"L";"blue";"black";"parity";8;0;"Windows";"Chrome";"1280x610";1;0;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;3;604,444999999949;"A";1;0;NA;"A";"red";"black";"parity";1;0;"Windows";"Chrome";"1280x610";0;1;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;4;575,330000000104;"L";1;0;NA;"L";"blue";"black";"parity";8;0;"Windows";"Chrome";"1280x610";0;1;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;5;524,175000000017;"L";1;0;NA;"L";"blue";"black";"parity";2;0;"Windows";"Chrome";"1280x610";0;0;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;6;705,590000000026;"A";1;0;NA;"A";"blue";"black";"magnit";9;0;"Windows";"Chrome";"1280x610";1;1;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;7;653,684999999998;"A";1;0;NA;"A";"red";"black";"magnit";8;0;"Windows";"Chrome";"1280x610";0;0;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;8;838,130000000121;"L";1;0;NA;"L";"red";"black";"magnit";4;0;"Windows";"Chrome";"1280x610";0;1;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;9;539,459999999963;"A";1;0;NA;"A";"red";"black";"magnit";8;0;"Windows";"Chrome";"1280x610";0;1;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;10;456,115000000165;"L";1;0;NA;"L";"blue";"black";"magnit";2;0;"Windows";"Chrome";"1280x610";0;1;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;11;843,395000000106;"A";1;0;NA;"A";"blue";"black";"parity";9;0;"Windows";"Chrome";"1280x610";1;1;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;12;474,970000000001;"L";1;0;NA;"L";"blue";"black";"magnit";2;0;"Windows";"Chrome";"1280x610";1;1;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;13;872,509999999922;"A";1;0;NA;"A";"red";"black";"magnit";9;0;"Windows";"Chrome";"1280x610";0;1;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;14;795,075000000012;"L";1;1;NA;"A";"red";"black";"parity";3;0;"Windows";"Chrome";"1280x610";1;0;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;15;687,89000000013;"A";1;0;NA;"A";"red";"black";"magnit";8;0;"Windows";"Chrome";"1280x610";1;0;0;1;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;16;732,854999999981;"L";1;0;NA;"L";"blue";"black";"parity";2;0;"Windows";"Chrome";"1280x610";1;1;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;17;1125,78000000009;"A";1;0;NA;"A";"blue";"black";"magnit";7;0;"Windows";"Chrome";"1280x610";1;1;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;18;511,310000000085;"L";1;0;NA;"L";"red";"black";"magnit";2;0;"Windows";"Chrome";"1280x610";0;1;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;19;583,069999999891;"L";1;0;NA;"L";"blue";"black";"magnit";4;0;"Windows";"Chrome";"1280x610";0;0;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;20;775,415000000066;"A";1;0;NA;"A";"blue";"black";"magnit";6;0;"Windows";"Chrome";"1280x610";0;1;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;21;682,16499999995;"A";1;0;NA;"A";"blue";"black";"parity";3;0;"Windows";"Chrome";"1280x610";1;0;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;22;504,320000000007;"A";1;0;NA;"A";"red";"black";"parity";7;0;"Windows";"Chrome";"1280x610";0;0;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;23;539,694999999949;"A";1;0;NA;"A";"red";"black";"parity";9;0;"Windows";"Chrome";"1280x610";0;0;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;24;644,964999999967;"A";1;0;NA;"A";"blue";"black";"magnit";7;0;"Windows";"Chrome";"1280x610";1;0;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;25;453,089999999967;"L";1;0;NA;"L";"red";"black";"parity";4;0;"Windows";"Chrome";"1280x610";1;1;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;26;483,559999999881;"A";1;0;NA;"A";"red";"black";"parity";7;0;"Windows";"Chrome";"1280x610";0;1;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;27;545,924999999872;"L";1;0;NA;"L";"red";"black";"parity";6;0;"Windows";"Chrome";"1280x610";0;1;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;28;912,845000000059;"A";1;0;NA;"A";"red";"black";"parity";1;0;"Windows";"Chrome";"1280x610";0;1;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;29;565,045000000042;"A";1;0;NA;"A";"blue";"black";"parity";9;0;"Windows";"Chrome";"1280x610";0;0;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;30;452,950000000099;"L";1;0;NA;"L";"red";"black";"parity";2;0;"Windows";"Chrome";"1280x610";0;1;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;31;616,520000000048;"A";1;0;NA;"A";"blue";"black";"parity";1;0;"Windows";"Chrome";"1280x610";0;1;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;32;562,554999999964;"A";1;0;NA;"A";"red";"black";"magnit";7;0;"Windows";"Chrome";"1280x610";1;0;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;33;466,574999999924;"L";1;0;NA;"L";"blue";"black";"magnit";4;0;"Windows";"Chrome";"1280x610";0;1;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;34;474,124999999971;"L";1;0;NA;"L";"blue";"black";"magnit";1;0;"Windows";"Chrome";"1280x610";0;0;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;35;578,184999999852;"L";1;0;NA;"L";"blue";"black";"parity";4;0;"Windows";"Chrome";"1280x610";1;0;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;36;428,574999999895;"L";1;0;NA;"L";"blue";"black";"magnit";3;0;"Windows";"Chrome";"1280x610";1;0;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;37;1788,16499999992;"L";1;0;NA;"L";"red";"black";"parity";8;0;"Windows";"Chrome";"1280x610";1;0;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;38;632,235000000044;"A";1;0;NA;"A";"red";"black";"parity";1;0;"Windows";"Chrome";"1280x610";0;1;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;39;983,549999999901;"L";1;0;NA;"L";"blue";"black";"parity";6;0;"Windows";"Chrome";"1280x610";0;1;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;40;523,774999999878;"A";1;0;NA;"A";"red";"black";"parity";7;0;"Windows";"Chrome";"1280x610";0;1;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;41;504,879999999946;"L";1;0;NA;"L";"red";"black";"magnit";1;0;"Windows";"Chrome";"1280x610";1;1;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;42;485,304999999935;"A";1;0;NA;"A";"red";"black";"parity";9;0;"Windows";"Chrome";"1280x610";1;1;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;43;473,504999999946;"L";1;0;NA;"L";"blue";"black";"magnit";3;0;"Windows";"Chrome";"1280x610";1;1;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;44;584,939999999944;"A";1;0;NA;"A";"blue";"black";"parity";1;0;"Windows";"Chrome";"1280x610";1;1;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;45;441,470000000205;"A";1;0;NA;"A";"blue";"black";"parity";7;0;"Windows";"Chrome";"1280x610";0;0;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;46;680,830000000016;"A";1;0;NA;"A";"blue";"black";"magnit";6;0;"Windows";"Chrome";"1280x610";1;0;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;47;427,599999999977;"L";1;0;NA;"L";"blue";"black";"magnit";2;0;"Windows";"Chrome";"1280x610";0;1;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;48;475,325000000128;"L";1;0;NA;"L";"red";"black";"magnit";4;0;"Windows";"Chrome";"1280x610";0;0;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;49;490,909999999974;"A";1;0;NA;"A";"red";"black";"magnit";6;0;"Windows";"Chrome";"1280x610";0;1;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;50;450,604999999981;"A";1;0;NA;"A";"blue";"black";"parity";7;0;"Windows";"Chrome";"1280x610";1;0;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;51;558,864999999991;"L";1;0;NA;"L";"blue";"black";"parity";4;0;"Windows";"Chrome";"1280x610";0;1;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;52;610,179999999935;"L";1;0;NA;"L";"red";"black";"parity";6;0;"Windows";"Chrome";"1280x610";0;0;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;53;1137,50000000006;"A";1;0;NA;"A";"red";"black";"magnit";7;0;"Windows";"Chrome";"1280x610";1;1;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;54;441,684999999998;"L";1;0;NA;"L";"blue";"black";"magnit";3;0;"Windows";"Chrome";"1280x610";0;1;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;55;738,705000000016;"L";1;0;NA;"L";"red";"black";"parity";8;0;"Windows";"Chrome";"1280x610";1;0;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;56;484,590000000026;"L";1;0;NA;"L";"red";"black";"magnit";2;0;"Windows";"Chrome";"1280x610";1;0;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;57;535,604999999981;"L";1;0;NA;"L";"red";"black";"parity";4;0;"Windows";"Chrome";"1280x610";1;0;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;58;489,624999999942;"A";1;0;NA;"A";"blue";"black";"magnit";6;0;"Windows";"Chrome";"1280x610";1;1;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;59;502,125;"L";1;0;NA;"L";"blue";"black";"parity";8;0;"Windows";"Chrome";"1280x610";1;1;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;60;529,819999999949;"A";1;0;NA;"A";"red";"black";"parity";9;0;"Windows";"Chrome";"1280x610";0;1;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;61;513,194999999949;"L";1;0;NA;"L";"red";"black";"magnit";4;0;"Windows";"Chrome";"1280x610";1;1;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;62;418,855000000098;"L";1;0;NA;"L";"red";"black";"magnit";2;0;"Windows";"Chrome";"1280x610";0;0;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;63;498,544999999925;"L";1;0;NA;"L";"red";"black";"parity";6;0;"Windows";"Chrome";"1280x610";1;0;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;64;965,245000000112;"L";1;0;NA;"L";"red";"black";"parity";2;0;"Windows";"Chrome";"1280x610";0;0;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;65;534,120000000054;"L";1;0;NA;"L";"red";"black";"magnit";1;0;"Windows";"Chrome";"1280x610";1;0;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;66;524,899999999907;"L";1;0;NA;"L";"red";"black";"magnit";3;0;"Windows";"Chrome";"1280x610";0;0;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;67;519,219999999914;"A";1;0;NA;"A";"blue";"black";"parity";9;0;"Windows";"Chrome";"1280x610";1;1;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;68;566,294999999867;"L";1;0;NA;"L";"red";"black";"parity";8;0;"Windows";"Chrome";"1280x610";0;1;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;69;560,334999999905;"L";1;0;NA;"L";"blue";"black";"parity";6;0;"Windows";"Chrome";"1280x610";0;0;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;70;518,940000000119;"A";1;0;NA;"A";"red";"black";"magnit";9;0;"Windows";"Chrome";"1280x610";1;1;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;71;536,640000000014;"L";1;0;NA;"L";"blue";"black";"parity";4;0;"Windows";"Chrome";"1280x610";1;1;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;72;558,585000000021;"A";1;0;NA;"A";"blue";"black";"magnit";9;0;"Windows";"Chrome";"1280x610";1;1;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;73;484,629999999946;"A";1;0;NA;"A";"red";"black";"magnit";7;0;"Windows";"Chrome";"1280x610";0;0;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;74;478,350000000093;"A";1;0;NA;"A";"blue";"black";"magnit";8;0;"Windows";"Chrome";"1280x610";0;0;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;75;548,874999999942;"A";1;0;NA;"A";"blue";"black";"parity";3;0;"Windows";"Chrome";"1280x610";1;0;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;76;490,945000000007;"A";1;0;NA;"A";"blue";"black";"magnit";8;0;"Windows";"Chrome";"1280x610";1;0;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;77;589,144999999902;"A";1;0;NA;"A";"red";"black";"parity";3;0;"Windows";"Chrome";"1280x610";1;0;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;78;379,370000000112;"L";1;0;NA;"L";"blue";"black";"magnit";4;0;"Windows";"Chrome";"1280x610";1;1;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;79;572,004999999946;"L";1;1;NA;"A";"red";"black";"magnit";6;0;"Windows";"Chrome";"1280x610";0;1;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;80;1751,02000000014;"A";1;0;NA;"A";"blue";"black";"magnit";9;0;"Windows";"Chrome";"1280x610";0;0;1;1;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;81;558,749999999942;"L";1;0;NA;"L";"blue";"black";"parity";6;0;"Windows";"Chrome";"1280x610";1;1;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;82;531,285000000033;"L";1;0;NA;"L";"blue";"black";"magnit";1;0;"Windows";"Chrome";"1280x610";1;0;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;83;572,050000000221;"L";1;0;NA;"L";"red";"black";"parity";4;0;"Windows";"Chrome";"1280x610";1;0;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;84;586,510000000068;"L";1;0;NA;"L";"red";"black";"parity";2;0;"Windows";"Chrome";"1280x610";0;0;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;85;533,35500000004;"A";1;0;NA;"A";"blue";"black";"magnit";7;0;"Windows";"Chrome";"1280x610";1;1;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;86;472,375000000058;"A";1;0;NA;"A";"blue";"black";"magnit";8;0;"Windows";"Chrome";"1280x610";0;0;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;87;722,809999999939;"A";1;0;NA;"A";"red";"black";"parity";3;0;"Windows";"Chrome";"1280x610";1;0;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;88;484,084999999846;"A";1;0;NA;"A";"red";"black";"magnit";6;0;"Windows";"Chrome";"1280x610";1;0;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;89;800,509999999835;"A";1;0;NA;"A";"blue";"black";"parity";3;0;"Windows";"Chrome";"1280x610";1;0;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;90;415,449999999953;"A";1;0;NA;"A";"blue";"black";"parity";7;0;"Windows";"Chrome";"1280x610";0;0;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;91;543,419999999984;"A";1;0;NA;"A";"blue";"black";"parity";1;0;"Windows";"Chrome";"1280x610";0;0;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;92;503,2150000002;"A";1;0;NA;"A";"red";"black";"magnit";9;0;"Windows";"Chrome";"1280x610";1;0;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;93;493,234999999928;"L";1;0;NA;"L";"red";"black";"magnit";3;0;"Windows";"Chrome";"1280x610";0;1;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;94;474,369999999937;"L";1;0;NA;"L";"red";"black";"magnit";1;0;"Windows";"Chrome";"1280x610";0;0;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";0;95;562,289999999804;"L";1;0;NA;"L";"blue";"black";"parity";2;0;"Windows";"Chrome";"1280x610";1;0;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";1;0;457,519999999902;"A";1;0;NA;"A";"red";"black";"magnit";8;300;"Windows";"Chrome";"1280x610";99;99;99;99;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";1;1;467,939999999944;"L";1;0;NA;"L";"red";"black";"parity";2;300;"Windows";"Chrome";"1280x610";1;1;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";1;2;413,649999999965;"L";1;0;NA;"L";"red";"black";"magnit";4;300;"Windows";"Chrome";"1280x610";1;0;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";1;3;407,944999999949;"L";1;0;NA;"L";"blue";"black";"parity";8;300;"Windows";"Chrome";"1280x610";1;0;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";1;4;385,864999999991;"L";1;0;NA;"L";"blue";"black";"magnit";3;300;"Windows";"Chrome";"1280x610";1;0;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";1;5;465,699999999953;"A";1;0;NA;"A";"red";"black";"magnit";6;300;"Windows";"Chrome";"1280x610";0;1;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";1;6;473,199999999895;"A";1;0;NA;"A";"red";"black";"magnit";8;300;"Windows";"Chrome";"1280x610";0;0;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";1;7;487,294999999867;"A";1;0;NA;"A";"blue";"black";"magnit";9;300;"Windows";"Chrome";"1280x610";0;0;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";1;8;436,709999999963;"L";1;0;NA;"L";"red";"black";"magnit";4;300;"Windows";"Chrome";"1280x610";0;1;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";1;9;414,090000000026;"L";1;0;NA;"L";"red";"black";"magnit";2;300;"Windows";"Chrome";"1280x610";0;0;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";1;10;400,390000000014;"A";1;0;NA;"A";"blue";"black";"magnit";8;300;"Windows";"Chrome";"1280x610";0;1;1;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
"OY2";"BRAC1_horiAA_1st0";1;11;497,835000000137;"L";1;0;NA;"L";"blue";"black";"parity";6;300;"Windows";"Chrome";"1280x610";1;1;0;0;"28";"female";"I've a degree related to one of these fields.";"Master degree";"right-handed";"German";"Germany"
