"";"pp";"counterbalance";"blockNum";"trialNum";"rt";"Response";"Attempt";"error";"Timed.Out";"ANSWER";"cuecolor";"framecolor";"task";"stimulus";"cocoa";"task_R";"ANSWER_R";"cuecolor_R";"error_R"
"4215";"NE3";"BRAC1_horiLA_1st0";2;18;1793;"L";1;0;NA;"L";"red";"black";"parity";4;300;1;1;1;0
"4219";"NE3";"BRAC1_horiLA_1st0";2;19;617;"L";1;0;NA;"L";"blue";"black";"parity";8;300;0;0;1;0
"4223";"NE3";"BRAC1_horiLA_1st0";2;20;530;"L";1;0;NA;"L";"blue";"black";"parity";2;300;0;0;0;0
"4227";"NE3";"BRAC1_horiLA_1st0";2;21;671;"L";1;0;NA;"L";"red";"black";"parity";6;300;0;0;1;0
"4231";"NE3";"BRAC1_horiLA_1st0";2;22;1153;"L";1;0;NA;"L";"red";"black";"magnit";4;300;1;0;0;0
"4235";"NE3";"BRAC1_horiLA_1st0";2;23;633;"L";1;0;NA;"L";"blue";"black";"magnit";2;300;0;0;1;0
"4239";"NE3";"BRAC1_horiLA_1st0";2;24;563;"L";1;0;NA;"L";"red";"black";"magnit";4;300;0;0;1;0
"4243";"NE3";"BRAC1_horiLA_1st0";2;25;676;"L";1;0;NA;"L";"red";"black";"parity";6;300;1;0;0;0
"4247";"NE3";"BRAC1_horiLA_1st0";2;26;874,000000000116;"L";1;0;NA;"L";"red";"black";"parity";8;300;0;0;0;0
"4251";"NE3";"BRAC1_horiLA_1st0";2;27;573,000000000116;"L";1;0;NA;"L";"blue";"black";"parity";6;300;0;0;1;0
"4255";"NE3";"BRAC1_horiLA_1st0";2;28;485,999999999884;"L";1;0;NA;"L";"red";"black";"parity";8;300;0;0;1;0
"4259";"NE3";"BRAC1_horiLA_1st0";2;29;590,000000000116;"A";1;0;NA;"A";"red";"black";"parity";7;300;0;1;0;0
"4263";"NE3";"BRAC1_horiLA_1st0";2;30;1287;"L";1;0;NA;"L";"red";"black";"magnit";2;300;1;1;0;0
"4267";"NE3";"BRAC1_horiLA_1st0";2;31;545;"A";1;0;NA;"A";"blue";"black";"magnit";8;300;0;1;1;0
"4271";"NE3";"BRAC1_horiLA_1st0";2;32;1246,00000000012;"A";1;0;NA;"A";"blue";"black";"parity";9;300;1;0;0;0
"4275";"NE3";"BRAC1_horiLA_1st0";2;33;674,999999999884;"A";1;0;NA;"A";"red";"black";"parity";3;300;0;0;1;0
"4279";"NE3";"BRAC1_horiLA_1st0";2;34;1378,99999999988;"A";1;0;NA;"A";"red";"black";"magnit";6;300;1;0;0;0
"4283";"NE3";"BRAC1_horiLA_1st0";2;35;565,999999999884;"L";1;0;NA;"L";"blue";"black";"magnit";2;300;0;1;1;0
"4287";"NE3";"BRAC1_horiLA_1st0";2;36;549,000000000116;"A";1;0;NA;"A";"red";"black";"magnit";8;300;0;1;1;0
"4291";"NE3";"BRAC1_horiLA_1st0";2;37;1574;"A";1;0;NA;"A";"red";"black";"magnit";9;300;0;0;0;0
"4295";"NE3";"BRAC1_horiLA_1st0";2;38;468;"A";1;0;NA;"A";"red";"black";"magnit";8;300;0;0;0;0
"4299";"NE3";"BRAC1_horiLA_1st0";2;39;738;"A";1;0;NA;"A";"blue";"black";"parity";3;300;1;0;1;0
"4303";"NE3";"BRAC1_horiLA_1st0";2;40;659;"A";1;0;NA;"A";"red";"black";"parity";1;300;0;0;1;0
"4307";"NE3";"BRAC1_horiLA_1st0";2;41;1000;"L";1;0;NA;"L";"red";"black";"magnit";3;300;1;1;0;0
"4311";"NE3";"BRAC1_horiLA_1st0";2;42;1259;"L";1;0;NA;"L";"blue";"black";"parity";4;300;1;0;1;0
"4315";"NE3";"BRAC1_horiLA_1st0";2;43;742;"A";1;0;NA;"A";"red";"black";"magnit";7;300;1;1;1;0
"4319";"NE3";"BRAC1_horiLA_1st0";2;44;1094;"L";1;0;NA;"L";"blue";"black";"parity";4;300;1;1;1;0
"4323";"NE3";"BRAC1_horiLA_1st0";2;45;991,000000000233;"A";1;0;NA;"A";"blue";"black";"magnit";9;300;1;1;0;0
"4327";"NE3";"BRAC1_horiLA_1st0";2;46;1338,00000000023;"L";1;0;NA;"L";"red";"black";"parity";6;300;1;1;1;0
"4331";"NE3";"BRAC1_horiLA_1st0";2;47;1136,99999999988;"L";1;0;NA;"L";"blue";"black";"parity";8;300;0;0;1;0
"4335";"NE3";"BRAC1_horiLA_1st0";2;48;1120,00000000012;"L";1;0;NA;"L";"red";"black";"magnit";1;300;1;0;1;0
"4339";"NE3";"BRAC1_horiLA_1st0";2;49;1881;"A";1;0;NA;"A";"blue";"black";"parity";7;300;1;1;1;0
"4343";"NE3";"BRAC1_horiLA_1st0";2;50;569;"A";1;0;NA;"A";"red";"black";"parity";9;300;0;0;1;0
"4347";"NE3";"BRAC1_horiLA_1st0";2;51;639,000000000116;"L";1;0;NA;"L";"blue";"black";"magnit";4;300;1;1;1;0
"4351";"NE3";"BRAC1_horiLA_1st0";2;52;955;"A";1;0;NA;"A";"red";"black";"parity";1;300;1;1;1;0
"4355";"NE3";"BRAC1_horiLA_1st0";2;53;858;"A";1;0;NA;"A";"red";"black";"parity";3;300;0;0;0;0
"4359";"NE3";"BRAC1_horiLA_1st0";2;54;1227,00000000023;"L";1;0;NA;"L";"blue";"black";"magnit";1;300;1;1;1;0
"4363";"NE3";"BRAC1_horiLA_1st0";2;55;583;"A";1;0;NA;"A";"red";"black";"magnit";7;300;0;1;1;0
"4367";"NE3";"BRAC1_horiLA_1st0";2;56;762;"A";1;1;NA;"L";"blue";"black";"magnit";1;300;0;1;1;0
"4371";"NE3";"BRAC1_horiLA_1st0";2;57;846;"A";1;0;NA;"A";"red";"black";"parity";3;300;1;1;1;1
"4375";"NE3";"BRAC1_horiLA_1st0";2;58;474;"A";1;0;NA;"A";"blue";"black";"parity";1;300;0;0;1;0
"4379";"NE3";"BRAC1_horiLA_1st0";2;59;695;"A";1;0;NA;"A";"red";"black";"magnit";7;300;1;0;1;0
"4383";"NE3";"BRAC1_horiLA_1st0";2;60;622,999999999767;"A";1;0;NA;"A";"blue";"black";"parity";9;300;1;0;1;0
"4387";"NE3";"BRAC1_horiLA_1st0";2;61;1677;"A";1;0;NA;"A";"blue";"black";"parity";1;300;0;0;0;0
"4391";"NE3";"BRAC1_horiLA_1st0";2;62;1095;"A";1;0;NA;"A";"red";"black";"parity";7;300;0;0;1;0
"4395";"NE3";"BRAC1_horiLA_1st0";2;63;1559;"A";1;0;NA;"A";"blue";"black";"magnit";8;300;1;0;1;0
"4399";"NE3";"BRAC1_horiLA_1st0";2;64;718;"A";1;0;NA;"A";"red";"black";"magnit";9;300;0;0;1;0
"4403";"NE3";"BRAC1_horiLA_1st0";2;65;1526;"L";1;0;NA;"L";"blue";"black";"magnit";3;300;0;1;1;0
"4407";"NE3";"BRAC1_horiLA_1st0";2;66;984,000000000233;"L";1;0;NA;"L";"red";"black";"parity";2;300;1;0;1;0
"4411";"NE3";"BRAC1_horiLA_1st0";2;67;791;"A";1;0;NA;"A";"blue";"black";"magnit";6;300;1;1;1;0
"4415";"NE3";"BRAC1_horiLA_1st0";2;68;683;"L";1;0;NA;"L";"blue";"black";"parity";2;300;1;1;0;0
"4419";"NE3";"BRAC1_horiLA_1st0";2;69;697;"A";1;0;NA;"A";"blue";"black";"magnit";7;300;1;1;0;0
"4423";"NE3";"BRAC1_horiLA_1st0";2;70;1267;"A";1;0;NA;"A";"blue";"black";"parity";1;300;1;0;0;0
"4427";"NE3";"BRAC1_horiLA_1st0";2;71;660;"A";1;0;NA;"A";"blue";"black";"magnit";9;300;1;0;0;0
"4431";"NE3";"BRAC1_horiLA_1st0";2;72;1304;"A";1;0;NA;"A";"blue";"black";"magnit";7;300;0;0;0;0
"4435";"NE3";"BRAC1_horiLA_1st0";2;73;1046;"L";1;0;NA;"L";"red";"black";"parity";2;300;1;1;1;0
"4439";"NE3";"BRAC1_horiLA_1st0";2;74;849;"L";1;0;NA;"L";"blue";"black";"parity";6;300;0;0;1;0
"4443";"NE3";"BRAC1_horiLA_1st0";2;75;566,999999999767;"A";1;0;NA;"A";"blue";"black";"parity";7;300;0;1;0;0
"4447";"NE3";"BRAC1_horiLA_1st0";2;76;864;"L";1;0;NA;"L";"red";"black";"parity";4;300;0;1;1;0
"4451";"NE3";"BRAC1_horiLA_1st0";2;77;677;"A";1;0;NA;"A";"red";"black";"magnit";6;300;1;1;0;0
"4455";"NE3";"BRAC1_horiLA_1st0";2;78;703;"L";1;0;NA;"L";"red";"black";"magnit";2;300;0;1;0;0
"4459";"NE3";"BRAC1_horiLA_1st0";2;79;646;"L";1;0;NA;"L";"red";"black";"magnit";3;300;0;0;0;0
"4463";"NE3";"BRAC1_horiLA_1st0";2;80;847;"L";1;0;NA;"L";"red";"black";"parity";4;300;1;0;0;0
"4467";"NE3";"BRAC1_horiLA_1st0";2;81;878;"A";1;0;NA;"A";"red";"black";"parity";9;300;0;1;0;0
"4471";"NE3";"BRAC1_horiLA_1st0";2;82;1770,99999999977;"A";1;0;NA;"A";"blue";"black";"parity";3;300;0;0;1;0
"4475";"NE3";"BRAC1_horiLA_1st0";2;83;557;"A";1;0;NA;"A";"blue";"black";"parity";7;300;0;0;0;0
"4479";"NE3";"BRAC1_horiLA_1st0";2;84;586;"L";1;0;NA;"L";"blue";"black";"magnit";2;300;1;1;0;0
"4483";"NE3";"BRAC1_horiLA_1st0";2;85;1129;"A";1;0;NA;"A";"blue";"black";"magnit";6;300;0;1;0;0
"4487";"NE3";"BRAC1_horiLA_1st0";2;86;1077;"L";1;0;NA;"L";"blue";"black";"magnit";3;300;0;1;0;0
"4491";"NE3";"BRAC1_horiLA_1st0";2;87;1032;"A";1;0;NA;"A";"red";"black";"magnit";6;300;0;1;1;0
"4495";"NE3";"BRAC1_horiLA_1st0";2;88;553,000000000233;"L";1;0;NA;"L";"blue";"black";"magnit";4;300;0;1;1;0
"4499";"NE3";"BRAC1_horiLA_1st0";2;89;691;"A";1;0;NA;"A";"red";"black";"parity";1;300;1;1;1;0
"4503";"NE3";"BRAC1_horiLA_1st0";2;90;1086;"L";1;0;NA;"L";"red";"black";"magnit";4;300;1;1;0;0
"4507";"NE3";"BRAC1_horiLA_1st0";2;91;1178;"L";1;0;NA;"L";"blue";"black";"parity";6;300;1;0;1;0
"4511";"NE3";"BRAC1_horiLA_1st0";2;92;1277,00000000023;"L";1;0;NA;"L";"red";"black";"magnit";2;300;1;0;1;0
"4515";"NE3";"BRAC1_horiLA_1st0";2;93;1084;"L";1;0;NA;"L";"blue";"black";"magnit";3;300;0;0;1;0
"4519";"NE3";"BRAC1_horiLA_1st0";2;94;1657;"A";1;0;NA;"A";"red";"black";"magnit";8;300;0;1;1;0
"4523";"NE3";"BRAC1_horiLA_1st0";2;95;660,999999999767;"L";1;0;NA;"L";"blue";"black";"parity";2;300;1;1;1;0
"4528";"NE3";"BRAC1_horiLA_1st0";3;0;996;"L";1;0;NA;"L";"blue";"black";"magnit";2;0;99;99;99;99
"4532";"NE3";"BRAC1_horiLA_1st0";3;1;532;"A";1;0;NA;"A";"blue";"black";"magnit";8;0;0;1;0;0
"4536";"NE3";"BRAC1_horiLA_1st0";3;2;470;"A";1;0;NA;"A";"blue";"black";"magnit";9;0;0;0;0;0
"4540";"NE3";"BRAC1_horiLA_1st0";3;3;581;"L";1;0;NA;"L";"blue";"black";"magnit";1;0;0;1;0;0
"4544";"NE3";"BRAC1_horiLA_1st0";3;4;461;"A";1;0;NA;"A";"red";"black";"parity";9;0;1;1;1;0
"4548";"NE3";"BRAC1_horiLA_1st0";3;5;749;"A";1;0;NA;"A";"blue";"black";"parity";3;0;0;0;1;0
"4552";"NE3";"BRAC1_horiLA_1st0";3;6;455;"A";1;0;NA;"A";"red";"black";"parity";9;0;0;0;1;0
"4556";"NE3";"BRAC1_horiLA_1st0";3;7;966,999999999767;"L";1;1;NA;"A";"blue";"black";"magnit";8;0;1;0;1;0
"4560";"NE3";"BRAC1_horiLA_1st0";3;8;821;"L";1;0;NA;"L";"red";"black";"parity";6;0;1;1;1;1
"4564";"NE3";"BRAC1_horiLA_1st0";3;9;2501;NA;NA;1;1;"L";"blue";"black";"magnit";1;0;1;0;1;0
"4568";"NE3";"BRAC1_horiLA_1st0";3;10;800;"L";1;0;NA;"L";"red";"black";"parity";2;0;1;0;1;1
"4572";"NE3";"BRAC1_horiLA_1st0";3;11;987;"A";1;0;NA;"A";"blue";"black";"magnit";6;0;1;1;1;0
"4576";"NE3";"BRAC1_horiLA_1st0";3;12;553,999999999767;"A";1;0;NA;"A";"red";"black";"parity";3;0;1;0;1;0
"4580";"NE3";"BRAC1_horiLA_1st0";3;13;895;"L";1;0;NA;"L";"red";"black";"parity";4;0;0;1;0;0
"4584";"NE3";"BRAC1_horiLA_1st0";3;14;1161;"L";1;0;NA;"L";"blue";"black";"parity";6;0;0;0;1;0
"4588";"NE3";"BRAC1_horiLA_1st0";3;15;1070;"A";1;0;NA;"A";"red";"black";"magnit";7;0;1;1;1;0
"4592";"NE3";"BRAC1_horiLA_1st0";3;16;582;"L";1;0;NA;"L";"blue";"black";"magnit";2;0;0;1;1;0
"4596";"NE3";"BRAC1_horiLA_1st0";3;17;1237;"L";1;0;NA;"L";"blue";"black";"magnit";1;0;0;0;0;0
"4600";"NE3";"BRAC1_horiLA_1st0";3;18;750;"L";1;0;NA;"L";"blue";"black";"magnit";4;0;0;0;0;0
"4604";"NE3";"BRAC1_horiLA_1st0";3;19;634;"A";1;0;NA;"A";"red";"black";"magnit";9;0;0;1;1;0
"4608";"NE3";"BRAC1_horiLA_1st0";3;20;836,999999999767;"L";1;0;NA;"L";"red";"black";"parity";8;0;1;1;0;0
"4612";"NE3";"BRAC1_horiLA_1st0";3;21;872;"L";1;0;NA;"L";"red";"black";"magnit";3;0;1;0;0;0
"4616";"NE3";"BRAC1_horiLA_1st0";3;22;523;"A";1;0;NA;"A";"blue";"black";"magnit";8;0;0;1;1;0
"4620";"NE3";"BRAC1_horiLA_1st0";3;23;1249;"L";1;0;NA;"L";"red";"black";"parity";4;0;1;1;1;0
"4624";"NE3";"BRAC1_horiLA_1st0";3;24;559;"L";1;0;NA;"L";"red";"black";"magnit";1;0;1;0;0;0
"4628";"NE3";"BRAC1_horiLA_1st0";3;25;485,000000000233;"A";1;0;NA;"A";"blue";"black";"parity";7;0;1;1;1;0
"4632";"NE3";"BRAC1_horiLA_1st0";3;26;504;"L";1;0;NA;"L";"blue";"black";"magnit";3;0;1;1;0;0
"4636";"NE3";"BRAC1_horiLA_1st0";3;27;892;"L";1;0;NA;"L";"blue";"black";"parity";4;0;1;0;0;0
"4640";"NE3";"BRAC1_horiLA_1st0";3;28;581;"L";1;0;NA;"L";"red";"black";"magnit";2;0;1;0;1;0
"4644";"NE3";"BRAC1_horiLA_1st0";3;29;938;"A";1;0;NA;"A";"red";"black";"parity";3;0;1;1;0;0
"4648";"NE3";"BRAC1_horiLA_1st0";3;30;1589;"L";1;0;NA;"L";"blue";"black";"magnit";4;0;1;1;1;0
"4652";"NE3";"BRAC1_horiLA_1st0";3;31;742,999999999767;"A";1;0;NA;"A";"blue";"black";"parity";1;0;1;1;0;0
"4656";"NE3";"BRAC1_horiLA_1st0";3;32;513,999999999767;"L";1;0;NA;"L";"blue";"black";"magnit";4;0;1;1;0;0
"4660";"NE3";"BRAC1_horiLA_1st0";3;33;799;"L";1;1;NA;"A";"blue";"black";"parity";1;0;1;1;0;0
"4664";"NE3";"BRAC1_horiLA_1st0";3;34;748,999999999767;"A";1;0;NA;"A";"red";"black";"magnit";7;0;1;0;1;1
"4668";"NE3";"BRAC1_horiLA_1st0";3;35;935,999999999767;"L";1;0;NA;"L";"blue";"black";"parity";4;0;1;1;1;0
"4672";"NE3";"BRAC1_horiLA_1st0";3;36;512;"A";1;0;NA;"A";"red";"black";"magnit";6;0;1;1;1;0
"4676";"NE3";"BRAC1_horiLA_1st0";3;37;1310;"A";1;0;NA;"A";"blue";"black";"parity";7;0;1;0;1;0
"4680";"NE3";"BRAC1_horiLA_1st0";3;38;547;"L";1;0;NA;"L";"red";"black";"magnit";4;0;1;1;1;0
"4684";"NE3";"BRAC1_horiLA_1st0";3;39;863;"L";1;0;NA;"L";"red";"black";"parity";6;0;1;0;0;0
"4688";"NE3";"BRAC1_horiLA_1st0";3;40;1346;"L";1;0;NA;"L";"red";"black";"magnit";1;0;1;0;0;0
"4692";"NE3";"BRAC1_horiLA_1st0";3;41;655;"A";1;0;NA;"A";"blue";"black";"parity";9;0;1;1;1;0
"4696";"NE3";"BRAC1_horiLA_1st0";3;42;1233;"L";1;0;NA;"L";"red";"black";"parity";8;0;0;1;1;0
"4700";"NE3";"BRAC1_horiLA_1st0";3;43;1333;"L";1;0;NA;"L";"red";"black";"magnit";3;0;1;0;0;0
"4704";"NE3";"BRAC1_horiLA_1st0";3;44;1124;"L";1;0;NA;"L";"red";"black";"parity";6;0;1;0;0;0
"4708";"NE3";"BRAC1_horiLA_1st0";3;45;618,999999999767;"L";1;0;NA;"L";"red";"black";"magnit";2;0;1;0;0;0
"4712";"NE3";"BRAC1_horiLA_1st0";3;46;899;"A";1;0;NA;"A";"blue";"black";"magnit";6;0;0;1;1;0
"4716";"NE3";"BRAC1_horiLA_1st0";3;47;1413;"L";1;0;NA;"L";"blue";"black";"parity";2;0;1;1;0;0
"4720";"NE3";"BRAC1_horiLA_1st0";3;48;999;"A";1;0;NA;"A";"red";"black";"parity";1;0;0;1;1;0
"4724";"NE3";"BRAC1_horiLA_1st0";3;49;1111;"A";1;0;NA;"A";"red";"black";"magnit";8;0;1;0;0;0
"4728";"NE3";"BRAC1_horiLA_1st0";3;50;1089;"L";1;0;NA;"L";"red";"black";"magnit";3;0;0;1;0;0
"4732";"NE3";"BRAC1_horiLA_1st0";3;51;574,999999999767;"L";1;0;NA;"L";"red";"black";"magnit";4;0;0;0;0;0
"4736";"NE3";"BRAC1_horiLA_1st0";3;52;1096;"L";1;0;NA;"L";"red";"black";"parity";2;0;1;0;0;0
"4740";"NE3";"BRAC1_horiLA_1st0";3;53;778;"A";1;0;NA;"A";"blue";"black";"magnit";9;0;1;1;1;0
"4744";"NE3";"BRAC1_horiLA_1st0";3;54;1408;"L";1;0;NA;"L";"red";"black";"parity";4;0;1;1;1;0
"4748";"NE3";"BRAC1_horiLA_1st0";3;55;1093,99999999977;"A";1;0;NA;"A";"red";"black";"parity";7;0;0;1;0;0
"4752";"NE3";"BRAC1_horiLA_1st0";3;56;822;"A";1;0;NA;"A";"red";"black";"parity";1;0;0;0;0;0
"4756";"NE3";"BRAC1_horiLA_1st0";3;57;607;"L";1;0;NA;"L";"red";"black";"parity";2;0;0;1;0;0
"4760";"NE3";"BRAC1_horiLA_1st0";3;58;762;"A";1;0;NA;"A";"blue";"black";"parity";3;0;0;1;1;0
"4764";"NE3";"BRAC1_horiLA_1st0";3;59;585;"A";1;0;NA;"A";"red";"black";"magnit";6;0;1;0;1;0
"4768";"NE3";"BRAC1_horiLA_1st0";3;60;1057;"L";1;0;NA;"L";"blue";"black";"parity";8;0;1;1;1;0
"4772";"NE3";"BRAC1_horiLA_1st0";3;61;1090;"A";1;0;NA;"A";"red";"black";"parity";1;0;0;1;1;0
"4776";"NE3";"BRAC1_horiLA_1st0";3;62;1706,00000000023;"L";1;0;NA;"L";"blue";"black";"parity";6;0;0;1;1;0
"4780";"NE3";"BRAC1_horiLA_1st0";3;63;527;"L";1;0;NA;"L";"blue";"black";"magnit";3;0;1;0;0;0
"4784";"NE3";"BRAC1_horiLA_1st0";3;64;514,999999999767;"A";1;0;NA;"A";"red";"black";"magnit";7;0;0;1;1;0
"4788";"NE3";"BRAC1_horiLA_1st0";3;65;495;"A";1;0;NA;"A";"red";"black";"magnit";8;0;0;0;0;0
"4792";"NE3";"BRAC1_horiLA_1st0";3;66;661;"L";1;0;NA;"L";"blue";"black";"magnit";2;0;0;1;1;0
"4796";"NE3";"BRAC1_horiLA_1st0";3;67;738,999999999767;"A";1;0;NA;"A";"blue";"black";"magnit";6;0;0;1;0;0
"4800";"NE3";"BRAC1_horiLA_1st0";3;68;442;"A";1;0;NA;"A";"blue";"black";"magnit";7;0;0;0;0;0
"4804";"NE3";"BRAC1_horiLA_1st0";3;69;722;"L";1;0;NA;"L";"red";"black";"magnit";2;0;0;1;1;0
"4808";"NE3";"BRAC1_horiLA_1st0";3;70;666,000000000233;"A";1;1;NA;"L";"red";"black";"magnit";4;0;0;0;0;0
"4812";"NE3";"BRAC1_horiLA_1st0";3;71;1049;"L";1;0;NA;"L";"blue";"black";"parity";6;0;1;0;1;1
"4816";"NE3";"BRAC1_horiLA_1st0";3;72;634;"A";1;0;NA;"A";"blue";"black";"parity";1;0;0;1;0;0
"4820";"NE3";"BRAC1_horiLA_1st0";3;73;754;"L";1;0;NA;"L";"blue";"black";"parity";2;0;0;1;0;0
"4824";"NE3";"BRAC1_horiLA_1st0";3;74;711;"A";1;0;NA;"A";"red";"black";"parity";3;0;0;1;1;0
"4828";"NE3";"BRAC1_horiLA_1st0";3;75;795;"A";1;0;NA;"A";"blue";"black";"parity";9;0;0;0;1;0
"4832";"NE3";"BRAC1_horiLA_1st0";3;76;612,999999999767;"A";1;0;NA;"A";"blue";"black";"parity";7;0;0;0;0;0
"4836";"NE3";"BRAC1_horiLA_1st0";3;77;717,000000000233;"L";1;0;NA;"L";"blue";"black";"parity";8;0;0;1;0;0
"4840";"NE3";"BRAC1_horiLA_1st0";3;78;469;"A";1;0;NA;"A";"blue";"black";"magnit";7;0;1;1;0;0
"4844";"NE3";"BRAC1_horiLA_1st0";3;79;612;"A";1;0;NA;"A";"red";"black";"magnit";6;0;0;0;1;0
"4848";"NE3";"BRAC1_horiLA_1st0";3;80;500;"A";1;0;NA;"A";"red";"black";"parity";9;0;1;0;0;0
"4852";"NE3";"BRAC1_horiLA_1st0";3;81;1013;"L";1;0;NA;"L";"red";"black";"magnit";1;0;1;1;0;0
"4856";"NE3";"BRAC1_horiLA_1st0";3;82;912,000000000233;"A";1;0;NA;"A";"red";"black";"magnit";9;0;0;1;0;0
"4860";"NE3";"BRAC1_horiLA_1st0";3;83;601;"A";1;0;NA;"A";"blue";"black";"magnit";7;0;0;0;1;0
"4864";"NE3";"BRAC1_horiLA_1st0";3;84;617,999999999767;"A";1;0;NA;"A";"red";"black";"magnit";8;0;0;0;1;0
"4868";"NE3";"BRAC1_horiLA_1st0";3;85;519;"A";1;0;NA;"A";"blue";"black";"parity";9;0;1;0;1;0
"4872";"NE3";"BRAC1_horiLA_1st0";3;86;1165,00000000023;"L";1;0;NA;"L";"blue";"black";"parity";8;0;0;1;0;0
"4876";"NE3";"BRAC1_horiLA_1st0";3;87;1804;"A";1;0;NA;"A";"blue";"black";"magnit";9;0;1;1;0;0
"4880";"NE3";"BRAC1_horiLA_1st0";3;88;588;"L";1;0;NA;"L";"blue";"black";"magnit";3;0;0;1;0;0
"4884";"NE3";"BRAC1_horiLA_1st0";3;89;685;"A";1;0;NA;"A";"red";"black";"magnit";9;0;0;1;1;0
"4888";"NE3";"BRAC1_horiLA_1st0";3;90;1152,00000000023;"L";1;0;NA;"L";"blue";"black";"parity";4;0;1;1;1;0
"4892";"NE3";"BRAC1_horiLA_1st0";3;91;675,000000000233;"L";1;0;NA;"L";"red";"black";"parity";8;0;0;0;1;0
"4896";"NE3";"BRAC1_horiLA_1st0";3;92;640;"A";1;0;NA;"A";"red";"black";"parity";7;0;0;1;0;0
"4900";"NE3";"BRAC1_horiLA_1st0";3;93;643;"L";1;0;NA;"L";"blue";"black";"parity";2;0;0;1;1;0
"4904";"NE3";"BRAC1_horiLA_1st0";3;94;460;"A";1;0;NA;"A";"red";"black";"parity";7;0;0;1;1;0
"4908";"NE3";"BRAC1_horiLA_1st0";3;95;737;"A";1;0;NA;"A";"blue";"black";"parity";3;0;0;0;1;0
"4986";"WI5";"BRAC1_horiAA_1st300";0;0;1682,93499998981;"L";1;0;NA;"L";"red";"black";"magnit";1;300;99;99;99;99
"4990";"WI5";"BRAC1_horiAA_1st300";0;1;1648,22000000277;"A";1;0;NA;"A";"red";"black";"magnit";7;300;0;1;0;0
"4994";"WI5";"BRAC1_horiAA_1st300";0;2;1217,18499998678;"L";1;0;NA;"L";"red";"black";"magnit";1;300;0;1;0;0
"4998";"WI5";"BRAC1_horiAA_1st300";0;3;2047,89499999606;"A";1;0;NA;"A";"blue";"black";"magnit";7;300;0;1;1;0
"5002";"WI5";"BRAC1_horiAA_1st300";0;4;1690,31500001438;"A";1;1;NA;"L";"red";"black";"parity";8;300;1;1;1;0
"5006";"WI5";"BRAC1_horiAA_1st300";0;5;2030,07000000798;"L";1;0;NA;"L";"blue";"black";"magnit";2;300;1;0;1;1
"5010";"WI5";"BRAC1_horiAA_1st300";0;6;1597,91500002029;"L";1;1;NA;"A";"red";"black";"parity";7;300;1;1;1;0
"5014";"WI5";"BRAC1_horiAA_1st300";0;7;2055,26500000269;"A";1;0;NA;"A";"red";"black";"parity";9;300;0;0;0;1
"5018";"WI5";"BRAC1_horiAA_1st300";0;8;1271,78000001004;"L";1;0;NA;"L";"blue";"black";"magnit";4;300;1;1;1;0
"5022";"WI5";"BRAC1_horiAA_1st300";0;9;1229,83999998542;"A";1;0;NA;"A";"blue";"black";"magnit";7;300;0;1;0;0
"5026";"WI5";"BRAC1_horiAA_1st300";0;10;1933,19999999949;"A";1;1;NA;"L";"blue";"black";"parity";4;300;1;1;0;0
"5030";"WI5";"BRAC1_horiAA_1st300";0;11;2502,81199999998;NA;NA;1;1;"A";"blue";"black";"parity";1;300;0;1;0;1
"5034";"WI5";"BRAC1_horiAA_1st300";0;12;1170,4000000027;"A";1;0;NA;"A";"blue";"black";"magnit";8;300;1;0;0;1
"5038";"WI5";"BRAC1_horiAA_1st300";0;13;1351,38000000734;"L";1;1;NA;"A";"red";"black";"parity";9;300;1;0;1;0
"5042";"WI5";"BRAC1_horiAA_1st300";0;14;1432,21999998786;"L";1;1;NA;"A";"blue";"black";"parity";3;300;0;0;1;1
"5046";"WI5";"BRAC1_horiAA_1st300";0;15;2502,70399999997;NA;NA;1;1;"L";"blue";"black";"magnit";1;300;1;1;0;1
"5050";"WI5";"BRAC1_horiAA_1st300";0;16;2247,55999998888;"A";1;0;NA;"A";"red";"black";"magnit";9;300;0;1;1;1
"5054";"WI5";"BRAC1_horiAA_1st300";0;17;1765,56999998866;"L";1;0;NA;"L";"blue";"black";"parity";2;300;1;1;1;0
"5058";"WI5";"BRAC1_horiAA_1st300";0;18;1118,99000001722;"A";1;0;NA;"A";"blue";"black";"parity";1;300;0;1;0;0
"5062";"WI5";"BRAC1_horiAA_1st300";0;19;867,005000007339;"A";1;0;NA;"A";"blue";"black";"magnit";8;300;1;0;0;0
"5066";"WI5";"BRAC1_horiAA_1st300";0;20;1896,1100000015;"L";1;1;NA;"A";"blue";"black";"parity";1;300;1;0;0;0
"5070";"WI5";"BRAC1_horiAA_1st300";0;21;1303,8349999988;"L";1;0;NA;"L";"blue";"black";"magnit";3;300;1;1;0;1
"5074";"WI5";"BRAC1_horiAA_1st300";0;22;1760,47000000835;"A";1;1;NA;"L";"blue";"black";"parity";6;300;1;0;0;0
"5078";"WI5";"BRAC1_horiAA_1st300";0;23;1098,2049999875;"A";1;0;NA;"A";"red";"black";"magnit";9;300;1;1;1;1
"5082";"WI5";"BRAC1_horiAA_1st300";0;24;1505,73500001337;"A";1;0;NA;"A";"red";"black";"parity";1;300;1;0;0;0
"5086";"WI5";"BRAC1_horiAA_1st300";0;25;1009,08499999787;"L";1;0;NA;"L";"red";"black";"parity";4;300;0;1;0;0
