"";"pp";"counterbalance";"blockNum";"trialNum";"rt";"Response";"Attempt";"error";"Timed.Out";"ANSWER";"cuecolor";"framecolor";"task";"stimulus";"cocoa";"task_R";"ANSWER_R";"cuecolor_R";"error_R"
"76";"NW8";"BRAC1_vertAA_1st300";0;0;1713,51500006858;"L";1;0;NA;"L";"red";"black";"magnit";1;300;99;99;99;99
"80";"NW8";"BRAC1_vertAA_1st300";0;1;1511,79000001866;"A";1;0;NA;"A";"red";"black";"magnit";7;300;0;1;0;0
"84";"NW8";"BRAC1_vertAA_1st300";0;2;1195,8099999465;"L";1;0;NA;"L";"red";"black";"magnit";1;300;0;1;0;0
"88";"NW8";"BRAC1_vertAA_1st300";0;3;1654,60999996867;"A";1;0;NA;"A";"blue";"black";"magnit";7;300;0;1;1;0
"92";"NW8";"BRAC1_vertAA_1st300";0;4;1333,44499999657;"L";1;0;NA;"L";"red";"black";"parity";8;300;1;1;1;0
"96";"NW8";"BRAC1_vertAA_1st300";0;5;1398,21000001393;"L";1;0;NA;"L";"blue";"black";"magnit";2;300;1;0;1;0
"100";"NW8";"BRAC1_vertAA_1st300";0;6;1276,40500001144;"A";1;0;NA;"A";"red";"black";"parity";7;300;1;1;1;0
"104";"NW8";"BRAC1_vertAA_1st300";0;7;1125,57999999262;"A";1;0;NA;"A";"red";"black";"parity";9;300;0;0;0;0
"108";"NW8";"BRAC1_vertAA_1st300";0;8;1892,42499996908;"A";1;1;NA;"L";"blue";"black";"magnit";4;300;1;1;1;0
"112";"NW8";"BRAC1_vertAA_1st300";0;9;1495,86000002455;"A";1;0;NA;"A";"blue";"black";"magnit";7;300;0;1;0;1
"116";"NW8";"BRAC1_vertAA_1st300";0;10;1522,3850000184;"L";1;0;NA;"L";"blue";"black";"parity";4;300;1;1;0;0
"120";"NW8";"BRAC1_vertAA_1st300";0;11;1667,15500003193;"A";1;0;NA;"A";"blue";"black";"parity";1;300;0;1;0;0
"124";"NW8";"BRAC1_vertAA_1st300";0;12;1096,22000006493;"A";1;0;NA;"A";"blue";"black";"magnit";8;300;1;0;0;0
"128";"NW8";"BRAC1_vertAA_1st300";0;13;2041,45500005689;"A";1;0;NA;"A";"red";"black";"parity";9;300;1;0;1;0
"132";"NW8";"BRAC1_vertAA_1st300";0;14;1130,42499998119;"A";1;0;NA;"A";"blue";"black";"parity";3;300;0;0;1;0
"136";"NW8";"BRAC1_vertAA_1st300";0;15;953,59000004828;"L";1;0;NA;"L";"blue";"black";"magnit";1;300;1;1;0;0
"140";"NW8";"BRAC1_vertAA_1st300";0;16;1565,21000002977;"A";1;0;NA;"A";"red";"black";"magnit";9;300;0;1;1;0
"144";"NW8";"BRAC1_vertAA_1st300";0;17;1268,92499998212;"L";1;0;NA;"L";"blue";"black";"parity";2;300;1;1;1;0
"148";"NW8";"BRAC1_vertAA_1st300";0;18;1938,44499997795;"A";1;0;NA;"A";"blue";"black";"parity";1;300;0;1;0;0
"152";"NW8";"BRAC1_vertAA_1st300";0;19;960,259999963455;"A";1;0;NA;"A";"blue";"black";"magnit";8;300;1;0;0;0
"156";"NW8";"BRAC1_vertAA_1st300";0;20;1822,89499999024;"A";1;0;NA;"A";"blue";"black";"parity";1;300;1;0;0;0
"160";"NW8";"BRAC1_vertAA_1st300";0;21;969,475000048988;"L";1;0;NA;"L";"blue";"black";"magnit";3;300;1;1;0;0
"164";"NW8";"BRAC1_vertAA_1st300";0;22;1678,27499995474;"L";1;0;NA;"L";"blue";"black";"parity";6;300;1;0;0;0
"168";"NW8";"BRAC1_vertAA_1st300";0;23;2084,37499997672;"A";1;0;NA;"A";"red";"black";"magnit";9;300;1;1;1;0
"172";"NW8";"BRAC1_vertAA_1st300";0;24;892,88000005763;"L";1;1;NA;"A";"red";"black";"parity";1;300;1;0;0;0
"176";"NW8";"BRAC1_vertAA_1st300";0;25;1121,84000003617;"L";1;0;NA;"L";"red";"black";"parity";4;300;0;1;0;1
"180";"NW8";"BRAC1_vertAA_1st300";0;26;1092,73000003304;"A";1;0;NA;"A";"red";"black";"magnit";6;300;1;1;0;0
"184";"NW8";"BRAC1_vertAA_1st300";0;27;1263,50000000093;"A";1;0;NA;"A";"red";"black";"parity";9;300;1;0;0;0
"188";"NW8";"BRAC1_vertAA_1st300";0;28;987,554999999702;"L";1;0;NA;"L";"blue";"black";"magnit";1;300;1;1;1;0
"192";"NW8";"BRAC1_vertAA_1st300";0;29;1462,45499991346;"L";1;0;NA;"L";"red";"black";"parity";2;300;1;0;1;0
"196";"NW8";"BRAC1_vertAA_1st300";0;30;1290,01500003505;"L";1;0;NA;"L";"blue";"black";"magnit";3;300;1;0;1;0
"200";"NW8";"BRAC1_vertAA_1st300";0;31;1512,95000000391;"L";1;0;NA;"L";"blue";"black";"parity";2;300;1;0;0;0
"204";"NW8";"BRAC1_vertAA_1st300";0;32;2131,89999992028;"A";1;0;NA;"A";"blue";"black";"parity";7;300;0;1;0;0
"208";"NW8";"BRAC1_vertAA_1st300";0;33;1262,25000002887;"L";1;0;NA;"L";"red";"black";"parity";4;300;0;1;1;0
"212";"NW8";"BRAC1_vertAA_1st300";0;34;2501,14399999997;NA;NA;1;1;"L";"red";"black";"magnit";2;300;1;0;0;0
"216";"NW8";"BRAC1_vertAA_1st300";0;35;1697,48999993317;"A";1;0;NA;"A";"blue";"black";"magnit";6;300;0;1;1;1
"220";"NW8";"BRAC1_vertAA_1st300";0;36;2500,89799999999;NA;NA;1;1;"A";"blue";"black";"parity";7;300;1;0;0;0
"224";"NW8";"BRAC1_vertAA_1st300";0;37;1213,91499997117;"L";1;1;NA;"A";"red";"black";"magnit";6;300;1;0;1;1
"228";"NW8";"BRAC1_vertAA_1st300";0;38;890,140000032261;"L";1;1;NA;"A";"red";"black";"magnit";8;300;0;0;0;1
"232";"NW8";"BRAC1_vertAA_1st300";0;39;1477,94499993324;"A";1;0;NA;"A";"red";"black";"parity";7;300;1;0;0;1
"236";"NW8";"BRAC1_vertAA_1st300";0;40;1064,08500007819;"A";1;0;NA;"A";"red";"black";"parity";3;300;0;0;0;0
"240";"NW8";"BRAC1_vertAA_1st300";0;41;747,199999983422;"L";1;0;NA;"L";"blue";"black";"magnit";4;300;1;1;1;0
"244";"NW8";"BRAC1_vertAA_1st300";0;42;1397,02000003308;"A";1;0;NA;"A";"red";"black";"magnit";8;300;0;1;1;0
"248";"NW8";"BRAC1_vertAA_1st300";0;43;1729,09499995876;"L";1;0;NA;"L";"blue";"black";"parity";4;300;1;1;1;0
"252";"NW8";"BRAC1_vertAA_1st300";0;44;2500,89199999999;NA;NA;1;1;"L";"blue";"black";"magnit";1;300;1;0;0;0
"256";"NW8";"BRAC1_vertAA_1st300";0;45;2405,6499999715;"L";1;0;NA;"L";"red";"black";"magnit";4;300;0;0;1;1
"260";"NW8";"BRAC1_vertAA_1st300";0;46;1040,67000001669;"A";1;0;NA;"A";"red";"black";"magnit";9;300;0;1;0;0
"264";"NW8";"BRAC1_vertAA_1st300";0;47;1691,40999997035;"L";1;0;NA;"L";"blue";"black";"magnit";2;300;0;1;1;0
"268";"NW8";"BRAC1_vertAA_1st300";0;48;2500,89899999998;NA;NA;1;1;"L";"blue";"black";"parity";6;300;1;0;0;0
"272";"NW8";"BRAC1_vertAA_1st300";0;49;1775,03500005696;"L";1;0;NA;"L";"red";"black";"parity";4;300;0;0;1;1
"276";"NW8";"BRAC1_vertAA_1st300";0;50;1359,05500000808;"A";1;0;NA;"A";"blue";"black";"magnit";6;300;1;1;1;0
"280";"NW8";"BRAC1_vertAA_1st300";0;51;2500,93200000003;NA;NA;1;1;"A";"blue";"black";"magnit";9;300;0;0;0;0
"284";"NW8";"BRAC1_vertAA_1st300";0;52;1783,62500004005;"A";1;0;NA;"A";"red";"black";"magnit";7;300;0;0;1;1
"288";"NW8";"BRAC1_vertAA_1st300";0;53;1415,48500000499;"L";1;0;NA;"L";"red";"black";"magnit";2;300;0;1;0;0
"292";"NW8";"BRAC1_vertAA_1st300";0;54;834,934999933466;"L";1;0;NA;"L";"red";"black";"magnit";3;300;0;0;0;0
"296";"NW8";"BRAC1_vertAA_1st300";0;55;953,575000050478;"A";1;0;NA;"A";"red";"black";"magnit";7;300;0;1;0;0
"300";"NW8";"BRAC1_vertAA_1st300";0;56;1665,91999994125;"A";1;1;NA;"L";"blue";"black";"parity";8;300;1;1;1;0
"304";"NW8";"BRAC1_vertAA_1st300";0;57;1325,75000007637;"L";1;0;NA;"L";"blue";"black";"parity";4;300;0;0;0;1
"308";"NW8";"BRAC1_vertAA_1st300";0;58;1320,88999997359;"L";1;0;NA;"L";"red";"black";"magnit";3;300;1;0;1;0
"312";"NW8";"BRAC1_vertAA_1st300";0;59;2047,11500008125;"A";1;0;NA;"A";"red";"black";"parity";1;300;1;1;0;0
"316";"NW8";"BRAC1_vertAA_1st300";0;60;1176,38499999885;"L";1;0;NA;"L";"red";"black";"parity";6;300;0;1;0;0
"320";"NW8";"BRAC1_vertAA_1st300";0;61;1507,00000009965;"L";1;0;NA;"L";"blue";"black";"parity";2;300;0;0;1;0
"324";"NW8";"BRAC1_vertAA_1st300";0;62;2500,90599999996;NA;NA;1;1;"A";"blue";"black";"parity";3;300;0;1;0;0
"328";"NW8";"BRAC1_vertAA_1st300";0;63;786,20500001125;"L";1;0;NA;"L";"blue";"black";"magnit";2;300;1;1;0;1
"332";"NW8";"BRAC1_vertAA_1st300";0;64;676,464999909513;"L";1;0;NA;"L";"red";"black";"magnit";3;300;0;0;1;0
"336";"NW8";"BRAC1_vertAA_1st300";0;65;762,625000090338;"A";1;0;NA;"A";"blue";"black";"magnit";9;300;0;1;1;0
"340";"NW8";"BRAC1_vertAA_1st300";0;66;1322,84499995876;"L";1;0;NA;"L";"red";"black";"magnit";4;300;0;1;1;0
"344";"NW8";"BRAC1_vertAA_1st300";0;67;780,320000019856;"L";1;0;NA;"L";"red";"black";"magnit";2;300;0;0;0;0
"348";"NW8";"BRAC1_vertAA_1st300";0;68;1980,6249999674;"L";1;0;NA;"L";"red";"black";"parity";6;300;1;0;0;0
"352";"NW8";"BRAC1_vertAA_1st300";0;69;1080,07999998517;"A";1;0;NA;"A";"blue";"black";"parity";9;300;0;1;1;0
"356";"NW8";"BRAC1_vertAA_1st300";0;70;2501,22999999998;NA;NA;1;1;"L";"red";"black";"parity";2;300;0;1;1;0
"360";"NW8";"BRAC1_vertAA_1st300";0;71;899,329999927431;"A";1;0;NA;"A";"red";"black";"parity";3;300;0;1;0;1
"364";"NW8";"BRAC1_vertAA_1st300";0;72;799,800000037067;"L";1;0;NA;"L";"blue";"black";"magnit";4;300;1;1;1;0
"368";"NW8";"BRAC1_vertAA_1st300";0;73;1230,1649999572;"A";1;1;NA;"L";"blue";"black";"parity";8;300;1;0;0;0
"372";"NW8";"BRAC1_vertAA_1st300";0;74;1333,19499995559;"A";1;0;NA;"A";"blue";"black";"parity";7;300;0;1;0;1
"376";"NW8";"BRAC1_vertAA_1st300";0;75;795,010000001639;"L";1;0;NA;"L";"blue";"black";"magnit";3;300;1;1;0;0
"380";"NW8";"BRAC1_vertAA_1st300";0;76;911,765000084415;"L";1;0;NA;"L";"red";"black";"magnit";1;300;0;0;1;0
"384";"NW8";"BRAC1_vertAA_1st300";0;77;2176,91999999806;"A";1;0;NA;"A";"blue";"black";"parity";9;300;1;1;1;0
"388";"NW8";"BRAC1_vertAA_1st300";0;78;922,750000027008;"A";1;0;NA;"A";"blue";"black";"parity";3;300;0;0;0;0
"392";"NW8";"BRAC1_vertAA_1st300";0;79;1221,14999999758;"A";1;0;NA;"A";"blue";"black";"magnit";9;300;1;0;0;0
"396";"NW8";"BRAC1_vertAA_1st300";0;80;967,310000094585;"A";1;0;NA;"A";"blue";"black";"magnit";8;300;0;0;0;0
"400";"NW8";"BRAC1_vertAA_1st300";0;81;1266,76999998745;"A";1;0;NA;"A";"red";"black";"magnit";6;300;0;0;1;0
"404";"NW8";"BRAC1_vertAA_1st300";0;82;2501,02800000005;NA;NA;1;1;"A";"red";"black";"parity";3;300;1;0;0;0
"408";"NW8";"BRAC1_vertAA_1st300";0;83;1462,03500009142;"A";1;0;NA;"A";"blue";"black";"magnit";6;300;1;0;1;1
"412";"NW8";"BRAC1_vertAA_1st300";0;84;946,615000022575;"A";1;0;NA;"A";"red";"black";"magnit";8;300;0;0;1;0
"416";"NW8";"BRAC1_vertAA_1st300";0;85;2120,61500002164;"L";1;0;NA;"L";"red";"black";"parity";2;300;1;1;0;0
"420";"NW8";"BRAC1_vertAA_1st300";0;86;1654,76999990642;"A";1;0;NA;"A";"red";"black";"parity";7;300;0;1;0;0
"424";"NW8";"BRAC1_vertAA_1st300";0;87;1465,57999996003;"A";1;0;NA;"A";"blue";"black";"parity";9;300;0;0;1;0
"428";"NW8";"BRAC1_vertAA_1st300";0;88;1556,36499996763;"L";1;0;NA;"L";"red";"black";"parity";8;300;0;1;1;0
"432";"NW8";"BRAC1_vertAA_1st300";0;89;1194,18500002939;"A";1;0;NA;"A";"red";"black";"parity";1;300;0;1;0;0
"436";"NW8";"BRAC1_vertAA_1st300";0;90;970,395000069402;"L";1;0;NA;"L";"blue";"black";"parity";8;300;0;1;1;0
"440";"NW8";"BRAC1_vertAA_1st300";0;91;2381,06000004336;"L";1;1;NA;"A";"blue";"black";"magnit";7;300;1;1;0;0
"444";"NW8";"BRAC1_vertAA_1st300";0;92;2077,86499999929;"L";1;0;NA;"L";"red";"black";"parity";8;300;1;1;1;1
"448";"NW8";"BRAC1_vertAA_1st300";0;93;1073,23500001803;"L";1;0;NA;"L";"blue";"black";"parity";6;300;0;0;1;0
"452";"NW8";"BRAC1_vertAA_1st300";0;94;1698,80500005092;"L";1;0;NA;"L";"red";"black";"magnit";4;300;1;0;1;0
"456";"NW8";"BRAC1_vertAA_1st300";0;95;2271,31999994162;"L";1;0;NA;"L";"red";"black";"parity";6;300;1;0;0;0
"461";"NW8";"BRAC1_vertAA_1st300";1;0;2501,25699999998;NA;NA;1;1;"L";"blue";"black";"magnit";2;0;99;99;99;99
"465";"NW8";"BRAC1_vertAA_1st300";1;1;1503,55499994475;"A";1;0;NA;"A";"blue";"black";"parity";9;0;1;1;0;1
"469";"NW8";"BRAC1_vertAA_1st300";1;2;999,594999942929;"L";1;0;NA;"L";"blue";"black";"magnit";3;0;1;1;0;0
"473";"NW8";"BRAC1_vertAA_1st300";1;3;1784,23500002827;"L";1;0;NA;"L";"red";"black";"parity";4;0;1;0;1;0
"477";"NW8";"BRAC1_vertAA_1st300";1;4;1687,42500001099;"L";1;1;NA;"A";"blue";"black";"parity";1;0;0;1;1;0
"481";"NW8";"BRAC1_vertAA_1st300";1;5;644,68999998644;"L";1;0;NA;"L";"red";"black";"parity";6;0;0;1;1;1
"485";"NW8";"BRAC1_vertAA_1st300";1;6;782,41500002332;"A";1;0;NA;"A";"red";"black";"parity";3;0;0;1;0;0
"489";"NW8";"BRAC1_vertAA_1st300";1;7;1053,25500003528;"A";1;0;NA;"A";"red";"black";"magnit";9;0;1;0;0;0
"493";"NW8";"BRAC1_vertAA_1st300";1;8;1906,4800000051;"A";1;0;NA;"A";"blue";"black";"parity";3;0;1;0;1;0
"497";"NW8";"BRAC1_vertAA_1st300";1;9;662,239999976009;"A";1;0;NA;"A";"red";"black";"parity";1;0;0;0;1;0
"501";"NW8";"BRAC1_vertAA_1st300";1;10;2128,78500006627;"L";1;0;NA;"L";"red";"black";"magnit";4;0;1;1;0;0
"505";"NW8";"BRAC1_vertAA_1st300";1;11;699,215000029653;"A";1;0;NA;"A";"blue";"black";"magnit";8;0;0;1;1;0
"509";"NW8";"BRAC1_vertAA_1st300";1;12;890,970000065863;"A";1;0;NA;"A";"blue";"black";"magnit";6;0;0;0;0;0
"513";"NW8";"BRAC1_vertAA_1st300";1;13;1486,58999998588;"A";1;0;NA;"A";"blue";"black";"parity";1;0;1;0;0;0
"517";"NW8";"BRAC1_vertAA_1st300";1;14;2083,59499997459;"L";1;0;NA;"L";"blue";"black";"parity";4;0;0;1;0;0
"521";"NW8";"BRAC1_vertAA_1st300";1;15;2052,32000001706;"L";1;0;NA;"L";"blue";"black";"parity";2;0;0;0;0;0
"525";"NW8";"BRAC1_vertAA_1st300";1;16;2306,92499992438;"A";1;0;NA;"A";"blue";"black";"magnit";9;0;1;1;0;0
"529";"NW8";"BRAC1_vertAA_1st300";1;17;1003,70500003919;"L";1;0;NA;"L";"red";"black";"parity";2;0;1;1;1;0
"533";"NW8";"BRAC1_vertAA_1st300";1;18;912,804999970831;"L";1;0;NA;"L";"red";"black";"parity";8;0;0;0;0;0
"537";"NW8";"BRAC1_vertAA_1st300";1;19;579,22499999404;"A";1;0;NA;"A";"red";"black";"parity";1;0;0;1;0;0
"541";"NW8";"BRAC1_vertAA_1st300";1;20;779,000000096858;"L";1;0;NA;"L";"red";"black";"parity";8;0;0;1;0;0
"545";"NW8";"BRAC1_vertAA_1st300";1;21;1966,51499997824;"A";1;0;NA;"A";"red";"black";"magnit";9;0;1;1;0;0
"549";"NW8";"BRAC1_vertAA_1st300";1;22;636,640000040643;"L";1;0;NA;"L";"red";"black";"magnit";2;0;0;1;0;0
"553";"NW8";"BRAC1_vertAA_1st300";1;23;748,374999966472;"A";1;0;NA;"A";"red";"black";"magnit";6;0;0;1;0;0
"557";"NW8";"BRAC1_vertAA_1st300";1;24;1059,92999998853;"L";1;0;NA;"L";"red";"black";"magnit";4;0;0;1;0;0
"561";"NW8";"BRAC1_vertAA_1st300";1;25;2455,24999999907;"A";1;0;NA;"A";"blue";"black";"parity";3;0;1;1;1;0
"565";"NW8";"BRAC1_vertAA_1st300";1;26;1093,11000001617;"A";1;0;NA;"A";"red";"black";"magnit";8;0;1;0;1;0
"569";"NW8";"BRAC1_vertAA_1st300";1;27;1139,7949999664;"L";1;0;NA;"L";"red";"black";"parity";2;0;1;1;0;0
"573";"NW8";"BRAC1_vertAA_1st300";1;28;1181,09500000719;"L";1;0;NA;"L";"red";"black";"parity";6;0;0;0;0;0
"577";"NW8";"BRAC1_vertAA_1st300";1;29;1811,08000001404;"L";1;0;NA;"L";"blue";"black";"magnit";2;0;1;0;1;0
"581";"NW8";"BRAC1_vertAA_1st300";1;30;2432,81000002753;"L";1;0;NA;"L";"red";"black";"parity";8;0;1;0;1;0
"585";"NW8";"BRAC1_vertAA_1st300";1;31;1128,51499998942;"A";1;0;NA;"A";"red";"black";"parity";7;0;0;1;0;0
"589";"NW8";"BRAC1_vertAA_1st300";1;32;1790,15500005335;"L";1;0;NA;"L";"blue";"black";"magnit";3;0;1;1;1;0
"593";"NW8";"BRAC1_vertAA_1st300";1;33;2328,68999999482;"A";1;0;NA;"A";"blue";"black";"magnit";6;0;0;1;0;0
"597";"NW8";"BRAC1_vertAA_1st300";1;34;2201,24500000384;"A";1;0;NA;"A";"blue";"black";"parity";7;0;1;0;0;0
"601";"NW8";"BRAC1_vertAA_1st300";1;35;1147,5400000345;"A";1;0;NA;"A";"red";"black";"parity";3;0;0;0;1;0
"605";"NW8";"BRAC1_vertAA_1st300";1;36;1340,28999996372;"A";1;0;NA;"A";"red";"black";"parity";7;0;0;0;0;0
"609";"NW8";"BRAC1_vertAA_1st300";1;37;627,440000069328;"L";1;0;NA;"L";"blue";"black";"parity";2;0;0;1;1;0
"613";"NW8";"BRAC1_vertAA_1st300";1;38;1231,87000001781;"L";1;0;NA;"L";"red";"black";"magnit";1;0;1;0;1;0
"617";"NW8";"BRAC1_vertAA_1st300";1;39;1870,20500004292;"A";1;0;NA;"A";"blue";"black";"magnit";9;0;0;1;1;0
"621";"NW8";"BRAC1_vertAA_1st300";1;40;1014,02500004042;"L";1;0;NA;"L";"blue";"black";"magnit";2;0;0;1;0;0
"625";"NW8";"BRAC1_vertAA_1st300";1;41;936,559999943711;"L";1;0;NA;"L";"blue";"black";"parity";6;0;1;0;0;0
"629";"NW8";"BRAC1_vertAA_1st300";1;42;1482,16999997385;"L";1;0;NA;"L";"blue";"black";"parity";4;0;0;0;0;0
"633";"NW8";"BRAC1_vertAA_1st300";1;43;1284,02500005905;"A";1;0;NA;"A";"red";"black";"parity";9;0;0;1;1;0
"637";"NW8";"BRAC1_vertAA_1st300";1;44;1165,86000006646;"A";1;0;NA;"A";"red";"black";"parity";3;0;0;0;0;0
"641";"NW8";"BRAC1_vertAA_1st300";1;45;776,509999996051;"L";1;0;NA;"L";"blue";"black";"magnit";4;0;1;1;1;0
"645";"NW8";"BRAC1_vertAA_1st300";1;46;974,124999949709;"A";1;0;NA;"A";"blue";"black";"parity";7;0;1;1;0;0
"649";"NW8";"BRAC1_vertAA_1st300";1;47;1083,39000004344;"L";1;0;NA;"L";"red";"black";"parity";4;0;0;1;1;0
"653";"NW8";"BRAC1_vertAA_1st300";1;48;932,61000001803;"L";1;0;NA;"L";"blue";"black";"parity";6;0;0;0;1;0
"657";"NW8";"BRAC1_vertAA_1st300";1;49;1079,34499997646;"A";1;0;NA;"A";"blue";"black";"magnit";7;0;1;1;0;0
"661";"NW8";"BRAC1_vertAA_1st300";1;50;1012,16000004206;"A";1;0;NA;"A";"blue";"black";"magnit";9;0;0;0;0;0
"665";"NW8";"BRAC1_vertAA_1st300";1;51;1171,38000007253;"A";1;0;NA;"A";"blue";"black";"magnit";8;0;0;0;0;0
"669";"NW8";"BRAC1_vertAA_1st300";1;52;523,025000002235;"A";1;0;NA;"A";"blue";"black";"magnit";7;0;0;0;0;0
"673";"NW8";"BRAC1_vertAA_1st300";1;53;638,419999973848;"L";1;0;NA;"L";"red";"black";"magnit";3;0;0;1;1;0
"677";"NW8";"BRAC1_vertAA_1st300";1;54;1770,09000000544;"A";1;0;NA;"A";"red";"black";"parity";7;0;1;1;0;0
"681";"NW8";"BRAC1_vertAA_1st300";1;55;1803,53999999352;"A";1;0;NA;"A";"red";"black";"magnit";6;0;1;0;0;0
"685";"NW8";"BRAC1_vertAA_1st300";1;56;767,49999995809;"A";1;0;NA;"A";"red";"black";"magnit";9;0;0;0;0;0
"689";"NW8";"BRAC1_vertAA_1st300";1;57;664,224999956787;"A";1;0;NA;"A";"red";"black";"magnit";7;0;0;0;0;0
"693";"NW8";"BRAC1_vertAA_1st300";1;58;2476,17499995977;"A";1;0;NA;"A";"blue";"black";"parity";9;0;1;0;1;0
"697";"NW8";"BRAC1_vertAA_1st300";1;59;1185,31000008807;"L";1;0;NA;"L";"red";"black";"magnit";3;0;1;1;1;0
"701";"NW8";"BRAC1_vertAA_1st300";1;60;1713,47000007518;"A";1;0;NA;"A";"red";"black";"parity";9;0;1;1;0;0
"705";"NW8";"BRAC1_vertAA_1st300";1;61;1419,22999999952;"A";1;0;NA;"A";"red";"black";"magnit";8;0;1;0;0;0
"709";"NW8";"BRAC1_vertAA_1st300";1;62;1993,72500006575;"A";1;0;NA;"A";"blue";"black";"magnit";6;0;0;0;1;0
"713";"NW8";"BRAC1_vertAA_1st300";1;63;595,065000001341;"A";1;0;NA;"A";"red";"black";"magnit";7;0;0;0;1;0
"717";"NW8";"BRAC1_vertAA_1st300";1;64;492,740000016056;"L";1;0;NA;"L";"red";"black";"magnit";1;0;0;1;0;0
"721";"NW8";"BRAC1_vertAA_1st300";1;65;1341,72999998555;"L";1;0;NA;"L";"red";"black";"magnit";2;0;0;0;0;0
"725";"NW8";"BRAC1_vertAA_1st300";1;66;1393,41000001878;"A";1;0;NA;"A";"blue";"black";"magnit";8;0;0;1;1;0
"729";"NW8";"BRAC1_vertAA_1st300";1;67;1892,61500001885;"L";1;0;NA;"L";"blue";"black";"parity";2;0;1;1;0;0
"733";"NW8";"BRAC1_vertAA_1st300";1;68;768,395000020973;"L";1;0;NA;"L";"blue";"black";"magnit";3;0;1;0;0;0
"737";"NW8";"BRAC1_vertAA_1st300";1;69;748,355000047013;"L";1;0;NA;"L";"red";"black";"magnit";4;0;0;0;1;0
"741";"NW8";"BRAC1_vertAA_1st300";1;70;1514,98000009451;"A";1;0;NA;"A";"blue";"black";"parity";3;0;1;1;1;0
"745";"NW8";"BRAC1_vertAA_1st300";1;71;2500,97199999995;NA;NA;1;1;"L";"blue";"black";"magnit";1;0;1;1;0;0
"749";"NW8";"BRAC1_vertAA_1st300";1;72;1561,2849999452;"L";1;0;NA;"L";"blue";"black";"parity";4;0;1;0;0;1
"753";"NW8";"BRAC1_vertAA_1st300";1;73;1877,03999993391;"A";1;0;NA;"A";"red";"black";"magnit";6;0;1;1;1;0
"757";"NW8";"BRAC1_vertAA_1st300";1;74;854,614999960177;"A";1;0;NA;"A";"blue";"black";"magnit";7;0;0;0;1;0
"761";"NW8";"BRAC1_vertAA_1st300";1;75;802,320000017062;"L";1;0;NA;"L";"blue";"black";"parity";8;0;1;1;0;0
"765";"NW8";"BRAC1_vertAA_1st300";1;76;698,610000079498;"L";1;0;NA;"L";"blue";"black";"magnit";4;0;1;0;0;0
"769";"NW8";"BRAC1_vertAA_1st300";1;77;781,134999939241;"L";1;0;NA;"L";"blue";"black";"parity";8;0;1;0;0;0
"773";"NW8";"BRAC1_vertAA_1st300";1;78;742,425000062212;"L";1;0;NA;"L";"red";"black";"magnit";1;0;1;0;1;0
"777";"NW8";"BRAC1_vertAA_1st300";1;79;418,62500004936;"L";1;0;NA;"L";"red";"black";"magnit";2;0;0;0;0;0
"781";"NW8";"BRAC1_vertAA_1st300";1;80;778,475000057369;"L";1;0;NA;"L";"red";"black";"parity";6;0;1;0;0;0
"785";"NW8";"BRAC1_vertAA_1st300";1;81;1633,48000007682;"A";1;0;NA;"A";"blue";"black";"parity";1;0;0;1;1;0
"789";"NW8";"BRAC1_vertAA_1st300";1;82;1325,31999994535;"A";1;0;NA;"A";"red";"black";"magnit";8;0;1;0;1;0
"793";"NW8";"BRAC1_vertAA_1st300";1;83;1018,13500002027;"A";1;0;NA;"A";"blue";"black";"parity";7;0;1;0;1;0
"797";"NW8";"BRAC1_vertAA_1st300";1;84;1203,89999996405;"L";1;0;NA;"L";"blue";"black";"parity";6;0;0;1;0;0
"801";"NW8";"BRAC1_vertAA_1st300";1;85;774,699999950826;"L";1;0;NA;"L";"blue";"black";"magnit";1;0;1;0;0;0
"805";"NW8";"BRAC1_vertAA_1st300";1;86;1184,75999997463;"A";1;0;NA;"A";"blue";"black";"parity";9;0;1;1;0;0
"809";"NW8";"BRAC1_vertAA_1st300";1;87;873,770000063814;"A";1;0;NA;"A";"red";"black";"parity";1;0;0;0;1;0
"813";"NW8";"BRAC1_vertAA_1st300";1;88;1147,5400000345;"L";1;0;NA;"L";"blue";"black";"parity";8;0;0;1;1;0
"817";"NW8";"BRAC1_vertAA_1st300";1;89;1072,41500006057;"A";1;0;NA;"A";"red";"black";"parity";9;0;0;1;1;0
"821";"NW8";"BRAC1_vertAA_1st300";1;90;2008,6649999721;"A";1;0;NA;"A";"red";"black";"magnit";7;0;1;0;0;0
"825";"NW8";"BRAC1_vertAA_1st300";1;91;930,924999993294;"L";1;0;NA;"L";"red";"black";"parity";4;0;1;1;0;0
"829";"NW8";"BRAC1_vertAA_1st300";1;92;1008,20999999996;"L";1;0;NA;"L";"red";"black";"magnit";3;0;1;0;0;0
"833";"NW8";"BRAC1_vertAA_1st300";1;93;528,725000098348;"L";1;0;NA;"L";"blue";"black";"magnit";4;0;0;0;1;0
"837";"NW8";"BRAC1_vertAA_1st300";1;94;679,414999904111;"L";1;0;NA;"L";"red";"black";"parity";2;0;1;0;1;0
"841";"NW8";"BRAC1_vertAA_1st300";1;95;450,249999994412;"L";1;0;NA;"L";"blue";"black";"magnit";1;0;1;0;1;0
"846";"NW8";"BRAC1_vertAA_1st300";2;0;2251,85000000056;"L";1;0;NA;"L";"blue";"black";"parity";4;300;99;99;99;99
