"pp";"counterbalance";"blockNum";"trialNum";"rt";"Response";"Attempt";"error";"Timed.Out";"ANSWER";"cuecolor";"framecolor";"task";"stimulus";"cocoa";"Participant.OS";"Participant.Browser";"ppViewportSize";"task_R";"ANSWER_R";"framecolor_R";"error_R";"age";"sex";"psyKnowledge";"education";"handedness";"motherTongue";"country"
"SF9";"BRAC2_horiLL_1st300";1;7;576;"A";1;0;NA;"A";"black";"blue";"parity";2;0;"MacOs";"Safari";"889x626";0;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;8;489;"L";1;0;NA;"L";"black";"red";"magnit";7;0;"MacOs";"Safari";"889x626";1;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;9;548,999999999942;"L";1;0;NA;"L";"black";"blue";"magnit";8;0;"MacOs";"Safari";"889x626";0;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;10;384,000000000058;"A";1;0;NA;"A";"black";"red";"magnit";1;0;"MacOs";"Safari";"889x626";0;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;11;616;"A";1;1;NA;"L";"black";"red";"parity";3;0;"MacOs";"Safari";"889x626";1;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;12;558;"L";1;0;NA;"L";"black";"red";"magnit";8;0;"MacOs";"Safari";"889x626";1;0;0;1;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;13;691,000000000058;"A";1;1;NA;"L";"black";"red";"parity";3;0;"MacOs";"Safari";"889x626";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;14;664,999999999942;"L";1;1;NA;"A";"black";"red";"magnit";4;0;"MacOs";"Safari";"889x626";1;1;0;1;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;15;603;"A";1;0;NA;"A";"black";"blue";"magnit";1;0;"MacOs";"Safari";"889x626";0;0;1;1;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;16;975;"L";1;1;NA;"A";"black";"red";"parity";4;0;"MacOs";"Safari";"889x626";1;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;17;651,000000000116;"A";1;0;NA;"A";"black";"blue";"magnit";2;0;"MacOs";"Safari";"889x626";1;0;1;1;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;18;1024,99999999988;"L";1;0;NA;"L";"black";"red";"parity";7;0;"MacOs";"Safari";"889x626";1;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;19;790;"A";1;0;NA;"A";"black";"red";"parity";6;0;"MacOs";"Safari";"889x626";0;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;20;476;"A";1;0;NA;"A";"black";"red";"magnit";3;0;"MacOs";"Safari";"889x626";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;21;524;"L";1;0;NA;"L";"black";"blue";"magnit";7;0;"MacOs";"Safari";"889x626";0;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;22;529;"A";1;1;NA;"L";"black";"red";"parity";1;0;"MacOs";"Safari";"889x626";1;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;23;565;"L";1;0;NA;"L";"black";"blue";"parity";9;0;"MacOs";"Safari";"889x626";0;0;1;1;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;24;776;"L";1;0;NA;"L";"black";"blue";"parity";3;0;"MacOs";"Safari";"889x626";0;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;25;627,999999999884;"A";1;0;NA;"A";"black";"blue";"parity";2;0;"MacOs";"Safari";"889x626";0;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;26;542;"L";1;0;NA;"L";"black";"blue";"magnit";6;0;"MacOs";"Safari";"889x626";1;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;27;623;"L";1;0;NA;"L";"black";"red";"parity";9;0;"MacOs";"Safari";"889x626";1;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;28;959;"A";1;0;NA;"A";"black";"red";"magnit";1;0;"MacOs";"Safari";"889x626";1;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;29;1089;"L";1;0;NA;"L";"black";"blue";"parity";3;0;"MacOs";"Safari";"889x626";1;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;30;900;"L";1;0;NA;"L";"black";"red";"magnit";9;0;"MacOs";"Safari";"889x626";1;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;31;464,999999999884;"L";1;0;NA;"L";"black";"red";"magnit";7;0;"MacOs";"Safari";"889x626";0;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;32;486;"A";1;0;NA;"A";"black";"blue";"parity";4;0;"MacOs";"Safari";"889x626";1;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;33;523;"L";1;0;NA;"L";"black";"blue";"parity";9;0;"MacOs";"Safari";"889x626";0;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;34;498,000000000116;"A";1;0;NA;"A";"black";"red";"parity";2;0;"MacOs";"Safari";"889x626";0;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;35;444;"A";1;0;NA;"A";"black";"blue";"magnit";4;0;"MacOs";"Safari";"889x626";1;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;36;445;"L";1;0;NA;"L";"black";"blue";"magnit";7;0;"MacOs";"Safari";"889x626";0;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;37;485;"L";1;0;NA;"L";"black";"blue";"parity";3;0;"MacOs";"Safari";"889x626";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;38;478;"L";1;0;NA;"L";"black";"blue";"parity";7;0;"MacOs";"Safari";"889x626";0;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;39;479;"A";1;0;NA;"A";"black";"red";"magnit";2;0;"MacOs";"Safari";"889x626";1;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;40;363;"L";1;1;NA;"A";"black";"blue";"parity";8;0;"MacOs";"Safari";"889x626";1;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;41;486,000000000116;"L";1;0;NA;"L";"black";"red";"magnit";7;0;"MacOs";"Safari";"889x626";1;1;1;1;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;42;533;"L";1;1;NA;"A";"black";"red";"parity";8;0;"MacOs";"Safari";"889x626";1;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;43;487;"A";1;0;NA;"A";"black";"red";"magnit";2;0;"MacOs";"Safari";"889x626";1;0;0;1;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;44;825;"A";1;0;NA;"A";"black";"blue";"parity";6;0;"MacOs";"Safari";"889x626";1;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;45;465;"A";1;0;NA;"A";"black";"blue";"magnit";3;0;"MacOs";"Safari";"889x626";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;46;522;"L";1;0;NA;"L";"black";"red";"magnit";8;0;"MacOs";"Safari";"889x626";0;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;47;465;"A";1;1;NA;"L";"black";"red";"parity";3;0;"MacOs";"Safari";"889x626";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;48;486;"L";1;0;NA;"L";"black";"blue";"parity";7;0;"MacOs";"Safari";"889x626";0;0;1;1;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;49;552;"A";1;1;NA;"L";"black";"blue";"magnit";6;0;"MacOs";"Safari";"889x626";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;50;552,000000000116;"A";1;0;NA;"A";"black";"red";"magnit";3;0;"MacOs";"Safari";"889x626";0;1;1;1;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;51;630;"A";1;0;NA;"A";"black";"red";"magnit";4;0;"MacOs";"Safari";"889x626";0;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;52;560;"L";1;0;NA;"L";"black";"red";"magnit";6;0;"MacOs";"Safari";"889x626";0;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;53;602;"L";1;0;NA;"L";"black";"blue";"magnit";9;0;"MacOs";"Safari";"889x626";0;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;54;815;"L";1;0;NA;"L";"black";"red";"magnit";6;0;"MacOs";"Safari";"889x626";0;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;55;519;"L";1;0;NA;"L";"black";"blue";"magnit";8;0;"MacOs";"Safari";"889x626";0;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;56;545;"A";1;0;NA;"A";"black";"blue";"magnit";1;0;"MacOs";"Safari";"889x626";0;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;57;489;"L";1;0;NA;"L";"black";"blue";"magnit";8;0;"MacOs";"Safari";"889x626";0;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;58;700;"A";1;1;NA;"L";"black";"red";"magnit";6;0;"MacOs";"Safari";"889x626";0;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;59;509;"L";1;0;NA;"L";"black";"red";"magnit";9;0;"MacOs";"Safari";"889x626";0;0;0;1;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;60;658;"A";1;0;NA;"A";"black";"blue";"magnit";2;0;"MacOs";"Safari";"889x626";0;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;61;514;"L";1;1;NA;"A";"black";"red";"parity";8;0;"MacOs";"Safari";"889x626";1;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;62;551;"A";1;0;NA;"A";"black";"red";"parity";4;0;"MacOs";"Safari";"889x626";0;0;0;1;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;63;626;"L";1;0;NA;"L";"black";"blue";"parity";1;0;"MacOs";"Safari";"889x626";0;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;64;535;"A";1;0;NA;"A";"black";"blue";"parity";2;0;"MacOs";"Safari";"889x626";0;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;65;486;"L";1;1;NA;"A";"black";"blue";"parity";4;0;"MacOs";"Safari";"889x626";0;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;66;600;"L";1;0;NA;"L";"black";"blue";"parity";9;0;"MacOs";"Safari";"889x626";0;1;0;1;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;67;899;"L";1;0;NA;"L";"black";"blue";"magnit";7;0;"MacOs";"Safari";"889x626";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;68;435;"A";1;0;NA;"A";"black";"red";"magnit";2;0;"MacOs";"Safari";"889x626";0;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;69;594;"A";1;0;NA;"A";"black";"blue";"magnit";4;0;"MacOs";"Safari";"889x626";0;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;70;599;"A";1;0;NA;"A";"black";"red";"parity";6;0;"MacOs";"Safari";"889x626";1;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;71;481;"A";1;0;NA;"A";"black";"blue";"parity";4;0;"MacOs";"Safari";"889x626";0;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;72;489;"L";1;0;NA;"L";"black";"red";"magnit";8;0;"MacOs";"Safari";"889x626";1;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;73;472;"A";1;0;NA;"A";"black";"red";"parity";2;0;"MacOs";"Safari";"889x626";1;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;74;781;"A";1;0;NA;"A";"black";"blue";"parity";6;0;"MacOs";"Safari";"889x626";0;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;75;465;"A";1;0;NA;"A";"black";"blue";"magnit";2;0;"MacOs";"Safari";"889x626";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;76;452;"A";1;0;NA;"A";"black";"blue";"parity";8;0;"MacOs";"Safari";"889x626";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;77;440;"L";1;0;NA;"L";"black";"blue";"parity";7;0;"MacOs";"Safari";"889x626";0;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;78;447,999999999884;"L";1;0;NA;"L";"black";"red";"magnit";9;0;"MacOs";"Safari";"889x626";1;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;79;549,000000000116;"A";1;0;NA;"A";"black";"red";"parity";4;0;"MacOs";"Safari";"889x626";1;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;80;616;"L";1;0;NA;"L";"black";"red";"parity";9;0;"MacOs";"Safari";"889x626";0;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;81;508,000000000116;"L";1;0;NA;"L";"black";"red";"parity";7;0;"MacOs";"Safari";"889x626";0;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;82;541;"A";1;0;NA;"A";"black";"red";"magnit";4;0;"MacOs";"Safari";"889x626";1;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;83;523;"A";1;0;NA;"A";"black";"blue";"magnit";1;0;"MacOs";"Safari";"889x626";0;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;84;645,999999999884;"A";1;1;NA;"L";"black";"blue";"magnit";6;0;"MacOs";"Safari";"889x626";0;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;85;584;"A";1;0;NA;"A";"black";"blue";"magnit";3;0;"MacOs";"Safari";"889x626";0;1;0;1;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;86;495;"A";1;1;NA;"L";"black";"blue";"parity";1;0;"MacOs";"Safari";"889x626";1;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;87;569;"A";1;0;NA;"A";"black";"blue";"parity";8;0;"MacOs";"Safari";"889x626";0;1;0;1;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;88;713;"A";1;0;NA;"A";"black";"red";"parity";6;0;"MacOs";"Safari";"889x626";0;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;89;498,000000000116;"A";1;0;NA;"A";"black";"red";"magnit";3;0;"MacOs";"Safari";"889x626";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;90;582;"A";1;0;NA;"A";"black";"blue";"parity";6;0;"MacOs";"Safari";"889x626";1;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;91;478;"A";1;1;NA;"L";"black";"red";"parity";7;0;"MacOs";"Safari";"889x626";0;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;92;476;"L";1;1;NA;"A";"black";"blue";"magnit";3;0;"MacOs";"Safari";"889x626";1;1;1;1;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;93;786;"L";1;0;NA;"L";"black";"blue";"parity";1;0;"MacOs";"Safari";"889x626";1;1;0;1;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;94;553,999999999884;"L";1;0;NA;"L";"black";"blue";"magnit";9;0;"MacOs";"Safari";"889x626";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";1;95;1141,00000000012;"L";1;0;NA;"L";"black";"red";"parity";1;0;"MacOs";"Safari";"889x626";1;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";2;0;748;"L";1;0;NA;"L";"black";"blue";"magnit";9;300;"MacOs";"Safari";"889x626";99;99;99;99;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";2;1;409;"A";1;1;NA;"L";"black";"blue";"parity";1;300;"MacOs";"Safari";"889x626";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";2;2;417;"A";1;1;NA;"L";"black";"red";"parity";9;300;"MacOs";"Safari";"889x626";0;0;1;1;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";2;3;512,000000000116;"A";1;0;NA;"A";"black";"blue";"parity";8;300;"MacOs";"Safari";"889x626";0;1;1;1;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";2;4;452;"A";1;0;NA;"A";"black";"blue";"magnit";1;300;"MacOs";"Safari";"889x626";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";2;5;488,999999999884;"A";1;0;NA;"A";"black";"blue";"parity";2;300;"MacOs";"Safari";"889x626";1;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";2;6;422;"A";1;0;NA;"A";"black";"blue";"parity";8;300;"MacOs";"Safari";"889x626";0;0;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";2;7;459,999999999884;"A";1;0;NA;"A";"black";"red";"parity";2;300;"MacOs";"Safari";"889x626";0;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";2;8;448,999999999884;"L";1;1;NA;"A";"black";"blue";"magnit";4;300;"MacOs";"Safari";"889x626";1;0;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";2;9;746,999999999884;"L";1;0;NA;"L";"black";"blue";"parity";9;300;"MacOs";"Safari";"889x626";1;1;0;1;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";2;10;650;"A";1;0;NA;"A";"black";"red";"parity";8;300;"MacOs";"Safari";"889x626";0;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";2;11;711,000000000116;"L";1;0;NA;"L";"black";"red";"magnit";6;300;"MacOs";"Safari";"889x626";1;1;0;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";2;12;464,000000000116;"A";1;0;NA;"A";"black";"blue";"parity";8;300;"MacOs";"Safari";"889x626";1;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
"SF9";"BRAC2_horiLL_1st300";2;13;462;"A";1;1;NA;"L";"black";"red";"parity";3;300;"MacOs";"Safari";"889x626";0;1;1;0;"21";"female";"I've studied at least one of these disciplines (school or university)";"Some university/higher education but no degree";"right-handed";"German";"Germany"
