Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;counterbalance-9qvq;checkpoint-ngg1;checkpoint-nubw;checkpoint-t5ey;Question Key;Response
6;1590580932159;27/05/2020 12:02:12;1590580934725;2;27/05/2020 14:02:14;18619;2;questionnaire-b579;;5155660;59402f40e9b44100013b1789;1457994;;complete;;5ece4e842bf0931f4428fa24;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1366x768;1349x625;demographics done;demographic;4;BRAC2_horiAL_1st0;Consents given;exp done;demographics done;response-2-quantised;1
7;1590580932159;27/05/2020 12:02:12;1590580934725;2;27/05/2020 14:02:14;18619;2;questionnaire-b579;;5155660;59402f40e9b44100013b1789;1457994;;complete;;5ece4e842bf0931f4428fa24;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1366x768;1349x625;demographics done;demographic;4;BRAC2_horiAL_1st0;Consents given;exp done;demographics done;response-2-text;
8;1590580932159;27/05/2020 12:02:12;1590580934725;2;27/05/2020 14:02:14;18619;2;questionnaire-b579;;5155660;59402f40e9b44100013b1789;1457994;;complete;;5ece4e842bf0931f4428fa24;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1366x768;1349x625;demographics done;demographic;4;BRAC2_horiAL_1st0;Consents given;exp done;demographics done;response-3;Spanish
9;1590580932159;27/05/2020 12:02:12;1590580934725;2;27/05/2020 14:02:14;18619;2;questionnaire-b579;;5155660;59402f40e9b44100013b1789;1457994;;complete;;5ece4e842bf0931f4428fa24;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1366x768;1349x625;demographics done;demographic;4;BRAC2_horiAL_1st0;Consents given;exp done;demographics done;country;Spain
10;1590580932159;27/05/2020 12:02:12;1590580934726;2;27/05/2020 14:02:14;18619;2;questionnaire-b579;;5155660;59402f40e9b44100013b1789;1457994;;complete;;5ece4e842bf0931f4428fa24;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1366x768;1349x625;demographics done;demographic;4;BRAC2_horiAL_1st0;Consents given;exp done;demographics done;education;Bachelor degree
11;1590580932159;27/05/2020 12:02:12;1590580934726;2;27/05/2020 14:02:14;18619;2;questionnaire-b579;;5155660;59402f40e9b44100013b1789;1457994;;complete;;5ece4e842bf0931f4428fa24;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1366x768;1349x625;demographics done;demographic;4;BRAC2_horiAL_1st0;Consents given;exp done;demographics done;education-quantised;5
12;1590580932159;27/05/2020 12:02:12;1590580934726;2;27/05/2020 14:02:14;18619;2;questionnaire-b579;;5155660;59402f40e9b44100013b1789;1457994;;complete;;5ece4e842bf0931f4428fa24;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1366x768;1349x625;demographics done;demographic;4;BRAC2_horiAL_1st0;Consents given;exp done;demographics done;psyKnowledge;Not at all
13;1590580932159;27/05/2020 12:02:12;1590580934726;2;27/05/2020 14:02:14;18619;2;questionnaire-b579;;5155660;59402f40e9b44100013b1789;1457994;;complete;;5ece4e842bf0931f4428fa24;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1366x768;1349x625;demographics done;demographic;4;BRAC2_horiAL_1st0;Consents given;exp done;demographics done;psyKnowledge-quantised;1
14;1590580932159;27/05/2020 12:02:12;1590580934726;2;27/05/2020 14:02:14;18619;2;questionnaire-b579;;5155660;59402f40e9b44100013b1789;1457994;;complete;;5ece4e842bf0931f4428fa24;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1366x768;1349x625;demographics done;demographic;4;BRAC2_horiAL_1st0;Consents given;exp done;demographics done;comment;
15;1590580932159;27/05/2020 12:02:12;1590580934726;2;27/05/2020 14:02:14;18619;2;questionnaire-b579;;5155660;59402f40e9b44100013b1789;1457994;;complete;;5ece4e842bf0931f4428fa24;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1366x768;1349x625;demographics done;demographic;4;BRAC2_horiAL_1st0;Consents given;exp done;demographics done;END QUESTIONNAIRE;23405
1;1590580771926;27/05/2020 11:59:31;1590580771817;1;27/05/2020 12:59:31;18619;2;questionnaire-b579;;5155633;5c5177a1f5ef110001ecfdee;1457997;;complete;;5ece4e938405902018ce9e12;computer;Desktop or Laptop;Mac OS 10.14.5;Chrome 83.0.4103.61;1680x1050;1680x939;demographics done;demographic;4;BRAC2_horiAA_1st0;Consents given;exp done;demographics done;BEGIN QUESTIONNAIRE;
2;1590580848903;27/05/2020 12:00:48;1590580848850;1;27/05/2020 13:00:48;18619;2;questionnaire-b579;;5155633;5c5177a1f5ef110001ecfdee;1457997;;complete;;5ece4e938405902018ce9e12;computer;Desktop or Laptop;Mac OS 10.14.5;Chrome 83.0.4103.61;1680x1050;1665x939;demographics done;demographic;4;BRAC2_horiAA_1st0;Consents given;exp done;demographics done;sex;male
3;1590580848997;27/05/2020 12:00:48;1590580848852;1;27/05/2020 13:00:48;18619;2;questionnaire-b579;;5155633;5c5177a1f5ef110001ecfdee;1457997;;complete;;5ece4e938405902018ce9e12;computer;Desktop or Laptop;Mac OS 10.14.5;Chrome 83.0.4103.61;1680x1050;1665x939;demographics done;demographic;4;BRAC2_horiAA_1st0;Consents given;exp done;demographics done;sex-quantised;1
4;1590580848997;27/05/2020 12:00:48;1590580848852;1;27/05/2020 13:00:48;18619;2;questionnaire-b579;;5155633;5c5177a1f5ef110001ecfdee;1457997;;complete;;5ece4e938405902018ce9e12;computer;Desktop or Laptop;Mac OS 10.14.5;Chrome 83.0.4103.61;1680x1050;1665x939;demographics done;demographic;4;BRAC2_horiAA_1st0;Consents given;exp done;demographics done;age;24
5;1590580848997;27/05/2020 12:00:48;1590580848852;1;27/05/2020 13:00:48;18619;2;questionnaire-b579;;5155633;5c5177a1f5ef110001ecfdee;1457997;;complete;;5ece4e938405902018ce9e12;computer;Desktop or Laptop;Mac OS 10.14.5;Chrome 83.0.4103.61;1680x1050;1665x939;demographics done;demographic;4;BRAC2_horiAA_1st0;Consents given;exp done;demographics done;response-2;right-handed
6;1590580848997;27/05/2020 12:00:48;1590580848852;1;27/05/2020 13:00:48;18619;2;questionnaire-b579;;5155633;5c5177a1f5ef110001ecfdee;1457997;;complete;;5ece4e938405902018ce9e12;computer;Desktop or Laptop;Mac OS 10.14.5;Chrome 83.0.4103.61;1680x1050;1665x939;demographics done;demographic;4;BRAC2_horiAA_1st0;Consents given;exp done;demographics done;response-2-quantised;1
7;1590580848997;27/05/2020 12:00:48;1590580848852;1;27/05/2020 13:00:48;18619;2;questionnaire-b579;;5155633;5c5177a1f5ef110001ecfdee;1457997;;complete;;5ece4e938405902018ce9e12;computer;Desktop or Laptop;Mac OS 10.14.5;Chrome 83.0.4103.61;1680x1050;1665x939;demographics done;demographic;4;BRAC2_horiAA_1st0;Consents given;exp done;demographics done;response-2-text;
8;1590580848997;27/05/2020 12:00:48;1590580848852;1;27/05/2020 13:00:48;18619;2;questionnaire-b579;;5155633;5c5177a1f5ef110001ecfdee;1457997;;complete;;5ece4e938405902018ce9e12;computer;Desktop or Laptop;Mac OS 10.14.5;Chrome 83.0.4103.61;1680x1050;1665x939;demographics done;demographic;4;BRAC2_horiAA_1st0;Consents given;exp done;demographics done;response-3;English
9;1590580848997;27/05/2020 12:00:48;1590580848852;1;27/05/2020 13:00:48;18619;2;questionnaire-b579;;5155633;5c5177a1f5ef110001ecfdee;1457997;;complete;;5ece4e938405902018ce9e12;computer;Desktop or Laptop;Mac OS 10.14.5;Chrome 83.0.4103.61;1680x1050;1665x939;demographics done;demographic;4;BRAC2_horiAA_1st0;Consents given;exp done;demographics done;country;Northern Ireland
10;1590580848997;27/05/2020 12:00:48;1590580848852;1;27/05/2020 13:00:48;18619;2;questionnaire-b579;;5155633;5c5177a1f5ef110001ecfdee;1457997;;complete;;5ece4e938405902018ce9e12;computer;Desktop or Laptop;Mac OS 10.14.5;Chrome 83.0.4103.61;1680x1050;1665x939;demographics done;demographic;4;BRAC2_horiAA_1st0;Consents given;exp done;demographics done;education;Bachelor degree
11;1590580848997;27/05/2020 12:00:48;1590580848852;1;27/05/2020 13:00:48;18619;2;questionnaire-b579;;5155633;5c5177a1f5ef110001ecfdee;1457997;;complete;;5ece4e938405902018ce9e12;computer;Desktop or Laptop;Mac OS 10.14.5;Chrome 83.0.4103.61;1680x1050;1665x939;demographics done;demographic;4;BRAC2_horiAA_1st0;Consents given;exp done;demographics done;education-quantised;5
12;1590580848997;27/05/2020 12:00:48;1590580848853;1;27/05/2020 13:00:48;18619;2;questionnaire-b579;;5155633;5c5177a1f5ef110001ecfdee;1457997;;complete;;5ece4e938405902018ce9e12;computer;Desktop or Laptop;Mac OS 10.14.5;Chrome 83.0.4103.61;1680x1050;1665x939;demographics done;demographic;4;BRAC2_horiAA_1st0;Consents given;exp done;demographics done;psyKnowledge;Some knowledge as amateur
13;1590580848997;27/05/2020 12:00:48;1590580848853;1;27/05/2020 13:00:48;18619;2;questionnaire-b579;;5155633;5c5177a1f5ef110001ecfdee;1457997;;complete;;5ece4e938405902018ce9e12;computer;Desktop or Laptop;Mac OS 10.14.5;Chrome 83.0.4103.61;1680x1050;1665x939;demographics done;demographic;4;BRAC2_horiAA_1st0;Consents given;exp done;demographics done;psyKnowledge-quantised;2
14;1590580848997;27/05/2020 12:00:48;1590580848853;1;27/05/2020 13:00:48;18619;2;questionnaire-b579;;5155633;5c5177a1f5ef110001ecfdee;1457997;;complete;;5ece4e938405902018ce9e12;computer;Desktop or Laptop;Mac OS 10.14.5;Chrome 83.0.4103.61;1680x1050;1665x939;demographics done;demographic;4;BRAC2_horiAA_1st0;Consents given;exp done;demographics done;comment;An enjoyable experiment, though of course, annoying when I realised I'd hit the wrong option each time! Thank you!
15;1590580848997;27/05/2020 12:00:48;1590580848853;1;27/05/2020 13:00:48;18619;2;questionnaire-b579;;5155633;5c5177a1f5ef110001ecfdee;1457997;;complete;;5ece4e938405902018ce9e12;computer;Desktop or Laptop;Mac OS 10.14.5;Chrome 83.0.4103.61;1680x1050;1665x939;demographics done;demographic;4;BRAC2_horiAA_1st0;Consents given;exp done;demographics done;END QUESTIONNAIRE;77036
1;1590580767680;27/05/2020 11:59:27;1590580770008;3;27/05/2020 14:59:30;18619;2;questionnaire-b579;;5155631;5d716715d1e5b80015d63d2e;1458014;;complete;;5ece4e5617463b04f0934495;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1920x937;demographics done;demographic;4;BRAC2_vertAL_1st0;Consents given;exp done;demographics done;BEGIN QUESTIONNAIRE;
2;1590580857501;27/05/2020 12:00:57;1590580859860;3;27/05/2020 15:00:59;18619;2;questionnaire-b579;;5155631;5d716715d1e5b80015d63d2e;1458014;;complete;;5ece4e5617463b04f0934495;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_vertAL_1st0;Consents given;exp done;demographics done;sex;female
3;1590580857612;27/05/2020 12:00:57;1590580859861;3;27/05/2020 15:00:59;18619;2;questionnaire-b579;;5155631;5d716715d1e5b80015d63d2e;1458014;;complete;;5ece4e5617463b04f0934495;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_vertAL_1st0;Consents given;exp done;demographics done;sex-quantised;2
4;1590580857612;27/05/2020 12:00:57;1590580859861;3;27/05/2020 15:00:59;18619;2;questionnaire-b579;;5155631;5d716715d1e5b80015d63d2e;1458014;;complete;;5ece4e5617463b04f0934495;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_vertAL_1st0;Consents given;exp done;demographics done;age;24
5;1590580857612;27/05/2020 12:00:57;1590580859861;3;27/05/2020 15:00:59;18619;2;questionnaire-b579;;5155631;5d716715d1e5b80015d63d2e;1458014;;complete;;5ece4e5617463b04f0934495;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_vertAL_1st0;Consents given;exp done;demographics done;response-2;left-handed
6;1590580857612;27/05/2020 12:00:57;1590580859862;3;27/05/2020 15:00:59;18619;2;questionnaire-b579;;5155631;5d716715d1e5b80015d63d2e;1458014;;complete;;5ece4e5617463b04f0934495;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_vertAL_1st0;Consents given;exp done;demographics done;response-2-quantised;2
7;1590580857612;27/05/2020 12:00:57;1590580859862;3;27/05/2020 15:00:59;18619;2;questionnaire-b579;;5155631;5d716715d1e5b80015d63d2e;1458014;;complete;;5ece4e5617463b04f0934495;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_vertAL_1st0;Consents given;exp done;demographics done;response-2-text;
8;1590580857612;27/05/2020 12:00:57;1590580859862;3;27/05/2020 15:00:59;18619;2;questionnaire-b579;;5155631;5d716715d1e5b80015d63d2e;1458014;;complete;;5ece4e5617463b04f0934495;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_vertAL_1st0;Consents given;exp done;demographics done;response-3;greek
9;1590580857612;27/05/2020 12:00:57;1590580859862;3;27/05/2020 15:00:59;18619;2;questionnaire-b579;;5155631;5d716715d1e5b80015d63d2e;1458014;;complete;;5ece4e5617463b04f0934495;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_vertAL_1st0;Consents given;exp done;demographics done;country;greece
10;1590580857612;27/05/2020 12:00:57;1590580859862;3;27/05/2020 15:00:59;18619;2;questionnaire-b579;;5155631;5d716715d1e5b80015d63d2e;1458014;;complete;;5ece4e5617463b04f0934495;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_vertAL_1st0;Consents given;exp done;demographics done;education;Bachelor degree
11;1590580857612;27/05/2020 12:00:57;1590580859862;3;27/05/2020 15:00:59;18619;2;questionnaire-b579;;5155631;5d716715d1e5b80015d63d2e;1458014;;complete;;5ece4e5617463b04f0934495;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_vertAL_1st0;Consents given;exp done;demographics done;education-quantised;5
12;1590580857612;27/05/2020 12:00:57;1590580859862;3;27/05/2020 15:00:59;18619;2;questionnaire-b579;;5155631;5d716715d1e5b80015d63d2e;1458014;;complete;;5ece4e5617463b04f0934495;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_vertAL_1st0;Consents given;exp done;demographics done;psyKnowledge;Some knowledge as amateur
13;1590580857612;27/05/2020 12:00:57;1590580859863;3;27/05/2020 15:00:59;18619;2;questionnaire-b579;;5155631;5d716715d1e5b80015d63d2e;1458014;;complete;;5ece4e5617463b04f0934495;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_vertAL_1st0;Consents given;exp done;demographics done;psyKnowledge-quantised;2
14;1590580857612;27/05/2020 12:00:57;1590580859863;3;27/05/2020 15:00:59;18619;2;questionnaire-b579;;5155631;5d716715d1e5b80015d63d2e;1458014;;complete;;5ece4e5617463b04f0934495;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_vertAL_1st0;Consents given;exp done;demographics done;comment;
15;1590580857612;27/05/2020 12:00:57;1590580859863;3;27/05/2020 15:00:59;18619;2;questionnaire-b579;;5155631;5d716715d1e5b80015d63d2e;1458014;;complete;;5ece4e5617463b04f0934495;computer;Desktop or Laptop;Windows 10;Chrome 83.0.4103.61;1920x1080;1903x937;demographics done;demographic;4;BRAC2_vertAL_1st0;Consents given;exp done;demographics done;END QUESTIONNAIRE;89855
1;1590580712395;27/05/2020 11:58:32;1590580711658;1;27/05/2020 12:58:31;18619;2;questionnaire-b579;;5155609;5eba2435926e6315d00277b2;1458032;;complete;;5ece4fe52aede003c8210a52;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1536x864;1536x754;demographics done;demographic;4;BRAC2_vertLL_1st0;Consents given;exp done;demographics done;BEGIN QUESTIONNAIRE;
2;1590580734969;27/05/2020 11:58:54;1590580734289;1;27/05/2020 12:58:54;18619;2;questionnaire-b579;;5155609;5eba2435926e6315d00277b2;1458032;;complete;;5ece4fe52aede003c8210a52;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1536x864;1519x754;demographics done;demographic;4;BRAC2_vertLL_1st0;Consents given;exp done;demographics done;sex;male
3;1590580735062;27/05/2020 11:58:55;1590580734291;1;27/05/2020 12:58:54;18619;2;questionnaire-b579;;5155609;5eba2435926e6315d00277b2;1458032;;complete;;5ece4fe52aede003c8210a52;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1536x864;1519x754;demographics done;demographic;4;BRAC2_vertLL_1st0;Consents given;exp done;demographics done;sex-quantised;1
4;1590580735062;27/05/2020 11:58:55;1590580734291;1;27/05/2020 12:58:54;18619;2;questionnaire-b579;;5155609;5eba2435926e6315d00277b2;1458032;;complete;;5ece4fe52aede003c8210a52;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1536x864;1519x754;demographics done;demographic;4;BRAC2_vertLL_1st0;Consents given;exp done;demographics done;age;18
5;1590580735062;27/05/2020 11:58:55;1590580734291;1;27/05/2020 12:58:54;18619;2;questionnaire-b579;;5155609;5eba2435926e6315d00277b2;1458032;;complete;;5ece4fe52aede003c8210a52;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1536x864;1519x754;demographics done;demographic;4;BRAC2_vertLL_1st0;Consents given;exp done;demographics done;response-2;left-handed
6;1590580735062;27/05/2020 11:58:55;1590580734291;1;27/05/2020 12:58:54;18619;2;questionnaire-b579;;5155609;5eba2435926e6315d00277b2;1458032;;complete;;5ece4fe52aede003c8210a52;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1536x864;1519x754;demographics done;demographic;4;BRAC2_vertLL_1st0;Consents given;exp done;demographics done;response-2-quantised;2
7;1590580735062;27/05/2020 11:58:55;1590580734292;1;27/05/2020 12:58:54;18619;2;questionnaire-b579;;5155609;5eba2435926e6315d00277b2;1458032;;complete;;5ece4fe52aede003c8210a52;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1536x864;1519x754;demographics done;demographic;4;BRAC2_vertLL_1st0;Consents given;exp done;demographics done;response-2-text;
8;1590580735062;27/05/2020 11:58:55;1590580734292;1;27/05/2020 12:58:54;18619;2;questionnaire-b579;;5155609;5eba2435926e6315d00277b2;1458032;;complete;;5ece4fe52aede003c8210a52;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1536x864;1519x754;demographics done;demographic;4;BRAC2_vertLL_1st0;Consents given;exp done;demographics done;response-3;Portuguese
9;1590580735062;27/05/2020 11:58:55;1590580734292;1;27/05/2020 12:58:54;18619;2;questionnaire-b579;;5155609;5eba2435926e6315d00277b2;1458032;;complete;;5ece4fe52aede003c8210a52;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1536x864;1519x754;demographics done;demographic;4;BRAC2_vertLL_1st0;Consents given;exp done;demographics done;country;Portugal
10;1590580735062;27/05/2020 11:58:55;1590580734292;1;27/05/2020 12:58:54;18619;2;questionnaire-b579;;5155609;5eba2435926e6315d00277b2;1458032;;complete;;5ece4fe52aede003c8210a52;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1536x864;1519x754;demographics done;demographic;4;BRAC2_vertLL_1st0;Consents given;exp done;demographics done;education;High school diploma
11;1590580735062;27/05/2020 11:58:55;1590580734292;1;27/05/2020 12:58:54;18619;2;questionnaire-b579;;5155609;5eba2435926e6315d00277b2;1458032;;complete;;5ece4fe52aede003c8210a52;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1536x864;1519x754;demographics done;demographic;4;BRAC2_vertLL_1st0;Consents given;exp done;demographics done;education-quantised;3
12;1590580735062;27/05/2020 11:58:55;1590580734293;1;27/05/2020 12:58:54;18619;2;questionnaire-b579;;5155609;5eba2435926e6315d00277b2;1458032;;complete;;5ece4fe52aede003c8210a52;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1536x864;1519x754;demographics done;demographic;4;BRAC2_vertLL_1st0;Consents given;exp done;demographics done;psyKnowledge;Some knowledge as amateur
13;1590580735062;27/05/2020 11:58:55;1590580734293;1;27/05/2020 12:58:54;18619;2;questionnaire-b579;;5155609;5eba2435926e6315d00277b2;1458032;;complete;;5ece4fe52aede003c8210a52;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1536x864;1519x754;demographics done;demographic;4;BRAC2_vertLL_1st0;Consents given;exp done;demographics done;psyKnowledge-quantised;2
14;1590580735062;27/05/2020 11:58:55;1590580734293;1;27/05/2020 12:58:54;18619;2;questionnaire-b579;;5155609;5eba2435926e6315d00277b2;1458032;;complete;;5ece4fe52aede003c8210a52;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1536x864;1519x754;demographics done;demographic;4;BRAC2_vertLL_1st0;Consents given;exp done;demographics done;comment;
15;1590580735062;27/05/2020 11:58:55;1590580734293;1;27/05/2020 12:58:54;18619;2;questionnaire-b579;;5155609;5eba2435926e6315d00277b2;1458032;;complete;;5ece4fe52aede003c8210a52;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1536x864;1519x754;demographics done;demographic;4;BRAC2_vertLL_1st0;Consents given;exp done;demographics done;END QUESTIONNAIRE;22635
1;1590580661452;27/05/2020 11:57:41;1590580663135;2;27/05/2020 13:57:43;18619;2;questionnaire-b579;;5155592;5cdd7d9f83e768001952c3d6;1457998;;complete;;5ece4e9084eccc038716eeab;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1600x900;1600x789;demographics done;demographic;4;BRAC2_vertLA_1st0;Consents given;exp done;demographics done;BEGIN QUESTIONNAIRE;
2;1590580786354;27/05/2020 11:59:46;1590580788097;2;27/05/2020 13:59:48;18619;2;questionnaire-b579;;5155592;5cdd7d9f83e768001952c3d6;1457998;;complete;;5ece4e9084eccc038716eeab;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1600x900;1583x789;demographics done;demographic;4;BRAC2_vertLA_1st0;Consents given;exp done;demographics done;sex;male
3;1590580786463;27/05/2020 11:59:46;1590580788101;2;27/05/2020 13:59:48;18619;2;questionnaire-b579;;5155592;5cdd7d9f83e768001952c3d6;1457998;;complete;;5ece4e9084eccc038716eeab;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1600x900;1583x789;demographics done;demographic;4;BRAC2_vertLA_1st0;Consents given;exp done;demographics done;sex-quantised;1
4;1590580786463;27/05/2020 11:59:46;1590580788104;2;27/05/2020 13:59:48;18619;2;questionnaire-b579;;5155592;5cdd7d9f83e768001952c3d6;1457998;;complete;;5ece4e9084eccc038716eeab;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1600x900;1583x789;demographics done;demographic;4;BRAC2_vertLA_1st0;Consents given;exp done;demographics done;age;25
5;1590580786463;27/05/2020 11:59:46;1590580788105;2;27/05/2020 13:59:48;18619;2;questionnaire-b579;;5155592;5cdd7d9f83e768001952c3d6;1457998;;complete;;5ece4e9084eccc038716eeab;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1600x900;1583x789;demographics done;demographic;4;BRAC2_vertLA_1st0;Consents given;exp done;demographics done;response-2;right-handed
6;1590580786463;27/05/2020 11:59:46;1590580788105;2;27/05/2020 13:59:48;18619;2;questionnaire-b579;;5155592;5cdd7d9f83e768001952c3d6;1457998;;complete;;5ece4e9084eccc038716eeab;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1600x900;1583x789;demographics done;demographic;4;BRAC2_vertLA_1st0;Consents given;exp done;demographics done;response-2-quantised;1
7;1590580786463;27/05/2020 11:59:46;1590580788106;2;27/05/2020 13:59:48;18619;2;questionnaire-b579;;5155592;5cdd7d9f83e768001952c3d6;1457998;;complete;;5ece4e9084eccc038716eeab;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1600x900;1583x789;demographics done;demographic;4;BRAC2_vertLA_1st0;Consents given;exp done;demographics done;response-2-text;
8;1590580786463;27/05/2020 11:59:46;1590580788106;2;27/05/2020 13:59:48;18619;2;questionnaire-b579;;5155592;5cdd7d9f83e768001952c3d6;1457998;;complete;;5ece4e9084eccc038716eeab;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1600x900;1583x789;demographics done;demographic;4;BRAC2_vertLA_1st0;Consents given;exp done;demographics done;response-3;Polish
9;1590580786463;27/05/2020 11:59:46;1590580788107;2;27/05/2020 13:59:48;18619;2;questionnaire-b579;;5155592;5cdd7d9f83e768001952c3d6;1457998;;complete;;5ece4e9084eccc038716eeab;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1600x900;1583x789;demographics done;demographic;4;BRAC2_vertLA_1st0;Consents given;exp done;demographics done;country;Poland
10;1590580786463;27/05/2020 11:59:46;1590580788108;2;27/05/2020 13:59:48;18619;2;questionnaire-b579;;5155592;5cdd7d9f83e768001952c3d6;1457998;;complete;;5ece4e9084eccc038716eeab;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1600x900;1583x789;demographics done;demographic;4;BRAC2_vertLA_1st0;Consents given;exp done;demographics done;education;Bachelor degree
11;1590580786463;27/05/2020 11:59:46;1590580788111;2;27/05/2020 13:59:48;18619;2;questionnaire-b579;;5155592;5cdd7d9f83e768001952c3d6;1457998;;complete;;5ece4e9084eccc038716eeab;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1600x900;1583x789;demographics done;demographic;4;BRAC2_vertLA_1st0;Consents given;exp done;demographics done;education-quantised;5
12;1590580786463;27/05/2020 11:59:46;1590580788111;2;27/05/2020 13:59:48;18619;2;questionnaire-b579;;5155592;5cdd7d9f83e768001952c3d6;1457998;;complete;;5ece4e9084eccc038716eeab;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1600x900;1583x789;demographics done;demographic;4;BRAC2_vertLA_1st0;Consents given;exp done;demographics done;psyKnowledge;Not at all
13;1590580786463;27/05/2020 11:59:46;1590580788112;2;27/05/2020 13:59:48;18619;2;questionnaire-b579;;5155592;5cdd7d9f83e768001952c3d6;1457998;;complete;;5ece4e9084eccc038716eeab;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1600x900;1583x789;demographics done;demographic;4;BRAC2_vertLA_1st0;Consents given;exp done;demographics done;psyKnowledge-quantised;1
14;1590580786463;27/05/2020 11:59:46;1590580788112;2;27/05/2020 13:59:48;18619;2;questionnaire-b579;;5155592;5cdd7d9f83e768001952c3d6;1457998;;complete;;5ece4e9084eccc038716eeab;computer;Desktop or Laptop;Windows 10;Chrome 81.0.4044.138;1600x900;1583x789;demographics done;demographic;4;BRAC2_vertLA_1st0;Consents given;exp done;demographics done;comment;
