"pp";"counterbalance";"blockNum";"trialNum";"rt";"Response";"Attempt";"error";"Timed.Out";"ANSWER";"cuecolor";"framecolor";"task";"stimulus";"cocoa";"Participant.OS";"Participant.Browser";"ppViewportSize";"task_R";"ANSWER_R";"framecolor_R";"error_R"
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;0;1047,24999982864;"L";1;1;NA;"A";"black";"blue";"magnit";7;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";99;99;99;99
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;1;1250,71500008926;"L";1;0;NA;"L";"black";"red";"magnit";1;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;1;1
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;2;1008,48000007682;"A";1;0;NA;"A";"black";"red";"parity";3;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;3;641,689999960363;"L";1;0;NA;"L";"black";"blue";"parity";6;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;4;577,169999945909;"A";1;0;NA;"A";"black";"red";"parity";3;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;5;646,414999850094;"L";1;0;NA;"L";"black";"red";"parity";4;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;6;601,500000106171;"A";1;0;NA;"A";"black";"blue";"parity";3;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;7;778,025000123307;"A";1;1;NA;"L";"black";"red";"magnit";1;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;8;773,065000073984;"L";1;0;NA;"L";"black";"blue";"parity";8;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;0;1;1
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;9;860,795000102371;"A";1;0;NA;"A";"black";"blue";"magnit";9;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;10;1250,7499998901;"A";1;0;NA;"A";"black";"blue";"magnit";8;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;0;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;11;2146,26999991015;"A";1;0;NA;"A";"black";"blue";"parity";7;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;0;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;12;951,020000036806;"L";1;0;NA;"L";"black";"red";"magnit";4;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;13;1559,92999998853;"A";1;0;NA;"A";"black";"blue";"parity";1;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;14;1565,18499995582;"L";1;1;NA;"A";"black";"red";"parity";9;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;0;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;15;659,080000128597;"L";1;0;NA;"L";"black";"red";"parity";6;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;0;1
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;16;894,175000023097;"A";1;0;NA;"A";"black";"red";"parity";7;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;17;497,37500003539;"L";1;0;NA;"L";"black";"blue";"parity";6;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;18;911,694999784231;"A";1;0;NA;"A";"black";"blue";"magnit";7;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;19;1062,58500018157;"A";1;0;NA;"A";"black";"red";"parity";3;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;0;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;20;1377,98000010662;"L";1;0;NA;"L";"black";"blue";"magnit";2;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;21;1012,98499992117;"A";1;0;NA;"A";"black";"blue";"magnit";6;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;22;677,404999965802;"A";1;0;NA;"A";"black";"red";"parity";7;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;0;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;23;665,825000032783;"L";1;1;NA;"A";"black";"blue";"magnit";8;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;0;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;24;1966,95000003092;"A";1;1;NA;"L";"black";"blue";"parity";2;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;0;1
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;25;1377,5649999734;"A";1;0;NA;"A";"black";"blue";"parity";3;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;0;1
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;26;1223,17999997176;"A";1;0;NA;"A";"black";"blue";"magnit";6;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;0;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;27;525,045000016689;"A";1;0;NA;"A";"black";"blue";"magnit";9;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;0;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;28;797,294999938458;"A";1;0;NA;"A";"black";"blue";"parity";7;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;0;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;29;824,860000051558;"L";1;0;NA;"L";"black";"blue";"magnit";1;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;30;426,135000074282;"L";1;0;NA;"L";"black";"red";"magnit";2;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;0;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;31;453,914999961853;"A";1;0;NA;"A";"black";"red";"magnit";6;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;32;473,684999858961;"L";1;0;NA;"L";"black";"blue";"magnit";2;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;33;822,515000123531;"L";1;0;NA;"L";"black";"red";"parity";8;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;0;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;34;1528,53500004858;"L";1;0;NA;"L";"black";"blue";"magnit";4;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;0;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;35;721,835000207648;"L";1;0;NA;"L";"black";"blue";"magnit";3;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;0;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;36;479,090000037104;"L";1;0;NA;"L";"black";"blue";"magnit";4;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;0;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;37;1721,54500009492;"L";1;0;NA;"L";"black";"blue";"parity";2;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;0;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;38;666,740000015125;"A";1;0;NA;"A";"black";"red";"parity";1;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;39;2271,44999988377;"A";1;0;NA;"A";"black";"blue";"magnit";7;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;0;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;40;482,534999959171;"A";1;0;NA;"A";"black";"blue";"magnit";9;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;0;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;41;616,094999946654;"L";1;0;NA;"L";"black";"blue";"magnit";3;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;42;559,70500013791;"A";1;0;NA;"A";"black";"blue";"parity";1;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;43;2010,49499982037;"L";1;0;NA;"L";"black";"red";"magnit";3;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;44;682,570000179112;"A";1;0;NA;"A";"black";"red";"magnit";7;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;45;424,265000037849;"L";1;0;NA;"L";"black";"red";"magnit";3;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;46;854,404999874532;"L";1;0;NA;"L";"black";"blue";"parity";6;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;0;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;47;563,395000062883;"A";1;0;NA;"A";"black";"red";"parity";9;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;48;1014,08499991521;"L";1;0;NA;"L";"black";"red";"parity";4;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;49;1159,4000000041;"L";1;0;NA;"L";"black";"red";"parity";8;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;0;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;50;515,535000013188;"L";1;0;NA;"L";"black";"red";"parity";4;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;0;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;51;462,555000092834;"L";1;0;NA;"L";"black";"blue";"parity";8;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;0;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;52;458,924999926239;"A";1;0;NA;"A";"black";"blue";"parity";7;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;53;1312,05499987118;"A";1;0;NA;"A";"black";"red";"magnit";8;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;0;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;54;700,345000019297;"L";1;0;NA;"L";"black";"red";"parity";6;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;55;1455,39500005543;"A";1;1;NA;"L";"black";"blue";"parity";2;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;0;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;56;748,670000117272;"A";1;0;NA;"A";"black";"red";"magnit";7;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;1;1
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;57;689,835000084713;"L";1;0;NA;"L";"black";"blue";"parity";4;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;58;1081,01999992505;"A";1;0;NA;"A";"black";"red";"magnit";8;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;59;617,245000088587;"A";1;0;NA;"A";"black";"red";"magnit";6;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;0;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;60;694,369999924675;"L";1;0;NA;"L";"black";"red";"parity";8;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;61;618,005000054836;"A";1;0;NA;"A";"black";"red";"magnit";9;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;62;800,069999881089;"L";1;0;NA;"L";"black";"blue";"parity";4;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;63;1315,98000018857;"A";1;0;NA;"A";"black";"red";"parity";9;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;64;566,409999970347;"A";1;0;NA;"A";"black";"blue";"parity";1;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;0;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;65;546,930000185966;"A";1;0;NA;"A";"black";"red";"parity";7;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;0;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;66;622,729999944568;"L";1;0;NA;"L";"black";"red";"parity";2;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;67;1900,82500013523;"L";1;0;NA;"L";"black";"red";"magnit";4;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;0;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;68;756,495000096038;"L";1;0;NA;"L";"black";"red";"parity";2;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;0;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;69;616,459999931976;"L";1;0;NA;"L";"black";"red";"parity";6;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;0;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;70;482,925000134856;"L";1;0;NA;"L";"black";"red";"parity";2;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;0;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;71;481,425000121817;"L";1;0;NA;"L";"black";"blue";"parity";8;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;0;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;72;768,489999929443;"A";1;0;NA;"A";"black";"red";"magnit";6;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;73;549,714999971911;"L";1;0;NA;"L";"black";"red";"magnit";2;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;74;525,885000126436;"L";1;0;NA;"L";"black";"red";"magnit";3;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;0;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;75;506,085000000894;"L";1;0;NA;"L";"black";"red";"magnit";1;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;0;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;76;512,390000047162;"A";1;0;NA;"A";"black";"blue";"parity";9;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;77;1085,87999991141;"L";1;0;NA;"L";"black";"blue";"magnit";3;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;78;815,29500009492;"L";1;1;NA;"A";"black";"blue";"parity";9;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;79;696,304999990389;"L";1;0;NA;"L";"black";"blue";"magnit";4;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;0;1
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;80;1503,32000013441;"A";1;0;NA;"A";"black";"blue";"parity";3;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;81;1294,34500006028;"L";1;0;NA;"L";"black";"blue";"magnit";2;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;82;496,829999843612;"A";1;0;NA;"A";"black";"red";"magnit";9;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;83;484,019999857992;"A";1;0;NA;"A";"black";"blue";"magnit";8;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;0;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;84;982,645000098273;"A";1;0;NA;"A";"black";"red";"parity";1;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;0;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;85;498,350000008941;"A";1;0;NA;"A";"black";"red";"magnit";9;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;0;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;86;599,859999958426;"L";1;0;NA;"L";"black";"blue";"magnit";1;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;87;901,545000029728;"A";1;0;NA;"A";"black";"blue";"parity";9;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;88;875,090000219643;"L";1;0;NA;"L";"black";"blue";"magnit";1;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;89;641,399999847636;"A";1;0;NA;"A";"black";"red";"magnit";7;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;90;1059,21499989927;"L";1;0;NA;"L";"black";"red";"magnit";2;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;91;654,635000042617;"L";1;0;NA;"L";"black";"blue";"parity";4;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;0;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;92;1062,32999986969;"A";1;0;NA;"A";"black";"red";"magnit";8;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;93;837,479999987409;"L";1;0;NA;"L";"black";"red";"magnit";4;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;94;479,025000007823;"A";1;0;NA;"A";"black";"red";"parity";1;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";0;95;1343,5349999927;"L";1;1;NA;"A";"black";"blue";"magnit";6;300;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;0;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";1;0;1398,04000011645;"L";1;0;NA;"L";"black";"blue";"parity";2;0;"Windows 10";"Chrome 83.0.4103.116";"1366x657";99;99;99;99
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";1;1;2179,31000003591;"L";1;0;NA;"L";"black";"blue";"magnit";1;0;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;0;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";1;2;737,420000135899;"A";1;0;NA;"A";"black";"blue";"magnit";9;0;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";1;3;602,335000177845;"L";1;0;NA;"L";"black";"red";"parity";2;0;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";1;4;481,894999975339;"A";1;0;NA;"A";"black";"blue";"parity";1;0;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";1;5;597,585000097752;"A";1;0;NA;"A";"black";"blue";"parity";9;0;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;0;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";1;6;1140,46500017866;"L";1;0;NA;"L";"black";"red";"magnit";2;0;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";1;7;913,940000114962;"L";1;0;NA;"L";"black";"blue";"magnit";4;0;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;0;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";1;8;850,364999845624;"A";1;0;NA;"A";"black";"red";"magnit";9;0;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";1;9;1074,6250001248;"A";1;0;NA;"A";"black";"blue";"magnit";6;0;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;0;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";1;10;657,200000016019;"A";1;0;NA;"A";"black";"red";"magnit";7;0;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;0;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";1;11;1077,23499997519;"L";1;0;NA;"L";"black";"red";"parity";4;0;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";1;12;427,949999924749;"L";1;0;NA;"L";"black";"blue";"parity";8;0;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;0;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";1;13;636,785000097007;"A";1;0;NA;"A";"black";"red";"magnit";7;0;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";1;14;570,24999987334;"L";1;0;NA;"L";"black";"blue";"parity";6;0;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";1;15;765,235000057146;"A";1;0;NA;"A";"black";"red";"magnit";7;0;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";1;16;619,859999977052;"L";1;0;NA;"L";"black";"red";"magnit";3;0;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";1;17;446,839999873191;"L";1;0;NA;"L";"black";"red";"parity";6;0;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;0;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";1;18;516,029999824241;"A";1;0;NA;"A";"black";"blue";"parity";9;0;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";1;19;706,424999982119;"L";1;0;NA;"L";"black";"red";"parity";2;0;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";1;20;715,580000076443;"L";1;0;NA;"L";"black";"blue";"parity";6;0;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;0;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";1;21;730,414999881759;"L";1;0;NA;"L";"black";"blue";"magnit";3;0;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;0;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";1;22;499,420000007376;"L";1;0;NA;"L";"black";"red";"parity";4;0;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;0;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";1;23;1037,63499995694;"A";1;0;NA;"A";"black";"red";"magnit";6;0;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";1;24;448,2349997852;"L";1;1;NA;"A";"black";"red";"parity";9;0;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;0;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";1;25;1945,67000004463;"A";1;0;NA;"A";"black";"blue";"parity";7;0;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;0;1;1
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";1;26;597,81499998644;"L";1;0;NA;"L";"black";"blue";"parity";2;0;"Windows 10";"Chrome 83.0.4103.116";"1366x657";0;1;0;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";1;27;833,675000118092;"A";1;0;NA;"A";"black";"red";"magnit";8;0;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;1;0
"5eba67eb17a5461ab1182c5a";"BRAC2_horiAA_1st300";1;28;1684,18499990366;"L";1;0;NA;"L";"black";"blue";"parity";6;0;"Windows 10";"Chrome 83.0.4103.116";"1366x657";1;1;1;0
