Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;counterbalance-9qvq;checkpoint-ngg1;checkpoint-nubw;checkpoint-t5ey;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;parMap;oddMap;evenMap;firstFig;secondFig;cueFileName;stimFileName;magnMap;greatMap;lessMap;ANSWER;mappingsGuide;cue0FileName;breakMessage;;cuecolor;framecolor;orientation;stimulus;task;cocoa;blockN;trialN;__EMPTY
255;1589787157194;18/05/2020 07:32:37;1589787156538;2;18/05/2020 09:32:36;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;64;46;3;Screen 3;advancementZone;timelimit_screen;300;;;;0;1;0;;;1;;;trial;;;;;;blackredvert.png;blackredvert8.png;;;;L;vertLA.png;blackblackvert.png;;;black;red;vert;8;magnit;300;0.0;45.0;63
256;1589787157977;18/05/2020 07:32:37;1589787157321;2;18/05/2020 09:32:37;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;64;46;4;Screen 4;Zone4;response_keyboard_single;776;;L;1;1;0;0;;;;;;trial;;;;;;blackredvert.png;blackredvert8.png;;;;L;vertLA.png;blackblackvert.png;;;black;red;vert;8;magnit;300;0.0;45.0;63
257;1589787159399;18/05/2020 07:32:39;1589787158723;2;18/05/2020 09:32:38;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;65;47;1;Screen 1;fixation;fixation;1404;;;;0;1;0;;;;;;trial;;;;;;blackredhori.png;blackredhori1.png;;;;A;vertLA.png;blackblackhori.png;;;black;red;hori;1;parity;300;0.0;46.0;64
258;1589787159680;18/05/2020 07:32:39;1589787159024;2;18/05/2020 09:32:39;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;65;47;2;Screen 2;advancementZone;timelimit_screen;301;;;;0;1;0;;;1;;;trial;;;;;;blackredhori.png;blackredhori1.png;;;;A;vertLA.png;blackblackhori.png;;;black;red;hori;1;parity;300;0.0;46.0;64
259;1589787160008;18/05/2020 07:32:40;1589787159324;2;18/05/2020 09:32:39;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;65;47;3;Screen 3;advancementZone;timelimit_screen;299;;;;0;1;0;;;1;;;trial;;;;;;blackredhori.png;blackredhori1.png;;;;A;vertLA.png;blackblackhori.png;;;black;red;hori;1;parity;300;0.0;46.0;64
260;1589787161415;18/05/2020 07:32:41;1589787160738;2;18/05/2020 09:32:40;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;65;47;4;Screen 4;Zone3;response_keyboard_single;1407;;A;1;1;0;0;;;;;;trial;;;;;;blackredhori.png;blackredhori1.png;;;;A;vertLA.png;blackblackhori.png;;;black;red;hori;1;parity;300;0.0;46.0;64
261;1589787162798;18/05/2020 07:32:42;1589787162124;2;18/05/2020 09:32:42;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;66;48;1;Screen 1;fixation;fixation;1400;;;;0;1;0;;;;;;trial;;;;;;blackredhori.png;blackredhori7.png;;;;A;vertLA.png;blackblackhori.png;;;black;red;hori;7;parity;300;0.0;47.0;65
262;1589787163127;18/05/2020 07:32:43;1589787162425;2;18/05/2020 09:32:42;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;66;48;2;Screen 2;advancementZone;timelimit_screen;300;;;;0;1;0;;;1;;;trial;;;;;;blackredhori.png;blackredhori7.png;;;;A;vertLA.png;blackblackhori.png;;;black;red;hori;7;parity;300;0.0;47.0;65
263;1589787163392;18/05/2020 07:32:43;1589787162725;2;18/05/2020 09:32:42;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;66;48;3;Screen 3;advancementZone;timelimit_screen;300;;;;0;1;0;;;1;;;trial;;;;;;blackredhori.png;blackredhori7.png;;;;A;vertLA.png;blackblackhori.png;;;black;red;hori;7;parity;300;0.0;47.0;65
264;1589787164082;18/05/2020 07:32:44;1589787163423;2;18/05/2020 09:32:43;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;66;48;4;Screen 4;Zone3;response_keyboard_single;692;;A;1;1;0;0;;;;;;trial;;;;;;blackredhori.png;blackredhori7.png;;;;A;vertLA.png;blackblackhori.png;;;black;red;hori;7;parity;300;0.0;47.0;65
265;1589787165473;18/05/2020 07:32:45;1589787164811;2;18/05/2020 09:32:44;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;67;49;1;Screen 1;fixation;fixation;1401;;;;0;1;0;;;;;;trial;;;;;;blackbluehori.png;blackbluehori1.png;;;;A;vertLA.png;blackblackhori.png;;;black;blue;hori;1;parity;300;0.0;48.0;66
266;1589787165770;18/05/2020 07:32:45;1589787165112;2;18/05/2020 09:32:45;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;67;49;2;Screen 2;advancementZone;timelimit_screen;300;;;;0;1;0;;;1;;;trial;;;;;;blackbluehori.png;blackbluehori1.png;;;;A;vertLA.png;blackblackhori.png;;;black;blue;hori;1;parity;300;0.0;48.0;66
267;1589787166066;18/05/2020 07:32:46;1589787165412;2;18/05/2020 09:32:45;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;67;49;3;Screen 3;advancementZone;timelimit_screen;300;;;;0;1;0;;;1;;;trial;;;;;;blackbluehori.png;blackbluehori1.png;;;;A;vertLA.png;blackblackhori.png;;;black;blue;hori;1;parity;300;0.0;48.0;66
268;1589787166613;18/05/2020 07:32:46;1589787165955;2;18/05/2020 09:32:45;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;67;49;4;Screen 4;Zone3;response_keyboard_single;535.9999999999709;;A;1;1;0;0;;;;;;trial;;;;;;blackbluehori.png;blackbluehori1.png;;;;A;vertLA.png;blackblackhori.png;;;black;blue;hori;1;parity;300;0.0;48.0;66
269;1589787168020;18/05/2020 07:32:48;1589787167344;2;18/05/2020 09:32:47;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;68;50;1;Screen 1;fixation;fixation;1399;;;;0;1;0;;;;;;trial;;;;;;blackredvert.png;blackredvert3.png;;;;A;vertLA.png;blackblackvert.png;;;black;red;vert;3;magnit;300;0.0;49.0;67
270;1589787168301;18/05/2020 07:32:48;1589787167645;2;18/05/2020 09:32:47;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;68;50;2;Screen 2;advancementZone;timelimit_screen;301;;;;0;1;0;;;1;;;trial;;;;;;blackredvert.png;blackredvert3.png;;;;A;vertLA.png;blackblackvert.png;;;black;red;vert;3;magnit;300;0.0;49.0;67
271;1589787168598;18/05/2020 07:32:48;1589787167945;2;18/05/2020 09:32:47;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;68;50;3;Screen 3;advancementZone;timelimit_screen;300;;;;0;1;0;;;1;;;trial;;;;;;blackredvert.png;blackredvert3.png;;;;A;vertLA.png;blackblackvert.png;;;black;red;vert;3;magnit;300;0.0;49.0;67
272;1589787169457;18/05/2020 07:32:49;1589787168801;2;18/05/2020 09:32:48;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;68;50;4;Screen 4;Zone3;response_keyboard_single;848.0000000000291;;A;1;1;0;0;;;;;;trial;;;;;;blackredvert.png;blackredvert3.png;;;;A;vertLA.png;blackblackvert.png;;;black;red;vert;3;magnit;300;0.0;49.0;67
273;1589787170855;18/05/2020 07:32:50;1589787170198;2;18/05/2020 09:32:50;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;69;51;1;Screen 1;fixation;fixation;1400;;;;0;1;0;;;;;;trial;;;;;;blackredhori.png;blackredhori6.png;;;;L;vertLA.png;blackblackhori.png;;;black;red;hori;6;parity;300;0.0;50.0;68
274;1589787171168;18/05/2020 07:32:51;1589787170500;2;18/05/2020 09:32:50;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;69;51;2;Screen 2;advancementZone;timelimit_screen;301;;;;0;1;0;;;1;;;trial;;;;;;blackredhori.png;blackredhori6.png;;;;L;vertLA.png;blackblackhori.png;;;black;red;hori;6;parity;300;0.0;50.0;68
275;1589787171449;18/05/2020 07:32:51;1589787170799;2;18/05/2020 09:32:50;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;69;51;3;Screen 3;advancementZone;timelimit_screen;299;;;;0;1;0;;;1;;;trial;;;;;;blackredhori.png;blackredhori6.png;;;;L;vertLA.png;blackblackhori.png;;;black;red;hori;6;parity;300;0.0;50.0;68
276;1589787172310;18/05/2020 07:32:52;1589787171651;2;18/05/2020 09:32:51;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;69;51;4;Screen 4;Zone4;response_keyboard_single;843.9999999999709;;L;1;1;0;0;;;;;;trial;;;;;;blackredhori.png;blackredhori6.png;;;;L;vertLA.png;blackblackhori.png;;;black;red;hori;6;parity;300;0.0;50.0;68
277;1589787173712;18/05/2020 07:32:53;1589787173051;2;18/05/2020 09:32:53;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;70;52;1;Screen 1;fixation;fixation;1403;;;;0;1;0;;;;;;trial;;;;;;blackredvert.png;blackredvert8.png;;;;L;vertLA.png;blackblackvert.png;;;black;red;vert;8;magnit;300;0.0;51.0;69
278;1589787174009;18/05/2020 07:32:54;1589787173352;2;18/05/2020 09:32:53;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;70;52;2;Screen 2;advancementZone;timelimit_screen;300;;;;0;1;0;;;1;;;trial;;;;;;blackredvert.png;blackredvert8.png;;;;L;vertLA.png;blackblackvert.png;;;black;red;vert;8;magnit;300;0.0;51.0;69
279;1589787174321;18/05/2020 07:32:54;1589787173652;2;18/05/2020 09:32:53;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;70;52;3;Screen 3;advancementZone;timelimit_screen;300;;;;0;1;0;;;1;;;trial;;;;;;blackredvert.png;blackredvert8.png;;;;L;vertLA.png;blackblackvert.png;;;black;red;vert;8;magnit;300;0.0;51.0;69
280;1589787174805;18/05/2020 07:32:54;1589787174109;2;18/05/2020 09:32:54;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;70;52;4;Screen 4;Zone4;response_keyboard_single;450;;L;1;1;0;0;;;;;;trial;;;;;;blackredvert.png;blackredvert8.png;;;;L;vertLA.png;blackblackvert.png;;;black;red;vert;8;magnit;300;0.0;51.0;69
281;1589787176165;18/05/2020 07:32:56;1589787175501;2;18/05/2020 09:32:55;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;71;53;1;Screen 1;fixation;fixation;1399;;;;0;1;0;;;;;;trial;;;;;;blackbluehori.png;blackbluehori2.png;;;;L;vertLA.png;blackblackhori.png;;;black;blue;hori;2;parity;300;0.0;52.0;70
282;1589787176477;18/05/2020 07:32:56;1589787175801;2;18/05/2020 09:32:55;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;71;53;2;Screen 2;advancementZone;timelimit_screen;300;;;;0;1;0;;;1;;;trial;;;;;;blackbluehori.png;blackbluehori2.png;;;;L;vertLA.png;blackblackhori.png;;;black;blue;hori;2;parity;300;0.0;52.0;70
283;1589787176774;18/05/2020 07:32:56;1589787176102;2;18/05/2020 09:32:56;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;71;53;3;Screen 3;advancementZone;timelimit_screen;300;;;;0;1;0;;;1;;;trial;;;;;;blackbluehori.png;blackbluehori2.png;;;;L;vertLA.png;blackblackhori.png;;;black;blue;hori;2;parity;300;0.0;52.0;70
284;1589787177493;18/05/2020 07:32:57;1589787176835;2;18/05/2020 09:32:56;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;71;53;4;Screen 4;Zone3;response_keyboard_single;727;;A;1;0;1;0;;;;;;trial;;;;;;blackbluehori.png;blackbluehori2.png;;;;L;vertLA.png;blackblackhori.png;;;black;blue;hori;2;parity;300;0.0;52.0;70
285;1589787178885;18/05/2020 07:32:58;1589787178221;2;18/05/2020 09:32:58;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;72;54;1;Screen 1;fixation;fixation;1403;;;;0;1;0;;;;;;trial;;;;;;blackredvert.png;blackredvert6.png;;;;L;vertLA.png;blackblackvert.png;;;black;red;vert;6;magnit;300;0.0;53.0;71
286;1589787179182;18/05/2020 07:32:59;1589787178523;2;18/05/2020 09:32:58;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;72;54;2;Screen 2;advancementZone;timelimit_screen;300;;;;0;1;0;;;1;;;trial;;;;;;blackredvert.png;blackredvert6.png;;;;L;vertLA.png;blackblackvert.png;;;black;red;vert;6;magnit;300;0.0;53.0;71
287;1589787179479;18/05/2020 07:32:59;1589787178822;2;18/05/2020 09:32:58;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;72;54;3;Screen 3;advancementZone;timelimit_screen;300;;;;0;1;0;;;1;;;trial;;;;;;blackredvert.png;blackredvert6.png;;;;L;vertLA.png;blackblackvert.png;;;black;red;vert;6;magnit;300;0.0;53.0;71
288;1589787181058;18/05/2020 07:33:01;1589787180399;2;18/05/2020 09:33:00;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;72;54;4;Screen 4;Zone4;response_keyboard_single;1569;;L;1;1;0;0;;;;;;trial;;;;;;blackredvert.png;blackredvert6.png;;;;L;vertLA.png;blackblackvert.png;;;black;red;vert;6;magnit;300;0.0;53.0;71
289;1589787182443;18/05/2020 07:33:02;1589787181789;2;18/05/2020 09:33:01;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;73;55;1;Screen 1;fixation;fixation;1401;;;;0;1;0;;;;;;trial;;;;;;blackbluehori.png;blackbluehori1.png;;;;A;vertLA.png;blackblackhori.png;;;black;blue;hori;1;parity;300;0.0;54.0;72
290;1589787182755;18/05/2020 07:33:02;1589787182089;2;18/05/2020 09:33:02;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;73;55;2;Screen 2;advancementZone;timelimit_screen;299;;;;0;1;0;;;1;;;trial;;;;;;blackbluehori.png;blackbluehori1.png;;;;A;vertLA.png;blackblackhori.png;;;black;blue;hori;1;parity;300;0.0;54.0;72
291;1589787183037;18/05/2020 07:33:03;1589787182390;2;18/05/2020 09:33:02;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;73;55;3;Screen 3;advancementZone;timelimit_screen;301;;;;0;1;0;;;1;;;trial;;;;;;blackbluehori.png;blackbluehori1.png;;;;A;vertLA.png;blackblackhori.png;;;black;blue;hori;1;parity;300;0.0;54.0;72
292;1589787183694;18/05/2020 07:33:03;1589787183012;2;18/05/2020 09:33:03;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;73;55;4;Screen 4;Zone3;response_keyboard_single;615;;A;1;1;0;0;;;;;;trial;;;;;;blackbluehori.png;blackbluehori1.png;;;;A;vertLA.png;blackblackhori.png;;;black;blue;hori;1;parity;300;0.0;54.0;72
293;1589787185071;18/05/2020 07:33:05;1589787184408;2;18/05/2020 09:33:04;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;74;56;1;Screen 1;fixation;fixation;1400;;;;0;1;0;;;;;;trial;;;;;;blackbluevert.png;blackbluevert2.png;;;;A;vertLA.png;blackblackvert.png;;;black;blue;vert;2;magnit;300;0.0;55.0;73
294;1589787185368;18/05/2020 07:33:05;1589787184709;2;18/05/2020 09:33:04;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;74;56;2;Screen 2;advancementZone;timelimit_screen;300;;;;0;1;0;;;1;;;trial;;;;;;blackbluevert.png;blackbluevert2.png;;;;A;vertLA.png;blackblackvert.png;;;black;blue;vert;2;magnit;300;0.0;55.0;73
295;1589787185666;18/05/2020 07:33:05;1589787185009;2;18/05/2020 09:33:05;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;74;56;3;Screen 3;advancementZone;timelimit_screen;300;;;;0;1;0;;;1;;;trial;;;;;;blackbluevert.png;blackbluevert2.png;;;;A;vertLA.png;blackblackvert.png;;;black;blue;vert;2;magnit;300;0.0;55.0;73
296;1589787186547;18/05/2020 07:33:06;1589787185859;2;18/05/2020 09:33:05;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;74;56;4;Screen 4;Zone3;response_keyboard_single;843;;A;1;1;0;0;;;;;;trial;;;;;;blackbluevert.png;blackbluevert2.png;;;;A;vertLA.png;blackblackvert.png;;;black;blue;vert;2;magnit;300;0.0;55.0;73
297;1589787187940;18/05/2020 07:33:07;1589787187258;2;18/05/2020 09:33:07;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;75;57;1;Screen 1;fixation;fixation;1400;;;;0;1;0;;;;;;trial;;;;;;blackredvert.png;blackredvert4.png;;;;A;vertLA.png;blackblackvert.png;;;black;red;vert;4;magnit;300;0.0;56.0;74
298;1589787188222;18/05/2020 07:33:08;1589787187559;2;18/05/2020 09:33:07;17326;8;task-me89;;4994482;NY3;1414591;;complete;ifjiel;;computer;Desktop or Laptop;Mac OS 10.15.4;Safari 13.1;1440x900;1440x812;demographics done;Instr_Train_Exp_BRAC2;6;BRAC2_vertLA_1st300;Consents given;exp done;demographics done;BRAC2_horiAA_1st300;75;57;2;Screen 2;advancementZone;timelimit_screen;301;;;;0;1;0;;;1;;;trial;;;;;;blackredvert.png;blackredvert4.png;;;;A;vertLA.png;blackblackvert.png;;;black;red;vert;4;magnit;300;0.0;56.0;74
